"","PPL.Open","PPL.High","PPL.Low","PPL.Close","PPL.Volume","PPL.Adjusted"
"77",32.880001,32.91,32.41,32.720001,2827800,31.626539
"78",32.599998,33.009998,32.529999,32.939999,3126800,31.839184
"79",33.02,33.34,32.740002,32.84,4101000,31.742528
"80",32.950001,33.459999,32.91,33.099998,4956100,31.993837
"81",33.09,33.349998,33.02,33.150002,3083500,32.042169
"82",33.259998,33.580002,32.93,33.48,2498700,32.361139
"83",33.5,33.630001,33.259998,33.470001,1631400,32.351475
"84",33.419998,34.040001,33.360001,33.580002,3699600,32.457799
"85",33.650002,34.299999,33.599998,34.27,3733000,33.124739
"86",34.23,34.490002,33.700001,33.700001,4823900,32.573788
"87",33.779999,34.310001,33.68,33.779999,4525700,32.651113
"88",33.860001,34.150002,33.639999,33.639999,4435300,32.515792
"89",33.810001,34.18,33.369999,33.59,9103900,32.467464
"90",33.509998,33.720001,32.119999,32.490002,11682500,31.404226
"91",32.119999,33.16,32.09,33.049999,6119900,31.945509
"92",33.25,33.400002,32.849998,33.349998,4779500,32.235482
"93",33.400002,33.950001,33.360001,33.939999,3755200,32.805765
"94",34.009998,34.080002,33.740002,33.939999,2934100,32.805765
"95",34,34.509998,33.970001,34.360001,4691000,33.211731
"96",34.610001,34.66,34.259998,34.349998,3650500,33.202064
"97",34.32,34.599998,34.220001,34.529999,2574700,33.376049
"98",34.619999,34.75,34.400002,34.669998,3109800,33.511369
"99",34.700001,34.830002,34.400002,34.830002,3830800,33.666026
"100",34.84,34.950001,34.169998,34.509998,3254700,33.356716
"101",34.57,34.98,34.470001,34.82,7123700,33.656358
"102",34.970001,35.02,34.68,34.990002,6488800,33.820679
"103",35.02,35.25,34.889999,35.139999,4330300,33.965664
"104",35.09,35.419998,34.779999,34.939999,3270800,33.772347
"105",35.400002,36.419998,35.23,36.389999,11241700,35.17389
"106",36.330002,36.330002,35.619999,35.990002,7681400,34.78726
"107",36,36.509998,35.91,36.509998,4160500,35.289879
"108",36.400002,36.799999,36.360001,36.779999,4310900,35.550856
"109",36.73,36.810001,36.459999,36.57,3525600,35.347875
"110",36.139999,36.299999,35.75,35.860001,5612000,34.661603
"111",35.919998,36.169998,35.630001,35.709999,3242200,34.516615
"112",35.580002,35.66,35.369999,35.439999,4887600,34.255637
"113",35.43,35.720001,35.290001,35.639999,4761500,34.448954
"114",35.720001,35.919998,35.5,35.619999,3325800,34.429622
"115",35.52,35.610001,35.259998,35.389999,4993000,34.207309
"116",35.470001,35.470001,35.110001,35.259998,3921300,34.081652
"117",35.630001,35.630001,35.209999,35.509998,4123400,34.323298
"118",35.599998,35.68,35.07,35.150002,3401800,33.975332
"119",35.240002,35.27,34.849998,35.200001,3854000,34.02366
"120",35.16,35.389999,35.130001,35.240002,2872300,34.062324
"121",35.389999,35.73,35.27,35.529999,1618000,34.34263
"122",35.48,35.75,35.310001,35.599998,3185100,34.41029
"123",35.540001,35.900002,35.360001,35.880001,4080100,34.680935
"124",35.849998,35.98,35.759998,35.900002,5829100,34.700267
"125",35.849998,36.060001,35.529999,35.630001,4043400,34.43929
"126",35.369999,35.689999,35.09,35.25,4084700,34.071988
"127",34.93,35.389999,34.93,35.220001,3640200,34.407071
"128",35.080002,35.630001,35.080002,35.439999,3631400,34.621991
"129",35.450001,35.700001,34.950001,34.98,3013800,34.172609
"130",35.060001,35.619999,35.060001,35.32,3282000,34.504762
"131",35.209999,35.509998,34.990002,35.02,3295000,34.211687
"132",35.049999,35.189999,34.389999,34.419998,4227000,33.625534
"133",34.48,34.830002,34.110001,34.200001,4278000,33.410614
"134",34.299999,34.959999,34.25,34.84,3926200,34.035841
"135",35.07,35.869999,34.93,35.860001,5209000,35.032299
"136",35.810001,36.279999,35.68,36.009998,6722000,35.178834
"137",36.459999,36.470001,35.650002,36.02,3998600,35.188605
"138",36.150002,36.52,36.07,36.389999,2607600,35.550064
"139",36.380001,37.169998,36.380001,36.990002,2575300,36.136218
"140",37,37.560001,37,37.34,3879400,36.478138
"141",37.349998,38.139999,37.349998,37.939999,3834400,37.064287
"142",37.810001,37.860001,37.150002,37.220001,2369500,36.360908
"143",37.27,37.34,36.279999,36.330002,3512400,35.491452
"144",36.48,36.580002,35.990002,36.360001,3764500,35.520758
"145",36.139999,36.32,35.27,35.52,5513900,34.700146
"146",35.459999,35.919998,35.279999,35.509998,5248000,34.690375
"147",35.580002,35.889999,35.360001,35.669998,4038400,34.846682
"148",35.810001,35.959999,35.400002,35.529999,5498400,34.709914
"149",35.650002,35.700001,35.299999,35.349998,4381100,34.534068
"150",35.470001,35.509998,34.849998,35.169998,5057900,34.358223
"151",35.419998,35.68,34.73,34.799999,10441500,33.996764
"152",34.759998,35.27,34.700001,35.220001,4437400,34.407071
"153",35.220001,35.459999,35.099998,35.32,4348300,34.504762
"154",35.349998,35.349998,35.080002,35.330002,5238600,34.514533
"155",35.5,35.630001,35.310001,35.59,3887000,34.76853
"156",35.419998,36.110001,35.310001,36.02,4304800,35.188605
"157",36.23,36.259998,35.369999,35.700001,4467200,34.875992
"158",35.82,35.990002,35.700001,35.77,2912700,34.944376
"159",35.639999,35.720001,35.32,35.709999,2629600,34.885759
"160",35.560001,35.860001,35.5,35.700001,3168400,34.875992
"161",35.529999,36.02,35.43,35.52,5262100,34.700146
"162",35.419998,35.970001,35.200001,35.900002,4269400,35.071376
"163",35.77,35.950001,35.43,35.5,5587000,34.680607
"164",35.5,35.900002,35.049999,35.900002,5087300,35.071376
"165",35.860001,36.380001,35.650002,36.380001,5582300,35.540297
"166",36.290001,36.380001,35.759998,35.810001,4131900,34.983453
"167",36.139999,36.740002,35.939999,36.32,3684200,35.48168
"168",36.139999,36.23,35.029999,35.220001,6756100,34.407071
"169",35.099998,35.27,34.52,34.650002,6203900,33.850228
"170",34.619999,35.330002,34.619999,35.299999,4113900,34.485223
"171",35.060001,35.139999,34.549999,34.73,4275700,33.92838
"172",34.740002,34.959999,34.619999,34.849998,4995800,34.045609
"173",34.73,34.830002,34.27,34.689999,5089700,33.889302
"174",34.549999,34.82,34.32,34.57,5520900,33.772073
"175",34.529999,35.459999,34.509998,35.419998,5093700,34.602452
"176",35.43,35.470001,34.959999,35.16,4823300,34.348455
"177",35.139999,35.200001,34.490002,34.98,5702500,34.172609
"178",35.049999,35.169998,34.779999,35.169998,3273900,34.358223
"179",35.110001,35.48,35,35.25,3927200,34.436378
"180",35.139999,35.25,34.529999,34.619999,4316000,33.820918
"181",34.700001,34.759998,34.139999,34.279999,4383600,33.488766
"182",34.380001,34.380001,34.02,34.099998,5347500,33.31292
"183",34.029999,34.09,33.18,33.400002,6819700,32.62908
"184",33.34,33.59,33.130001,33.5,3845300,32.72677
"185",33.380001,33.380001,32.98,33.25,3994500,32.482541
"186",33.400002,33.669998,33.240002,33.41,5564700,32.638848
"187",32.560001,32.560001,31.6,31.74,7067100,31.357479
"188",31.870001,32.029999,31.52,31.74,5303700,31.357479
"189",31.639999,32.049999,31.52,31.629999,4837700,31.248804
"190",31.74,31.799999,31.309999,31.4,3259400,31.021576
"191",31.629999,32.029999,31.6,31.91,4736100,31.52543
"192",31.83,31.91,31.52,31.799999,4314900,31.416755
"193",31.93,32.490002,31.93,32.299999,3469200,31.910729
"194",32.16,32.529999,32.110001,32.290001,4188800,31.900851
"195",32.299999,34.23,32.220001,34.049999,12947100,33.639639
"196",33.900002,34.110001,33.540001,33.689999,6105000,33.283977
"197",33.900002,34.470001,33.830002,34.360001,10864100,33.945904
"198",34.360001,34.389999,33.970001,34.16,5230800,33.748314
"199",34.220001,34.369999,33.740002,33.810001,5578600,33.402533
"200",33.84,34,33.040001,33.110001,10860400,32.710969
"201",33.029999,33.41,32.93,33.02,4587900,32.622053
"202",33.080002,33.43,32.869999,33.150002,3026400,32.750488
"203",33.259998,33.650002,32.990002,33.560001,4132900,33.155546
"204",33.459999,33.830002,33.419998,33.66,5808100,33.25434
"205",33.23,33.740002,32.84,33.669998,5761400,33.264217
"206",33.639999,34.029999,33.639999,33.849998,3347100,33.442048
"207",33.950001,34.599998,33.900002,34.380001,4392200,33.965664
"208",34.380001,34.400002,33.900002,33.939999,3165200,33.530964
"209",34.02,34.150002,33.73,34.080002,3626900,33.66928
"210",33.970001,34.02,33.41,33.720001,4498500,33.313618
"211",33.759998,34.169998,33.720001,34.049999,4050000,33.639639
"212",33.98,34,33.5,33.529999,3315900,33.125905
"213",33.689999,33.93,33.560001,33.860001,2906800,33.45193
"214",33.889999,34.189999,33.509998,33.560001,4991700,33.155546
"215",33.549999,33.549999,33.060001,33.459999,4558400,33.056749
"216",33.330002,33.599998,33.209999,33.290001,3044800,32.8888
"217",33.380001,33.900002,33.380001,33.799999,3463900,33.392652
"218",33.849998,34.099998,33.52,33.610001,2480000,33.204943
"219",33.669998,34.049999,33.5,33.970001,4616900,33.560605
"220",33.919998,34.490002,33.900002,34.240002,4247900,33.827351
"221",34.23,34.720001,34.099998,34.580002,4283600,34.163254
"222",34.240002,34.75,33.950001,34.02,4333600,33.610002
"223",33.900002,34.389999,33.810001,34.369999,3842500,33.955782
"224",34.029999,34.490002,33.959999,34.41,3669600,33.995301
"225",34.360001,34.490002,33.810001,34.029999,5945500,33.619879
"226",34.119999,34.240002,33.759998,34.189999,4769500,33.777951
"227",34.220001,34.73,34.139999,34.450001,3149400,34.03482
"228",34.290001,34.380001,33.700001,33.75,3718200,33.343255
"229",33.700001,33.84,32.919998,33.380001,5847800,32.977715
"230",33.57,33.860001,33.189999,33.400002,5430900,32.997475
"231",33.990002,34.240002,33.68,33.900002,5450900,33.491449
"232",33.75,34.23,33.720001,33.75,4233900,33.343255
"233",33.580002,33.759998,33.369999,33.639999,4049200,33.23458
"234",33.669998,33.759998,33.080002,33.290001,4229300,32.8888
"235",33.419998,33.68,33.360001,33.580002,3268500,33.175306
"236",33.68,34.049999,33.619999,33.93,2926000,33.521086
"237",33.759998,34.330002,33.68,34.279999,3541500,33.866866
"238",34.110001,34.75,33.98,34.599998,6574300,34.18301
"239",34.630001,35.09,34.52,34.849998,4737000,34.429997
"240",34.84,34.98,34.459999,34.560001,4573400,34.143495
"241",34.439999,34.610001,34.130001,34.419998,3595900,34.005179
"242",34.400002,34.439999,34.16,34.32,3781400,33.906385
"243",34.459999,34.77,34.380001,34.669998,3804100,34.252166
"244",34.669998,34.919998,34.52,34.799999,4345300,34.3806
"245",34.75,34.900002,34.580002,34.709999,3628400,34.291685
"246",34.73,34.970001,34.560001,34.77,5042000,34.350963
"247",32.349998,32.419998,31.65,31.809999,10570500,31.426635
"248",31.9,31.969999,31.379999,31.459999,6317400,31.080853
"249",31.42,31.690001,31.370001,31.450001,5658200,31.070975
"250",31.120001,31.16,30.75,30.950001,6069000,30.577001
"251",30.52,30.57,30.1,30.120001,7184700,30.120001
"252",30.17,30.26,30.059999,30.1,5472000,30.1
"253",30.34,30.49,30.139999,30.219999,5853100,30.219999
