"","VIAB.Open","VIAB.High","VIAB.Low","VIAB.Close","VIAB.Volume","VIAB.Adjusted"
"33",85.68,86.190002,85.370003,86.139999,1846400,84.488183
"34",85.879997,86.199997,85.330002,85.980003,1774300,84.331255
"35",86,86.5,85.5,85.510002,1560700,83.870267
"36",85.860001,86.349998,84.730003,84.889999,2849500,83.262153
"37",84.25,84.870003,82.639999,82.669998,2816500,81.084723
"38",82.809998,83.059998,82.07,82.25,2651200,80.672778
"39",82.25,82.730003,81.919998,82.389999,3406100,80.810093
"40",81.650002,82.470001,81.400002,81.769997,2699600,80.20198
"41",81.230003,81.309998,79.720001,80.309998,4975700,78.769977
"42",80.059998,81.089996,79.269997,79.730003,3671900,78.201105
"43",80.07,80.639999,79.779999,80.440002,2783300,78.897489
"44",80.57,81.25,80.470001,81.080002,2784900,79.525216
"45",81.18,81.18,80.029999,80.379997,1996300,78.838635
"46",80.410004,81.120003,80.040001,80.239998,2131400,78.70132
"47",80.220001,80.919998,80.220001,80.82,1678200,79.2702
"48",80.970001,81.550003,80.769997,81.480003,3453100,79.917547
"49",81.82,82.25,81.739998,82.160004,1570400,80.584508
"50",82.199997,82.230003,81.190002,81.220001,3041900,79.662531
"51",81.230003,81.620003,81.059998,81.230003,2003700,79.672341
"52",81.07,81.32,80.639999,80.75,2221400,79.201542
"53",81.050003,81.050003,80.5,80.699997,1841000,79.152498
"54",81,81.120003,80.389999,80.510002,1869000,78.966147
"55",80.540001,80.82,80.25,80.440002,1291600,78.897489
"56",80.32,80.830002,80.32,80.809998,1420000,79.260389
"57",80.480003,81.209999,80.459999,80.769997,1621300,79.221155
"58",81.190002,81.190002,80.330002,81.150002,1936200,79.593873
"59",81.150002,81.790001,81.150002,81.459999,3292600,79.897926
"60",81.480003,81.989998,80.849998,80.860001,2240900,79.309434
"61",80.919998,81.540001,80.889999,81.089996,1841800,79.535019
"62",80.889999,81.389999,80.760002,81.360001,2472600,79.799846
"63",81.290001,81.309998,80.519997,80.870003,1782300,79.319244
"64",80.669998,80.910004,79.059998,79.199997,3075000,77.681262
"65",79.120003,80.550003,78.830002,80.239998,3052400,78.70132
"66",79.82,80.169998,79.459999,79.919998,2169200,78.711172
"67",79.779999,79.93,79.110001,79.519997,2592800,78.317221
"68",79.260002,79.589996,79.099998,79.279999,2224800,78.080853
"69",79.389999,80.440002,79.18,80.010002,2222900,78.799815
"70",80.139999,80.169998,79.269997,79.480003,2211900,78.277832
"71",79.889999,80.529999,79.379997,80.459999,2273600,79.243005
"72",80.989998,81.230003,80.57,80.870003,6025300,79.646807
"73",80.529999,80.849998,79.339996,79.419998,2683200,78.218735
"74",79.269997,79.410004,77.440002,77.510002,4452000,76.337628
"75",78,78.309998,76.860001,78.129997,3656600,76.948246
"76",78.099998,78.400002,76.919998,76.970001,1974200,75.805795
"77",76.860001,77.480003,76.650002,77.169998,1997100,76.002767
"78",76.629997,77.199997,76.519997,76.82,1642400,75.658062
"79",76.860001,77.580002,76.639999,76.940002,2236400,75.77625
"80",76.669998,76.790001,75.019997,75.220001,2907200,74.082265
"81",74.910004,75.300003,73.230003,74.599998,3345400,73.47164
"82",74.75,75.900002,74.620003,75.089996,2833000,73.954226
"83",75.410004,75.529999,74.510002,74.550003,2018900,73.4224
"84",74.239998,74.610001,73.779999,73.779999,2123300,72.664043
"85",73.669998,74.769997,73.099998,74.610001,2617800,73.481491
"86",74.339996,74.489998,71.790001,72.059998,3072800,70.970057
"87",71.900002,72.779999,70.400002,70.440002,3492500,69.374565
"88",70.139999,70.5,68.18,68.220001,3937100,67.188143
"89",68.879997,69.760002,68.449997,68.980003,3367900,67.93665
"90",68,69.160004,66.769997,68.199997,5115200,67.168441
"91",65.93,68.580002,65.860001,68.230003,4682600,67.197994
"92",69.910004,70.080002,68.620003,69.309998,2530800,68.261652
"93",69.150002,69.809998,68.559998,69,3456000,67.956344
"94",69.419998,72.209999,69.220001,71.839996,3781800,70.753384
"95",71.970001,72.260002,70.389999,70.43,3230800,69.364715
"96",70.919998,71.870003,70.580002,71.470001,2587300,70.388985
"97",71.620003,71.839996,71.059998,71.610001,1841900,70.526867
"98",71.519997,72.440002,71,71.889999,3112000,70.802631
"99",72.239998,73,71.959999,72.93,2507000,71.826901
"100",72.870003,73.550003,72.489998,73,2795100,71.895842
"101",72.690002,72.889999,71.970001,72.720001,3203100,71.620078
"102",73.529999,74.080002,72.68,72.68,2698900,71.580682
"103",72.669998,72.889999,72.419998,72.830002,2960300,71.728415
"104",72.459999,72.480003,69.580002,69.629997,4583400,68.576812
"105",70.129997,70.519997,68.75,70.480003,4022100,69.413961
"106",70.639999,71.139999,70.360001,70.790001,3139100,69.71927
"107",70.959999,71.139999,69.919998,70.629997,3054400,69.561687
"108",70.510002,70.870003,69.879997,70.089996,3835200,69.029853
"109",70.019997,70.419998,69.239998,69.529999,3028900,68.478326
"110",68.779999,70.050003,68.599998,69.25,4113800,68.202562
"111",69.940002,72.949997,69.809998,71.199997,6310300,70.123065
"112",71.389999,73.160004,70.779999,72.959999,4958100,71.856446
"113",72.980003,74.760002,72.919998,74.099998,5636700,72.979202
"114",74.040001,74.32,73.489998,73.75,3397900,72.634498
"115",73.68,73.68,72.910004,73.480003,4267800,72.368585
"116",73.410004,74.260002,72.93,73.800003,3002300,72.683745
"117",74.940002,74.940002,73.290001,73.709999,4088600,72.595102
"118",73.940002,74.57,73.739998,74.5,3661200,73.373154
"119",74.5,75.43,74.400002,74.949997,4283600,73.816344
"120",74.860001,75.75,74.589996,75.230003,2810600,74.092115
"121",75.580002,75.779999,75.239998,75.629997,1267500,74.486059
"122",75.360001,75.529999,73.940002,74.160004,3775400,73.0383
"123",74.300003,74.779999,74.099998,74.139999,3129300,73.018598
"124",74.029999,75.110001,73.769997,75.050003,4590800,73.914838
"125",74.879997,75.199997,73.410004,74.739998,5174300,73.609522
"126",74.879997,78,74.68,76.900002,6836600,75.736854
"127",76.559998,76.790001,74.610001,75.110001,3053000,73.973928
"128",74.279999,74.760002,73.510002,74.610001,2375400,73.481491
"129",74.199997,74.230003,72.82,73,2723400,71.895842
"130",73.239998,73.660004,72.589996,72.970001,2365600,72.192646
"131",72.139999,73.919998,72.139999,72.959999,3473000,72.18275
"132",73.360001,74.040001,72.459999,73.080002,4438300,72.301475
"133",72.889999,73.870003,72.260002,72.260002,4391700,71.490211
"134",72.410004,73.809998,72.410004,73.57,3162000,72.786253
"135",74.809998,75.830002,74.360001,75.739998,3415900,74.933134
"136",75.620003,76.209999,75.370003,75.919998,5833500,75.111216
"137",75.959999,76.389999,75.629997,76.379997,2110700,75.566315
"138",76.839996,77.889999,76.580002,77.269997,2532700,76.446833
"139",77.589996,77.839996,76.779999,76.889999,1150400,76.070884
"140",76.989998,77.230003,76.510002,76.910004,1433900,76.090675
"141",76.739998,77.5,76.540001,76.879997,2167300,76.060989
"142",76.75,77.029999,76.379997,76.389999,1544000,75.576211
"143",76.830002,76.959999,75.199997,75.25,2740400,74.448356
"144",75.830002,76.290001,74.769997,75.400002,1969500,74.596759
"145",74.800003,75.080002,73.110001,73.300003,3138000,72.519132
"146",73.459999,73.459999,71.68,71.849998,3562500,71.084575
"147",72.349998,72.389999,70.870003,71.300003,3639100,70.540439
"148",71.720001,72.610001,71.57,72.290001,3701400,71.51989
"149",72.470001,72.68,71.209999,71.669998,2906700,70.906492
"150",71.830002,72.760002,71.190002,72.400002,2981000,71.628719
"151",73.089996,74.169998,72.150002,72.629997,3167600,71.856264
"152",71.279999,71.279999,67.239998,67.800003,9048200,67.077724
"153",68.099998,68.25,65.730003,66.480003,8232400,65.771787
"154",66.809998,68.489998,66.75,68.07,5164200,67.344845
"155",67.879997,67.879997,64.790001,66.360001,5428000,65.653062
"156",66.360001,67.550003,66.18,67.480003,3366300,66.761134
"157",67.879997,68.730003,67.519997,68.610001,2811200,67.879093
"158",68.300003,68.739998,67.690002,67.800003,2173200,67.077724
"159",67.480003,67.800003,66.980003,67.480003,2311400,66.761134
"160",66.57,67.519997,66.099998,67.139999,2717900,66.424752
"161",67.279999,67.790001,66.150002,66.5,4338800,65.79157
"162",66.839996,67.769997,64.940002,67.489998,5472600,66.771022
"163",66.5,66.550003,64.199997,64.419998,5959200,63.733727
"164",64.470001,65.139999,63.110001,65.129997,5749500,64.436162
"165",65.389999,66.93,65.239998,66.769997,5533900,66.058691
"166",66.879997,67.18,65.550003,66.080002,4305200,65.376046
"167",66.25,66.389999,65.400002,66.25,4114200,65.544234
"168",66.18,67.669998,65.970001,67.07,5331300,66.355498
"169",66.760002,68.559998,66.760002,68.239998,3667500,67.513032
"170",68.830002,68.970001,67.300003,68.139999,2523200,67.414099
"171",67.690002,67.839996,66.68,67.160004,3625600,66.444543
"172",67.5,68.040001,66.339996,67.709999,2569300,66.988679
"173",67.940002,69.169998,67.760002,68.980003,3086700,68.245154
"174",68.870003,69.57,68.330002,69.339996,2215000,68.601312
"175",69.339996,69.540001,68.010002,68.089996,2702700,67.364628
"176",68.160004,69.510002,67.769997,69.309998,2845200,68.571633
"177",69.300003,69.769997,68.389999,69.709999,2313700,68.967373
"178",69.440002,70.360001,69.129997,70.32,4257700,69.570875
"179",70.370003,71,70,70.93,4536300,70.174377
"180",70.839996,71.269997,69.830002,70.349998,3806600,69.600554
"181",70.139999,70.540001,68.900002,69.610001,3787300,68.86844
"182",70.209999,70.800003,69.589996,69.940002,4443000,69.194926
"183",70,70.830002,69.870003,70.75,3070900,69.996295
"184",70.629997,71.889999,70.5,71.480003,3358300,70.718521
"185",71.480003,71.489998,70.120003,70.860001,3452100,70.105123
"186",71.209999,71.209999,69.970001,70.339996,2495600,69.590659
"187",69.970001,70.989998,69.940002,70.32,2702900,69.570875
"188",70.239998,71.989998,70,71.279999,3659100,70.520647
"189",70.809998,71.029999,69.82,69.849998,3907200,69.105881
"190",69.440002,69.779999,68.860001,69.120003,2317600,68.708267
"191",69.300003,70.019997,68.639999,69.709999,2911900,69.294749
"192",69.43,69.940002,67.760002,68.129997,4093200,67.724159
"193",68.589996,69.519997,68.209999,69.32,3435300,68.907072
"194",68.809998,69.160004,68.32,68.800003,3313000,68.390173
"195",68.709999,69.050003,67.860001,68.870003,3991900,68.459756
"196",68.839996,69.279999,68.489998,68.809998,2521500,68.400108
"197",69.129997,70.199997,68.879997,69.760002,5251300,69.344454
"198",69.970001,71,66.93,70.400002,3360700,69.980641
"199",70.160004,70.459999,69.059998,69.07,3127600,68.658562
"200",69,69.209999,67.730003,67.730003,3114200,67.326547
"201",67.400002,67.709999,66.800003,67.25,2695200,66.849403
"202",67.379997,67.980003,67.239998,67.849998,2021800,67.445828
"203",68.169998,68.959999,68.029999,68.139999,1910600,67.734101
"204",67.870003,69.040001,67.580002,68.300003,2905100,67.893152
"205",67.690002,68.519997,65.800003,67.309998,4554200,66.909043
"206",67.370003,67.949997,66.989998,67.589996,2390700,67.187374
"207",67.139999,68.639999,67.010002,68.599998,2502100,68.19136
"208",67.910004,68.720001,66.989998,67.279999,5375600,66.879223
"209",67.629997,68.860001,67.309998,68.230003,3266300,67.823569
"210",67.690002,69.410004,67.629997,69.32,2515700,68.907072
"211",69.589996,69.660004,69.150002,69.269997,2029100,68.857367
"212",69.720001,70.440002,69.129997,69.540001,4149000,69.125763
"213",69.370003,70,68.870003,69.610001,1798000,69.195346
"214",69.550003,70.839996,69.550003,70.449997,2903100,70.030338
"215",70.139999,71.190002,70.089996,70.910004,2502100,70.487605
"216",70.220001,70.5,68.769997,69.139999,3586700,68.728144
"217",69.470001,70.5,69.290001,70.349998,1877700,69.930936
"218",70.540001,70.839996,70.089996,70.389999,2311900,69.970698
"219",70.459999,70.699997,69.730003,70.419998,1199500,70.000518
"220",70.18,71.379997,69.980003,70.699997,2565400,70.278849
"221",70.790001,71.050003,70.160004,70.739998,1973800,70.318612
"222",70.739998,71.18,69.860001,69.949997,2528700,69.533317
"223",70.980003,71.419998,70.57,71.309998,3418800,70.885216
"224",71.199997,72.330002,70.889999,72.239998,4046900,71.809677
"225",71.669998,73.519997,68.620003,69.449997,6690700,69.036295
"226",69.769997,70.120003,68.309998,69.169998,3458400,68.757964
"227",69.540001,70.220001,69.059998,69.830002,1918100,69.414036
"228",69.910004,70.709999,68.809998,68.879997,2382700,68.469691
"229",69.379997,69.669998,67.290001,67.760002,2346000,67.356367
"230",67.510002,67.989998,66.290001,66.68,4378100,66.282799
"231",67.440002,67.620003,66.059998,66.440002,3944500,66.044231
"232",66.529999,66.529999,65.389999,65.43,3518200,65.040245
"233",65.230003,65.349998,63.98,64.480003,5411400,64.095907
"234",64.540001,64.889999,64.110001,64.389999,2600700,64.006439
"235",64.800003,65.129997,64.32,65.099998,1975800,64.712209
"236",65.080002,65.650002,65.080002,65.57,2277300,65.17941
"237",65.400002,65.910004,65.309998,65.760002,1814900,65.368281
"238",65.669998,65.860001,65.150002,65.580002,2750800,65.189353
"239",65.669998,66.339996,65.339996,65.919998,2788100,65.527324
"240",65.940002,67.019997,65.68,66.910004,2150100,66.511432
"241",66.949997,67.279999,66.660004,66.800003,2271500,66.402087
"242",66.650002,66.959999,65.580002,65.940002,2242400,65.547209
"243",66.239998,68.519997,66.059998,68.349998,4755000,67.942849
"244",67.980003,68.32,67.010002,67.339996,2974400,66.938864
"245",67.050003,67.400002,66.589996,66.879997,2997900,66.481605
"246",67.349998,67.559998,66.400002,66.709999,2268900,66.312619
"247",66.550003,67.080002,65.989998,66.089996,2981800,65.69631
"248",66.599998,68.449997,66.269997,68.220001,4929800,67.813626
"249",67.769997,69.169998,67.730003,68.059998,4662500,67.654576
"250",68.18,68.629997,67.660004,68.059998,2706000,67.654576
"251",67.690002,67.870003,66.900002,67.120003,2829300,66.72018
"252",67.050003,67.57,66.199997,66.739998,2988800,66.342439
"253",67.029999,67.830002,66.860001,67.150002,2597200,66.75
