"","DVN.Open","DVN.High","DVN.Low","DVN.Close","DVN.Volume","DVN.Adjusted"
"43",73.510002,74.440002,73.099998,74.379997,2153500,73.229328
"44",74.889999,75.110001,74.129997,74.199997,1624700,73.052112
"45",74,74.040001,72.5,73.010002,3239200,71.880527
"46",73.269997,73.660004,72.400002,72.629997,2978900,71.506401
"47",72.93,73.269997,72.440002,72.660004,2744100,71.535943
"48",72.889999,73.610001,72.709999,73.339996,2793100,72.205416
"49",73.5,73.699997,72.959999,73.540001,1883300,72.402326
"50",73.769997,74.730003,73.610001,74.279999,1733700,73.130876
"51",74.349998,74.349998,73.449997,73.849998,2637400,72.707528
"52",73.900002,74.989998,73.900002,74.900002,1788400,73.741287
"53",74.620003,74.730003,74.010002,74.150002,1487000,73.00289
"54",74.599998,74.980003,74.400002,74.699997,1880800,73.544377
"55",74.980003,75.629997,74.5,74.559998,1937300,73.406543
"56",74.779999,74.800003,74.029999,74.279999,1676600,73.130876
"57",74.019997,74.849998,73.93,74.629997,1314000,73.47546
"58",74.739998,75.449997,74.470001,75.419998,1624200,74.25324
"59",75.300003,75.339996,73.550003,74.080002,1947900,72.933973
"60",74.690002,75,74.089996,74.18,1582700,73.032425
"61",73.769997,74.040001,71.940002,72.309998,3207500,71.191351
"62",72.209999,72.790001,71.870003,72.739998,2509500,71.614699
"63",72.199997,72.199997,70.480003,71.220001,3205100,70.118217
"64",70.919998,71.419998,70.18,70.75,3135100,69.655487
"65",70.779999,70.779999,69.32,70.669998,3478600,69.813549
"66",70.07,70.980003,69.699997,70.629997,2234800,69.774033
"67",70.349998,70.720001,69.690002,69.949997,3610600,69.102273
"68",69.919998,70.589996,69.339996,70.269997,2136800,69.418395
"69",70.360001,72.309998,70,71.849998,4246700,70.979249
"70",72.160004,72.230003,71.279999,71.57,2300500,70.702643
"71",72.019997,72.199997,70.959999,71.559998,4937500,70.692762
"72",71.980003,72.199997,70.82,70.970001,4105400,70.109916
"73",70.669998,70.790001,69.269997,69.980003,3970800,69.131916
"74",69.68,70.580002,69.599998,69.910004,2449000,69.062765
"75",70.029999,70.760002,69.190002,70.080002,3788700,69.230703
"76",69.760002,70.260002,68.639999,68.699997,2555800,67.867422
"77",68.690002,69.650002,68.239998,69.279999,2407600,68.440395
"78",68.629997,69.720001,68.370003,69.580002,2519800,68.736762
"79",69.389999,69.529999,67.580002,68.18,4124100,67.353727
"80",67.690002,68.800003,66.699997,67.07,3039600,66.257179
"81",66.57,67.059998,65.129997,66.559998,3325500,65.753357
"82",66.779999,66.849998,65.260002,65.440002,3619900,64.646935
"83",65.790001,65.970001,64.550003,64.82,3878600,64.034446
"84",64.510002,65.040001,63.57,63.610001,3244300,62.839111
"85",63.220001,64.07,62.049999,63.950001,4571800,63.174991
"86",63.290001,63.369999,61.240002,61.299999,5181200,60.557105
"87",61.02,61.330002,59.16,59.419998,6456900,58.699887
"88",59.41,59.889999,56.419998,56.560001,5774300,55.874551
"89",56.93,57.5,54.919998,55.25,7618100,54.580426
"90",54.09,55.540001,53.34,55.139999,8324900,54.471758
"91",54.419998,57.200001,53.919998,56.540001,7998200,55.854793
"92",57.939999,58.669998,57.619999,58.169998,8129700,57.465036
"93",58.330002,59.150002,57.349998,57.98,3820500,57.27734
"94",58.889999,60.130001,58.73,60.060001,5052300,59.332135
"95",60.290001,61.150002,58.610001,58.639999,6709400,57.929342
"96",59.77,60.66,59.240002,60.009998,3964800,59.282737
"97",59.720001,60.310001,59,59.91,3196500,59.183951
"98",58.450001,58.48,56.849998,57.330002,4785700,56.63522
"99",57.740002,59.639999,57.240002,59.580002,3230400,58.857952
"100",61.59,61.59,59.080002,59.73,3248500,59.006132
"101",59.189999,59.57,58.040001,58.299999,3562400,57.593462
"102",58.27,60.040001,57.43,60,4011300,59.27286
"103",60.209999,61.099998,58.380001,58.540001,4685600,57.830555
"104",57.029999,57.549999,55.439999,56.02,6075700,55.341094
"105",59.799999,62.060001,59.689999,61.619999,8913800,60.873226
"106",61.32,62.57,60.98,62.560001,5122900,61.801837
"107",63.25,65.059998,63.139999,65.029999,6779300,64.241901
"108",65.959999,66.419998,63.630001,64.209999,6151400,63.431838
"109",64.160004,64.860001,63.150002,64.559998,2718300,63.777595
"110",64.18,64.989998,63.669998,64.07,3733600,63.293536
"111",63.439999,64,62.259998,63.279999,4072300,62.513109
"112",63.32,64.279999,62.98,64.18,2703400,63.402203
"113",63.799999,64.410004,63.029999,63.849998,2843200,63.076201
"114",63.59,64.879997,63.279999,64.489998,3648600,63.708444
"115",64.82,65.25,63.77,64.830002,2778800,64.044327
"116",64.910004,66.860001,64.650002,66.760002,3740800,65.950938
"117",68.080002,68.470001,66.639999,67.199997,4342900,66.385601
"118",67.040001,67.199997,65.580002,66.290001,3394700,65.486633
"119",66.860001,66.889999,64.440002,64.779999,4136200,63.99493
"120",64.349998,64.5,63.349998,64.019997,2699600,63.244139
"121",59.959999,60.189999,58.619999,58.970001,5443900,58.255344
"122",58.689999,60.150002,57.580002,59.939999,7586900,59.213586
"123",58.950001,61.200001,58.400002,59.889999,4325500,59.164193
"124",60.310001,62.240002,60.290001,60.919998,3800500,60.181709
"125",60.34,60.34,59.27,59.52,3994600,58.798678
"126",59.25,60.549999,58.400002,59.900002,4473900,59.174074
"127",59.150002,59.150002,56.450001,56.599998,6296700,55.914063
"128",57.150002,58.389999,56.02,57.200001,6006300,56.506794
"129",55.740002,55.740002,53.990002,54.470001,6890600,54.036607
"130",54.369999,55.540001,53.639999,53.84,4908000,53.411619
"131",52.82,54.650002,52.299999,53.009998,5611200,52.588221
"132",53.52,54.369999,52.369999,52.66,5001400,52.241007
"133",51.860001,55.610001,51.759998,54.099998,7293200,53.669548
"134",54.720001,59.310001,54.470001,58.470001,7364000,58.004781
"135",60.34,60.720001,57.82,60.290001,6041400,59.8103
"136",60.630001,61.459999,59.709999,61.310001,7956600,60.822184
"137",60.529999,60.650002,59.110001,60.189999,4689800,59.711093
"138",60.959999,61.84,60.220001,61.470001,3510400,60.980911
"139",61,61.169998,59.799999,60.209999,2185900,59.730934
"140",60.84,61.439999,60.27,60.830002,2269400,60.346004
"141",61.080002,61.77,60.599998,61.150002,2503000,60.663458
"142",60.68,61.450001,60.07,61.060001,3255000,60.574174
"143",60.380001,62.040001,59.900002,61.209999,3712600,60.722978
"144",60.630001,61.630001,59.599998,60.959999,3017000,60.474967
"145",59.689999,59.689999,57.799999,58.700001,3864500,58.23295
"146",58.599998,59.189999,56.77,57.5,4685000,57.042498
"147",58.09,58.939999,57.380001,57.77,4208700,57.31035
"148",58.75,60.450001,58.009998,59.82,4551800,59.344038
"149",60,60.720001,59.07,60.41,3555800,59.929344
"150",59.209999,59.59,57.919998,59.130001,4333100,58.659529
"151",59.279999,59.790001,58.470001,58.889999,4910900,58.421437
"152",58.279999,59.380001,57.310001,58.5,5974000,58.034541
"153",58.5,60.169998,57.779999,57.860001,3758900,57.399634
"154",58.369999,60.810001,58.290001,60.700001,5252000,60.217037
"155",59.599998,60,58.400002,59.639999,4769500,59.16547
"156",60.400002,61.669998,59.950001,61.599998,4001500,61.109874
"157",61.98,62.18,59.919998,61.25,3888400,60.76266
"158",60.950001,61.619999,60.139999,60.16,3998300,59.681333
"159",60.400002,62.16,60.02,61.720001,3336900,61.228922
"160",61.23,62.57,60.630001,62.099998,2737300,61.605896
"161",61.5,61.540001,58.330002,58.43,4753000,57.965098
"162",58.93,59.209999,56.91,58.720001,3086500,58.252792
"163",58.119999,60.93,57.68,60.27,3792600,59.790458
"164",61.34,62.849998,60.849998,62.84,4579600,62.34001
"165",63.790001,64.940002,63.330002,64.07,6447400,63.560223
"166",62.740002,64.269997,62.349998,64,5257000,63.49078
"167",64.540001,65.400002,64.07,65,5249600,64.482823
"168",65.709999,65.910004,64.860001,65.269997,4836700,64.750672
"169",65.650002,65.860001,64.620003,64.730003,3941200,64.214975
"170",64.699997,64.720001,62.689999,64.18,4257400,63.669348
"171",63,64.639999,62.450001,64.599998,3883700,64.086004
"172",65.589996,66.279999,65.099998,65.779999,4933500,65.256616
"173",66.68,66.690002,65.410004,66.470001,4872400,65.941128
"174",66.120003,67.080002,65.809998,66.650002,4582000,66.119696
"175",64.860001,65.849998,63.540001,63.950001,6840200,63.441178
"176",62.369999,64.800003,62.18,64.410004,4240600,63.897521
"177",64.169998,64.709999,63.330002,63.82,2771000,63.312212
"178",63.16,64.389999,62.68,63.950001,2263500,63.441178
"179",64.57,64.900002,63.889999,64.839996,2993000,64.324093
"180",64.730003,65.529999,63.98,65.449997,3355800,64.92924
"181",64.730003,64.940002,62.259998,62.549999,3561700,62.052316
"182",62.740002,62.93,61.5,61.59,3278300,61.099955
"183",61.59,61.59,60.23,60.860001,4529100,60.375764
"184",60.759998,61.959999,60.650002,61.25,3615500,60.76266
"185",61.439999,61.98,60.529999,61.860001,3745000,61.367808
"186",61.639999,61.639999,60.82,60.830002,2499600,60.346004
"187",59.869999,60.189999,59.110001,59.18,4572600,58.709131
"188",59.02,59.48,58.02,58.040001,2790000,57.578202
"189",57.459999,58.110001,56.970001,56.990002,2809700,56.536557
"190",58.389999,58.48,57.470001,57.84,7496400,57.622454
"191",57.959999,58.099998,57.09,57.169998,3328300,56.954972
"192",56.549999,57.75,56.349998,57.700001,3690900,57.482981
"193",57.119999,58.799999,56.790001,58.75,3568300,58.529031
"194",58.23,58.669998,57.529999,58.049999,2518400,57.831663
"195",57.200001,60.580002,57,60.240002,3533900,60.013429
"196",59.09,59.450001,58.18,58.259998,2238200,58.040872
"197",58.849998,59.619999,58.59,58.66,4336700,58.439369
"198",58.759998,59.23,57.950001,57.970001,2834900,57.751966
"199",58.09,58.580002,57.740002,57.84,2868900,57.622454
"200",58.450001,60.349998,58.34,59.639999,6182100,59.415683
"201",60.939999,61.18,59.630001,60.060001,3811200,59.834105
"202",59.889999,59.889999,58.950001,59.150002,2277300,58.927528
"203",59.93,60.810001,59.52,60.709999,3248400,60.481658
"204",59.84,61.060001,59.540001,60.310001,3135500,60.083165
"205",60.68,62.259998,60.59,61.580002,3582100,61.348389
"206",61.369999,62.919998,61.060001,62.549999,4740500,62.314738
"207",62.970001,64.050003,62.849998,63.41,3922900,63.171504
"208",63.48,64.290001,63.240002,63.330002,3388400,63.091807
"209",63.68,63.990002,62.959999,63.040001,2821400,62.802897
"210",63.669998,65.239998,63.470001,64.940002,3854800,64.695752
"211",64.970001,64.970001,64.040001,64.860001,2341000,64.616051
"212",65.489998,65.489998,64.489998,64.580002,2054700,64.337105
"213",65.059998,66.610001,65.040001,66.160004,3168100,65.911164
"214",66.660004,67.360001,66.239998,66.949997,4583200,66.698186
"215",66.489998,67.32,65.720001,66.589996,3463500,66.33954
"216",66.110001,66.389999,65.459999,65.919998,2354400,65.672062
"217",65.910004,67.410004,65.900002,66.669998,2240100,66.419241
"218",66.870003,66.93,64.769997,65.279999,2600100,65.034469
"219",65.419998,66.169998,64.849998,65.830002,3298400,65.582404
"220",66.199997,67.199997,66.059998,66.300003,2764400,66.050637
"221",65.809998,66.690002,65.300003,66.5,3819400,66.249882
"222",66.879997,67.279999,66.529999,66.559998,3083100,66.309654
"223",66.809998,67.519997,66.419998,67.480003,2873100,67.226199
"224",67.169998,68.989998,66.709999,68.949997,4664600,68.690664
"225",69.160004,69.160004,67.360001,68.209999,3388700,67.95345
"226",67.900002,69.400002,67.75,68.610001,5235200,68.351947
"227",68.779999,69.199997,68.190002,69.029999,2817700,68.770365
"228",69.690002,70.480003,66.459999,66.650002,5707500,66.399319
"229",68.599998,69.68,67,67.480003,5887300,67.226199
"230",67.269997,67.599998,66.110001,66.470001,4426600,66.219996
"231",67.32,67.959999,66.120003,67.889999,3639000,67.634653
"232",67.970001,67.970001,66.300003,66.459999,3657900,66.210032
"233",66.43,68.099998,66.330002,67.57,2659300,67.315857
"234",67.540001,67.730003,65.589996,65.949997,3437400,65.701948
"235",66.089996,66.620003,65.550003,65.68,2020500,65.432967
"236",65.160004,66.150002,64.860001,65.860001,2443000,65.61229
"237",65.089996,66.349998,65.059998,66.239998,2007900,65.990858
"238",65.370003,65.75,64.709999,64.779999,2795400,64.53635
"239",65.529999,65.980003,64.870003,65.82,2945600,65.572439
"240",66.279999,67.599998,66.279999,67.510002,2922300,67.256085
"241",66.839996,67.959999,66.639999,67.470001,2311000,67.216235
"242",66.480003,67.230003,66.199997,66.290001,2577800,66.040673
"243",66.139999,66.849998,65.260002,66.050003,1970500,65.801578
"244",65.879997,65.949997,64.779999,65.379997,2167600,65.134092
"245",65.480003,65.699997,64.790001,65.220001,2596400,64.974698
"246",65.389999,65.5,63.830002,64.470001,3266000,64.227518
"247",64.839996,65.32,64.300003,64.830002,2395600,64.586165
"248",64.610001,65.010002,63.779999,63.91,2378500,63.669623
"249",63.380001,63.57,62.93,63.080002,3106900,62.842747
"250",62.720001,64.540001,62.549999,63.799999,2740500,63.560036
"251",63.380001,63.880001,62.189999,62.5,3319900,62.264927
"252",63.18,63.669998,62.009998,62.119999,3569400,61.886355
"253",63.029999,64.07,62.490002,63.810001,4079400,63.570001
