"","SNDK.Open","SNDK.High","SNDK.Low","SNDK.Close","SNDK.Volume","SNDK.Adjusted"
"54",98.599998,99.25,97.980003,99.029999,2522200,97.893674
"55",99.099998,99.25,98.080002,98.540001,1931300,97.409299
"56",98.82,99.43,98.349998,98.839996,2304100,97.705852
"57",98.57,98.790001,97.489998,98.300003,2444300,97.172055
"58",98.940002,98.940002,97.669998,97.959999,1954800,96.835952
"59",98.099998,98.099998,94.68,95.639999,4588900,94.542573
"60",96.120003,96.120003,95.260002,95.730003,2769100,94.631545
"61",96.279999,97.690002,96.080002,96.230003,2516600,95.125807
"62",97.779999,99.330002,97.080002,98.790001,3895400,97.65643
"63",98.889999,101.709999,98.860001,99.870003,4000300,98.724039
"64",99.529999,101.949997,98.5,100.080002,3698100,98.931629
"65",100.650002,100.779999,98.400002,100,2597300,98.852545
"66",99.459999,100,97.699997,99.089996,2573000,97.952983
"67",98.889999,99.57,98.57,98.970001,2114000,97.834365
"68",99.010002,99.059998,97.059998,97.339996,2866800,96.223064
"69",97.080002,100.220001,97,100.040001,2805400,98.892087
"70",99.93,100.790001,99.150002,100.220001,4051000,99.070022
"71",100.82,104.209999,100.82,103.220001,4754800,102.035598
"72",103.68,104.370003,101.110001,101.120003,4410000,99.959696
"73",100.860001,101.370003,98.419998,98.779999,2704000,97.646543
"74",98.5,99.959999,98.5,98.980003,2069900,97.844252
"75",99.379997,100.190002,98.029999,99.980003,2431200,98.832778
"76",99.580002,100.050003,96.699997,96.989998,3477400,95.877081
"77",98.690002,99.970001,97.809998,99.209999,2750100,98.071609
"78",97.75,100.440002,97.150002,99.68,3347100,98.536217
"79",100.029999,100.440002,97.879997,97.949997,3186800,96.826065
"80",97.470001,97.68,94.589996,95.110001,4062000,94.018656
"81",95.07,95.150002,92.010002,94.32,5040500,93.23772
"82",95.139999,96.339996,94.900002,95.629997,2445900,94.532686
"83",95.629997,95.669998,92.43,93.080002,4712400,92.011951
"84",92.849998,94.040001,91.529999,91.559998,3102100,90.509388
"85",92.080002,93.5,90.040001,93.370003,3780100,92.298624
"86",92.849998,92.849998,89.849998,89.989998,3883900,88.957403
"87",88.790001,88.93,85.07,86.07,7090100,85.082385
"88",86.150002,86.379997,82.669998,82.809998,5372100,81.85979
"89",83.910004,85.620003,83.040001,83.669998,4970100,82.709923
"90",81.559998,84.93,80.260002,84.349998,5208100,83.38212
"91",82.230003,86.589996,82.07,85.309998,8026800,84.331104
"92",85,86.970001,81.360001,82.800003,13042400,81.84991
"93",83.080002,85.839996,83,84.379997,4724200,83.411775
"94",85.589996,89.349998,85.410004,88.629997,6531800,87.613008
"95",89.099998,89.440002,86.410004,86.589996,4699400,85.596415
"96",87.730003,89.080002,87.5,88.459999,4124700,87.44496
"97",88.879997,89.470001,88.019997,88.760002,2748200,87.741521
"98",88.290001,90.379997,88.110001,89.25,2285700,88.225896
"99",89.510002,90.879997,88.82,90.870003,2460300,89.82731
"100",90.879997,91.900002,90,90.889999,2238000,89.847078
"101",90.010002,91.580002,89.290001,90.309998,3038700,89.56937
"102",91.989998,94.470001,91.830002,94.139999,4298800,93.367963
"103",93.589996,96.300003,93.589996,94.419998,3224200,93.645665
"104",94.279999,94.760002,92.839996,93.300003,2454500,92.534855
"105",93.739998,94.650002,93.099998,93.949997,2879200,93.179518
"106",93.949997,94.220001,92.760002,93.480003,2154900,92.713379
"107",93.589996,93.699997,92.169998,92.830002,3169000,92.068708
"108",92.410004,93.690002,92.25,93.260002,1812400,92.495182
"109",93.279999,93.559998,92.300003,92.68,1782500,91.919937
"110",92.239998,93,91.07,92.830002,2026100,92.068708
"111",94.989998,95.940002,94.389999,94.980003,3641800,94.201078
"112",95.110001,96.650002,94.470001,96.190002,2499900,95.401154
"113",95.199997,97.400002,94.879997,97.129997,2698400,96.33344
"114",97.5,100.720001,97.349998,99.830002,4278200,99.011302
"115",99.150002,99.690002,97.529999,98.040001,3172700,97.23598
"116",97.089996,99.620003,96.860001,99.5,2037200,98.684006
"117",100.529999,101.589996,99.599998,100.830002,3597600,100.003101
"118",101.470001,103.559998,101.309998,102.910004,2587800,102.066045
"119",103,103.540001,102.419998,103.120003,1988200,102.274321
"120",103.260002,105,102.919998,104.260002,2202700,103.404972
"121",104.150002,104.68,102.910004,103.459999,1580600,102.611529
"122",103.779999,103.970001,102.089996,102.860001,2255400,102.016452
"123",102.199997,102.459999,101.160004,101.309998,2883400,100.47916
"124",101.07,103.519997,100.230003,103.360001,3880900,102.512351
"125",102.889999,104.660004,102.449997,102.639999,3082500,101.798255
"126",102.93,104.900002,102.610001,104.470001,2508400,103.613249
"127",103.809998,106.639999,103.529999,106,4709700,105.1307
"128",104.459999,105.089996,103,104.790001,3060100,103.930624
"129",104.559998,104.800003,101.959999,102.019997,2540500,101.183336
"130",102.419998,103.510002,101.449997,101.730003,2384400,100.895721
"131",100.779999,101.129997,98.190002,98.790001,3392000,97.97983
"132",99.839996,100.459999,97.449997,97.57,3013900,96.769834
"133",96.739998,99.620003,96.650002,96.709999,2519600,95.916886
"134",97.290001,99.099998,95.610001,98.739998,4170600,97.930237
"135",100.019997,100.199997,97.690002,99.489998,3375700,98.674086
"136",99.900002,100.980003,98.690002,99.989998,3619300,99.169986
"137",100.239998,101.370003,100.089996,101.18,1390700,100.350229
"138",101.739998,101.870003,100.199997,100.379997,1236500,99.556787
"139",100.550003,101.279999,100.489998,100.650002,591900,99.824577
"140",100.739998,101.739998,100.260002,101.309998,1091400,100.47916
"141",100.910004,101.790001,100.239998,100.470001,1212700,99.646052
"142",99.949997,100.699997,99.43,99.800003,1321500,98.981549
"143",100.309998,100.480003,97.800003,97.980003,1829800,97.176475
"144",98.580002,98.989998,96.209999,97.879997,2335300,97.077289
"145",97.43,97.809998,94.470001,95.330002,3246200,94.548206
"146",95.800003,97.32,94.959999,95.459999,3781400,94.677137
"147",94.720001,95.5,93.650002,94.769997,4200800,93.992793
"148",95.82,98.419998,95.019997,97.379997,2987600,96.581389
"149",97,97.690002,95.470001,97.040001,2286400,96.244181
"150",85.650002,86.949997,82,83.57,23264900,82.884647
"151",83.519997,83.900002,80.910004,81,10227700,80.335724
"152",79.550003,80.970001,78.230003,79.980003,8923300,79.324092
"153",80.129997,80.970001,78.419998,78.519997,6186800,77.876059
"154",78.150002,79.730003,78.099998,78.93,5796800,78.2827
"155",78.360001,79.190002,77.029999,78.800003,5536400,78.153769
"156",78.800003,80.790001,78.400002,80.440002,6795100,79.780319
"157",74.699997,79.75,74.300003,78.900002,16922200,78.252947
"158",78.779999,80.639999,78.550003,79.68,4907700,79.026549
"159",79.730003,80.82,79.099998,80.349998,3888700,79.691053
"160",79,80.389999,78.529999,79,4242800,78.352125
"161",79.900002,80.5,77.989998,78.050003,4347100,77.409919
"162",77.959999,78.099998,75.699997,77.470001,5397800,76.834674
"163",77,77.220001,75.779999,75.910004,5877600,75.28747
"164",76.080002,77.239998,75.230003,76.730003,5151200,76.100745
"165",76.82,78.910004,76.82,78.660004,3576300,78.014917
"166",78.300003,78.769997,77.279999,77.900002,3377600,77.261148
"167",77.900002,78.860001,77.900002,78.510002,2510600,77.866146
"168",77.980003,79.139999,77.32,77.470001,3130200,76.834674
"169",76.989998,77.900002,76.669998,76.910004,3164600,76.279269
"170",77.57,79.360001,76.959999,79.050003,3602000,78.401718
"171",79.18,81.059998,78.699997,80.379997,4237700,79.720805
"172",81,83.190002,80.730003,82.300003,3829000,81.625065
"173",83.620003,83.709999,82.419998,82.809998,2818100,82.130877
"174",82.730003,83.150002,81.730003,82.199997,3117500,81.525879
"175",81.980003,82.699997,81.349998,81.940002,3264000,81.268017
"176",81.769997,82.669998,81.510002,82.410004,2165700,81.734164
"177",82.410004,82.629997,81.57,82.629997,1936200,81.952353
"178",82.309998,82.760002,81.089996,81.389999,2068200,80.722525
"179",81.120003,81.419998,79.209999,79.970001,3976900,79.314172
"180",79.830002,79.980003,78.860001,79.040001,4620400,78.391798
"181",79.040001,79.5,77.660004,78.050003,4602700,77.704851
"182",79.010002,81.379997,78.5,79.93,5039600,79.576535
"183",80.449997,81.339996,79.809998,80.25,3076000,79.895119
"184",80.25,80.82,78.519997,79.089996,3539500,78.740246
"185",78.839996,83.57,78.839996,82.68,8354300,82.314374
"186",83,83.110001,81.989998,82.519997,4537700,82.155078
"187",82.209999,83.18,80.519997,80.660004,3423000,80.30331
"188",80.68,82.260002,80.220001,82.089996,2694100,81.726979
"189",81.769997,82.050003,79.660004,80.169998,3767000,79.815471
"190",82.620003,84.949997,82.620003,82.730003,6202500,82.364156
"191",81.699997,83.900002,81.389999,83.75,3917200,83.379642
"192",83.699997,84.360001,83.370003,83.82,2911100,83.449332
"193",84.050003,84.849998,83.32,83.760002,2748800,83.3896
"194",82.949997,83.260002,82.559998,82.940002,2267800,82.573226
"195",82.599998,83,81.550003,82.900002,3276400,82.533402
"196",82.779999,84.839996,82.779999,84.720001,2911500,84.345353
"197",85.360001,87.43,85.209999,87.07,5905200,86.68496
"198",87.110001,87.230003,85.459999,85.540001,2487700,85.161727
"199",85.279999,85.599998,84.330002,84.75,2147800,84.37522
"200",84.709999,84.849998,81.080002,81.18,5529900,80.821007
"201",69.5,69.5,65.449997,66.199997,32366600,65.907248
"202",65.849998,65.849998,63.560001,64.589996,14250300,64.304367
"203",65.099998,65.580002,64,64.980003,5200700,64.69265
"204",64.360001,64.620003,63.599998,63.619999,6785700,63.338659
"205",63.549999,65.889999,63,65.139999,7073400,64.851938
"206",65.160004,65.349998,64.230003,64.57,3772300,64.284459
"207",65.730003,67.779999,65.629997,67.25,8951100,66.952608
"208",67.669998,68.580002,67.389999,67.699997,5836600,67.400615
"209",67.599998,68.93,67.309998,68.889999,5223100,68.585355
"210",69.019997,71.239998,68.900002,70.410004,4912500,70.098637
"211",70.300003,71.18,69.949997,70.68,3341700,70.36744
"212",70.5,72.190002,70.290001,70.470001,3193300,70.15837
"213",70.550003,70.809998,69.620003,70.330002,3890300,70.018989
"214",70.669998,71.779999,69.639999,71.120003,5290900,70.805497
"215",65.860001,68.300003,65.300003,67.910004,23651200,67.609693
"216",67.169998,67.470001,66.160004,67.010002,6793400,66.713671
"217",67.230003,67.57,66.349998,66.860001,4811700,66.564333
"218",66.870003,68.089996,66.529999,67.919998,4557200,67.619643
"219",68.209999,69.330002,67.529999,68.480003,4366000,68.177172
"220",68.059998,69.230003,67.900002,68.760002,2690100,68.455932
"221",68.980003,69.150002,67.559998,67.919998,3107400,67.619643
"222",68.139999,68.68,67.440002,67.669998,3255800,67.370749
"223",67.669998,69.529999,67.639999,68.690002,4213000,68.386242
"224",68.110001,68.559998,66.940002,67.839996,3884500,67.539995
"225",67.300003,67.809998,66.440002,66.940002,2352000,66.940002
"226",67.480003,68.889999,67.07,68.470001,2347200,68.470001
"227",68.330002,68.849998,67.150002,67.510002,2441400,67.510002
"228",67.389999,68.139999,66.669998,66.970001,2343100,66.970001
"229",67.07,67.349998,66.209999,66.639999,1969600,66.639999
"230",66.339996,67.050003,66.239998,66.589996,1939200,66.589996
"231",67.230003,67.949997,67.089996,67.720001,2057700,67.720001
"232",67.709999,68.239998,67.290001,67.769997,2085000,67.769997
"233",67.339996,67.470001,66.419998,66.669998,2222000,66.669998
"234",66.839996,68.050003,66.760002,67.199997,2983400,67.199997
"235",67.730003,68.099998,66.830002,67,2253600,67
"236",67.169998,67.779999,66.93,67.190002,2018500,67.190002
"237",66.900002,67.93,66.690002,67.5,2039100,67.5
"238",67.529999,68.879997,66.639999,67.330002,5669600,67.330002
"239",67.239998,67.980003,66.940002,67.080002,2173700,67.080002
"240",67.150002,67.75,66.639999,67.019997,2018600,67.019997
"241",66.879997,67.629997,66.739998,67.080002,2143000,67.080002
"242",67.300003,67.639999,66.110001,66.389999,2383900,66.389999
"243",66.599998,69.459999,66.589996,69.010002,4635300,69.010002
"244",68.650002,71.239998,68.650002,69.580002,5853900,69.580002
"245",69.919998,70.739998,68.379997,68.379997,4488300,68.379997
"246",68.959999,69.010002,68.080002,68.230003,3112300,68.230003
"247",67.779999,67.959999,66.879997,67.07,3785400,67.07
"248",67.400002,68.169998,67.300003,67.510002,2970700,67.510002
"249",67.07,67.5,66.849998,67.099998,1976700,67.099998
"250",66.93,69.360001,66.879997,68.669998,4132900,68.669998
"251",68.68,69.190002,67.209999,67.510002,2281300,67.510002
"252",67.510002,67.68,66,66.809998,2046400,66.809998
"253",66.959999,68.150002,66.800003,67.260002,2335900,67.260002
