"","JWN.Open","JWN.High","JWN.Low","JWN.Close","JWN.Volume","JWN.Adjusted"
"71",69.440002,69.650002,69.160004,69.269997,697900,68.310559
"72",69.629997,69.660004,69.019997,69.379997,1315700,68.419036
"73",69.300003,69.449997,68.279999,68.330002,1124900,67.383584
"74",68.059998,68.459999,67.620003,67.660004,1317200,66.722866
"75",67.769997,69.199997,67.75,69.169998,1008600,68.211946
"76",69.019997,69.440002,68.32,68.410004,893900,67.462478
"77",68.580002,69.220001,68.449997,68.940002,967900,67.985136
"78",68.459999,68.949997,68.260002,68.660004,1007900,67.709015
"79",68.580002,68.730003,67.879997,68.370003,1273900,67.423031
"80",68.360001,68.360001,66.080002,67.580002,1985200,66.643972
"81",67.5,69.019997,67.449997,68.830002,1406300,67.876659
"82",69.230003,70.470001,69.080002,70.290001,1813600,69.316436
"83",70.43,70.699997,69.919998,69.940002,2171100,68.971285
"84",69.580002,69.830002,68.940002,69.300003,1304300,68.34015
"85",69.349998,70.720001,68.970001,70.650002,1562700,69.67145
"86",70.290001,71.080002,69.75,69.82,2071100,68.852945
"87",69.900002,71.059998,69.669998,70.040001,1461900,69.069899
"88",69.730003,70.5,68.980003,69.040001,1316900,68.083749
"89",69.309998,70.160004,69.029999,69.809998,2230300,68.843081
"90",68.93,69.07,66.809998,68.510002,2828700,67.561091
"91",67.419998,68.709999,66.919998,68.330002,2170400,67.383584
"92",68.709999,69.519997,67.650002,68.980003,1770800,68.024583
"93",68.709999,70.209999,68.550003,70.059998,1152000,69.089618
"94",70.699997,71.75,70.32,71.629997,1451100,70.637872
"95",71.589996,72.389999,70.959999,71.040001,1162000,70.056048
"96",71.540001,72.25,71.349998,71.769997,1240100,70.775933
"97",71.470001,71.610001,70.690002,71.199997,1266500,70.213828
"98",71.25,71.790001,70.779999,71.68,894400,70.687183
"99",70.910004,71.400002,70.220001,71.260002,1174300,70.273002
"100",71.260002,71.949997,70.919998,71.379997,930000,70.391335
"101",71.309998,72.93,71.199997,72.410004,1154100,71.407075
"102",73.300003,73.739998,72.290001,72.610001,1253600,71.604302
"103",72.599998,72.720001,72,72.540001,960600,71.535272
"104",72.080002,72.389999,71.440002,72.029999,1562400,71.032334
"105",72.510002,72.739998,71.959999,72.260002,943600,71.259151
"106",72.449997,73.940002,72.260002,73.68,1505600,72.659482
"107",73.440002,73.93,73.07,73.43,1354800,72.412944
"108",73.550003,73.639999,71.82,72.389999,1669700,71.387348
"109",72.309998,72.309998,70.349998,70.480003,3712900,69.503807
"110",70.540001,73.169998,70.209999,72.849998,2692400,71.840976
"111",72.720001,73.620003,72.360001,73.25,3020500,72.235437
"112",74.199997,75.68,73.68,74.169998,4139500,73.142693
"113",73.870003,74.330002,73.089996,73.269997,1617000,72.255157
"114",73.019997,73.68,72.690002,73.519997,1318500,72.501694
"115",73.480003,73.910004,73.010002,73.809998,1023300,72.787678
"116",73.610001,75.300003,73.480003,74.970001,1174300,73.931615
"117",75.730003,75.870003,74.93,75.089996,1181400,74.049948
"118",75.199997,76.440002,75.089996,76.260002,1159600,75.203749
"119",76.75,77.150002,75.790001,75.889999,1202200,74.838871
"120",75.730003,76,75.25,75.410004,990900,74.690307
"121",75.790001,77.199997,75.790001,76.360001,565900,75.631238
"122",76.07,76.169998,75.169998,75.650002,1053500,74.928015
"123",75.830002,76.209999,75.010002,75.769997,947300,75.046865
"124",75.769997,76.510002,75.400002,76.330002,814200,75.601525
"125",75.860001,76.050003,75.300003,75.699997,924200,74.977533
"126",75.82,75.949997,75.300003,75.550003,676500,74.828971
"127",75.169998,75.540001,74.300003,74.57,1218700,73.85832
"128",74,74.730003,73.769997,74.639999,1264900,73.927652
"129",74.739998,74.900002,73.290001,73.389999,1495600,72.689582
"130",74.059998,75.209999,73.959999,74.190002,1220500,73.48195
"131",73.910004,75.400002,73.690002,74.650002,1032400,73.937559
"132",75.059998,76.080002,74.43,75.43,1625100,74.710113
"133",75.269997,75.730003,74.660004,74.839996,1536600,74.12574
"134",75,75.93,74.629997,75.769997,1153700,75.046865
"135",77.029999,77.580002,76.220001,77.519997,1080400,76.780163
"136",77.860001,77.93,76.209999,77.099998,1897100,76.364173
"137",77.160004,77.739998,76.660004,77.519997,810400,76.780163
"138",77.75,79,77.639999,78.720001,855500,77.968715
"139",78.919998,79.220001,78.120003,78.139999,350300,77.394249
"140",78.290001,78.989998,78.07,78.169998,413800,77.423961
"141",78.25,79.57,78.129997,79.18,824400,78.424324
"142",78.919998,79.300003,78.620003,78.760002,771400,78.008334
"143",79.040001,80.540001,79.040001,79.389999,1379900,78.632319
"144",79.660004,80.050003,77.599998,78.370003,871300,77.622057
"145",77.699997,77.809998,76.949997,77.279999,1176900,76.542456
"146",77.459999,78.029999,76.32,76.790001,1434900,76.057134
"147",78.089996,79.639999,77.720001,79.419998,1720400,78.662031
"148",79.949997,80.050003,79.410004,79.779999,1229800,79.018596
"149",79.779999,79.779999,78.300003,78.5,972600,77.750814
"150",78.379997,78.900002,78.029999,78.379997,951700,77.631956
"151",79.190002,79.57,77.43,77.949997,1108100,77.20606
"152",76.589996,77.32,75.940002,77.040001,1284400,76.304748
"153",77.040001,78.199997,75.720001,75.779999,961600,75.056771
"154",75.959999,76.970001,74.870003,76.889999,1553500,76.156178
"155",77,77.199997,75.220001,75.709999,1270800,74.98744
"156",75.540001,76.400002,75.489998,75.970001,1008100,75.244961
"157",76.190002,77.510002,75.980003,77.400002,1130600,76.661313
"158",77.5,77.779999,77,77.080002,987700,76.344368
"159",76.879997,78.040001,76.709999,77.989998,1229300,77.245679
"160",77.349998,79.260002,77.050003,78.720001,1549900,77.968715
"161",79.199997,79.889999,77.769997,77.860001,1353600,77.116922
"162",78.089996,78.790001,77.330002,78.269997,1077300,77.523005
"163",77.370003,77.790001,76.129997,76.199997,1288800,75.472761
"164",76.059998,76.730003,74.510002,76.57,1295600,75.839233
"165",77.050003,78.919998,76.809998,78.889999,1361900,78.137091
"166",78.5,79.220001,78.129997,78.900002,1208700,78.146998
"167",79.050003,79.68,78.5,78.760002,944600,78.008334
"168",79.059998,79.239998,78.150002,78.5,8e+05,77.750814
"169",77.900002,78.709999,77.900002,78.519997,1030500,77.770619
"170",78.989998,79.379997,78.730003,79.260002,997100,78.503562
"171",79.5,79.760002,78.720001,79.029999,1073100,78.275754
"172",79.239998,79.459999,78.580002,79.370003,907400,78.612513
"173",79.529999,79.650002,79.129997,79.410004,708200,78.652132
"174",78.25,79.43,78.18,78.900002,1502000,78.146998
"175",78.779999,79.309998,77.57,78.050003,2080500,77.305111
"176",78.279999,78.629997,76.82,77.139999,3920300,76.403792
"177",77.669998,81.779999,77.629997,81.739998,6839900,80.95989
"178",81.709999,81.709999,80.650002,81.110001,2049900,80.335905
"179",80.940002,81.489998,80.279999,80.559998,1243500,79.791151
"180",80.480003,81.589996,80.010002,81.190002,1505500,80.786182
"181",81.129997,81.43,80.68,80.849998,982300,80.447869
"182",81.059998,81.720001,80.349998,80.43,1322900,80.02996
"183",80.5,80.889999,79.889999,80.68,1200600,80.278717
"184",80.760002,80.889999,79.720001,79.970001,792200,79.572249
"185",79.510002,80.129997,78.989998,79.949997,1163800,79.552344
"186",80,81.489998,79.75,80.650002,1523600,80.248867
"187",80.07,81.519997,80.029999,80.860001,1396300,80.457822
"188",80.809998,80.809998,80,80.339996,960200,79.940404
"189",80.029999,80.260002,79.209999,79.440002,1167300,79.044886
"190",79.440002,79.900002,79.199997,79.269997,666300,78.875726
"191",79.5,80.419998,79.449997,80.279999,774800,79.880705
"192",80.25,80.550003,79.690002,80.360001,597900,79.960309
"193",80.5,80.849998,79.470001,80.230003,1610300,79.830958
"194",80,80.5,79.779999,80.209999,727400,79.811053
"195",80.25,80.779999,79.18,80.489998,959000,80.089659
"196",80.550003,81.290001,80.260002,81.199997,765500,80.796127
"197",81.279999,82.419998,81.160004,82.32,1163700,81.910559
"198",82,83.160004,81.57,81.989998,1009000,81.582199
"199",81.779999,82.339996,81.589996,81.629997,724400,81.223988
"200",81.510002,81.599998,79.849998,79.870003,980200,79.472748
"201",79.550003,79.720001,78.690002,79.139999,1102600,78.746375
"202",78.940002,80.110001,78.730003,79.730003,676600,79.333445
"203",79.940002,80.540001,79.660004,80.019997,1052400,79.621996
"204",79.699997,81.349998,79.529999,80.32,1168400,79.920507
"205",80.230003,80.260002,79.059998,79.550003,1009100,79.15434
"206",79.550003,80.139999,79.089996,79.959999,1105000,79.562297
"207",79.650002,80.800003,79.25,80.290001,987400,79.890657
"208",80.269997,80.760002,79.82,79.860001,548000,79.462795
"209",79.989998,80.779999,79.75,80.5,1237800,80.099612
"210",80.629997,80.919998,79.68,80.010002,1037100,79.612051
"211",80.18,80.800003,79.940002,80.239998,613500,79.840903
"212",80,80.809998,79.709999,80.050003,770500,79.651853
"213",79.82,80.040001,78.739998,79.190002,876600,78.79613
"214",79.470001,79.940002,78.07,78.160004,1064900,77.771254
"215",78.089996,78.690002,77.809998,78.5,1041000,78.109559
"216",77.949997,78.110001,76.330002,76.43,2086800,76.049855
"217",76.879997,76.900002,76.25,76.699997,1054100,76.318509
"218",76.860001,77.82,76.860001,77.610001,1018300,77.223986
"219",77.470001,78.029999,77.040001,78.010002,793200,77.621998
"220",78,78.809998,77.959999,78.489998,670000,78.099607
"221",78.669998,78.669998,78.089996,78.160004,589700,77.771254
"222",78.5,78.940002,77.080002,77.120003,923400,76.736426
"223",76.739998,77.669998,76.080002,77.339996,1144200,76.955325
"224",77.150002,77.370003,76.209999,76.620003,1139700,76.238913
"225",76.290001,76.529999,75.269997,75.559998,1855100,75.18418
"226",75.43,76.230003,75.43,76.099998,1717700,75.721495
"227",76.260002,76.330002,75.75,76.040001,1263000,75.661796
"228",75.980003,76.379997,75.339996,75.43,1005500,75.054829
"229",75.57,75.879997,74.620003,75.440002,1157200,75.064781
"230",75.599998,77.07,75.459999,76.779999,1379900,76.398113
"231",77.43,78.040001,77.029999,77.269997,1158400,76.885674
"232",77.190002,77.480003,76.940002,76.970001,912800,76.58717
"233",76.519997,77.389999,76.360001,76.940002,1060300,76.557321
"234",76.739998,77.040001,75.739998,76.169998,1157500,75.791146
"235",75.849998,75.919998,73.730003,74.150002,3540500,73.781197
"236",74.589996,75.330002,73.540001,74.800003,3855600,74.427965
"237",74.900002,75.209999,74.330002,75.160004,1586700,74.786175
"238",75.220001,75.379997,74.349998,74.470001,1309700,74.099605
"239",74.540001,74.910004,74.150002,74.709999,1114800,74.338409
"240",74.470001,75.5,74.18,75.330002,1109600,74.955328
"241",75.330002,76.010002,75.010002,75.230003,1073900,74.855827
"242",75.529999,76.790001,74.290001,74.389999,2050100,74.020001
"243",74.050003,74.339996,73.389999,73.980003,1218100,73.980003
"244",74.110001,74.330002,73.419998,73.629997,1216300,73.629997
"245",73.510002,73.720001,72.510002,72.639999,1502900,72.639999
"246",72.650002,73.860001,72.639999,73.25,1396000,73.25
"247",73.040001,74.690002,73.040001,73.559998,1729800,73.559998
"248",73.589996,74.510002,73.510002,74.279999,940500,74.279999
"249",72.739998,74.120003,72.010002,73.32,1330500,73.32
"250",73.25,73.849998,73,73.580002,1044000,73.580002
"251",73.5,73.970001,73.25,73.389999,860300,73.389999
"252",73.410004,73.720001,72.919998,73.160004,900200,73.160004
"253",73.610001,73.730003,73.209999,73.610001,646500,73.610001
