"","DVA.Open","DVA.High","DVA.Low","DVA.Close","DVA.Volume","DVA.Adjusted"
"88",73.309998,74.379997,73.18,73.559998,897300,73.559998
"89",73.709999,74.160004,73.379997,73.589996,1055400,73.589996
"90",73,73.769997,71.830002,72.739998,2144000,72.739998
"91",71.889999,72.699997,71.5,72.029999,1115300,72.029999
"92",72.660004,72.980003,72.129997,72.75,826800,72.75
"93",72.75,73.580002,72.620003,73.559998,713600,73.559998
"94",74.120003,75.5,74.110001,75.5,946300,75.5
"95",76,76.349998,75.25,75.279999,1047300,75.279999
"96",76.330002,76.68,75.889999,76.25,638400,76.25
"97",76.290001,76.790001,76.199997,76.730003,543800,76.730003
"98",76.75,76.779999,76.230003,76.699997,599600,76.699997
"99",76.809998,77.760002,76.68,77.580002,778000,77.580002
"100",77.68,78.360001,77.019997,77.370003,730000,77.370003
"101",77.050003,77.760002,76.379997,77.620003,787800,77.620003
"102",78.330002,78.519997,77.75,78.07,793300,78.07
"103",78.080002,78.410004,77.5,78.029999,806900,78.029999
"104",77.830002,78.209999,77.389999,77.839996,697900,77.839996
"105",78.059998,78.110001,77.400002,77.510002,603300,77.510002
"106",77.449997,78.07,77.150002,78.029999,1168200,78.029999
"107",74.279999,74.949997,72.699997,74.489998,6676000,74.489998
"108",74.480003,74.839996,73.550003,74.720001,3464300,74.720001
"109",75.019997,76.209999,74.790001,76.129997,2277700,76.129997
"110",76,77.099998,75.339996,76.720001,2949800,76.720001
"111",77.169998,77.360001,76.610001,77.040001,2901900,77.040001
"112",77,77.529999,75.57,75.660004,3533100,75.660004
"113",75.779999,75.849998,74.919998,75.510002,1369100,75.510002
"114",75.419998,75.809998,75.010002,75.230003,1834800,75.230003
"115",75.239998,75.370003,74.589996,75.120003,898500,75.120003
"116",74.989998,75.290001,74.589996,75.129997,761100,75.129997
"117",75.709999,75.800003,74.449997,74.540001,1177500,74.540001
"118",74.540001,74.760002,73.839996,74.489998,2454000,74.489998
"119",74.5,75.089996,74.120003,75.059998,1331700,75.059998
"120",75.230003,76.440002,75.089996,76.099998,1255900,76.099998
"121",76.25,76.629997,76.139999,76.529999,746800,76.529999
"122",76.470001,76.639999,75.68,76.010002,1349600,76.010002
"123",76,76.199997,75.470001,75.699997,863800,75.699997
"124",75.589996,76.169998,75.489998,75.690002,716900,75.690002
"125",75.650002,75.849998,75.279999,75.300003,765400,75.300003
"126",75.300003,75.709999,75.220001,75.629997,730900,75.629997
"127",75.650002,76.400002,75.629997,75.870003,1008200,75.870003
"128",75.300003,75.550003,74.669998,75.150002,1180800,75.150002
"129",75.209999,75.5,74.389999,74.449997,916200,74.449997
"130",74.75,75.110001,74.370003,74.510002,687000,74.510002
"131",74.160004,74.43,73.330002,73.400002,940700,73.400002
"132",73.5,73.959999,72.139999,72.860001,1189800,72.860001
"133",72.690002,73.779999,72.230003,72.769997,1106100,72.769997
"134",72.809998,74.610001,72.779999,74.330002,1248300,74.330002
"135",75.150002,75.220001,74.709999,75.199997,1097600,75.199997
"136",75.410004,76,75.07,75.940002,1794600,75.940002
"137",76,76.529999,75.970001,76.349998,793800,76.349998
"138",76.400002,76.519997,75.690002,75.989998,536800,75.989998
"139",76,76.349998,75.790001,76.059998,249000,76.059998
"140",76.07,76.5,75.919998,76.220001,379700,76.220001
"141",76.059998,76.400002,75.839996,76.099998,550500,76.099998
"142",76,76.290001,75.540001,76,330500,76
"143",76.190002,76.769997,75.660004,75.739998,575100,75.739998
"144",75.839996,76.370003,75.370003,75.830002,945900,75.830002
"145",75.360001,75.93,74.449997,74.699997,1220800,74.699997
"146",74.889999,75.110001,73.43,73.620003,1233600,73.620003
"147",73.870003,74.720001,73.82,74.290001,1155800,74.290001
"148",74.870003,76.059998,74.839996,75.769997,1082600,75.769997
"149",76.139999,76.199997,75.150002,75.220001,491700,75.220001
"150",75.449997,75.470001,74.230003,74.419998,594000,74.419998
"151",74.870003,75.290001,74,74.540001,843500,74.540001
"152",73.739998,74.769997,73.669998,74.690002,811900,74.690002
"153",74.690002,75.099998,74.389999,74.459999,741600,74.459999
"154",74.400002,75.150002,74.400002,75.050003,997400,75.050003
"155",75.519997,75.940002,74.779999,75.209999,517600,75.209999
"156",74.870003,75.830002,74.82,75.730003,848900,75.730003
"157",75.980003,76.32,75,76.150002,1358000,76.150002
"158",76.120003,76.260002,75.589996,75.849998,750000,75.849998
"159",75.769997,76.339996,75.419998,76.190002,723700,76.190002
"160",75.709999,76.559998,75.620003,76.040001,822300,76.040001
"161",76.239998,76.599998,75.489998,75.519997,771600,75.519997
"162",75.730003,76.220001,75.029999,76.139999,650000,76.139999
"163",75.690002,76.040001,74.959999,75.059998,1003100,75.059998
"164",75.07,75.580002,74.519997,75.57,1094500,75.57
"165",75.559998,76.110001,75.07,75.599998,1052700,75.599998
"166",75.220001,76.25,75.099998,75.959999,853600,75.959999
"167",76.080002,77.099998,76.080002,76.769997,790900,76.769997
"168",76.93,76.970001,75.260002,75.57,800700,75.57
"169",75.25,75.589996,74.279999,74.669998,970300,74.669998
"170",75,75.889999,74.879997,75.769997,665800,75.769997
"171",76.019997,76.260002,75.309998,75.949997,635800,75.949997
"172",76.150002,76.529999,75.779999,76.389999,1156800,76.389999
"173",75,75.639999,71.889999,73.099998,6205600,73.099998
"174",72.980003,73.400002,72.190002,72.779999,2259800,72.779999
"175",72.610001,73.690002,72.610001,73.279999,1603800,73.279999
"176",72.589996,73.309998,72.519997,73.239998,1566700,73.239998
"177",73.019997,73.940002,72.879997,73.760002,2844400,73.760002
"178",73.650002,74.410004,73.519997,73.860001,1890900,73.860001
"179",73.75,74,72.550003,72.93,1580000,72.93
"180",73.110001,74.309998,72.919998,73.93,1148700,73.93
"181",74.040001,74.43,73.779999,74.300003,881700,74.300003
"182",74.110001,74.639999,73.900002,74.599998,1312300,74.599998
"183",74.599998,75.639999,74.440002,75.559998,1372800,75.559998
"184",75.389999,75.970001,74.949997,75.889999,2088600,75.889999
"185",75.709999,77.260002,75.220001,76.75,1998800,76.75
"186",76.529999,77.010002,76.019997,76.93,1549200,76.93
"187",76.690002,77.75,76.389999,77.629997,2518800,77.629997
"188",77.580002,78.300003,77.360001,78,2078200,78
"189",77.139999,78.360001,76.940002,78.099998,2141300,78.099998
"190",78.389999,79.540001,77.900002,79.410004,1936200,79.410004
"191",79.699997,79.75,79.18,79.699997,1083800,79.699997
"192",79.800003,80.949997,79.730003,80.809998,1556600,80.809998
"193",81.080002,81.809998,80.870003,81.410004,992600,81.410004
"194",81,81.230003,80.690002,81.110001,889200,81.110001
"195",81.18,81.660004,80.550003,81.639999,1762200,81.639999
"196",81.419998,81.790001,81.269997,81.440002,707800,81.440002
"197",81.919998,82.169998,81.540001,81.860001,1327600,81.860001
"198",81.900002,83.040001,81.620003,82.839996,1347000,82.839996
"199",82.589996,82.970001,81.93,82.190002,1046000,82.190002
"200",82.290001,82.480003,80.949997,81.050003,1219700,81.050003
"201",80.870003,81.550003,80.379997,81.07,864300,81.07
"202",81,81.870003,80.889999,81.830002,913700,81.830002
"203",82.309998,82.5,81.699997,82.169998,979900,82.169998
"204",81.760002,82,81.230003,81.279999,814100,81.279999
"205",81.25,81.440002,79.830002,80.050003,2375500,80.050003
"206",80.309998,80.779999,80.099998,80.589996,1047400,80.589996
"207",80.57,81.839996,80.150002,81.470001,969400,81.470001
"208",81.75,82.480003,81.75,81.860001,999700,81.860001
"209",82.139999,82.629997,81.629997,81.739998,715500,81.739998
"210",81.610001,81.940002,80.949997,81.519997,1168300,81.519997
"211",81.480003,82.32,81.480003,81.900002,720300,81.900002
"212",81.900002,82.389999,81.660004,81.760002,650100,81.760002
"213",82,82.300003,81.589996,82.010002,932200,82.010002
"214",82.07,82.489998,81.540001,81.610001,740300,81.610001
"215",81.720001,82.25,81.660004,82.129997,596900,82.129997
"216",81.5,81.889999,80.769997,81.260002,624200,81.260002
"217",81.709999,82.080002,81.510002,81.839996,691700,81.839996
"218",82.239998,83.300003,81.959999,83.120003,952600,83.120003
"219",83.139999,83.580002,82.629997,83.220001,583100,83.220001
"220",83.150002,83.720001,82.480003,83.410004,615000,83.410004
"221",83.5,84.099998,83.129997,83.910004,786100,83.910004
"222",85.099998,85.169998,83.639999,83.790001,1361700,83.790001
"223",83.690002,84,82.059998,83.589996,744700,83.589996
"224",83.260002,83.360001,81.809998,82.639999,577200,82.639999
"225",82.489998,82.699997,80.989998,81.099998,1155500,81.099998
"226",81.690002,82.449997,81.610001,82.400002,1061100,82.400002
"227",82.690002,83.019997,82.25,82.339996,944300,82.339996
"228",80.580002,83.279999,80.410004,81.510002,1505500,81.510002
"229",81.919998,82.059998,81.169998,81.410004,1057200,81.410004
"230",81.330002,82.019997,81.330002,81.760002,1072700,81.760002
"231",82.489998,82.919998,82.080002,82.169998,712300,82.169998
"232",82.18,82.370003,81.510002,81.589996,818700,81.589996
"233",81.07,81.300003,80.620003,80.919998,1545600,80.919998
"234",81.269997,81.699997,80.889999,80.980003,822000,80.980003
"235",81.400002,81.910004,81.209999,81.860001,957900,81.860001
"236",81.889999,82.199997,81.019997,81.480003,1316900,81.480003
"237",81.610001,82.940002,81.260002,82.699997,1110300,82.699997
"238",83,83.529999,82.699997,83.199997,669200,83.199997
"239",83.089996,83.730003,82.860001,83.690002,778900,83.690002
"240",83.459999,83.68,83.050003,83.489998,681700,83.489998
"241",83.389999,84.339996,83.309998,84.089996,715300,84.089996
"242",84.019997,84.160004,83.68,83.75,784000,83.75
"243",83.809998,84.080002,83.589996,84.059998,671500,84.059998
"244",84.010002,84.339996,83.769997,84.230003,712000,84.230003
"245",84.18,84.400002,83.25,83.779999,926300,83.779999
"246",83.940002,84.400002,83.389999,83.879997,682500,83.879997
"247",83.839996,83.919998,83.269997,83.82,679500,83.82
"248",84,84.120003,83.57,83.959999,474300,83.959999
"249",83.629997,83.93,82.449997,82.599998,852400,82.599998
"250",82.379997,82.75,81.849998,82.540001,633700,82.540001
"251",82.309998,82.699997,81.809998,81.870003,1063000,81.870003
"252",82,82.470001,81.43,81.489998,791700,81.489998
"253",81.75,82.019997,81.440002,81.68,970000,81.68
