"","JCI.Open","JCI.High","JCI.Low","JCI.Close","JCI.Volume","JCI.Adjusted"
"59",48.810001,49.150002,48.380001,48.709999,1804400,47.748264
"60",48.619999,48.77,48.240002,48.299999,3799100,47.561172
"61",48.48,48.57,47.91,48.099998,2379100,47.36423
"62",48,48.040001,47.57,47.950001,3624600,47.216527
"63",47.77,48.009998,47.52,47.73,2105600,46.999891
"64",47.57,47.57,47.040001,47.049999,3082000,46.330292
"65",47.220001,47.41,46.950001,46.970001,2238500,46.251518
"66",46.650002,46.990002,46.580002,46.970001,2408800,46.251518
"67",46.990002,46.990002,46.32,46.580002,2245700,45.867484
"68",46.419998,46.549999,45.959999,46.02,2843500,45.316049
"69",45.889999,46.200001,45.720001,46.009998,1910300,45.3062
"70",46.119999,46.560001,46.080002,46.369999,3645100,45.660694
"71",46.43,46.77,46.27,46.540001,3431600,45.828095
"72",46.68,46.84,46.41,46.5,4356800,45.788706
"73",46.27,46.380001,45.66,45.700001,3517800,45.000944
"74",45.48,45.73,45.169998,45.299999,3111800,44.607062
"75",45.369999,45.450001,45.049999,45.32,3271100,44.626756
"76",45.27,45.27,44.630001,44.650002,3234300,43.967007
"77",44.799999,45.060001,44.560001,45.02,3193100,44.331346
"78",44.849998,44.91,44.34,44.389999,3440200,43.710982
"79",44.380001,44.529999,43.740002,44,4463100,43.326948
"80",44.029999,44.349998,43.810001,44.07,4986700,43.395877
"81",44.110001,44.75,43.82,44.68,3313000,43.996547
"82",45.029999,45.200001,44.630001,44.82,3271800,44.134404
"83",44.939999,45.02,44.59,44.720001,1798900,44.035936
"84",44.43,44.540001,43.720001,43.720001,3271600,43.051232
"85",43.66,44.25,43.09,44.220001,3775500,43.543584
"86",44.139999,44.16,42.23,42.279999,4679400,41.633257
"87",42.169998,42.419998,41.259998,41.27,4467600,40.638708
"88",40.740002,41.18,40.16,40.240002,4680600,39.624465
"89",40.189999,40.610001,39.23,40.34,6094700,39.722934
"90",39.549999,40.09,38.599998,39.900002,7600600,39.289666
"91",39.169998,40.810001,39.16,40.689999,4196400,40.067578
"92",41.259998,41.619999,40.490002,40.919998,4830500,40.29406
"93",40.84,40.880001,40.419998,40.790001,3962800,40.166051
"94",41.130001,42.02,41.060001,41.990002,4082900,41.347696
"95",42.18,42.349998,41.610001,41.68,3074100,41.042436
"96",42.07,42.939999,42.07,42.759998,3073400,42.105914
"97",42.91,43.59,42.52,43.57,4023700,42.903525
"98",43.439999,43.84,42.860001,43.740002,5328700,43.070927
"99",44,44.41,43.68,44.400002,3993900,43.720831
"100",44.439999,44.610001,43.689999,44.419998,4667700,43.740522
"101",44.060001,46,43.5,45.790001,5071000,45.089568
"102",46.419998,47.459999,46.400002,47.25,6617900,46.527234
"103",47.400002,48.369999,47.400002,47.830002,4789100,47.098364
"104",47.57,47.98,47.5,47.689999,3869900,46.960502
"105",47.98,48.630001,47.84,48.560001,2976400,47.817197
"106",48.619999,49.689999,48.509998,49.41,4351700,48.654193
"107",49.299999,49.580002,48.509998,48.759998,5469800,48.014134
"108",48.75,49.279999,48.450001,49.169998,2629700,48.417863
"109",49.07,49.700001,49.029999,49.580002,2465200,48.821594
"110",49.330002,49.73,49.09,49.540001,3705200,48.782205
"111",49.580002,49.73,49.290001,49.41,3541400,48.654193
"112",49.279999,49.459999,49.169998,49.41,3179900,48.654193
"113",49.349998,49.82,49.290001,49.720001,2246100,48.959452
"114",49.610001,50.369999,49.610001,50.23,2560800,49.461649
"115",50.119999,50.48,49.950001,50.189999,3067100,49.42226
"116",49.939999,50.459999,49.869999,50.07,4373900,49.304097
"117",50.619999,50.919998,50.099998,50.169998,5077900,49.402566
"118",50.439999,50.77,50.34,50.52,3858900,49.747214
"119",50.599998,50.66,50.25,50.27,4139700,49.501038
"120",50.259998,50.349998,49.599998,49.889999,4476200,49.12685
"121",50.110001,50.48,49.869999,50,1931900,49.235168
"122",49.630001,49.740002,49,49.18,5136000,48.427712
"123",49.240002,50.220001,49.189999,49.939999,3818800,49.176085
"124",50.220001,50.830002,50.099998,50.34,6653100,49.569967
"125",50.299999,50.549999,49.75,49.900002,2512700,49.136699
"126",49.91,50.029999,49.439999,49.599998,3350400,48.841285
"127",49.470001,49.529999,48.790001,48.889999,2269900,48.142147
"128",48.299999,48.299999,47.360001,48.169998,5042600,47.433159
"129",47.849998,47.880001,46.790001,46.799999,3268600,46.334209
"130",47.07,47.700001,46.93,47.299999,4428400,46.829233
"131",46.810001,47.029999,46.099998,46.119999,2818200,45.660977
"132",46.360001,46.470001,45.529999,45.639999,3278700,45.185754
"133",45.41,46.23,44.889999,44.900002,4819200,44.453122
"134",44.970001,45.810001,44.66,45.68,3591300,45.225357
"135",46.349998,47.209999,46.139999,47.200001,4723900,46.730229
"136",47.34,48.450001,47.23,48.220001,7224900,47.740078
"137",48.369999,48.59,48.119999,48.5,2491900,48.01729
"138",48.939999,49.07,48.720001,48.73,2070600,48.245
"139",48.810001,48.810001,48.459999,48.5,1348100,48.01729
"140",48.740002,49.099998,48.689999,48.869999,1833100,48.383606
"141",48.599998,49.259998,48.52,48.970001,1911000,48.482613
"142",48.93,48.98,48.34,48.400002,1758600,47.918287
"143",48.599998,48.900002,48.310001,48.34,2031900,47.858883
"144",48.57,48.759998,47.549999,48,1783500,47.522266
"145",47.669998,47.77,46.240002,46.310001,3101800,45.849088
"146",46.400002,46.529999,45.400002,45.779999,3289800,45.32436
"147",46.139999,46.490002,45.82,46.380001,2824500,45.918391
"148",46.759998,47.380001,46.720001,47.25,2575700,46.779731
"149",47.5,47.599998,46.25,46.759998,2276000,46.294606
"150",46.68,46.790001,45.959999,46.09,2595300,45.631276
"151",46.189999,47.16,45.419998,45.91,2575400,45.453068
"152",45.439999,45.439999,44.32,45.220001,3606000,44.769936
"153",45.5,45.610001,44.889999,44.950001,3340600,44.502623
"154",44.810001,45.48,44.490002,45.389999,4165600,44.938243
"155",45.369999,45.490002,44.68,45.240002,4445700,44.789738
"156",45.049999,46.060001,44.970001,45.849998,4870900,45.393663
"157",47.25,48.290001,46.880001,48.029999,5342000,47.551967
"158",47.939999,48.200001,47.150002,47.599998,4469000,47.126246
"159",47.43,47.66,47.040001,47.400002,3493700,46.92824
"160",46.580002,46.810001,46,46.48,2661200,46.017394
"161",46.68,46.830002,45.98,46.049999,2904600,45.591674
"162",46.169998,47.09,45.959999,47.02,2592300,46.552021
"163",46.509998,47.009998,46.310001,46.470001,4227600,46.007495
"164",46.610001,47.580002,46.279999,47.439999,2909700,46.967839
"165",47.650002,48.549999,47.59,48.490002,4412300,48.007391
"166",48.580002,48.639999,47.98,48.110001,3517400,47.631172
"167",48.220001,48.5,48.02,48.369999,2679300,47.888583
"168",48.400002,49.080002,48.400002,48.630001,2923800,48.145997
"169",48.459999,48.75,48.119999,48.189999,2333400,47.710374
"170",48.639999,48.689999,47.84,48.220001,4048100,47.740078
"171",48.200001,48.259998,47.5,47.84,2313700,47.363859
"172",48.009998,48.220001,47.799999,48,3744500,47.522266
"173",48.099998,48.529999,47.860001,48.5,2468600,48.01729
"174",48.700001,48.939999,48.349998,48.849998,3021600,48.363805
"175",48.75,49.889999,48.700001,49.810001,5383700,49.314253
"176",49.810001,50.380001,49.599998,49.900002,4447500,49.403358
"177",49.639999,50.610001,49.169998,50.580002,4355000,50.07659
"178",50.32,50.540001,49.990002,50.23,2935900,49.730071
"179",50.200001,50.990002,50.099998,50.790001,3369600,50.284499
"180",50.75,51.389999,50.66,51.34,4080200,50.829024
"181",51.23,51.279999,50.68,50.959999,2451000,50.452805
"182",50.560001,50.939999,50.450001,50.810001,2758700,50.3043
"183",50.98,52,50.810001,51.900002,4465600,51.383452
"184",51.599998,51.869999,51.139999,51.450001,2243100,50.93793
"185",50.799999,51.060001,50.369999,50.700001,4147100,50.450342
"186",50.830002,51.040001,50.360001,50.580002,3895100,50.330934
"187",50.099998,50.849998,49.59,49.860001,3815500,49.614478
"188",50,50.34,49.84,49.959999,2899500,49.713984
"189",49.330002,49.490002,49.060001,49.189999,2677300,48.947775
"190",49.009998,49.099998,48.130001,48.419998,5888800,48.181567
"191",48.700001,49.299999,48.650002,49.130001,2234600,48.888073
"192",49.099998,49.150002,48.27,48.82,2261200,48.579598
"193",49.150002,49.830002,49.029999,49.73,3098400,49.485117
"194",49.34,49.639999,49.330002,49.470001,2082700,49.226399
"195",49.23,50.490002,48.93,50.279999,2384200,50.032408
"196",50.169998,50.169998,49.5,49.759998,1478700,49.514968
"197",50.060001,50.529999,49.939999,50.400002,4419700,50.15182
"198",50.490002,50.849998,50.48,50.59,2256400,50.340883
"199",50.43,50.610001,49.84,49.849998,2517700,49.604525
"200",49.91,50.139999,48.82,48.82,2825100,48.579598
"201",48.639999,49.290001,48.419998,49.189999,2460900,48.947775
"202",49.09,49.32,48.93,49.080002,2120800,48.83832
"203",49.57,50.18,49.43,49.830002,1769900,49.584627
"204",50.040001,51,49.959999,50.439999,3852500,50.19162
"205",50.400002,50.400002,49.220001,49.57,2942000,49.325905
"206",49.509998,50.290001,49.299999,50.16,2854300,49.913
"207",50.040001,50.599998,49.779999,50.490002,4485300,50.241377
"208",50.360001,50.540001,49.98,50.209999,1831000,49.962753
"209",50.310001,50.68,49.959999,50.630001,1870800,50.380687
"210",50.5,50.959999,50.48,50.549999,2743300,50.301079
"211",50.799999,50.799999,50.09,50.09,3821600,49.843345
"212",50.040001,50.16,49.59,49.599998,3403800,49.355756
"213",49.619999,50.029999,49.52,49.779999,2680500,49.53487
"214",50.16,50.490002,49.77,50,10803700,49.753788
"215",49.939999,50.459999,49.799999,50.259998,3615700,50.012506
"216",49.810001,51,49.610001,50.540001,5707000,50.29113
"217",50.869999,51.459999,50.799999,51.110001,3214800,50.858323
"218",51.209999,51.27,50.630001,51.029999,3356200,50.778715
"219",51.32,51.400002,50.740002,51.330002,3682200,51.077241
"220",51.25,53.41,50.560001,52.900002,7569500,52.639509
"221",53,53.18,51.830002,52.48,5476100,52.221576
"222",52.5,52.700001,51.959999,52.060001,3512600,51.803646
"223",52,52.07,51.360001,51.810001,2642800,51.554877
"224",51.580002,51.799999,50.849998,51.18,2509600,50.927978
"225",50.77,51.02,50.07,50.380001,4876300,50.131918
"226",50.66,51.130001,50.360001,51.099998,2850000,50.84837
"227",51.16,51.540001,51,51.060001,1663900,50.80857
"228",50.290001,51.119999,50.150002,50.18,3804700,49.932902
"229",50.540001,50.540001,49.139999,49.610001,3008200,49.365709
"230",49.709999,50.009998,49.48,49.599998,2765700,49.355756
"231",50.169998,50.389999,50,50.220001,2064900,49.972706
"232",50.209999,50.869999,49.98,50.34,3327500,50.092114
"233",50.139999,50.419998,49.790001,49.939999,1682300,49.694082
"234",49.990002,50.650002,49.849998,49.959999,2471000,49.713984
"235",50.400002,50.779999,50.200001,50.450001,2503500,50.201573
"236",50.459999,50.75,50.27,50.48,2489500,50.231424
"237",50.259998,50.59,50.259998,50.459999,2031300,50.211522
"238",50.509998,50.57,49.830002,49.990002,2415500,49.743839
"239",50.189999,50.669998,49.990002,50.509998,3692900,50.261275
"240",50.470001,51.779999,50.299999,51.299999,4725600,51.047386
"241",51.360001,51.720001,51.169998,51.23,1928900,50.977731
"242",51.169998,51.349998,50.77,51.040001,2985900,50.788668
"243",51.07,51.619999,50.889999,51.459999,2149200,51.206598
"244",52.200001,53.450001,52.07,53,8437400,52.739015
"245",52.959999,53.060001,51.950001,52.02,6697800,51.763842
"246",52.209999,53.029999,52.110001,52.700001,3605000,52.440493
"247",52.349998,53.220001,52.240002,52.799999,3796300,52.539999
"248",52.82,53.279999,52.459999,52.869999,2463900,52.869999
"249",52.389999,52.779999,52.16,52.540001,3593500,52.540001
"250",52.360001,52.509998,51.93,52.18,2943200,52.18
"251",52.02,52.16,51.52,51.549999,2271300,51.549999
"252",51.610001,51.77,51.18,51.560001,1821800,51.560001
"253",53.080002,54.52,53,53.59,12728800,53.59
