"","OMC.Open","OMC.High","OMC.Low","OMC.Close","OMC.Volume","OMC.Adjusted"
"46",71.489998,71.599998,71.019997,71.18,930400,69.294508
"47",71.419998,71.949997,71.150002,71.919998,862800,70.014904
"48",72.269997,72.410004,70.989998,71.629997,1128900,69.732585
"49",72.099998,72.339996,72.050003,72.209999,632800,70.297223
"50",72.290001,72.519997,71.68,71.699997,803600,69.80073
"51",71.75,72.290001,71.580002,72.029999,749900,70.12199
"52",72.059998,72.639999,72,72.610001,1080500,70.686629
"53",72.470001,72.620003,71.959999,72.089996,719600,70.180399
"54",72.379997,72.379997,71.629997,71.809998,1035000,69.907817
"55",71.989998,72.290001,71.699997,71.910004,681500,70.005174
"56",71.93,72.309998,71.550003,72.309998,1127200,70.394572
"57",72.209999,72.529999,71.690002,72.220001,924500,70.30696
"58",72.290001,72.730003,71.849998,72.010002,1121000,70.102524
"59",71.970001,72.589996,71.75,72.139999,1113900,70.229077
"60",72.610001,72.790001,71.800003,72.029999,1041800,70.12199
"61",72.089996,72.360001,71.839996,72.010002,1175400,70.102524
"62",71.970001,72.330002,71.709999,72.32,900200,70.40431
"63",72.32,72.32,71.459999,71.699997,1010400,69.80073
"64",71.839996,71.989998,71.309998,71.959999,1130400,70.053845
"65",71.779999,71.910004,71.160004,71.699997,1325800,69.80073
"66",71.589996,71.839996,71.139999,71.370003,1146800,69.479477
"67",71.32,71.339996,70.629997,71.029999,895900,69.14848
"68",71.080002,71.080002,70.089996,70.339996,1024600,68.476755
"69",70.290001,70.769997,69.940002,70.620003,1243000,68.749344
"70",70.709999,70.919998,70.029999,70.330002,1011200,68.467025
"71",70.419998,70.860001,70.220001,70.660004,1038000,68.788285
"72",70.629997,70.879997,70.110001,70.690002,2230300,69.307923
"73",70.529999,70.529999,69.550003,69.940002,1304700,68.572586
"74",69.330002,69.599998,68.480003,68.730003,2241900,67.386244
"75",68.650002,69.629997,68.32,69.529999,1474700,68.170599
"76",69.32,69.400002,68.75,69.040001,1633300,67.690181
"77",69.18,70,69.120003,69.970001,1088100,68.601998
"78",69.269997,69.709999,68.989998,69.139999,1376700,67.788224
"79",69.18,69.57,68.860001,68.860001,2463500,67.5137
"80",68.690002,68.889999,67.220001,67.440002,1625200,66.121464
"81",67.449997,67.68,66.32,67.129997,1465500,65.81752
"82",67.589996,68.440002,67.589996,68.059998,1580400,66.729338
"83",68.230003,68.290001,67.489998,67.510002,1416600,66.190095
"84",67.379997,67.400002,65.919998,66,2242400,64.709616
"85",66.169998,67.279999,65.669998,67,3502200,65.690064
"86",67.080002,67.169998,65.57,65.93,1870700,64.640985
"87",66.080002,66.75,65.519997,65.519997,2177100,64.238997
"88",65.400002,65.779999,64.599998,64.93,1907700,63.660536
"89",65.379997,66.110001,65.379997,65.769997,2199300,64.484109
"90",64.18,65.800003,64.029999,65.75,2421700,64.464504
"91",65.150002,66.889999,65.040001,66.160004,1953300,64.866491
"92",66.440002,67.440002,66.209999,67.110001,1947200,65.797914
"93",66.849998,67.370003,66.709999,67.279999,1238500,65.964589
"94",69.769997,69.989998,68.010002,69.010002,1956300,67.660768
"95",68.25,68.68,66.919998,66.970001,2613600,65.660652
"96",67.129997,69.419998,67.089996,69.389999,3280000,68.033336
"97",69.300003,70.309998,69.25,70.190002,1870000,68.817698
"98",69.949997,70.269997,69.150002,69.199997,1665100,67.847049
"99",69.68,70.010002,69.160004,70.010002,1147000,68.641217
"100",69.940002,70.440002,69.720001,70.099998,1617400,68.729454
"101",69.919998,70.949997,69.730003,70.760002,1162400,69.376554
"102",71.639999,71.989998,71.559998,71.860001,1949500,70.455046
"103",72.089996,72.800003,72.089996,72.620003,1197300,71.200189
"104",72.599998,72.839996,72.120003,72.150002,1572500,70.739377
"105",72.690002,72.849998,71.919998,72.330002,1031700,70.915858
"106",72.540001,72.910004,72.209999,72.809998,1179200,71.386469
"107",72.900002,72.900002,72.339996,72.709999,2003700,71.288426
"108",72.669998,72.980003,72.650002,72.970001,809000,71.543345
"109",73.089996,73.209999,72.959999,73.089996,821300,71.660994
"110",72.959999,73.519997,72.959999,73.400002,902900,71.964938
"111",73.589996,73.879997,73.300003,73.639999,1092700,72.200243
"112",73.599998,74.510002,73.580002,74.07,1294200,72.621837
"113",74,74.5,73.900002,74.300003,1295300,72.847343
"114",74.300003,74.860001,74.010002,74.599998,1119400,73.141473
"115",74.620003,74.940002,74.260002,74.870003,1249900,73.406199
"116",74.800003,74.940002,74.510002,74.660004,1160400,73.200305
"117",75.099998,75.269997,74.75,75.019997,1679700,73.55326
"118",75.32,76.209999,75.220001,76.110001,1211600,74.621953
"119",76.110001,76.470001,75.940002,76.169998,1903100,74.680777
"120",76.089996,76.75,75.940002,76.639999,794300,75.14159
"121",76.639999,77.389999,76.519997,77.269997,748900,75.75927
"122",77.099998,77.43,76.68,77.209999,1064600,75.700445
"123",77.209999,78.150002,77.050003,77.870003,1641600,76.347545
"124",78.040001,78.080002,77.629997,77.919998,1017300,76.396563
"125",77.739998,78.239998,77.400002,78.150002,1380000,76.622069
"126",78.089996,78.379997,77.970001,78.330002,1171400,76.79855
"127",78.309998,78.489998,77.650002,78.410004,1337500,76.876988
"128",77.620003,78.309998,77.209999,78.160004,2240200,76.631876
"129",78,78.050003,77.449997,77.480003,2241200,75.96517
"130",77.839996,78.489998,77.339996,77.510002,1046000,75.994583
"131",76.82,77.489998,75.959999,76.010002,1668200,74.52391
"132",76.470001,76.709999,75.050003,75.489998,1486800,74.014072
"133",75.449997,75.940002,74.709999,74.800003,1799000,73.337567
"134",75.110001,76.32,74.529999,76.239998,1653500,74.749409
"135",77.239998,77.389999,76.190002,77.040001,2170900,75.533771
"136",76.650002,77.370003,76.339996,76.709999,2437800,75.701534
"137",76.949997,77.25,76.550003,77,1736000,75.987723
"138",77.330002,77.830002,76.839996,77.650002,1287200,76.629179
"139",77.5,77.800003,77.339996,77.370003,552000,76.352861
"140",77.25,77.800003,76.900002,77.459999,973200,76.441674
"141",77.32,78.029999,76.919998,77.949997,891300,76.92523
"142",77.940002,78,77.169998,77.599998,816000,76.579833
"143",77.959999,78.370003,77.43,77.470001,1268600,76.451545
"144",78,78.059998,75.620003,75.93,1188500,74.93179
"145",75.809998,76.029999,74.300003,74.57,1627600,73.589668
"146",74.720001,74.809998,73.18,74.080002,2210200,73.106112
"147",74.699997,74.699997,73.68,74.330002,1577900,73.352825
"148",74.940002,75.68,74.879997,75.5,1169700,74.507442
"149",75.669998,75.699997,74.68,74.839996,823000,73.856115
"150",75.120003,75.190002,74.07,74.400002,830500,73.421905
"151",75.040001,75.730003,73.5,74.43,1168700,73.451509
"152",73.68,74.739998,73.279999,74.68,1304000,73.698223
"153",73.889999,74.459999,73.050003,73.150002,1805500,72.188338
"154",72.5,73.629997,72.5,73.580002,1918700,72.612685
"155",73.599998,73.910004,72.900002,73.739998,1438900,72.770578
"156",73.449997,74.68,73.349998,74.629997,1292800,73.648877
"157",75.029999,75.709999,74.349998,75.440002,1299500,74.448233
"158",75.519997,75.68,74.279999,74.360001,1129500,73.38243
"159",74.480003,74.849998,73.709999,74.589996,748900,73.609402
"160",73.980003,74.5,73.330002,73.779999,1118200,72.810053
"161",74.339996,74.449997,73.010002,73.360001,1735000,72.395576
"162",73.32,74.410004,72.580002,74.190002,1081400,73.214667
"163",73.449997,73.889999,72.660004,72.800003,1361600,71.842941
"164",73.139999,73.529999,71.980003,73.150002,1737800,72.188338
"165",73.690002,74.269997,73.349998,74.239998,1042200,73.264005
"166",74.220001,74.860001,73.919998,74.080002,1062200,73.106112
"167",74.139999,75.459999,73.860001,75.239998,1572400,74.250858
"168",75.150002,75.550003,74.620003,74.870003,1097300,73.885727
"169",74.220001,75.959999,74.220001,75.809998,2551900,74.813364
"170",75.779999,75.809998,72.260002,75.190002,4407800,74.20152
"171",74.860001,75.889999,74.370003,75.629997,2693000,74.635731
"172",76.019997,76.910004,75.760002,76.470001,1506600,75.464691
"173",76.639999,77.639999,76.5,77.559998,1814500,76.540358
"174",77.410004,77.639999,77,77.199997,1318900,76.18509
"175",77.279999,77.68,77.190002,77.330002,1020800,76.313386
"176",77.489998,77.919998,77.309998,77.900002,888100,76.875892
"177",77.800003,77.970001,77.080002,77.940002,1257600,76.915367
"178",78,78.169998,77.480003,77.830002,951200,76.806813
"179",77.660004,78.290001,77.529999,78.129997,943000,77.102864
"180",77.919998,79.199997,77.919998,79.150002,1689300,78.109459
"181",79.150002,80.529999,78.940002,80.199997,2486200,79.145651
"182",80.199997,80.370003,79.360001,79.540001,1310300,78.494331
"183",79.559998,80.980003,79.540001,80.519997,1596200,79.461444
"184",80.480003,80.839996,79.669998,79.940002,1235900,78.889074
"185",79.839996,79.849998,78.669998,79.080002,1069200,78.04038
"186",79.050003,79.220001,77.93,78.300003,844300,77.762304
"187",77.919998,78.220001,76.860001,77.110001,1176500,76.580473
"188",77.410004,77.809998,77.040001,77.68,744800,77.146559
"189",77.010002,77.18,76.410004,76.559998,961000,76.034247
"190",76.809998,76.889999,76.129997,76.360001,913100,75.835623
"191",76.599998,77.860001,76.419998,77.699997,878800,77.166418
"192",77.610001,77.660004,76.489998,77.059998,803600,76.530813
"193",77.559998,78.199997,77.160004,77.989998,902900,77.454427
"194",77.519997,77.779999,76.949997,77.139999,712700,76.610266
"195",77.129997,78.550003,76.480003,78.129997,809700,77.593465
"196",78.040001,78.300003,77.610001,78.230003,645200,77.692785
"197",78.589996,78.949997,78.279999,78.309998,1431500,77.772229
"198",78.349998,78.940002,78.32,78.470001,822400,77.931134
"199",78.370003,78.760002,77.989998,77.989998,759600,77.454427
"200",78.169998,78.339996,77.190002,77.25,1171600,76.719511
"201",77,77.260002,76.559998,76.849998,1226700,76.322256
"202",76.879997,77.339996,76.779999,77.019997,666500,76.491087
"203",77.309998,78.190002,77.309998,78.040001,816000,77.504087
"204",77.900002,78.650002,77.610001,77.980003,1030400,77.444501
"205",77.360001,77.809998,76.790001,77.68,1297100,77.146559
"206",77.809998,78.889999,77.540001,78.720001,996100,78.179418
"207",78.93,79.110001,78.419998,79.019997,886500,78.477353
"208",78.870003,79.040001,78.269997,78.269997,1267000,77.732503
"209",78.330002,79.279999,78.160004,78.910004,1399400,78.368115
"210",78.779999,78.980003,77.910004,78.120003,2002300,77.583539
"211",78.099998,78.660004,77.790001,78.620003,913100,78.080106
"212",77.980003,78.139999,77.230003,77.419998,1606600,76.888342
"213",77.389999,77.959999,76.970001,77.949997,1662300,77.414701
"214",78.110001,78.209999,77.239998,77.389999,1591900,76.858549
"215",77.400002,77.879997,77.040001,77.389999,1507700,76.858549
"216",77,77.169998,76.459999,76.940002,1612800,76.411642
"217",77.349998,78.360001,77.18,77.879997,2419000,77.345182
"218",77.739998,77.870003,76.449997,76.639999,1815200,76.113699
"219",76.639999,78.099998,76.18,77.860001,2102600,77.325323
"220",77.809998,78.279999,77.330002,77.800003,1024900,77.265737
"221",77.959999,77.989998,76.919998,77.5,1517500,76.967794
"222",77.620003,78.010002,77.239998,77.260002,1638300,76.729445
"223",77.239998,77.510002,76.279999,76.349998,1488800,75.82569
"224",76.209999,76.440002,75.599998,76.239998,1819300,75.716445
"225",76.199997,76.43,75.370003,75.760002,1509500,75.239745
"226",76.220001,76.870003,75.970001,76.75,1031600,76.222945
"227",76.989998,77.389999,76.809998,77.07,819400,76.540747
"228",76.82,77.239998,76.25,76.269997,1225900,75.746238
"229",76.349998,76.839996,75.400002,75.739998,1348900,75.219878
"230",76.269997,76.629997,75.779999,76.290001,1250400,75.766104
"231",77.110001,78.010002,76.889999,77.089996,931000,76.560606
"232",77.139999,77.809998,76.889999,76.889999,1020100,76.361983
"233",76.419998,76.629997,75.82,76.419998,773500,75.895209
"234",76.459999,77.029999,76.400002,76.760002,809100,76.232878
"235",77.269997,77.839996,76.870003,77.790001,1091400,77.255804
"236",77.870003,78.129997,77.760002,78.129997,1836300,77.593465
"237",78,78.349998,77.949997,78.019997,1246300,77.48422
"238",78.290001,78.599998,77.730003,77.790001,1210500,77.255804
"239",77.970001,78.279999,77.330002,77.57,1090600,77.037313
"240",77.639999,77.93,77.379997,77.589996,864200,77.057173
"241",77.519997,77.980003,76.889999,76.970001,1124000,76.441435
"242",76.790001,76.830002,75.300003,75.510002,1665700,74.991462
"243",75.779999,75.970001,75.309998,75.629997,1780500,75.110633
"244",75.559998,75.599998,75.089996,75.370003,1103200,74.852424
"245",75.18,75.300003,74.050003,74.529999,2347900,74.018189
"246",74.769997,75.110001,73.959999,74.690002,1260800,74.177093
"247",74.43,75.080002,74.25,74.610001,958500,74.097641
"248",74.910004,75.309998,74.580002,74.970001,665000,74.455169
"249",74.620003,74.779999,73.940002,73.980003,906700,73.47197
"250",73.879997,74.050003,73.279999,73.57,1451200,73.064782
"251",73.370003,73.68,73.290001,73.370003,1285400,72.866158
"252",73.239998,73.260002,72.400002,72.809998,1176200,72.309999
"253",72.660004,73.370003,72.57,73.209999,1242700,73.209999
