"","TROW.Open","TROW.High","TROW.Low","TROW.Close","TROW.Volume","TROW.Adjusted"
"158",83.239998,83.690002,82.089996,82.169998,1290000,79.133205
"159",85.220001,85.220001,81.309998,82.919998,1142800,79.855487
"160",82.029999,82.610001,81.139999,81.970001,1343800,78.9406
"161",80.970001,80.989998,79.199997,79.230003,2831700,76.301865
"162",78.989998,79.800003,77.959999,79.190002,2354500,76.263342
"163",78.199997,79.82,78,78.720001,2856200,75.810711
"164",78.879997,80.160004,78.610001,80.010002,1905800,77.053037
"165",80.610001,81.279999,79.080002,81.25,1569900,78.247208
"166",81.080002,81.75,80.489998,81.059998,1116900,78.064227
"167",81.559998,82.190002,81.139999,81.75,1158600,78.728729
"168",82.150002,83.029999,81.900002,82.309998,1671900,79.268031
"169",82.150002,82.150002,81.300003,81.449997,1730100,78.439813
"170",82.199997,82.550003,81.339996,82.220001,1107000,79.18136
"171",82.010002,82.379997,81.75,82.099998,1494400,79.065792
"172",82.220001,82.639999,81.82,82.279999,1451300,79.23914
"173",82.339996,82.809998,82.029999,82.449997,928700,79.402856
"174",81.980003,82.57,81.730003,82.5,1033100,79.451011
"175",82.110001,82.360001,81.360001,81.709999,863200,78.690206
"176",83.660004,83.660004,81.279999,82.970001,2162800,79.903642
"177",82.5,83.699997,81.949997,83.529999,1506200,80.442944
"178",83.379997,83.449997,82.440002,83.089996,1436900,80.019203
"179",82.800003,84.169998,82.779999,84.019997,1279000,80.914832
"180",83.349998,83.949997,83.260002,83.519997,1199800,80.433311
"181",83.690002,83.830002,82.980003,83.32,757400,80.240706
"182",83.110001,83.260002,82.43,82.599998,1439500,79.547314
"183",82.5,83.389999,82.360001,83.389999,1169900,80.308118
"184",82.800003,83.099998,82.370003,82.849998,911500,79.788074
"185",82.199997,82.720001,81.889999,82.43,901300,79.383598
"186",82.580002,83.080002,82.379997,83,694700,79.932532
"187",82.800003,83.900002,82.059998,82.129997,1340700,79.094683
"188",82.160004,82.959999,82.160004,82.709999,893900,79.653249
"189",81.830002,82.010002,81.160004,81.160004,1430000,78.160537
"190",81.290001,81.989998,81.169998,81.68,1258700,78.661316
"191",81.540001,83.099998,81.269997,82.93,1540500,80.37682
"192",82.870003,82.93,81.610001,82.190002,1254700,79.659605
"193",82.879997,83.540001,82.870003,83.529999,943400,80.958347
"194",82.720001,83.790001,82.709999,83.559998,1060500,80.987422
"195",83.489998,84.220001,82.739998,83.879997,1290700,81.29757
"196",83.5,83.830002,82.510002,82.830002,1323600,80.2799
"197",83.18,84.209999,82.830002,83.989998,2858800,81.404184
"198",84,84.379997,83.290001,83.300003,1410900,80.735432
"199",83.160004,83.599998,82.860001,83.190002,1147200,80.628818
"200",83.379997,83.379997,81.540001,81.580002,930400,79.068384
"201",80.839996,81.949997,80.769997,81.160004,1433200,78.661317
"202",81.050003,81.379997,80.800003,81.209999,1150900,78.709773
"203",81.690002,82.290001,81.550003,81.739998,1169000,79.223455
"204",81.459999,81.650002,80.949997,80.980003,1472100,78.486858
"205",81.150002,81.769997,80.580002,81.599998,1511600,79.087765
"206",81.790001,82.080002,81.300003,81.959999,952200,79.436683
"207",81.190002,82.349998,80.949997,82.120003,1014000,79.59176
"208",80.32,80.540001,79.010002,79.050003,1456700,78.528818
"209",79.379997,80.769997,79.209999,80.610001,2281400,80.07853
"210",80.629997,81.720001,80.239998,81.440002,1965000,80.90306
"211",81.290001,81.510002,80.589996,80.980003,1402000,80.446093
"212",80.900002,81.889999,80.610001,81.400002,1576000,80.863323
"213",80.889999,82.360001,80.639999,82.07,1606800,81.528903
"214",82.43,83,82.269997,82.790001,1254500,82.244157
"215",82.410004,83.230003,81.949997,83.059998,1881200,82.512374
"216",82.610001,82.610001,81.980003,82.419998,1936900,81.876594
"217",83.190002,83.519997,82.739998,83,1571500,82.452772
"218",83.419998,83.5,82.660004,82.800003,1514500,82.254094
"219",83.449997,83.449997,81.169998,82.589996,2073300,82.045472
"220",82.57,82.57,81.709999,82.07,1649200,81.528903
"221",82.040001,82.669998,81.830002,82.57,1097100,82.025607
"222",82.669998,83.059998,82.199997,82.400002,1011000,81.856729
"223",82.089996,82.790001,81.690002,82.779999,1149900,82.234221
"224",82.099998,82.870003,81.5,81.940002,1370700,81.399763
"225",81.519997,82.160004,80.849998,81.18,1717800,80.644772
"226",81.449997,81.589996,80.959999,81.489998,904700,80.952725
"227",81.900002,82.080002,81.559998,81.919998,1004800,81.379891
"228",81.510002,82.129997,81.220001,81.389999,973500,80.853386
"229",81.580002,81.879997,80.169998,80.620003,1121100,80.088466
"230",80.57,80.959999,80.290001,80.75,2241300,80.217607
"231",81.330002,81.940002,81.239998,81.68,1143800,81.141475
"232",81.68,82.099998,81.580002,81.650002,1017400,81.111674
"233",81.309998,81.389999,80.330002,81.129997,1003100,80.595098
"234",80.910004,81.349998,80.620003,81.18,1369700,80.644772
"235",81.68,82.099998,81.220001,81.980003,799400,81.4395
"236",82.059998,82.220001,81.309998,81.550003,1569300,81.012335
"237",81.5,82.330002,81.480003,82.129997,716100,81.588505
"238",82.309998,82.5,81.760002,81.949997,1056200,81.409692
"239",81.879997,82.129997,81.489998,81.790001,847700,81.250751
"240",81.519997,81.830002,81.309998,81.690002,830200,81.151411
"241",81.620003,81.959999,81.330002,81.57,888200,81.0322
"242",81.440002,81.639999,80.269997,80.669998,1403800,80.138132
"243",81.040001,81.599998,80.650002,81.269997,1215800,80.734175
"244",81.110001,81.339996,80.889999,81.279999,992600,80.744111
"245",81.029999,81.279999,80.660004,80.690002,1182400,80.158005
"246",80.949997,81.220001,80.139999,80.809998,1288200,80.277209
"247",80.410004,80.610001,79.82,80.279999,1600300,79.750704
"248",80.550003,80.800003,79.550003,79.970001,2797400,79.44275
"249",79.809998,79.93,78.949997,79.199997,1628300,78.677823
"250",79.639999,79.709999,78.870003,79.220001,1306900,78.697695
"251",79.059998,79.599998,78.559998,78.610001,1372300,78.091716
"252",78.93,78.93,78.07,78.099998,1754600,77.585077
"253",78.610001,79.010002,78.5,78.870003,1515900,78.350004
