"","NDAQ.Open","NDAQ.High","NDAQ.Low","NDAQ.Close","NDAQ.Volume","NDAQ.Adjusted"
"94",40.860001,41.209999,40.68,41.189999,1072400,40.728714
"95",41.189999,41.400002,40.91,40.93,801500,40.471628
"96",41.330002,41.639999,41.009998,41.299999,1142900,40.837483
"97",40.450001,41.040001,39.939999,40.880001,1294600,40.422188
"98",40.59,41.110001,40.52,40.990002,1127000,40.530957
"99",41.259998,41.900002,40.950001,41.82,820900,41.35166
"100",42,42.529999,41.77,42.43,946500,41.954829
"101",42.389999,42.98,42.310001,42.77,903100,42.291022
"102",43,43.389999,42.919998,43.259998,1371700,42.775532
"103",43.110001,43.689999,43,43.529999,842300,43.042509
"104",43.549999,44.029999,43.419998,43.689999,916500,43.200717
"105",44.040001,44.040001,43.470001,43.740002,1383600,43.25016
"106",43.849998,44.049999,43.709999,43.900002,959700,43.408368
"107",44.139999,44.139999,43.68,43.880001,795700,43.388592
"108",43.720001,44.07,43.580002,44.029999,727600,43.53691
"109",44.009998,44.290001,43.82,44.27,431800,43.774223
"110",44.09,44.27,43.939999,44.029999,532400,43.53691
"111",44.130001,44.209999,43.560001,43.790001,596700,43.299599
"112",43.700001,43.990002,43.57,43.779999,489600,43.289709
"113",43.720001,43.93,43.490002,43.73,575600,43.24027
"114",43.810001,44.009998,43.709999,43.990002,953900,43.49736
"115",43.91,44.009998,43.290001,43.98,844800,43.48747
"116",43.689999,44.18,43.580002,44.16,695100,43.665455
"117",44.560001,44.650002,43.380001,44.099998,957900,43.606125
"118",44.279999,44.68,44.099998,44.639999,787700,44.140079
"119",44.630001,44.810001,44.439999,44.580002,685600,44.080753
"120",44.57,44.869999,44.509998,44.830002,491100,44.327953
"121",44.82,44.970001,44.610001,44.91,235800,44.407056
"122",44.849998,44.939999,44.259998,44.27,1034700,43.774223
"123",44.48,45.110001,44.310001,45.07,571100,44.565264
"124",45.080002,45.57,44.880001,45.540001,528400,45.030001
"125",45.639999,46,45.369999,45.939999,665700,45.425519
"126",46,46.5,45.610001,45.68,910000,45.168433
"127",46.09,47,46.09,46.259998,1197500,45.741935
"128",46.900002,46.91,46.290001,46.41,1719900,45.890257
"129",45.98,46.389999,45.75,45.790001,1173000,45.424013
"130",45.91,47.080002,45.810001,46.970001,1583600,46.594582
"131",46.5,48.23,45.98,46.110001,1587600,45.741455
"132",46.240002,46.830002,46,46.459999,1302200,46.088656
"133",46.509998,46.720001,45.740002,45.740002,1490700,45.374414
"134",45.990002,46.689999,45.779999,46.529999,770800,46.158096
"135",47.02,47.860001,46.630001,47.860001,775200,47.477468
"136",48.240002,48.919998,47.970001,48.689999,2225600,48.300832
"137",48.389999,49.380001,48.389999,49.290001,901700,48.896039
"138",49.52,49.709999,49.119999,49.139999,805600,48.747236
"139",49.290001,49.450001,48.720001,48.740002,346200,48.350435
"140",48.790001,49.220001,48.689999,48.700001,354300,48.310754
"141",48.68,49.060001,48.439999,48.849998,420200,48.459553
"142",48.82,48.84,48.470001,48.630001,358000,48.241314
"143",48.880001,48.880001,47.950001,47.959999,440900,47.576667
"144",48.220001,48.41,47.419998,47.860001,596100,47.477468
"145",47.619999,47.91,47.259998,47.610001,955600,47.229466
"146",47.759998,47.98,47.16,47.580002,1034700,47.199707
"147",47.889999,48.279999,47.32,48.259998,990800,47.874268
"148",48.490002,49.330002,48.439999,49.009998,1205600,48.618274
"149",49.209999,49.389999,48.32,48.5,714500,48.112352
"150",48.389999,48.490002,47.25,47.349998,1386300,46.971542
"151",47.549999,48.040001,46.349998,46.709999,1773400,46.336658
"152",46.150002,46.630001,45.099998,45.66,1409000,45.295051
"153",45.669998,46.200001,45.209999,45.759998,1224100,45.39425
"154",45.73,46.389999,45.540001,46.290001,2202400,45.920017
"155",46.599998,46.77,45.68,45.950001,1263600,45.582734
"156",45.740002,46.18,45.380001,45.700001,817600,45.334732
"157",45.689999,46.639999,45.380001,46.540001,1201100,46.168019
"158",46.459999,46.779999,46.200001,46.560001,820600,46.187859
"159",46.459999,46.720001,46.130001,46.57,904500,46.197778
"160",46.16,46.540001,45.889999,46.080002,738500,45.711696
"161",46.080002,46.32,44.93,45.040001,1131100,44.680008
"162",45.27,45.869999,44.82,45.169998,1502600,44.808966
"163",45.119999,45.990002,44.91,45.599998,1435500,45.235529
"164",45.610001,46.849998,45.610001,46.810001,1345500,46.435861
"165",46.98,47.27,46.759998,47.049999,1025800,46.673941
"166",46.919998,47.869999,46.73,47.599998,1123900,47.219544
"167",47.779999,48.91,47.689999,48.299999,841800,47.91395
"168",48.630001,49.240002,48.41,49.240002,1273300,48.846439
"169",49,49.130001,48.380001,48.490002,821800,48.102433
"170",48.709999,49.049999,48.07,48.549999,888400,48.161952
"171",48.529999,49.369999,48.41,49.18,985600,48.786917
"172",49.290001,50,49.220001,49.75,818600,49.352361
"173",49.84,49.98,49.34,49.48,811200,49.084519
"174",49.509998,49.93,49.259998,49.919998,854300,49.521
"175",49.68,50.200001,49.619999,49.91,821600,49.511082
"176",49.619999,50.389999,49.619999,50.299999,886500,49.897964
"177",50.25,50.959999,49.82,50.939999,740600,50.532848
"178",50.919998,50.939999,50.419998,50.790001,711900,50.384049
"179",50.779999,51.220001,50.41,50.650002,888200,50.245169
"180",50.650002,50.959999,50.5,50.790001,581700,50.384049
"181",50.759998,51,50.310001,50.639999,949100,50.235247
"182",50.509998,50.57,50.09,50.16,724600,49.759084
"183",50.369999,50.93,50.290001,50.919998,761800,50.513008
"184",50.900002,51.130001,50.209999,50.599998,646700,50.195566
"185",50.509998,51.099998,50.240002,51.02,987500,50.612211
"186",51.040001,51.040001,50.400002,50.779999,635800,50.374127
"187",50.66,51.099998,50.119999,50.189999,742000,49.788843
"188",50.259998,50.849998,50.009998,50.700001,619100,50.294769
"189",50.310001,50.389999,49.639999,49.639999,918200,49.24324
"190",49.599998,49.790001,49.240002,49.34,1001200,49.093989
"191",49.450001,50.029999,49.450001,49.990002,792500,49.740749
"192",50.060001,50.330002,49.5,50.25,865900,49.999451
"193",50.619999,51.18,50.619999,50.810001,562500,50.55666
"194",50.549999,51,50.330002,50.939999,546700,50.686009
"195",50.630001,50.720001,49.200001,49.52,1747700,49.273091
"196",49.349998,50.610001,49.259998,50.41,1281000,50.158653
"197",50.610001,50.849998,50.25,50.439999,1393800,50.188502
"198",50.400002,50.619999,50.049999,50.330002,862100,50.079054
"199",50.209999,50.419998,49.759998,50.169998,986700,49.919848
"200",50.110001,50.240002,49.07,49.16,2018100,48.914886
"201",49.009998,49.689999,48.91,49.549999,999500,49.302941
"202",49.380001,49.77,49.189999,49.700001,725300,49.452194
"203",49.830002,50.810001,49.779999,50.700001,619100,50.447208
"204",50.630001,51.009998,50.310001,50.939999,1193100,50.686009
"205",50.639999,50.93,50.259998,50.459999,884100,50.208403
"206",50.41,50.57,49.950001,50.110001,760700,49.86015
"207",49.619999,50.630001,49.209999,50.580002,809500,50.327808
"208",50.68,50.880001,50.009998,50.009998,517500,49.760646
"209",49.970001,50.400002,49.759998,49.919998,917400,49.671095
"210",49.860001,50.16,49.59,50.139999,420000,49.889999
"211",50.110001,50.59,49.970001,50.580002,668400,50.327808
"212",50.470001,50.669998,50.27,50.32,744100,50.069102
"213",50.220001,50.290001,49.580002,49.709999,1230900,49.462143
"214",49.700001,49.93,49.299999,49.509998,1010200,49.263139
"215",49.43,49.889999,49.169998,49.799999,777200,49.551694
"216",49.580002,49.720001,48.459999,48.68,1591300,48.437279
"217",48.68,48.939999,48.279999,48.34,1427000,48.098975
"218",48.380001,48.970001,48.34,48.720001,1742800,48.477081
"219",48.75,49.23,48.639999,48.84,2193000,48.596482
"220",48.720001,50.080002,48.639999,49.759998,1417000,49.511893
"221",49.349998,49.84,48.25,48.57,2038000,48.327827
"222",48.630001,48.759998,48.110001,48.259998,1421100,48.019372
"223",48.290001,49.439999,48.139999,49.32,989500,49.074088
"224",49.34,49.75,48.77,48.959999,1024200,48.715882
"225",48.889999,49.25,48.459999,48.630001,647300,48.38753
"226",48.84,49.169998,48.619999,49.049999,640500,48.805434
"227",49.220001,49.709999,49.119999,49.619999,712500,49.372591
"228",49.540001,49.93,49.209999,49.43,1027800,49.18354
"229",49.43,49.990002,48.740002,48.970001,1056300,48.725834
"230",48.93,49.919998,48.91,49.889999,751100,49.641245
"231",50.279999,50.790001,50.209999,50.549999,995400,50.297955
"232",50.630001,51.16,50.389999,50.810001,951100,50.55666
"233",50.66,50.869999,50.279999,50.5,770900,50.248205
"234",50.490002,50.93,50.299999,50.75,572800,50.496958
"235",51.080002,51.48,50.830002,51.450001,541900,51.193469
"236",51.619999,51.77,51.099998,51.189999,807600,50.934763
"237",51.23,51.84,51.200001,51.779999,552500,51.521821
"238",52.380001,52.419998,52,52.27,840900,52.00938
"239",52.200001,52.23,51.630001,51.830002,770600,51.571575
"240",51.720001,52.41,51.650002,52.27,822100,52.00938
"241",52.139999,52.939999,52.110001,52.619999,837500,52.357633
"242",52.5,52.57,51.869999,51.93,994600,51.671075
"243",51.990002,52.25,51.689999,52.060001,754100,51.800428
"244",51.73,52.450001,51.669998,52.34,497500,52.07903
"245",52.290001,52.43,51.740002,51.75,1059600,51.491972
"246",52.049999,52.16,51.450001,51.490002,1287100,51.23327
"247",51.529999,51.619999,51.189999,51.599998,724100,51.342718
"248",51.82,52.34,51.68,51.950001,676900,51.690976
"249",51.759998,51.939999,51.029999,51.330002,672400,51.074068
"250",51.310001,51.610001,50.43,50.529999,1457100,50.278054
"251",50.580002,50.580002,49.509998,50.029999,1541900,49.780547
"252",50.150002,50.360001,49.689999,50.139999,962600,49.889999
"253",50.169998,50.959999,50.169998,50.759998,1000300,50.759998
