"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"56",77.019997,77.120003,76.5,76.639999,1980800,76.110515
"57",76.089996,76.43,75.660004,76.160004,2991600,75.633836
"58",76.300003,76.480003,75.730003,75.809998,3231600,75.286248
"59",75.93,76.010002,75.440002,75.580002,3613200,75.057841
"60",76.099998,76.190002,75.730003,75.940002,2870200,75.415355
"61",76.029999,76.82,76,76.379997,2680300,75.85231
"62",76.190002,76.93,75.860001,76.860001,3487400,76.328997
"63",76.589996,76.849998,75.900002,76.230003,2845600,75.703352
"64",76.260002,76.510002,75.690002,76.07,4144700,75.544454
"65",76.089996,76.93,75.879997,76.650002,4188000,76.120449
"66",76.32,76.449997,75.410004,75.620003,4673100,75.097566
"67",75.68,76.07,74.93,75.470001,4239500,74.948601
"68",75.190002,75.419998,74.779999,75.239998,4046800,74.720186
"69",75.650002,76.800003,74.940002,76.589996,4870400,76.060858
"70",76.879997,76.900002,75.470001,76.220001,5549400,75.693419
"71",76.639999,77.809998,76.230003,77.800003,5782900,77.262505
"72",77.940002,78.370003,77.239998,77.279999,8492600,76.746093
"73",77.260002,77.360001,76.080002,76.160004,3432900,75.633836
"74",75.980003,76.25,75.5,75.510002,3908100,74.988325
"75",75.699997,77.050003,75.550003,77.050003,3618900,76.517687
"76",76.540001,76.639999,74.720001,74.720001,5006100,74.203782
"77",74.75,75.169998,74.5,75.059998,3767500,74.541429
"78",74.150002,74.889999,73.790001,74.519997,3905900,74.005159
"79",74.470001,75.309998,73.919998,73.919998,9347500,73.409306
"80",73.82,74.18,73.07,73.32,6619400,72.813453
"81",72.870003,73.730003,72.589996,73.419998,5607000,72.91276
"82",74.050003,74.629997,73.900002,74.330002,5338000,73.816477
"83",74.620003,74.779999,74.389999,74.510002,4783400,73.995234
"84",74.099998,74.32,72.940002,72.940002,5842000,72.543179
"85",72.75,74.07,72.480003,74.059998,4116100,73.657081
"86",73.980003,73.989998,71.809998,71.830002,5790800,71.439217
"87",71.800003,72.300003,70.5,70.5,5981300,70.116451
"88",70.589996,71.209999,69.639999,69.779999,6039500,69.400367
"89",70.040001,71.669998,70,71,8181000,70.613731
"90",69.959999,71.730003,69.660004,71.300003,11596100,70.912102
"91",70.080002,71.489998,69.849998,70.860001,9418000,70.474493
"92",71.699997,72.160004,70.860001,71.559998,5888500,71.170682
"93",71.209999,72.059998,71.139999,72.040001,3281600,71.648073
"94",72.870003,74.279999,72.550003,74.160004,4556400,73.756543
"95",74.110001,74.360001,73.18,73.220001,4155400,72.821654
"96",74.099998,74.660004,73.769997,74.089996,3604100,73.686916
"97",73.839996,74.080002,73.389999,74,3374400,73.597409
"98",74,74.529999,73.760002,74.110001,3402600,73.706812
"99",74.540001,76.010002,74.470001,76,4992800,75.586529
"100",76.190002,76.970001,75.580002,75.989998,6213500,75.576581
"101",78.349998,83.220001,78.300003,83.129997,16292400,82.677736
"102",83.209999,84.830002,83.199997,83.75,11664600,83.294365
"103",83.82,84.349998,83.82,84.129997,6661300,83.672295
"104",83.860001,84.209999,82.699997,83.989998,5977100,83.533058
"105",84.5,86.400002,84.379997,85.989998,7999000,85.522177
"106",86,86.379997,85.489998,85.75,5147900,85.283485
"107",85.940002,85.940002,84.589996,84.800003,4926000,84.338656
"108",84.720001,85.110001,84.209999,84.849998,4526100,84.388379
"109",84.980003,85.120003,84.25,84.589996,2679900,84.129792
"110",83.760002,84.68,83.330002,84.349998,3121000,83.8911
"111",84.540001,84.739998,83.75,84.199997,3096500,83.741914
"112",84.32,84.339996,83.639999,84.050003,2224100,83.592736
"113",83.800003,84.260002,83.169998,83.199997,3368400,82.747355
"114",83.25,84.239998,83.18,83.900002,3142700,83.443551
"115",83.699997,84.489998,83.410004,84.279999,2501000,83.821481
"116",83.5,84.849998,83.290001,84.599998,3452000,84.139739
"117",85.739998,85.879997,84.209999,84.720001,4969100,84.259089
"118",84.82,85.190002,84.650002,84.989998,5150400,84.527617
"119",85.099998,86.739998,85.080002,86.339996,5618000,85.870271
"120",86.260002,86.900002,85.959999,86.559998,3327600,86.089075
"121",87,87.889999,86.68,87.290001,2452800,86.815107
"122",86.559998,88.160004,86.349998,87.459999,4989800,86.98418
"123",87.910004,87.949997,86.540001,87.690002,5407300,87.212933
"124",88.209999,89.239998,87.68,88.32,6085400,87.839502
"125",88.379997,89.440002,88.139999,88.769997,3527900,88.287051
"126",89.870003,89.870003,88.849998,89.080002,3739900,88.59537
"127",89.040001,89.559998,87.879997,88.040001,4473300,87.561027
"128",86.57,88.050003,86.400002,87.839996,3732400,87.36211
"129",87.529999,88.029999,86.209999,86.330002,3277400,85.860331
"130",86.760002,88.18,86.75,87.690002,4078500,87.212933
"131",86.57,87.32,84.110001,84.129997,6644500,83.672295
"132",85.139999,85.290001,83.540001,84.610001,4921600,84.149687
"133",83.720001,84.970001,82.050003,82.639999,6970300,82.190404
"134",82.790001,84.870003,82.400002,84.730003,6443700,84.269037
"135",86.120003,86.919998,85.400002,86.919998,6442100,86.447117
"136",86.980003,87.290001,86.139999,86.440002,6262000,85.969733
"137",86.75,86.970001,86.209999,86.830002,2561600,86.357611
"138",87.459999,87.849998,86.75,87.629997,2749700,87.153254
"139",87.699997,88.300003,87.529999,87.769997,1219500,87.292492
"140",87.900002,88.07,87.519997,87.769997,1508400,87.292492
"141",87.639999,88.489998,87.5,87.68,2376100,87.202985
"142",87.349998,87.75,86.510002,86.970001,2493300,86.496848
"143",87.18,87.540001,86.160004,86.160004,2861700,85.691258
"144",86.68,87.360001,84.919998,85.68,4505800,85.213866
"145",85.290001,85.349998,83.050003,83.269997,6441400,82.816973
"146",83.660004,83.779999,81.800003,83.089996,7690000,82.637952
"147",84.099998,84.279999,83.07,84.220001,5846800,83.923415
"148",85.190002,85.620003,85.029999,85.529999,5174200,85.2288
"149",85.970001,86,84.400002,84.440002,4580900,84.142642
"150",84.410004,84.849998,82.910004,83.360001,4030100,83.066443
"151",84.089996,85.239998,82.739998,83.550003,4222100,83.255777
"152",82,83.480003,81.839996,83.459999,5084300,83.16609
"153",83.800003,84.129997,82.18,82.25,4324700,81.960352
"154",82.050003,83.860001,81.830002,83.800003,4763700,83.504896
"155",84.389999,84.889999,83.190002,84.260002,3540600,83.963275
"156",83.779999,84.349998,83.300003,83.720001,3598400,83.425176
"157",83.360001,84.529999,82.5,84.379997,4796200,84.082848
"158",84.279999,84.830002,83.800003,84.389999,5012200,84.092815
"159",84.300003,84.699997,82.870003,83.599998,5440400,83.305596
"160",82.610001,82.809998,80.959999,81.769997,5486000,81.482039
"161",83.330002,83.550003,80.669998,80.739998,5070200,80.455667
"162",80.300003,81.550003,79.82,81.379997,6277200,81.093413
"163",84.029999,84.800003,81.489998,82.029999,13332400,81.741125
"164",81.709999,83.230003,80.580002,82.980003,10576500,82.687784
"165",83.279999,83.879997,82.440002,83.809998,8490400,83.514855
"166",83.919998,84.970001,83.519997,84.18,4923200,83.883555
"167",84.580002,85.910004,84,85.82,5426000,85.517779
"168",85.620003,85.769997,83.959999,84.160004,5507800,83.863629
"169",83.970001,84.830002,83.610001,84.589996,3951100,84.292107
"170",85.169998,85.18,83.889999,84.230003,4441800,83.933382
"171",84.230003,84.790001,83.940002,84.459999,4051300,84.162568
"172",85.43,87.980003,85.309998,87.519997,7053500,87.21179
"173",87.830002,87.989998,86.620003,87.139999,5510900,86.833131
"174",87.93,88.169998,87.239998,87.519997,5083400,87.21179
"175",87.519997,87.839996,86.849998,87.730003,2974300,87.421057
"176",87.639999,89.43,87.580002,89.199997,5271700,88.885874
"177",89.019997,90.940002,88.879997,90.790001,6276500,90.470278
"178",90.919998,91.139999,89.940002,91.120003,4316300,90.799118
"179",90.550003,91.650002,90.239998,91.32,5547500,90.998411
"180",92.050003,92.760002,91.389999,92.669998,6144400,92.343655
"181",92.889999,93,91.059998,91.260002,5666700,90.938624
"182",91.010002,91.68,89.970001,90.129997,4675300,89.812599
"183",89.559998,92.160004,89.5,92.019997,5568300,91.695943
"184",91.900002,91.940002,90.519997,90.970001,3444400,90.649645
"185",90.639999,91.889999,90.129997,91.709999,4733900,91.387037
"186",92,92.949997,91.449997,92.809998,4651300,92.483161
"187",92.510002,92.529999,90.669998,90.790001,4963200,90.470278
"188",90.519997,91.440002,90.07,91.120003,4144800,90.799118
"189",90.18,90.389999,88.839996,88.839996,5050200,88.527141
"190",87.589996,88.169998,86.849998,86.970001,9452300,86.663731
"191",87.730003,89.510002,87.68,89.25,7035500,88.935701
"192",89.25,89.25,87.349998,87.75,4609700,87.440983
"193",88.5,88.93,87.93,88.709999,3843900,88.397601
"194",88.260002,88.559998,87.75,87.970001,2880800,87.660209
"195",87.720001,89.260002,87.220001,88.879997,5437300,88.567001
"196",88.849998,89.669998,88.639999,89.019997,3172500,88.706507
"197",89.57,90.360001,89.379997,89.82,4372000,89.503693
"198",89.940002,90.650002,89.32,89.330002,3395200,89.015421
"199",89.400002,89.940002,89.040001,89.489998,4050500,89.174853
"200",89.57,89.620003,87.370003,87.370003,3813600,87.062324
"201",86.709999,88.300003,86.559998,87.93,4141800,87.620349
"202",87.900002,88.32,86.870003,87.25,4927400,86.942744
"203",87.639999,88.290001,87.480003,87.669998,3451100,87.361263
"204",87.330002,88.260002,86.389999,86.389999,5985500,86.085772
"205",86.730003,86.739998,85.370003,86.739998,4736900,86.434538
"206",86.919998,87.870003,86.669998,87.029999,4628400,86.723517
"207",86.349998,87.660004,86.220001,87.339996,5853800,87.032423
"208",87.459999,88.510002,87.269997,87.919998,4091200,87.77117
"209",88.400002,89.690002,88.279999,89.32,3659900,89.168801
"210",89.099998,89.699997,88.139999,89.059998,3482100,88.909239
"211",89.480003,89.480003,88.32,88.57,2575300,88.420071
"212",88.629997,89.43,88.25,88.25,3526000,88.100613
"213",88.010002,89.470001,88.010002,89.120003,3453500,88.969143
"214",89.150002,89.57,88.660004,89.25,2683600,89.09892
"215",88.949997,89.18,88.589996,88.720001,2952100,88.569818
"216",87.989998,88.309998,86.589996,86.93,4352800,86.782848
"217",87.220001,87.889999,87.010002,87.330002,2681000,87.182172
"218",87.5,88.18,87.269997,87.769997,3148200,87.621422
"219",88.480003,92.43,88.480003,91.199997,12232000,91.045616
"220",91.199997,91.400002,90.18,90.879997,4322300,90.726158
"221",90.720001,91.160004,90.209999,90.720001,3519200,90.566433
"222",90.93,91.269997,89.690002,89.75,4854300,89.598074
"223",89.650002,90.440002,89.309998,90.230003,4786300,90.077265
"224",91.129997,93.589996,89.809998,90.25,9364700,90.097227
"225",90.25,91.389999,89.660004,90.209999,7470700,90.057294
"226",90.360001,91.309998,90.260002,91.25,4663100,91.095535
"227",91.489998,91.989998,90.809998,91.18,4596900,91.025653
"228",91.139999,91.919998,90.559998,90.779999,3707000,90.626329
"229",91.050003,91.449997,89.959999,90.57,3495800,90.416685
"230",90.709999,92.160004,90.349998,92.050003,4369800,91.894183
"231",92.839996,94.330002,92.639999,93.510002,9933400,93.351711
"232",93.480003,93.919998,92.5,92.519997,4731400,92.363381
"233",91.889999,92.730003,91.580002,92.389999,5191800,92.233604
"234",92.75,92.980003,92.019997,92.519997,3443200,92.363381
"235",93.099998,93.900002,92.800003,93.839996,3467200,93.681147
"236",93.839996,94.5,93.029999,93.220001,3403800,93.062201
"237",92.900002,93.160004,91.830002,93.080002,4281200,92.922439
"238",93.610001,94.07,93.150002,93.800003,3279700,93.641221
"239",94.099998,94.099998,92.809998,93.239998,2701100,93.082164
"240",93.089996,93.349998,92.730003,92.900002,2891000,92.742743
"241",92.949997,93.290001,92.650002,92.690002,2448200,92.533099
"242",92.599998,92.639999,91.550003,91.889999,2965400,91.734451
"243",92.110001,92.779999,91.889999,92.589996,2597800,92.433263
"244",92.599998,92.959999,92.110001,92.82,1777700,92.662877
"245",92.809998,92.919998,92.150002,92.260002,3561400,92.103827
"246",92.400002,92.940002,91.610001,92.559998,2635400,92.403315
"247",92.139999,93.519997,91.440002,93.169998,2795500,93.012283
"248",93.300003,94.059998,92.900002,93.5,3638000,93.341726
"249",92.949997,93.660004,92.32,92.57,3320300,92.4133
"250",92.440002,92.839996,91.699997,92.620003,2655000,92.463218
"251",92.389999,92.610001,91.769997,91.900002,2561500,91.744436
"252",91.730003,92.309998,91.300003,92.089996,2375100,91.934109
"253",92.5,94.360001,92.400002,94.169998,3727600,94.01059
