"","PNW.Open","PNW.High","PNW.Low","PNW.Close","PNW.Volume","PNW.Adjusted"
"110",62.419998,62.419998,61.25,61.799999,1096900,60.703873
"111",62,62.099998,61.09,61.23,620000,60.143983
"112",60.970001,61.150002,60.66,60.790001,519100,59.711789
"113",60.610001,61.849998,60.610001,61.82,587200,60.723519
"114",61.970001,62.560001,61.580002,62.240002,663200,61.136071
"115",61.950001,62.349998,61.610001,62.080002,432600,60.978909
"116",61.91,62.439999,61.529999,61.950001,422900,60.851214
"117",62.450001,62.860001,62.029999,62.700001,1175300,61.587911
"118",62.650002,62.75,61.860001,62.02,881500,60.919972
"119",62.049999,62.32,61.549999,62.150002,840900,61.047667
"120",62.25,62.619999,62.029999,62.369999,453500,61.263763
"121",62.59,63.5,62.560001,63.23,423500,62.10851
"122",62.849998,64.110001,62.599998,63.599998,967500,62.471946
"123",63.75,64.919998,63.290001,64.839996,1442000,63.689951
"124",64.93,66.68,64.540001,65.330002,3864800,64.171265
"125",65.330002,66.230003,65.160004,65.860001,1562800,64.691863
"126",65.459999,66.029999,65.150002,65.900002,1694300,64.731155
"127",66.080002,67.099998,65.690002,66.220001,1407700,65.045479
"128",65.980003,66.540001,65.43,65.989998,1607800,64.819555
"129",65.779999,66.550003,65.019997,65.269997,1283400,64.112324
"130",65.339996,66.309998,65.339996,65.870003,832400,64.701688
"131",65.699997,66.370003,65.25,65.5,743400,64.338248
"132",65.550003,66.010002,64.260002,64.540001,915900,63.395276
"133",64.68,65.480003,64.150002,64.459999,1461600,63.316693
"134",64.690002,66.029999,64.550003,65.989998,769400,64.819555
"135",66.150002,67.309998,65.790001,67.290001,731400,66.0965
"136",67.540001,67.919998,66.910004,67.389999,1371000,66.194725
"137",67.400002,68.040001,67.029999,67.989998,579400,66.784081
"138",68.099998,68.43,67.68,68.18,550300,66.970714
"139",68.18,69.760002,68.18,69.589996,456400,68.355701
"140",69.690002,70.699997,69.629997,70.010002,725500,68.768258
"141",70.010002,71.110001,69.730003,70.629997,1553300,69.377256
"142",70.360001,70.360001,69.139999,69.400002,794300,68.169076
"143",69.720001,69.769997,68.239998,68.309998,1032600,67.098405
"144",68.580002,68.830002,67.690002,68.639999,640100,67.422554
"145",68.620003,68.709999,67.82,68.18,973700,66.970714
"146",68.199997,69.919998,68.120003,68.410004,2072800,67.196638
"147",68.800003,70.290001,68.349998,70,1023000,68.758433
"148",70.209999,70.730003,69.959999,70.120003,1212100,68.876307
"149",69.809998,70.269997,68.82,69.089996,911200,67.86457
"150",69.230003,69.489998,68.580002,69.080002,593000,67.854752
"151",69,70.150002,68.540001,69.230003,1245100,68.002093
"152",69.019997,70.029999,68.639999,69.970001,964200,68.728966
"153",69.970001,70.760002,69.639999,70.599998,463800,69.347789
"154",70.699997,71.470001,70.32,71.419998,548500,70.153245
"155",71.760002,72.07,71.07,71.959999,559400,70.683668
"156",72,72.529999,71.260002,72.459999,532000,71.1748
"157",72.949997,73.309998,71.830002,72.470001,565900,71.184624
"158",72.510002,72.900002,72.160004,72.260002,677100,70.97835
"159",72.230003,72.230003,71.540001,72.209999,525500,70.929234
"160",71.529999,72.580002,71.529999,72.089996,1136200,70.81136
"161",72.089996,72.790001,71.099998,71.32,837600,70.05502
"162",70.480003,72.349998,70.260002,71.440002,2087900,70.763249
"163",71.080002,71.709999,70.110001,70.18,1238500,69.515183
"164",70.18,70.589996,69.400002,70.25,937400,69.58452
"165",70.150002,70.709999,69.970001,70.459999,805500,69.79253
"166",70.290001,70.580002,69.550003,69.800003,809400,69.138786
"167",70.129997,70.360001,69.57,69.82,1025300,69.158593
"168",69.68,69.75,66.410004,66.790001,1296200,66.157298
"169",66.790001,67.190002,66.160004,66.5,1187500,65.870044
"170",66.519997,67.669998,66.510002,67.599998,1520700,66.959622
"171",67.309998,67.489998,66.639999,67.019997,1450000,66.385114
"172",67.050003,67.489998,66.550003,66.940002,759200,66.305878
"173",66.690002,66.730003,64.639999,65.129997,1166400,64.513019
"174",64.849998,65.870003,64.290001,64.970001,1373200,64.354539
"175",64.650002,66.790001,64.650002,66.669998,968800,66.038432
"176",66.669998,66.800003,65.610001,65.830002,685500,65.206393
"177",66.43,66.510002,64.879997,65.769997,1065000,65.146956
"178",65.57,66.059998,65.339996,66.029999,898900,65.404495
"179",65.970001,66.580002,65.860001,66.059998,809400,65.434209
"180",66.169998,66.25,64.620003,64.82,814700,64.205958
"181",65.089996,65.18,64.25,64.400002,986600,63.789939
"182",64.370003,64.470001,63.810001,64.080002,1006000,63.47297
"183",63.93,64.089996,62.389999,62.860001,1235300,62.264526
"184",62.84,63.580002,62.299999,63.560001,1074700,62.957896
"185",63.27,63.290001,62.740002,63.07,1068000,62.472536
"186",63.259998,63.919998,63.119999,63.529999,645800,62.928177
"187",62.709999,62.709999,61.529999,61.970001,1086300,61.382958
"188",61.91,62.400002,61.860001,62.099998,690800,61.511724
"189",61.91,62.91,61.82,62.259998,805400,61.670208
"190",62.240002,62.380001,61.619999,61.799999,757700,61.214566
"191",62.080002,63.290001,61.799999,63,503800,62.403199
"192",62.900002,63.07,61.560001,62.080002,453600,61.491916
"193",62.439999,63.630001,62.439999,63.25,805700,62.650831
"194",63.209999,63.619999,62.939999,63.330002,545500,62.730075
"195",63.279999,65.110001,62.91,64.870003,889400,64.255488
"196",64.589996,65.43,63.93,63.990002,734700,63.383823
"197",64.32,64.830002,63.84,64.730003,1257000,64.116814
"198",64.769997,65.080002,64.610001,64.82,456100,64.205958
"199",64.510002,65.050003,63.75,63.900002,724800,63.294675
"200",63.98,64.459999,63.049999,63.049999,595700,62.452725
"201",63.049999,63.490002,62.290001,62.560001,697500,61.967369
"202",62.689999,63.48,62.5,63.049999,773300,62.452725
"203",63.200001,64.099998,62.939999,63.799999,775000,63.19562
"204",63.639999,64.199997,63.330002,63.75,771200,63.146095
"205",63.759998,64.190002,62.77,64.040001,687200,63.433348
"206",64.07,64.339996,63.57,63.66,891000,63.056947
"207",63.75,64.949997,63.709999,64.419998,637200,63.809746
"208",64.290001,64.290001,63.150002,63.200001,910400,62.601306
"209",63.209999,63.330002,62.700001,63.119999,785000,62.522062
"210",63.110001,63.119999,62.360001,62.610001,796900,62.016894
"211",62.830002,64.309998,62.66,63.779999,1037000,63.175809
"212",63.43,63.630001,62.669998,62.68,752400,62.086231
"213",62.810001,63.5,62.73,63.34,643000,62.739979
"214",63.380001,64.120003,63.009998,63.040001,543400,62.442821
"215",62.98,63.02,62.130001,62.709999,769700,62.115946
"216",62.48,63.23,62.360001,62.650002,627500,62.056516
"217",62.810001,64.129997,62.799999,63.400002,620100,62.799412
"218",63.59,64.089996,62.700001,62.91,624600,62.314052
"219",62.84,63.16,62.459999,62.900002,473100,62.304148
"220",62.91,63.700001,62.84,63.450001,519000,62.848937
"221",63.470001,64.300003,63.25,63.75,584000,63.146095
"222",63.889999,63.950001,62.73,62.98,684100,62.383388
"223",62.73,63.509998,62.349998,63.419998,697900,62.819219
"224",62.759998,63.189999,62.259998,62.810001,571500,62.215001
"225",62.060001,62.099998,60.779999,61.200001,1123600,61.200001
"226",60.950001,61.880001,60.130001,60.48,2005100,60.48
"227",61.689999,61.759998,60.630001,61.080002,1403500,61.080002
"228",60.869999,61,59.490002,59.619999,1166500,59.619999
"229",59.57,60.09,58.82,59.400002,762400,59.400002
"230",59.470001,60.080002,59.369999,59.740002,852700,59.740002
"231",60.209999,60.580002,59.5,59.860001,774500,59.860001
"232",59.560001,60.52,59.43,59.48,793400,59.48
"233",59.130001,59.630001,58.860001,59.529999,779200,59.529999
"234",59.709999,59.959999,58.369999,58.599998,718200,58.599998
"235",58.720001,59.419998,58.720001,59.380001,659100,59.380001
"236",59.509998,60.09,59.349998,59.959999,1496100,59.959999
"237",59.630001,60.720001,59.630001,60.560001,737900,60.560001
"238",60.360001,61.009998,60.150002,60.779999,650100,60.779999
"239",60.82,61.470001,60.66,60.959999,604200,60.959999
"240",60.93,61.220001,60.560001,61.09,486100,61.09
"241",60.950001,61.16,60.419998,60.98,473300,60.98
"242",60.830002,60.84,60.240002,60.57,673600,60.57
"243",60.59,61.279999,60.509998,61.150002,662900,61.150002
"244",61.139999,61.389999,60.84,61.18,450800,61.18
"245",61.169998,61.43,60.84,60.919998,630800,60.919998
"246",61.040001,61.34,60.82,60.91,847000,60.91
"247",60.619999,60.689999,59.299999,59.650002,744600,59.650002
"248",59.549999,59.720001,58.200001,58.689999,705700,58.689999
"249",58.189999,58.950001,58.189999,58.470001,552000,58.470001
"250",57.599998,58.02,57.360001,57.630001,663600,57.630001
"251",57.619999,57.630001,57.169998,57.18,643200,57.18
"252",57.150002,57.439999,56.810001,56.900002,1247900,56.900002
"253",57.369999,57.490002,56.830002,57.09,882100,57.09
