"","PFG.Open","PFG.High","PFG.Low","PFG.Close","PFG.Volume","PFG.Adjusted"
"83",51.919998,51.919998,51.200001,51.459999,1059400,50.404195
"84",50.98,51.209999,50.32,50.34,1258400,49.307175
"85",50.470001,51.57,50.07,51.5,1597600,50.443375
"86",51.369999,51.43,49.869999,50.049999,1683200,49.023124
"87",50.040001,50.59,49.330002,49.34,1491900,48.327692
"88",49.459999,49.869999,48.470001,48.490002,1751400,47.495133
"89",48.77,49.470001,48.68,48.790001,1529500,47.788977
"90",47.91,48.099998,46.490002,47.880001,2538000,46.897647
"91",47.009998,48.580002,46.849998,48.130001,2464300,47.142518
"92",48.91,49.669998,48.650002,49.360001,1845500,48.347282
"93",48.77,49.240002,48.48,49.169998,1626500,48.161178
"94",49.599998,50.66,49.509998,50.630001,1662800,49.591226
"95",50.869999,50.889999,49.830002,49.84,1314300,48.817433
"96",50.529999,50.98,50.310001,50.599998,1690800,49.561839
"97",50.16,50.619999,49.299999,50.349998,1960000,49.316968
"98",50.18,50.59,49.93,50.360001,1145300,49.326765
"99",50.619999,51.200001,50.5,51.189999,954000,50.139734
"100",51.09,51.529999,50.93,51.369999,1429000,50.316041
"101",51.049999,52,50.939999,51.73,1178700,50.668656
"102",52.639999,52.849998,52.040001,52.369999,2444600,51.295524
"103",52.23,52.400002,51.689999,52,1806300,50.933116
"104",51.860001,52.299999,51.73,52.240002,1103400,51.168194
"105",52.77,52.889999,52.27,52.830002,1110300,51.746089
"106",52.549999,52.610001,51.970001,52.400002,1444200,51.324911
"107",52.360001,52.84,52.02,52.82,1625600,51.736292
"108",52.860001,53.259998,52.57,53.259998,760300,52.167263
"109",53.259998,53.5,53.240002,53.400002,844900,52.304394
"110",52.990002,53.57,52.919998,53.380001,877900,52.284804
"111",53.380001,53.619999,52.919998,53.25,654100,52.15747
"112",53.25,53.450001,52.650002,52.860001,862700,51.775472
"113",52.700001,52.900002,52.48,52.830002,654000,51.746089
"114",52.93,53.389999,52.799999,53.080002,697900,51.99096
"115",52.990002,53.029999,52.310001,52.939999,1080100,51.853829
"116",52.490002,53.18,52.27,53.040001,614600,51.95178
"117",53.77,53.93,53.23,53.439999,1078800,52.343571
"118",53.709999,53.939999,53.41,53.919998,615300,52.813722
"119",54,54.169998,53.73,54.080002,931100,52.970443
"120",54.25,54.25,53.68,54.18,753300,53.06839
"121",54,54.310001,53.18,53.27,755600,52.17706
"122",52.830002,52.970001,52.349998,52.66,963800,51.579575
"123",52.77,53.459999,52.52,53.09,1056000,52.000753
"124",53.130001,53.59,53.040001,53.299999,1134900,52.206444
"125",52.900002,53.040001,52.400002,52.650002,844600,51.900854
"126",52.98,53.66,52.880001,53.470001,1470700,52.709186
"127",53.439999,54.189999,53.099998,53.68,1569600,52.916197
"128",53.060001,53.18,52.41,53.110001,1059800,52.354308
"129",52.970001,53.240002,52.330002,52.43,1643200,51.683983
"130",52.900002,53.77,52.810001,53.299999,1417100,52.541603
"131",52.630001,52.68,50.560001,50.59,1834300,49.870164
"132",50.93,51.009998,49.509998,49.720001,1380300,49.012544
"133",49.389999,50.580002,48.950001,49,1794800,48.302788
"134",49.279999,50.279999,49.049999,50.18,2301000,49.465998
"135",50.970001,52.27,50.720001,52.259998,2249600,51.5164
"136",52.349998,52.799999,52.110001,52.709999,2220500,51.959998
"137",52.84,52.880001,52.470001,52.810001,885400,52.058577
"138",53.110001,53.66,53.02,53.32,806600,52.561319
"139",53.41,53.490002,53.029999,53.07,350000,52.314876
"140",53.360001,53.450001,53.060001,53.060001,467100,52.30502
"141",52.869999,53.73,52.849998,53.099998,870800,52.344448
"142",52.84,53.310001,52.689999,52.869999,848300,52.117721
"143",53.130001,53.18,51.93,51.939999,633700,51.200954
"144",52.419998,52.5,51.299999,51.810001,925100,51.072806
"145",51.18,51.259998,49.709999,50.110001,1524100,49.396994
"146",50.209999,50.470001,48.959999,49.400002,1745300,48.697098
"147",49.880001,50.700001,49.630001,50.25,1604400,49.535002
"148",51.029999,51.869999,50.799999,51.73,2332900,50.993943
"149",51.82,51.93,50.799999,51.09,1340100,50.36305
"150",51.16,51.200001,49.98,50.23,1064100,49.515286
"151",50.540001,50.990002,48.939999,49.48,1392200,48.775957
"152",48.209999,48.869999,47.66,48.27,1414700,47.583175
"153",48.32,48.650002,47.43,47.459999,1210500,46.784699
"154",47.279999,48.060001,47.150002,48.029999,1430900,47.346589
"155",48.299999,48.490002,47.389999,47.669998,1236100,46.99171
"156",47.599998,48.060001,47.189999,47.959999,1027200,47.277585
"157",48.259998,49.439999,47.790001,49.32,1093800,48.618234
"158",49.25,49.459999,48.740002,48.759998,971400,48.066201
"159",48.540001,49.369999,48.360001,49.330002,852100,48.628094
"160",48.599998,49.209999,48.349998,48.799999,1182800,48.105633
"161",49.080002,49.16,47.91,47.939999,1883400,47.257869
"162",47.919998,48.549999,47.439999,48.080002,1614000,47.39588
"163",46.880001,47.84,46.009998,46.93,2666300,46.262242
"164",47.240002,47.950001,46.599998,47.950001,1758800,47.267729
"165",48.220001,48.950001,48.200001,48.91,1894500,48.214068
"166",48.77,49.18,48.32,48.450001,1497700,47.760614
"167",48.25,49.110001,48.029999,48.93,1646100,48.233784
"168",49.360001,50.349998,49.34,49.650002,1634000,48.943541
"169",49.189999,49.509998,49.07,49.299999,1313700,48.598518
"170",49.73,49.790001,49.25,49.720001,1057700,49.012544
"171",49.91,50.419998,49.700001,50.09,1181900,49.377279
"172",50.189999,51.119999,50.189999,51.099998,1160200,50.372906
"173",51,51.68,51,51.599998,1114500,50.865791
"174",51.549999,52.049999,51.279999,51.790001,1221800,51.05309
"175",51.639999,51.77,51.139999,51.360001,995000,50.629208
"176",51.16,51.75,51.07,51.599998,853100,50.865791
"177",51.389999,52.220001,50.990002,52.110001,1211600,51.368537
"178",51.970001,51.990002,51.110001,51.330002,1073100,50.599636
"179",51.360001,52.099998,51.259998,51.919998,1084900,51.181238
"180",52.099998,52.139999,51.689999,51.91,696800,51.171382
"181",51.990002,52.009998,51.360001,51.669998,766600,50.934795
"182",51.509998,51.790001,51.119999,51.169998,923700,50.441909
"183",51.169998,52.560001,51.169998,52.459999,1843000,51.713555
"184",52.16,52.34,51.34,51.82,1459800,51.082662
"185",51.400002,51.59,50.360001,50.48,2158700,49.761729
"186",50.279999,50.77,50.130001,50.709999,1280500,50.347514
"187",50.720001,52.049999,50.349998,50.5,1829200,50.139016
"188",50.599998,50.91,50.5,50.669998,841800,50.307799
"189",49.880001,49.889999,49.290001,49.369999,1233400,49.017092
"190",49.52,49.950001,49.310001,49.759998,994700,49.404304
"191",50.119999,51.040001,50.110001,51.040001,1067900,50.675156
"192",50.889999,50.98,49.939999,50.470001,1118600,50.109231
"193",50.84,51.849998,50.689999,51.799999,1292100,51.429722
"194",51.549999,51.77,51.049999,51.09,1912200,50.724798
"195",50.66,51.450001,49.610001,51.169998,3265200,50.804224
"196",51.130001,51.150002,50.049999,50.66,1419200,50.297872
"197",50.810001,51.970001,50.759998,51.860001,2178900,51.489295
"198",51.860001,52.290001,51.810001,51.919998,1392800,51.548863
"199",51.740002,51.91,51.32,51.540001,1194900,51.171582
"200",51.669998,51.779999,50.84,50.849998,1196500,50.486512
"201",50.689999,51.110001,50.439999,50.810001,1138600,50.446801
"202",50.669998,50.720001,50.240002,50.490002,929700,50.129089
"203",50.950001,51.459999,50.75,51.290001,888500,50.923369
"204",50.869999,51.41,50.52,51.369999,1521000,51.002796
"205",51.279999,51.360001,50.630001,51.02,1187700,50.655299
"206",50.98,51.580002,50.880001,51.41,786300,51.042511
"207",50.720001,51.66,50.34,51.389999,946300,51.022653
"208",51.57,51.900002,51.200001,51.290001,1032900,50.923369
"209",51.290001,51.849998,51.25,51.84,1053200,51.469437
"210",51.77,52.23,51.5,51.959999,947200,51.588578
"211",51.959999,52.060001,49.810001,50.279999,3142400,49.920587
"212",50.27,50.98,50.040001,50.799999,2747100,50.43687
"213",50.650002,51.490002,50.279999,51.009998,2347500,50.645368
"214",51.119999,51.84,51.119999,51.700001,1371200,51.330438
"215",51.560001,52.02,51.16,51.849998,983500,51.479364
"216",51.400002,51.5,50.57,50.77,1153000,50.407086
"217",51.150002,51.299999,50.740002,50.810001,1224800,50.446801
"218",50.919998,51.200001,50.66,51,1044500,50.635441
"219",51.049999,51.75,50.700001,51.73,1175000,51.360223
"220",51.16,51.470001,50.849998,51.310001,1480200,50.943227
"221",51.799999,52.419998,50.139999,51.619999,2036500,51.251009
"222",51.75,52.150002,51.389999,51.48,1416300,51.11201
"223",51.360001,52.119999,51.220001,52.110001,1096800,51.737508
"224",51.919998,52.419998,51.790001,51.950001,1109800,51.578651
"225",51.700001,51.900002,50.91,51.119999,964200,50.754583
"226",51.57,51.759998,51.27,51.66,906200,51.290724
"227",51.799999,52.25,51.779999,52.220001,806700,51.846722
"228",51.959999,52.41,51.48,51.560001,871500,51.19144
"229",51.880001,52.040001,50.93,51.27,1134500,50.903512
"230",51.299999,52,50.990002,51.639999,1139100,51.270866
"231",52.080002,52.560001,51.77,52.389999,1026100,52.015505
"232",52.279999,52.720001,52.169998,52.330002,1226100,51.955936
"233",51.869999,52.23,51.509998,51.689999,908000,51.320508
"234",51.650002,51.950001,51.52,51.650002,625500,51.280797
"235",52.080002,52.209999,51.66,51.990002,989800,51.618366
"236",52.049999,52.080002,51,51.310001,1048300,50.943227
"237",51.380001,52.23,51.360001,52.200001,1262800,51.826864
"238",52.330002,52.639999,52.049999,52.5,1872300,52.124719
"239",52.5,52.91,52.07,52.84,1224900,52.462289
"240",52.799999,53.279999,52.689999,52.880001,1154600,52.502004
"241",52.720001,52.900002,52.509998,52.59,708700,52.214076
"242",52.389999,52.66,51.389999,51.619999,1231400,51.251009
"243",51.91,52.080002,51.5,51.98,1081700,51.608436
"244",51.939999,52.389999,51.490002,52.330002,942100,51.955936
"245",52.32,52.32,51.200001,51.689999,1379500,51.320508
"246",51.880001,52,51.139999,51.669998,1075100,51.30065
"247",51.459999,52.650002,51.450001,52.369999,1388500,51.995647
"248",52.77,53.32,52.5,53.16,1311500,52.780001
"249",52.459999,52.689999,51.73,51.779999,1362300,51.779999
"250",52.27,52.790001,51.779999,51.880001,1405500,51.880001
"251",51.799999,52.150002,51.619999,51.650002,1074200,51.650002
"252",51.709999,51.959999,51.41,51.669998,802100,51.669998
"253",51.880001,53.02,51.880001,52.639999,1782500,52.639999
