"","STJ.Open","STJ.High","STJ.Low","STJ.Close","STJ.Volume","STJ.Adjusted"
"54",64.790001,65.239998,64.580002,64.82,697300,63.737658
"55",64.849998,64.959999,64.339996,64.82,1503400,63.737658
"56",64.93,65.099998,64.669998,64.889999,792200,63.806489
"57",64.75,65.220001,64.43,64.870003,966500,63.786826
"58",65.019997,65.769997,64.870003,65.589996,1331400,64.494798
"59",65.690002,65.809998,65.129997,65.580002,1161900,64.48497
"60",65.889999,65.989998,65.220001,65.330002,1434500,64.239145
"61",65.379997,65.93,65.010002,65.160004,916200,64.071985
"62",65.080002,65.480003,64.639999,65.480003,800100,64.386641
"63",65.5,65.589996,64.940002,65.209999,777500,64.121146
"64",65.209999,65.309998,64.620003,64.830002,1207200,63.747493
"65",65.099998,65.209999,64.699997,64.809998,1085500,63.727823
"66",64.589996,64.959999,64.059998,64.830002,973400,63.747493
"67",64.790001,64.809998,62.639999,63.080002,2529600,62.026714
"68",63.060001,63.07,62.150002,62.189999,1666100,61.151572
"69",62.200001,62.790001,61.330002,62.759998,1768000,61.712054
"70",62.759998,63.560001,62.759998,63.279999,1516000,62.223372
"71",63.389999,63.669998,63.16,63.459999,1726900,62.400367
"72",63.849998,63.880001,62.189999,62.240002,2019000,61.20074
"73",62.25,62.5,61.689999,62.400002,1796800,61.358068
"74",62.049999,62.32,61.650002,61.68,1185900,60.65009
"75",61.810001,62.32,61.380001,62.110001,1151700,61.07291
"76",62.07,62.07,61,61.169998,1433000,60.148603
"77",61.27,62.029999,61.099998,61.639999,1317100,60.879475
"78",60.98,61.369999,60.790001,61.139999,856400,60.385644
"79",61.360001,61.459999,60.07,60.130001,2538900,59.388107
"80",60.279999,60.470001,59.779999,60.380001,2735300,59.635023
"81",60.349998,61.02,59.91,60.77,1456900,60.02021
"82",61.34,62.220001,61.16,61.82,1480900,61.057255
"83",62.139999,62.810001,62.040001,62.389999,1935600,61.620222
"84",61.799999,62.450001,61.349998,61.450001,1729700,60.691821
"85",61.389999,62.66,61.25,62.580002,1175400,61.80788
"86",62.400002,62.799999,61.52,61.950001,2727900,61.185652
"87",61.889999,62.48,60.790001,60.790001,1946800,60.039964
"88",60.889999,61.419998,60.360001,60.619999,2107600,59.87206
"89",60.650002,61.34,59.889999,59.91,3001000,59.170821
"90",57.349998,59.459999,56.639999,57.279999,4545400,56.573269
"91",54.810001,57.509998,54.799999,56.740002,2842800,56.039934
"92",57.27,58.59,57.049999,58.279999,2781500,57.560931
"93",58.02,58.990002,57.68,58.959999,2580200,58.232541
"94",59.450001,60.110001,59.099998,59.990002,1918400,59.249835
"95",60.200001,60.490002,59.650002,59.75,3160800,59.012795
"96",60.209999,60.369999,59.799999,60.02,2359200,59.279464
"97",60.23,60.48,59.82,60.470001,1385700,59.723913
"98",60.459999,60.799999,60.02,60.419998,1826800,59.674526
"99",60.580002,61.459999,60.07,61.310001,1764100,60.553549
"100",61.419998,61.939999,61.200001,61.900002,1869800,61.136269
"101",61.84,66.790001,61.709999,64.279999,3549000,63.486902
"102",64.620003,64.849998,63.299999,64.169998,3733300,63.378258
"103",64.18,64.709999,64,64.400002,2143700,63.605424
"104",63.869999,64.5,63.73,64.419998,2082400,63.625174
"105",64.849998,65.269997,64.339996,65.220001,1666500,64.415306
"106",65.349998,66.150002,64.900002,66.040001,1723800,65.225189
"107",66,66.150002,64.57,64.760002,1447500,63.960983
"108",64.910004,65.699997,64.830002,65.699997,923900,64.88938
"109",65.889999,66.110001,65.419998,65.779999,926100,64.968395
"110",65.489998,65.849998,65.209999,65.68,1161900,64.86963
"111",65.690002,66.18,65.440002,65.709999,1073900,64.899259
"112",65.599998,65.650002,64.620003,64.989998,1118800,64.188141
"113",64.769997,65.400002,64.510002,65.169998,1208200,64.36592
"114",65.309998,65.440002,64.599998,64.949997,2576100,64.148633
"115",64.849998,65.059998,63.66,63.970001,3223000,63.180729
"116",63.880001,64.279999,63.450001,64.269997,1646900,63.477023
"117",65.32,66.809998,65.32,66.800003,2890100,65.975814
"118",66.830002,68.190002,66.830002,68.089996,3211200,67.249891
"119",67.860001,68.459999,67.639999,67.830002,1947100,66.993104
"120",67.760002,68,67.410004,67.839996,844400,67.002976
"121",67.970001,68.379997,67.830002,67.959999,848400,67.121498
"122",67.610001,67.940002,67.190002,67.330002,1273700,66.499273
"123",67.510002,68.279999,67.360001,68.139999,1256300,67.299277
"124",68.010002,69.419998,67.82,69.160004,1966900,68.306696
"125",69.199997,69.330002,68.629997,69.330002,1412800,68.474597
"126",69.68,70.239998,69.260002,69.949997,1705200,69.086943
"127",69.709999,69.839996,68.550003,69.080002,2391000,68.227682
"128",68.169998,69,68.059998,68.980003,1138800,68.128917
"129",69,69.010002,66.860001,66.93,1546300,66.104207
"130",67.18,67.730003,66.82,67.010002,1296400,66.183222
"131",66.650002,66.870003,66.050003,66.330002,2238200,65.511612
"132",66.790001,66.980003,65.07,65.230003,1752000,64.425185
"133",65.120003,65.68,64.269997,64.290001,2003200,63.496781
"134",64.290001,65.82,63.849998,65.610001,2302700,64.800494
"135",66.290001,67.25,66.040001,67.230003,1769300,66.400509
"136",67.480003,67.889999,66.639999,67.169998,2375400,66.341244
"137",67.199997,67.730003,67,67.400002,908900,66.568409
"138",67.650002,67.730003,65.980003,66,1176700,65.185681
"139",66.040001,67.089996,66.040001,66.669998,432100,65.847413
"140",66.980003,66.989998,66.410004,66.470001,523600,65.649884
"141",66.169998,66.779999,66.040001,66.489998,943100,65.937469
"142",66.440002,66.660004,66.010002,66.199997,922200,65.649878
"143",66.300003,66.879997,64.989998,65.029999,1235900,64.489602
"144",65.07,65.919998,64.260002,64.940002,1473700,64.400354
"145",64.290001,65.82,64.290001,64.790001,2156900,64.251599
"146",64.860001,65.120003,63.93,64.410004,2089100,63.874759
"147",64.889999,65.870003,64.410004,65.830002,1804900,65.282957
"148",66.559998,67.360001,66.440002,67.010002,2689800,66.453152
"149",67.160004,67.269997,66.190002,66.199997,1465600,65.649878
"150",66.279999,66.43,64.919998,65.349998,2479900,64.806943
"151",65.559998,66.540001,65.110001,65.790001,2351100,65.243289
"152",65.599998,68.620003,65.269997,67.559998,4385800,66.998577
"153",67.949997,67.949997,65.349998,65.440002,3011100,64.896199
"154",65.169998,66.389999,64.959999,66.339996,1999800,65.788714
"155",66.550003,67,65.400002,65.639999,2343600,65.094534
"156",65.559998,65.989998,64.800003,65.290001,2175800,64.747444
"157",65.510002,66.760002,65.059998,66.68,2084600,66.125892
"158",65.650002,65.699997,64.260002,64.989998,4484100,64.449934
"159",64.690002,66,64.550003,65.989998,2637700,65.441624
"160",65.639999,67.160004,65.160004,66.629997,2842000,66.076305
"161",65.290001,68.760002,65.199997,67.389999,5278300,66.829991
"162",67.410004,67.470001,65.980003,66.339996,2636800,65.788714
"163",65.699997,66.790001,65.449997,65.870003,3770500,65.322626
"164",65.959999,67.050003,65.660004,66.900002,2903300,66.344065
"165",66.940002,68.230003,66.809998,67.68,3221500,67.117582
"166",67.209999,67.900002,66.309998,66.529999,2965700,65.977137
"167",66.650002,68.120003,66.639999,67.699997,2985900,67.137413
"168",67.620003,67.980003,65.949997,66.209999,3707100,65.659797
"169",65.75,66.209999,64.629997,64.82,2692300,64.281348
"170",65.699997,66.339996,65.459999,66.059998,1988900,65.511042
"171",65.949997,67.110001,65.949997,66.330002,1739900,65.778802
"172",66.919998,66.980003,66.199997,66.830002,1761900,66.274647
"173",66.779999,67.599998,66.510002,67.480003,1723500,66.919247
"174",67.580002,67.800003,66.669998,67.260002,1552700,66.701074
"175",66.910004,67.32,66.449997,67.239998,1530400,66.681236
"176",67.089996,67.559998,66.870003,67.18,1073600,66.621737
"177",67.029999,68.400002,66.720001,68.279999,1161900,67.712595
"178",68.209999,68.82,68.010002,68.550003,1531000,67.980355
"179",67.480003,67.75,66.860001,66.910004,2871400,66.353984
"180",66.739998,67.25,66.709999,66.989998,1682000,66.433314
"181",66.800003,67.010002,66.260002,66.800003,1193700,66.244898
"182",66.849998,67.339996,66.599998,66.68,1247000,66.125892
"183",66.68,68.989998,66.68,68.360001,2627100,67.791932
"184",68.019997,68.260002,67.300003,67.599998,1374200,67.038245
"185",67.410004,67.550003,66.900002,67.139999,1142400,66.582069
"186",67.440002,67.889999,67.080002,67.730003,914200,67.16717
"187",67.410004,67.410004,66.260002,66.529999,2094900,65.977137
"188",66.730003,66.82,66.089996,66.790001,1632600,66.234979
"189",66.25,66.57,65.709999,66.400002,1421500,65.84822
"190",66.489998,66.739998,65.900002,66.480003,1450000,65.927557
"191",66.82,67.089996,66.529999,67.07,1220000,66.512651
"192",67,67.160004,65.5,66.279999,1654000,65.729215
"193",66.870003,67.830002,66.68,67.459999,1687000,66.899409
"194",67.07,67.269997,65.330002,65.449997,2416500,64.90611
"195",64.260002,65.730003,64,65.580002,4674700,65.035035
"196",65.639999,66.709999,65.290001,66.669998,1703800,66.115973
"197",67.339996,67.370003,66.440002,67.080002,2449800,66.52257
"198",67.010002,67.480003,66.809998,67.260002,1533100,66.701074
"199",67.330002,67.639999,66.739998,66.790001,1020600,66.234979
"200",66.800003,67.269997,65.410004,65.43,1819900,64.88628
"201",65.25,65.730003,64.839996,65.279999,1385400,64.737525
"202",65.010002,65.93,64.970001,65.82,770600,65.564303
"203",66.099998,66.970001,65.940002,66.669998,1525800,66.410999
"204",66.339996,66.620003,65.400002,65.400002,1850000,65.145936
"205",65.379997,65.769997,64.809998,65.269997,2359200,65.016436
"206",65.419998,65.970001,65,65.330002,964400,65.076208
"207",65.089996,66.449997,64.959999,66.339996,1420100,66.082279
"208",66.300003,67.419998,66.190002,66.580002,1237300,66.321352
"209",66.790001,67.720001,66.589996,67.540001,2385800,67.277622
"210",67.449997,67.989998,66.849998,67.940002,1900300,67.67607
"211",67.760002,68.5,67.470001,68.169998,1240800,67.905172
"212",68.370003,69.199997,67.510002,67.650002,1885400,67.387195
"213",67.480003,67.660004,66.739998,67.370003,1034400,67.108284
"214",67.519997,68.849998,67.519997,68.550003,1616200,68.283701
"215",68.440002,68.589996,67.739998,68.279999,875000,68.014745
"216",67.699997,67.989998,67.230003,67.760002,1338000,67.496769
"217",68.029999,68.650002,67.879997,68.230003,1222400,67.964944
"218",68.440002,69.220001,68.199997,69.120003,2102200,68.851486
"219",70.150002,73.739998,70.089996,73.550003,7001300,73.264277
"220",74.900002,75.730003,73.769997,74.010002,4722900,73.722489
"221",73.519997,74.199997,73,73.470001,3091800,73.184586
"222",73.93,74,72.110001,72.300003,2217200,72.019133
"223",72.269997,72.889999,71.580002,72.580002,1840800,72.298044
"224",72.239998,72.900002,71.209999,71.669998,1821000,71.391575
"225",70.919998,71.480003,69.699997,70.050003,2166900,69.777873
"226",70.730003,71.650002,70.709999,71.470001,2078800,71.192355
"227",71.639999,73.139999,71.269997,72.589996,1922000,72.307999
"228",72.330002,72.410004,71.160004,71.330002,1438300,71.0529
"229",71.330002,71.629997,70.599998,71.07,1446300,70.793908
"230",71.209999,71.879997,71.099998,71.349998,1544700,71.072819
"231",72.080002,72.779999,72.040001,72.459999,1041200,72.178507
"232",72.209999,72.830002,72.07,72.529999,1042400,72.248235
"233",71.949997,72.360001,71.519997,71.769997,965600,71.491185
"234",71.620003,72.209999,71.5,71.760002,1070300,71.481229
"235",72.410004,74.660004,72,74.489998,2395300,74.20062
"236",74.489998,75.120003,73.730003,74.959999,2502700,74.668795
"237",74.970001,75.230003,74.5,74.730003,1567100,74.439693
"238",74.730003,74.919998,74.239998,74.580002,976100,74.290274
"239",74.699997,75,74.360001,74.459999,1223000,74.170737
"240",74.339996,74.870003,74.139999,74.739998,883000,74.449648
"241",74.519997,74.650002,74.139999,74.269997,993500,73.981473
"242",74.290001,74.379997,73.510002,73.690002,1074800,73.403732
"243",74.199997,74.480003,73.589996,74.300003,780700,74.011363
"244",74.290001,75.050003,73.919998,74.150002,1076900,73.861944
"245",74.120003,74.279999,73.489998,73.75,1834900,73.463497
"246",74.150002,75.169998,73.510002,74.389999,1739900,74.10101
"247",74.25,74.809998,73.629997,74.209999,991600,73.921709
"248",74.379997,74.800003,74.040001,74.470001,728200,74.180701
"249",74.029999,74.349998,73.199997,73.349998,1223000,73.065049
"250",73.349998,73.889999,72.809998,73.830002,1037500,73.543188
"251",73.769997,74.029999,73.129997,73.139999,1123000,72.855866
"252",73.089996,73.730003,72.919998,73.389999,875700,73.104894
"253",73.529999,74.599998,73.349998,74.440002,895300,74.150818
