"","AKAM.Open","AKAM.High","AKAM.Low","AKAM.Close","AKAM.Volume","AKAM.Adjusted"
"161",60.880001,60.880001,58.98,58.990002,1132800,58.990002
"162",58.82,60.09,58.25,59.950001,1414400,59.950001
"163",59.400002,59.650002,58.07,58.16,1548000,58.16
"164",58.599998,58.599998,56.849998,58.490002,1366400,58.490002
"165",58.68,60.23,58.68,60.119999,1307100,60.119999
"166",60.16,60.75,59.860001,59.950001,1598300,59.950001
"167",60.279999,60.950001,60.02,60.490002,1446000,60.490002
"168",60.450001,61.799999,60.439999,61.130001,1793600,61.130001
"169",60.950001,61.57,60.59,60.959999,1822200,60.959999
"170",61.299999,62.369999,60.299999,62.209999,3562400,62.209999
"171",64.919998,65.199997,62.900002,63.75,4859400,63.75
"172",64.25,67.699997,63.799999,67.589996,4207800,67.589996
"173",67.610001,69.099998,67.339996,68.769997,2862600,68.769997
"174",68.889999,70.860001,68,70.360001,3549600,70.360001
"175",70.099998,70.580002,69.669998,70.290001,1630100,70.290001
"176",70.080002,71.720001,70,71.559998,1903500,71.559998
"177",71.599998,71.830002,70.980003,71.620003,1401500,71.620003
"178",71.699997,71.800003,70.029999,70.239998,1704900,70.239998
"179",70,70.830002,69.769997,70.120003,1087000,70.120003
"180",70.010002,70.519997,69.199997,69.449997,1710200,69.449997
"181",69.540001,70.269997,69.040001,69.559998,991700,69.559998
"182",69.410004,69.75,68.800003,69.510002,1435000,69.510002
"183",69.800003,71.150002,69.559998,71.129997,2072700,71.129997
"184",69.910004,70.629997,69.690002,69.860001,1209500,69.860001
"185",69.419998,71.050003,69.279999,71.050003,2362200,71.050003
"186",71.550003,71.550003,70.599998,71.089996,1693800,71.089996
"187",70.629997,71.190002,69.809998,69.959999,1544100,69.959999
"188",69.970001,70.160004,69.400002,69.599998,1581300,69.599998
"189",69.120003,69.709999,68.510002,69.199997,1830900,69.199997
"190",69.489998,70.660004,69.389999,70.360001,1661100,70.360001
"191",70.300003,71.110001,70.110001,71.019997,1444200,71.019997
"192",71.040001,71.300003,70.220001,70.809998,1364300,70.809998
"193",71.150002,72.150002,71,72.080002,1448800,72.080002
"194",71.57,72.410004,71.080002,72.059998,1162300,72.059998
"195",71.699997,73.199997,71.379997,72.879997,1281100,72.879997
"196",72.800003,73.160004,72.470001,72.75,1138800,72.75
"197",73.309998,73.529999,72.790001,72.870003,1693600,72.870003
"198",72.949997,73.529999,72.529999,73.139999,1216100,73.139999
"199",73.199997,73.419998,72.580002,72.610001,898700,72.610001
"200",72.480003,72.529999,70.639999,70.650002,1362100,70.650002
"201",69.970001,71.169998,69.349998,71.040001,1593200,71.040001
"202",70.989998,71.510002,70.510002,71.290001,820200,71.290001
"203",71.660004,72.239998,71.43,71.900002,972200,71.900002
"204",71.5,71.720001,71.029999,71.050003,1328700,71.050003
"205",70.980003,70.980003,69.879997,70.309998,1208800,70.309998
"206",70.330002,71,70.239998,70.839996,957400,70.839996
"207",70.519997,71.480003,70.5,70.919998,1445100,70.919998
"208",71.050003,71.769997,71,71.080002,924000,71.080002
"209",71.010002,71.889999,71.010002,71.790001,831700,71.790001
"210",71.68,71.779999,70.860001,71.260002,923500,71.260002
"211",71.190002,71.5,70.959999,71.449997,705800,71.449997
"212",71.449997,71.900002,71.309998,71.339996,1034000,71.339996
"213",71.209999,71.610001,70.370003,71.150002,961700,71.150002
"214",71.160004,71.639999,70.790001,71.339996,1136600,71.339996
"215",71.050003,72.669998,71,72.489998,1358900,72.489998
"216",71.75,72.190002,71.440002,71.900002,2009700,71.900002
"217",72,73.68,72,73.459999,1600800,73.459999
"218",74.07,75.410004,73.980003,75.300003,2200300,75.300003
"219",75.690002,76.120003,75.5,76.019997,1605400,76.019997
"220",75.699997,76.720001,75.699997,76.269997,1189100,76.269997
"221",76.330002,76.379997,75.57,75.739998,1195900,75.739998
"222",76.080002,77.279999,75.849998,77.040001,1882400,77.040001
"223",77.099998,77.309998,76,76.07,2694500,76.07
"224",73.510002,75.459999,73,75.129997,4749300,75.129997
"225",74.610001,74.910004,73.230003,73.779999,2281000,73.779999
"226",73.949997,74.699997,73.75,74.660004,1364000,74.660004
"227",74.93,75.379997,74.370003,75.099998,1024000,75.099998
"228",74.620003,75.559998,74.269997,75.360001,2153500,75.360001
"229",75.620003,75.620003,74.599998,75.040001,1517800,75.040001
"230",75.169998,75.57,74.550003,75.239998,1169700,75.239998
"231",75.730003,76.620003,75.669998,76.43,1315500,76.43
"232",76.190002,76.849998,75.650002,76.099998,1326100,76.099998
"233",75.489998,76.050003,74.699997,75.970001,1142200,75.970001
"234",76.260002,76.68,75.839996,76.120003,823400,76.120003
"235",76.68,78.440002,76.309998,78.360001,1531000,78.360001
"236",78.199997,78.32,77.18,77.959999,2326300,77.959999
"237",77.849998,78.07,77.5,77.940002,1297900,77.940002
"238",77.339996,78,77.160004,77.300003,1138200,77.300003
"239",77.470001,77.489998,76.559998,76.910004,866800,76.910004
"240",76.910004,77.870003,76.639999,77.639999,723100,77.639999
"241",77.410004,77.870003,77.360001,77.660004,979500,77.660004
"242",77.589996,77.599998,76.519997,76.93,879200,76.93
"243",77.050003,78.089996,77.010002,77.739998,1199700,77.739998
"244",77.32,77.739998,76.970001,77.029999,751600,77.029999
"245",76.760002,76.949997,76.010002,76.269997,1787800,76.269997
"246",76.379997,76.5,74.709999,75.230003,2269500,75.230003
"247",75.019997,75.889999,74.860001,75.459999,1752500,75.459999
"248",75.580002,76.410004,75.360001,76.019997,1203000,76.019997
"249",75.559998,75.970001,74.989998,75.139999,1063600,75.139999
"250",74.870003,75.370003,74.57,75.239998,1792300,75.239998
"251",75.209999,75.879997,74.809998,74.889999,1368800,74.889999
"252",73.220001,73.870003,72.190002,72.900002,2610800,72.900002
"253",73.25,74.940002,73.029999,74.610001,1509100,74.610001
