"","TXT.Open","TXT.High","TXT.Low","TXT.Close","TXT.Volume","TXT.Adjusted"
"59",38.09,38.540001,38.009998,38.43,1364700,38.356014
"60",38.580002,38.77,37.900002,38.02,1067800,37.946803
"61",38.02,38.400002,37.599998,37.720001,1251100,37.647382
"62",37.740002,38.369999,37.439999,38.34,1646200,38.266187
"63",38.299999,38.380001,37.939999,38.049999,820200,37.976744
"64",38.07,38.16,37.290001,37.419998,2130600,37.347956
"65",37.490002,37.889999,37.200001,37.799999,2141800,37.747399
"66",37.529999,37.759998,37.32,37.490002,1516600,37.437833
"67",37.369999,37.419998,36.34,36.459999,2690100,36.409264
"68",36.419998,36.490002,35.93,36.360001,1859700,36.309405
"69",36.43,37.09,36.220001,36.919998,1603200,36.868623
"70",36.950001,37.049999,36.529999,36.779999,1807700,36.728818
"71",36.91,36.939999,36.610001,36.740002,1223700,36.688877
"72",36.93,37.07,36.59,36.810001,2510600,36.758779
"73",36.650002,36.700001,36.259998,36.450001,2504000,36.399279
"74",36.259998,36.540001,36.049999,36.110001,1488400,36.059752
"75",36.099998,36.439999,35.939999,36.139999,1826100,36.089709
"76",36.02,36.02,35.540001,35.540001,1766300,35.490546
"77",36.02,36.849998,35.82,36.709999,2745900,36.658916
"78",36.369999,36.860001,36.240002,36.360001,1531600,36.309405
"79",36.450001,36.57,35.810001,35.990002,1455800,35.939921
"80",35.919998,35.939999,35.310001,35.48,1648800,35.430628
"81",35.349998,35.490002,34.720001,35.380001,1565300,35.330769
"82",35.700001,36.139999,35.560001,35.889999,1628700,35.840057
"83",36,36.130001,35.34,35.400002,980000,35.350741
"84",35.02,35.07,34.169998,34.189999,1777900,34.142422
"85",34.110001,34.73,33.84,34.720001,2531200,34.671687
"86",34.66,34.669998,33.439999,33.509998,1685500,33.463368
"87",33.52,33.950001,33.029999,33.189999,2608400,33.143814
"88",33.189999,33.689999,32.220001,32.279999,2012100,32.23508
"89",32.599998,34.130001,32.59,33.830002,2972500,33.782926
"90",33.259998,33.970001,32.82,33.75,3170800,33.703036
"91",32.939999,34.049999,32.669998,33.66,2856700,33.613161
"92",36.259998,38.540001,36.240002,36.650002,9531700,36.599002
"93",36.650002,36.849998,36.189999,36.450001,3137200,36.399279
"94",37.040001,37.619999,36.919998,37.540001,3422300,37.487763
"95",37.59,37.630001,36.59,36.599998,2076400,36.549068
"96",37.310001,38.540001,37.290001,38.16,2946600,38.106899
"97",38.240002,38.799999,37.880001,38.759998,2026900,38.706063
"98",38.630001,38.93,38.279999,38.889999,1299500,38.835883
"99",39,40.490002,38.889999,40.490002,2562300,40.433659
"100",40.490002,40.689999,40.27,40.66,2836100,40.60342
"101",40.439999,41.25,40.299999,41.07,3301200,41.01285
"102",41.68,41.869999,41.400002,41.529999,2454600,41.472209
"103",41.529999,41.84,41.310001,41.41,1380300,41.352377
"104",41.380001,41.779999,41.130001,41.369999,1228200,41.312431
"105",41.709999,42.189999,41.459999,42.049999,1895400,41.991485
"106",42.09,42.369999,41.860001,42.23,1311200,42.171235
"107",42.23,42.299999,41.560001,41.889999,2450300,41.831708
"108",41.91,42.150002,41.799999,42.09,1483900,42.031431
"109",42,42.220001,41.619999,41.799999,1302500,41.741833
"110",41.41,42.200001,41.41,42.09,1476400,42.031431
"111",42.099998,42.5,41.970001,42.150002,1728800,42.091349
"112",41.990002,42.099998,41.68,41.740002,1784200,41.681919
"113",41.740002,41.919998,41.560001,41.799999,2059400,41.741833
"114",41.900002,42.68,41.759998,42.450001,1446400,42.39093
"115",42.380001,42.889999,42.220001,42.830002,1752400,42.770403
"116",42.700001,43.240002,42.52,42.990002,1703500,42.93018
"117",43.549999,43.900002,43.470001,43.580002,2245600,43.519359
"118",43.880001,44.32,43.689999,44.23,2033200,44.168452
"119",44.34,44.470001,43.630001,43.689999,2782700,43.629203
"120",43.650002,43.799999,43.23,43.290001,1333800,43.229762
"121",43.450001,43.52,43.189999,43.32,858500,43.259719
"122",42.98,42.990002,42.32,42.529999,1408000,42.470817
"123",42.549999,42.84,41.939999,42.16,3351600,42.101333
"124",42.25,43.32,42.060001,43.220001,4358900,43.159859
"125",43.299999,43.419998,42.360001,42.470001,1592500,42.410903
"126",42.529999,42.860001,42.240002,42.32,1315800,42.26111
"127",42.330002,42.529999,41.400002,41.610001,1271300,41.552099
"128",41.02,42.049999,40.900002,41.84,2163400,41.781779
"129",41.799999,41.82,40.490002,40.52,1543100,40.482966
"130",40.650002,41.25,40.509998,40.59,1843900,40.552902
"131",40.150002,40.209999,39.299999,39.330002,2171700,39.294055
"132",39.619999,39.91,39.200001,39.669998,1791200,39.633741
"133",39.599998,40.560001,39.450001,39.490002,2012100,39.453909
"134",39.509998,40.779999,39.200001,40.650002,2352900,40.612848
"135",41.369999,42.009998,41.349998,41.990002,1909300,41.951624
"136",42.029999,42.939999,41.869999,42.709999,4037700,42.670963
"137",42.740002,43,42.529999,42.900002,1392400,42.860792
"138",43.049999,43.57,43,43.279999,1492100,43.240442
"139",43.41,43.41,42.959999,43,795400,42.960699
"140",43.32,43.389999,43.040001,43.049999,362800,43.010653
"141",42.860001,43.220001,42.709999,43.099998,976800,43.060606
"142",42.91,43.080002,42.689999,42.689999,755500,42.650981
"143",42.709999,43.049999,42.099998,42.110001,897400,42.071513
"144",42.349998,42.549999,41.700001,42.169998,992800,42.131456
"145",41.82,42.18,41.09,41.360001,1284900,41.322198
"146",41.52,42.049999,40.970001,41.18,2530500,41.142363
"147",41.639999,41.900002,41.27,41.450001,2543700,41.412116
"148",41.860001,43.330002,41.849998,43.32,2938700,43.280406
"149",43.419998,43.43,42.439999,42.580002,1323700,42.541085
"150",42.560001,42.720001,41.59,42.139999,1180200,42.101484
"151",42.580002,43.240002,41.799999,42.43,1339800,42.39122
"152",41.689999,42.41,41.59,42.189999,1426300,42.151438
"153",42.490002,42.709999,41.900002,42.330002,3080700,42.291313
"154",42.169998,42.91,41.869999,42.869999,2073200,42.830817
"155",43.130001,43.349998,41.970001,42.560001,1627200,42.521102
"156",42.5,42.93,42.169998,42.459999,1208400,42.421192
"157",42.849998,43.689999,42.439999,43.459999,1837900,43.420278
"158",43.389999,43.389999,42.360001,42.369999,2336800,42.331274
"159",42.279999,42.740002,42.099998,42.450001,1654900,42.411202
"160",41.709999,41.830002,41.220001,41.369999,4287400,41.332188
"161",41.880001,43.860001,41.790001,41.990002,4589800,41.951624
"162",41.990002,42.830002,40.950001,42.560001,4937000,42.521102
"163",42.799999,43.259998,42.509998,42.560001,4115800,42.521102
"164",42.849998,43.16,42.23,43.09,2651300,43.050617
"165",43.400002,43.689999,43.02,43.380001,2465800,43.340353
"166",43.27,43.700001,42.93,43.110001,1699200,43.070599
"167",43.200001,43.669998,43.040001,43.540001,1677500,43.500206
"168",43.619999,44,43.380001,43.549999,2620800,43.510196
"169",43.25,43.759998,43.110001,43.220001,1356900,43.180499
"170",43.490002,43.73,43.16,43.580002,1581400,43.540171
"171",43.540001,43.75,42.93,43.169998,1237900,43.130542
"172",43.419998,44.200001,43.150002,44.189999,1333500,44.14961
"173",44.16,44.689999,44.110001,44.68,1760300,44.639164
"174",44.720001,44.799999,43.959999,44.099998,1154700,44.059692
"175",43.919998,44.43,43.75,44.32,1176300,44.279492
"176",44.25,44.880001,44.119999,44.790001,923100,44.749064
"177",44.73,45.060001,44.25,44.990002,999700,44.948882
"178",44.720001,44.950001,44.610001,44.91,1224100,44.868953
"179",44.82,45.610001,44.799999,45.330002,1188300,45.288571
"180",45.299999,45.299999,44.669998,44.970001,1911500,44.9289
"181",44.939999,44.939999,43.84,44.209999,2004400,44.169592
"182",44.25,44.509998,44.09,44.310001,1290100,44.269503
"183",44.310001,44.919998,44.220001,44.439999,2606200,44.399381
"184",44.220001,44.419998,43.66,43.880001,1214800,43.839896
"185",43.77,43.91,43.5,43.639999,954100,43.600113
"186",43.689999,44.02,43.580002,44.009998,1315800,43.969774
"187",44.369999,45.27,44.099998,44.779999,3657300,44.739071
"188",44.779999,44.900002,44.290001,44.290001,1406700,44.249521
"189",43.560001,43.68,42.970001,42.990002,1782100,42.95071
"190",43.029999,43.27,42.450001,42.599998,1813400,42.580874
"191",42.810001,43.419998,42.700001,43.369999,1387800,43.350528
"192",43.32,43.639999,42.639999,42.799999,1603800,42.780785
"193",43.119999,43.900002,43.080002,43.880001,1593900,43.860301
"194",43.610001,43.849998,43.470001,43.790001,1010300,43.770342
"195",43.650002,44.869999,43.5,44.650002,1625600,44.629956
"196",44.369999,44.639999,44.07,44.389999,1978400,44.370071
"197",44.5,45.16,44.490002,44.990002,1970500,44.969804
"198",45.259998,45.310001,44.610001,44.610001,1334200,44.589973
"199",44.529999,45.16,44.139999,45.080002,2615000,45.059764
"200",45.139999,45.25,44.32,44.330002,3444100,44.3101
"201",44.009998,44.130001,43.419998,44,1352400,43.980247
"202",43.990002,44.259998,43.669998,44.189999,1205900,44.17016
"203",44.400002,45.169998,44.279999,45.07,1303000,45.049766
"204",44.630001,44.849998,44.139999,44.330002,1399100,44.3101
"205",44.119999,44.950001,43.459999,44.799999,1951400,44.779887
"206",44.709999,45.419998,44.610001,44.939999,1962000,44.919823
"207",44.759998,46.150002,44.720001,46.099998,2787800,46.079302
"208",46.049999,46.290001,45.720001,45.77,1887900,45.749452
"209",45.740002,46.029999,45.5,45.849998,1199200,45.829414
"210",45.849998,46.169998,45.419998,45.810001,981600,45.789435
"211",45.950001,46.240002,45.709999,46.119999,1317900,46.099294
"212",45.959999,46.32,45.610001,45.720001,982000,45.699476
"213",45.66,45.740002,45.400002,45.610001,1471600,45.589524
"214",45.889999,46.25,45.639999,45.91,1029100,45.889389
"215",45.650002,46.169998,45.209999,46.110001,1777300,46.0893
"216",45.689999,45.799999,44.669998,44.810001,1645300,44.789884
"217",45.040001,45.490002,44.91,45.450001,1559400,45.429596
"218",45.52,45.57,44.630001,44.66,1539900,44.63995
"219",44.669998,44.779999,44.110001,44.709999,1535100,44.689927
"220",44.459999,44.889999,44.18,44.720001,1493400,44.699925
"221",44.720001,44.720001,44.099998,44.209999,1238900,44.190151
"222",44.419998,44.419998,43.66,43.669998,2296800,43.650393
"223",43.32,44.669998,42.970001,44.360001,5609000,44.340086
"224",44.209999,44.700001,44.049999,44.16,3505900,44.140175
"225",43.869999,44.389999,43.700001,43.98,2174600,43.960255
"226",44.07,44.59,43.91,44.41,2217900,44.390062
"227",44.48,44.91,44.34,44.599998,1616000,44.579976
"228",44.549999,44.880001,44.220001,44.400002,2538600,44.380068
"229",44.599998,44.91,44.34,44.610001,2075500,44.589973
"230",44.43,44.900002,44.25,44.68,1955600,44.659942
"231",45.209999,45.450001,45,45.189999,1781500,45.169711
"232",45.099998,45.580002,45.040001,45.400002,1563900,45.37962
"233",45.200001,45.669998,44.799999,45.52,1675900,45.499565
"234",45.619999,46.040001,45.450001,45.889999,1668400,45.869397
"235",46.27,46.880001,46.09,46.860001,2065400,46.838963
"236",46.84,46.93,46.380001,46.619999,1413400,46.599069
"237",46.540001,46.759998,46.240002,46.66,1159400,46.639052
"238",46.709999,46.790001,46.240002,46.290001,839400,46.269219
"239",46.290001,46.68,46.25,46.470001,1047000,46.449139
"240",46.630001,46.810001,46.48,46.509998,751700,46.489118
"241",46.48,46.639999,46.16,46.349998,840000,46.32919
"242",46.169998,46.349998,45.209999,45.700001,1678100,45.679484
"243",45.73,46.060001,45.630001,45.939999,868400,45.919374
"244",45.939999,45.970001,45.610001,45.950001,793900,45.929372
"245",45.849998,45.990002,45.16,45.220001,1060800,45.1997
"246",45.299999,45.450001,44.900002,45.150002,655400,45.129732
"247",44.889999,45.330002,44.889999,45.150002,695100,45.129732
"248",45.299999,45.700001,45.080002,45.360001,470100,45.339637
"249",45,45.139999,44.48,44.529999,968500,44.510007
"250",44.369999,44.84,44.16,44.759998,760100,44.739904
"251",44.75,44.919998,44.529999,44.740002,1153200,44.719916
"252",44.77,44.91,44.509998,44.549999,1127000,44.529999
"253",44.799999,46.09,44.59,46.060001,2081400,46.060001
