"","CAM.Open","CAM.High","CAM.Low","CAM.Close","CAM.Volume","CAM.Adjusted"
"115",58.32,58.709999,57.880001,58.110001,2508800,58.110001
"116",58.139999,59.540001,58.040001,59.080002,3674300,59.080002
"117",60.23,61.25,59.419998,60.060001,2639800,60.060001
"118",59.75,60.220001,58.759998,59.200001,3378400,59.200001
"119",59.529999,59.610001,58.169998,58.310001,2919000,58.310001
"120",58.150002,58.27,56.66,56.82,1850200,56.82
"121",54.84,54.950001,51.23,51.279999,4601300,51.279999
"122",50.630001,51.07,48.389999,49.779999,6104300,49.779999
"123",49.610001,50.419998,48.880001,49.849998,4725400,49.849998
"124",49.880001,51.669998,49.75,51.25,5160500,51.25
"125",50.830002,51.84,50.43,51.130001,3214100,51.130001
"126",51.110001,51.259998,49.889999,50.09,3820500,50.09
"127",49.049999,49.66,47.139999,47.310001,4655100,47.310001
"128",47.459999,49.07,47.310001,49.02,4192100,49.02
"129",48.060001,48.470001,47.279999,47.540001,3749100,47.540001
"130",47.48,48.400002,46.490002,46.59,3662700,46.59
"131",45.889999,46.650002,45.549999,45.619999,3726900,45.619999
"132",46.040001,46.509998,45.299999,45.330002,3335700,45.330002
"133",44.869999,47.389999,44.43,45.599998,3495900,45.599998
"134",45.66,47.93,45.610001,46.950001,3960200,46.950001
"135",48.310001,48.709999,46.700001,47.75,3608700,47.75
"136",48.150002,50.299999,47.810001,50.209999,5947500,50.209999
"137",49.66,49.66,48.41,49.439999,2778300,49.439999
"138",49.830002,50.330002,49.299999,50.299999,2647700,50.299999
"139",49.880001,50.389999,49.009998,50.110001,1240200,50.110001
"140",50.450001,50.950001,49.759998,50.59,2330200,50.59
"141",50.77,51.419998,50.459999,50.810001,1781700,50.810001
"142",50.57,50.98,49.919998,49.93,1582600,49.93
"143",49.5,50.560001,49.07,49.950001,1501200,49.950001
"144",49.450001,50.25,48.959999,49.880001,1921700,49.880001
"145",48.619999,48.93,47.610001,48.200001,2611900,48.200001
"146",48.189999,48.810001,46.59,47,3040600,47
"147",47.73,48.099998,46.950001,47.34,2633700,47.34
"148",47.580002,48.459999,46.970001,48.25,3061400,48.25
"149",48.310001,48.52,46.080002,46.200001,3322300,46.200001
"150",45.540001,45.580002,44.290001,44.450001,3856300,44.450001
"151",44.580002,44.59,42.869999,43.290001,4830700,43.290001
"152",42.900002,43.509998,42.099998,43.09,4837500,43.09
"153",43.09,44.099998,42.040001,42.09,2213000,42.09
"154",42.299999,43.68,42.220001,43.48,4076500,43.48
"155",43.139999,43.84,42.43,43.740002,2441800,43.740002
"156",43.860001,44.700001,43.77,44.450001,2931800,44.450001
"157",44.93,45.049999,43.759998,44.380001,2458800,44.380001
"158",44.25,44.759998,43.709999,43.860001,2301500,43.860001
"159",44.099998,44.450001,43.720001,44.400002,2663500,44.400002
"160",44.049999,44.830002,43.52,44.400002,2570200,44.400002
"161",44.080002,44.200001,42.060001,42.23,4442300,42.23
"162",43.91,44.049999,39.52,42.23,8150400,42.23
"163",41.560001,45.290001,41.259998,44.779999,7199800,44.779999
"164",45.389999,46.25,44.73,46.220001,5213200,46.220001
"165",47.470001,49.439999,47.16,47.970001,6335600,47.970001
"166",47.029999,47.389999,45.709999,46.209999,4419800,46.209999
"167",46.810001,47.959999,46.759998,46.98,4179100,46.98
"168",47.400002,47.549999,45.889999,46.290001,4271800,46.290001
"169",46.330002,46.779999,45.450001,45.84,4336100,45.84
"170",45.84,45.84,44.419998,45.669998,3680200,45.669998
"171",44.91,46.02,44.66,45.759998,3415600,45.759998
"172",46.450001,47.110001,45.290001,46,4304300,46
"173",46.779999,47.490002,46.16,47.450001,2835100,47.450001
"174",47.130001,48.73,46.25,48.610001,3141100,48.610001
"175",48.189999,48.799999,47.740002,48.310001,2804600,48.310001
"176",47.049999,48.91,46.93,48.290001,2528700,48.290001
"177",48.130001,48.23,46.720001,47.09,2673400,47.09
"178",46.380001,47.91,46.299999,47.529999,2421900,47.529999
"179",48.09,48.279999,47.080002,47.709999,2417900,47.709999
"180",47.82,48.240002,47.439999,47.950001,2266400,47.950001
"181",47.580002,48,47,47.25,3764900,47.25
"182",47.369999,47.669998,46.869999,47.080002,2494500,47.080002
"183",46.98,47.099998,46.189999,46.799999,2331900,46.799999
"184",46.810001,47,46.150002,46.23,2703900,46.23
"185",46.259998,48.369999,46.169998,48.099998,3926300,48.099998
"186",47.98,48.360001,47.639999,47.82,2194700,47.82
"187",47.330002,47.900002,46.34,46.439999,2735500,46.439999
"188",46.240002,46.869999,45.790001,46.299999,2748900,46.299999
"189",45.5,46.02,44.860001,44.860001,2859600,44.860001
"190",44.860001,45.240002,44.27,44.630001,2988500,44.630001
"191",44.830002,44.869999,44.389999,44.470001,2784300,44.470001
"192",43.98,44,42.689999,43.009998,4056500,43.009998
"193",42.669998,43.700001,42.209999,43.619999,3844200,43.619999
"194",43.189999,43.779999,42.5,42.919998,3949400,42.919998
"195",42.490002,44.959999,42.400002,44.689999,3602000,44.689999
"196",43.98,44.330002,43.630001,43.98,2230800,43.98
"197",44.689999,45.040001,44.189999,44.200001,5874500,44.200001
"198",44.380001,44.959999,43.919998,43.93,2567600,43.93
"199",44.110001,44.220001,43.41,43.720001,2892900,43.720001
"200",44.049999,45.16,43.810001,44.82,2885100,44.82
"201",45.450001,45.59,44.32,44.810001,2028700,44.810001
"202",44.389999,45.220001,44.200001,45.049999,1699400,45.049999
"203",45.259998,46.040001,45.07,45.810001,2244300,45.810001
"204",45.310001,45.580002,44.990002,45.119999,1886100,45.119999
"205",45.18,45.950001,45.18,45.389999,2242700,45.389999
"206",44.950001,45.849998,44.790001,45.34,2547900,45.34
"207",45.549999,46.900002,45.23,46.48,2599700,46.48
"208",46.5,47.209999,45.98,46.27,2146100,46.27
"209",46.450001,47.130001,45.98,46.07,2458900,46.07
"210",46.259998,48.439999,46.080002,48.290001,3221800,48.290001
"211",48.439999,48.709999,47.810001,48.18,2082100,48.18
"212",48.130001,48.349998,47.290001,47.5,2584400,47.5
"213",47.939999,49.200001,47.580002,48.880001,2689600,48.880001
"214",49.389999,51.580002,48.990002,51.43,3400000,51.43
"215",51.07,51.549999,50.290001,50.549999,2368200,50.549999
"216",50.66,50.66,49.639999,49.779999,2400800,49.779999
"217",49.700001,50.73,49.689999,50.330002,2254600,50.330002
"218",50.27,50.48,48.369999,48.66,2198800,48.66
"219",48.720001,49.509998,48.400002,49.02,3418800,49.02
"220",51.700001,53.419998,51.049999,52.779999,6091600,52.779999
"221",52.919998,54.189999,52.400002,52.810001,3817900,52.810001
"222",53.869999,54.619999,53.23,54.07,3818700,54.07
"223",53.759998,53.990002,52.779999,53.240002,3301400,53.240002
"224",53.869999,54.990002,52.970001,54.810001,3208600,54.810001
"225",55,56.279999,54.18,54.82,4978100,54.82
"226",54.700001,54.91,53.549999,54.549999,3123200,54.549999
"227",54.669998,54.759998,53.830002,54.34,2873900,54.34
"228",55.16,55.669998,54.389999,54.48,3317400,54.48
"229",55.32,55.580002,53,53.580002,5812800,53.580002
"230",53.330002,53.369999,51.18,52.09,3766200,52.09
"231",52.849998,53.52,51.619999,53.389999,3090300,53.389999
"232",53.240002,53.369999,51.5,51.57,4077300,51.57
"233",51.849998,53.439999,51.689999,52.799999,3017600,52.799999
"234",53.349998,53.349998,52.049999,52.919998,2136400,52.919998
"235",53.07,53.790001,52.380001,52.59,2318300,52.59
"236",52.549999,52.549999,51.68,52.360001,2706300,52.360001
"237",52.380001,53.150002,52.02,53.080002,1818400,53.080002
"238",51.869999,52.25,50.73,51.200001,2325300,51.200001
"239",51.41,52.09,50.720001,51.630001,1860800,51.630001
"240",52.040001,54.130001,51.709999,53.139999,2320000,53.139999
"241",52.57,53.400002,52.16,52.5,2013600,52.5
"242",51.869999,52.02,50.75,51.200001,1731800,51.200001
"243",51.130001,52.130001,50.860001,51.799999,1784700,51.799999
"244",51.48,51.540001,50.669998,51.299999,1438900,51.299999
"245",51.630001,52.48,51.32,51.330002,1933400,51.330002
"246",51.27,51.5,50.810001,51.189999,1381900,51.189999
"247",51.529999,53.509998,51.529999,52.950001,2134900,52.950001
"248",52.799999,53.470001,52.310001,52.59,1668700,52.59
"249",51.990002,52.52,51.84,52.27,1964100,52.27
"250",51.799999,53.540001,51.57,52.73,1925800,52.73
"251",52.509998,53.279999,52.200001,52.299999,1322000,52.299999
"252",52.740002,53.09,52.34,52.560001,1402700,52.560001
"253",53.450001,54.34,53.16,54.200001,1935400,54.200001
