"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"174",72.370003,72.370003,71.529999,72.129997,1977800,70.994432
"175",72.080002,72.779999,71.730003,72.290001,1655800,71.151917
"176",71.809998,72.540001,71.5,72.120003,1381700,70.984595
"177",72.129997,72.589996,71.300003,72.510002,1779900,71.368454
"178",72.169998,72.449997,71.510002,71.639999,1996600,70.512148
"179",71.589996,72,71.470001,71.720001,2073800,70.590891
"180",71.870003,72,70.849998,71.550003,2585600,70.423569
"181",71.529999,71.970001,71.309998,71.790001,1905000,70.659788
"182",71.190002,71.510002,70.760002,71.010002,2396600,69.892069
"183",71.010002,71.489998,70.730003,71,2208400,69.882225
"184",70.470001,70.980003,70.18,70.440002,2239800,69.331043
"185",70.230003,70.330002,69.150002,69.650002,2186400,68.55348
"186",69.300003,69.459999,68.82,69.349998,1732500,68.801501
"187",68.68,69.209999,67.980003,68.169998,1969100,67.630834
"188",68.230003,68.650002,68.019997,68.5,1633800,67.958225
"189",67.769997,67.839996,67.160004,67.160004,1988400,66.628827
"190",67.32,67.360001,66.470001,66.57,1874600,66.04349
"191",66.860001,67.279999,66.639999,67.25,2301500,66.718112
"192",67,67.25,66.040001,66.639999,2503400,66.112936
"193",68.120003,68.230003,66.889999,67.790001,3203000,67.253842
"194",67.489998,67.849998,67.129997,67.68,2215400,67.144711
"195",67.349998,68.720001,66.730003,68.519997,3470900,67.978064
"196",68.099998,68.209999,67.260002,67.580002,2032300,67.045504
"197",68.029999,68.650002,67.910004,68.480003,4282400,67.938387
"198",68.459999,68.699997,67.809998,68.059998,2288400,67.521703
"199",68.029999,68.360001,67.480003,67.870003,2150600,67.333211
"200",67.919998,68.190002,66.809998,66.809998,2193600,66.281589
"201",66.5,66.970001,66.230003,66.669998,1981300,66.142697
"202",66.949997,66.949997,66.32,66.699997,1386600,66.172459
"203",67,68.110001,67,67.82,1385000,67.283603
"204",67.279999,68.080002,67.050003,67.940002,3182300,67.402657
"205",67.949997,67.970001,67.099998,67.580002,2935200,67.045504
"206",67.379997,68.300003,66.980003,67.68,1987600,67.144711
"207",67.019997,69.360001,66.949997,68.940002,2186500,68.394748
"208",68.57,69.080002,68.349998,68.559998,1765900,68.017748
"209",68.209999,68.5,67.790001,68.150002,1967200,67.610995
"210",68.129997,68.709999,67.650002,68.550003,2398800,68.007833
"211",68.519997,68.970001,68.089996,68.690002,2529400,68.146725
"212",68.779999,68.779999,68.029999,68.339996,1839900,67.799487
"213",68.010002,68.870003,67.760002,68.660004,2583100,68.116964
"214",69,70,68.599998,69.739998,2984400,69.188416
"215",69.720001,69.720001,69.040001,69.43,1662400,68.88087
"216",68.940002,69.110001,68.300003,69.110001,2910100,68.563401
"217",69.419998,69.809998,69.269997,69.809998,2749400,69.257862
"218",70,70.25,69.040001,69.349998,2378400,68.801501
"219",69.440002,69.540001,68.690002,69.279999,2352700,68.732055
"220",69.120003,69.43,68.800003,69.099998,2075300,68.553478
"221",69.360001,69.360001,68.419998,68.580002,2130900,68.037594
"222",68.68,69.620003,68.68,69.379997,3086600,68.831263
"223",68.830002,69,68.129997,68.610001,4924300,68.067356
"224",69.379997,70.379997,68.370003,69.540001,4306800,68.990001
"225",68.410004,69.410004,68.25,68.730003,3521400,68.730003
"226",69.269997,70.57,68.949997,70.519997,3427700,70.519997
"227",70.550003,70.980003,70.290001,70.800003,2789800,70.800003
"228",71.010002,72.760002,70.989998,71.410004,4425900,71.410004
"229",71.839996,71.970001,71.110001,71.559998,3006700,71.559998
"230",71.580002,71.580002,70.830002,71.25,2414100,71.25
"231",72,72.290001,71.75,72.099998,2007600,72.099998
"232",71.900002,72.660004,71.900002,72.269997,1834100,72.269997
"233",71.919998,72.010002,71.440002,71.940002,1637900,71.940002
"234",72.099998,73.260002,72.010002,72.809998,2618600,72.809998
"235",73.410004,73.82,73.120003,73.5,2728000,73.5
"236",73.360001,73.400002,72.699997,73.32,2878700,73.32
"237",73.050003,73.620003,72.660004,73.459999,1743100,73.459999
"238",73.279999,73.360001,72.410004,72.800003,1904800,72.800003
"239",72.910004,73,72.489998,72.769997,4438000,72.769997
"240",72.410004,73.610001,72.389999,73.400002,2564600,73.400002
"241",73.379997,73.510002,73.089996,73.089996,1514300,73.089996
"242",72.800003,72.839996,71.650002,72.010002,2452200,72.010002
"243",72.32,73.129997,71.970001,72.980003,1945200,72.980003
"244",72.629997,72.940002,72.110001,72.779999,1715900,72.779999
"245",72.809998,73,71.370003,71.589996,2479400,71.589996
"246",71.790001,72.07,71.279999,71.580002,1607200,71.580002
"247",71.529999,72.730003,71.489998,72.349998,1752700,72.349998
"248",72.709999,73.279999,72.129997,72.870003,1776500,72.870003
"249",72.449997,72.489998,71.660004,72.040001,2130700,72.040001
"250",71.919998,72.089996,71.459999,71.75,1852200,71.75
"251",71.669998,72.089996,71.489998,71.660004,1558300,71.660004
"252",71.660004,72.110001,71.400002,71.489998,1278600,71.489998
"253",72.029999,72.68,71.940002,72.540001,1717800,72.540001
