"","ADM.Open","ADM.High","ADM.Low","ADM.Close","ADM.Volume","ADM.Adjusted"
"188",46.209999,46.599998,45.759998,46.389999,2408900,46.145521
"189",45.919998,46.209999,45.450001,45.52,3299300,45.280107
"190",45.68,45.779999,45.150002,45.5,3322000,45.260212
"191",45.799999,46.709999,45.799999,46.639999,3547400,46.394204
"192",46.419998,46.509998,45.639999,46.299999,2831700,46.055995
"193",46.360001,46.560001,45.91,46.490002,2911800,46.244996
"194",46.299999,46.450001,45.84,46.25,2942400,46.00626
"195",46.220001,47.400002,45.740002,47.169998,4289600,46.921409
"196",47.049999,47.110001,46.060001,46.490002,2922700,46.244996
"197",46.689999,47.509998,46.529999,46.950001,6713700,46.702571
"198",47.07,47.720001,47.07,47.130001,4700700,46.881623
"199",47.200001,47.619999,46.959999,46.959999,3167400,46.712517
"200",47.16,47.59,46.68,46.709999,3547600,46.463834
"201",46.57,47.049999,46.279999,46.299999,3803200,46.055995
"202",46.279999,46.639999,46.169998,46.459999,3834700,46.215152
"203",46.759998,47.619999,46.560001,47.419998,2775100,47.170092
"204",47.060001,47.610001,46.990002,47.400002,4968000,47.1502
"205",47.450001,47.700001,47.23,47.43,5544800,47.180041
"206",47.470001,48.34,47.34,47.349998,5836000,47.100461
"207",47.360001,48.549999,47.34,48.330002,3385200,48.0753
"208",48.389999,48.639999,48.139999,48.16,2477300,47.906194
"209",48.189999,48.650002,48.049999,48.330002,2996100,48.0753
"210",48.169998,48.279999,47.709999,47.900002,4275000,47.647565
"211",47.970001,48.330002,47.689999,47.959999,3262800,47.707247
"212",47.900002,48.389999,47.830002,47.880001,2691100,47.62767
"213",47.950001,48.23,47.599998,48.009998,2143900,47.756983
"214",48.279999,48.490002,47.959999,48.400002,4036400,48.14493
"215",48.189999,48.48,48.099998,48.299999,4242300,48.045455
"216",47.849998,48.299999,47.82,48.279999,3741300,48.02556
"217",48.349998,48.75,48.27,48.299999,1922700,48.045455
"218",48.32,48.529999,47.91,47.939999,2321900,47.687352
"219",47.93,48.240002,47.689999,48.099998,2069200,47.846508
"220",47.93,48.540001,47.849998,48.27,2298000,48.015614
"221",48.389999,48.59,48.099998,48.209999,2774400,47.955929
"222",48.349998,48.75,48.299999,48.610001,2488800,48.353823
"223",48.450001,48.810001,48.32,48.779999,2278200,48.522925
"224",48.689999,49.150002,48.439999,48.950001,3186300,48.692031
"225",48.880001,49.43,48.66,48.880001,4257600,48.6224
"226",48.91,49.93,48.91,49.779999,5681200,49.517655
"227",49.779999,50.490002,49.779999,50.32,3786800,50.05481
"228",50.419998,50.759998,49.77,50.349998,4622900,50.084651
"229",50.450001,50.459999,49.34,49.939999,4389000,49.676812
"230",50.139999,50.82,49.790001,50.32,4169900,50.05481
"231",50.790001,51.380001,50.779999,51.25,2793300,50.979909
"232",51.09,51.709999,51,51.599998,4158900,51.328063
"233",51.25,52.369999,51.130001,51.919998,4873900,51.646376
"234",52.16,52.740002,51.77,52.16,4037100,51.885113
"235",52.509998,52.970001,52.310001,52.880001,2964700,52.60132
"236",52.790001,53.16,52.529999,53.040001,2304400,52.760477
"237",52.799999,53.25,52.669998,53.130001,3097300,52.850003
"238",52.880001,52.91,52.209999,52.52,2739900,52.52
"239",52.529999,52.889999,52.41,52.43,2703400,52.43
"240",52.330002,53.07,52.290001,52.919998,2991100,52.919998
"241",52.77,52.93,52.389999,52.669998,1838500,52.669998
"242",52.59,52.59,52.07,52.150002,3018000,52.150002
"243",52.16,53.23,52.049999,53.169998,4035400,53.169998
"244",53,53.009998,52.369999,52.66,2119900,52.66
"245",52.810001,53.259998,52.599998,52.849998,5425800,52.849998
"246",52.889999,53.310001,52.43,53.029999,3261000,53.029999
"247",52.939999,53.02,52.549999,52.759998,2386400,52.759998
"248",52.93,52.93,52.209999,52.459999,2567200,52.459999
"249",52.049999,52.23,51.310001,51.389999,4761100,51.389999
"250",51.27,51.389999,50.82,51.009998,3496900,51.009998
"251",51.150002,51.549999,50.810001,51.009998,2704400,51.009998
"252",51.09,51.470001,50.990002,51.009998,2741700,51.009998
"253",51.07,52.25,51.07,52.209999,3001500,52.209999
