"","GILD.Open","GILD.High","GILD.Low","GILD.Close","GILD.Volume","GILD.Adjusted"
"151",101.849998,101.879997,95.25,97.209999,27030600,96.859122
"152",96,100.089996,95.709999,99.260002,16183700,98.901725
"153",99.300003,100.389999,97.230003,97.400002,11442200,97.048438
"154",97.419998,100.889999,97.07,100.709999,14097700,100.346489
"155",101.139999,104.050003,100.150002,103.779999,18838100,103.405407
"156",103.040001,105.07,102.57,103.580002,12312500,103.206132
"157",104.139999,105.18,101.559998,105.139999,12963100,104.760499
"158",104.400002,106.110001,103.800003,105.540001,9593500,105.159057
"159",104.870003,107.769997,104.870003,107.110001,10307500,106.723389
"160",105.940002,107.019997,104.860001,105.029999,10341100,104.650895
"161",105.32,105.5,102.349998,102.449997,11554500,102.080206
"162",102.5,104.510002,101.07,104.18,8410500,103.803965
"163",104.330002,106.269997,103.730003,104.830002,13608200,104.45162
"164",106.099998,107.190002,104.43,106.190002,13965600,105.806712
"165",106.709999,107.309998,104.099998,107.18,19849900,106.793136
"166",98.93,100.209999,95.809998,98.43,59415800,98.074719
"167",98.919998,100.919998,97.300003,99.900002,20641500,99.539415
"168",99.730003,100.580002,97.150002,97.480003,21364600,97.128151
"169",97.010002,98.669998,96.629997,96.900002,12668500,96.550243
"170",97.75,98.75,97.120003,98.32,11495100,97.965116
"171",98.629997,101.260002,98.419998,99.980003,14529600,99.619128
"172",100.620003,101.699997,99.599998,100.800003,10659900,100.436168
"173",101.260002,101.900002,100.830002,101.900002,11084700,101.532196
"174",102.059998,103.849998,101.910004,103.839996,10789900,103.465188
"175",103.760002,104.139999,103.010002,103.940002,7459400,103.564833
"176",103.400002,104.309998,102.550003,102.730003,9203800,102.359202
"177",102.419998,102.989998,101.919998,102.610001,9965400,102.239632
"178",102.959999,104.989998,102.949997,104.510002,8926900,104.132776
"179",104.589996,105.419998,104.010002,104.699997,7830300,104.322085
"180",104.839996,105,103.900002,104.43,7270200,104.053062
"181",104.300003,104.849998,103.300003,104.190002,6698000,103.813931
"182",104.279999,104.339996,102.709999,103.529999,7940000,103.156309
"183",104.300003,104.300003,102.800003,103.830002,7672800,103.45523
"184",103.839996,103.900002,102.150002,102.790001,8348500,102.418983
"185",102.089996,104.080002,101.660004,103.059998,8884500,102.688005
"186",103.43,104.449997,102.720001,103.419998,8650700,103.046706
"187",103,103.75,101.709999,101.809998,8658900,101.442517
"188",101.540001,101.980003,100.190002,101.370003,9335900,101.00411
"189",99.870003,100.550003,98.699997,98.830002,12728900,98.473277
"190",99.129997,100.139999,98.760002,98.970001,9006400,98.612771
"191",99.629997,100.550003,98.879997,99.93,8356800,99.569305
"192",99.589996,100.980003,98.879997,99.610001,7810200,99.25046
"193",100,101.599998,99.769997,101.300003,10524200,100.934363
"194",100.800003,101.75,99.610001,100.440002,9906300,100.077466
"195",100.279999,100.589996,98.540001,100.279999,12992200,99.91804
"196",100.290001,101.730003,100.040001,101.440002,9231100,101.073857
"197",102.010002,102.709999,101.699997,102.290001,17162200,101.920787
"198",99.779999,101.190002,99.25,100.260002,17983700,99.898116
"199",100.489998,102.849998,100.07,101.410004,11784800,101.043966
"200",101.989998,103.110001,99.779999,99.860001,15629300,99.499558
"201",99.129997,101.82,98.589996,101.080002,10928000,100.715156
"202",101,102.099998,100.900002,101,8815900,100.635443
"203",101.120003,101.660004,99.57,100.690002,9968200,100.326564
"204",100.010002,100.199997,98.07,98.129997,13559900,97.775799
"205",98.160004,98.160004,95.379997,97.720001,15134200,97.367283
"206",97.989998,99.5,97.010002,98.43,10727300,98.074719
"207",97.919998,98.739998,97.190002,97.790001,9697300,97.43703
"208",98.279999,99.739998,98.010002,98.690002,8264700,98.333783
"209",98.699997,100.900002,98.559998,99.870003,10967100,99.509524
"210",100.169998,101.18,99.919998,101.160004,9178100,100.794869
"211",101.75,102.449997,101.059998,101.769997,9257600,101.40266
"212",102.010002,103.82,102,102.279999,10648400,101.910821
"213",102.339996,102.660004,101.470001,102.209999,7224700,101.841074
"214",102.389999,104.360001,102.330002,104.029999,12899700,103.654505
"215",103.949997,104.720001,103.110001,103.339996,6670400,102.966993
"216",102.349998,102.809998,100.610001,101.379997,9896500,101.014068
"217",102.279999,102.279999,100.410004,100.660004,8752000,100.296674
"218",101.419998,105.709999,100.889999,105.199997,19722700,104.82028
"219",105.239998,105.419998,103.830002,104.18,8267300,103.803965
"220",104.639999,105.75,104.010002,105.209999,8071800,104.830246
"221",104.639999,105.68,103.599998,103.699997,9734400,103.325694
"222",104.18,104.529999,102.010002,102.940002,10829200,102.568443
"223",103.120003,103.830002,101.139999,103.720001,9793700,103.345626
"224",103.120003,103.900002,101.620003,102.32,8932200,101.950678
"225",102.150002,102.699997,99.800003,100.510002,14009500,100.147213
"226",103.199997,106.339996,102.5,105.010002,22306500,104.630971
"227",105.650002,107.5,105.220001,105.660004,13215600,105.278626
"228",105.300003,105.730003,102.730003,102.989998,15046500,102.618258
"229",103.449997,103.830002,101.519997,102.269997,10065200,101.900855
"230",102.169998,102.349998,99.660004,101.790001,13878300,101.422592
"231",103,103.959999,102.879997,103.849998,9651700,103.475154
"232",104.190002,105.360001,104,104.730003,9956100,104.351983
"233",104.209999,106.150002,103.449997,105.559998,9552600,105.178981
"234",105.970001,107.43,105.949997,106.389999,10814500,106.005987
"235",107.269997,108.849998,106.660004,108.739998,12761300,108.347503
"236",109.050003,110.239998,108.290001,109.300003,13419600,108.905487
"237",109.589996,111.330002,109.360001,111,13716000,110.599348
"238",111.120003,111.550003,110.050003,110.559998,8676900,110.160934
"239",110.089996,110.910004,108.150002,110.169998,10335100,109.772342
"240",109.900002,111.470001,109.809998,111.220001,8374000,110.818555
"241",110.699997,112.660004,110.699997,111.709999,12079000,111.306784
"242",111.489998,111.529999,109.540001,109.769997,16006900,109.373784
"243",110.339996,112.599998,109.980003,112.459999,11722000,112.054077
"244",112.010002,113.43,111.82,112.849998,8252400,112.442669
"245",113.150002,113.370003,111.849998,112.269997,11343500,111.864761
"246",113.169998,114.760002,112.650002,114.080002,11417600,113.668233
"247",113.849998,114.199997,113.139999,113.940002,10189800,113.528738
"248",114.269997,114.93,113.870003,114.650002,7413400,114.236175
"249",113.900002,114.580002,113.260002,113.93,8637600,113.518772
"250",113.82,114.279999,112.519997,113.959999,8435700,113.548663
"251",113.959999,114.769997,113.529999,113.699997,10742900,113.289599
"252",113.220001,115.300003,113.150002,114.75,9566700,114.335812
"253",115.019997,117.93,114.809998,117.669998,11986000,117.245271
