"","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"32",80.5,80.970001,79,79.900002,2148700,79.286827
"33",79.949997,80.260002,79.480003,79.669998,1146000,79.058589
"34",79.919998,80.43,79.43,80.199997,1452600,79.58452
"35",80.550003,81.760002,80.260002,80.68,1703700,80.06084
"36",81,81.699997,80.360001,81.68,2725400,81.053165
"37",82.089996,82.089996,78.400002,79.419998,5183000,78.810507
"38",82.18,84.849998,81.860001,84.459999,7610300,83.81183
"39",84.790001,85.699997,83.57,85.040001,3231700,84.38738
"40",84.690002,85.959999,83.730003,84.349998,3035000,83.702673
"41",83.300003,84.940002,82.629997,83.849998,2016400,83.20651
"42",82.75,84.620003,82.650002,83.519997,1828700,82.879041
"43",83.279999,83.800003,82.400002,82.550003,2599800,81.916491
"44",82.639999,85.889999,82.550003,83.940002,3533300,83.295824
"45",83.669998,84.989998,83.57,84.459999,1764800,83.81183
"46",84.440002,85.699997,83.849998,85.019997,1743400,84.36753
"47",85.010002,85.360001,84.150002,84.93,1197500,84.278224
"48",85.18,85.760002,84.32,85.370003,2027300,84.71485
"49",86.18,87.32,85.790001,86.040001,1221700,85.379706
"50",86.040001,86.940002,86.040001,86.339996,1552900,85.677399
"51",86.309998,86.5,85.309998,86.150002,1219900,85.488863
"52",86.349998,86.989998,86.18,86.989998,1394100,86.322413
"53",87.150002,87.599998,86.059998,87.239998,1449400,86.570494
"54",87.940002,87.989998,87.160004,87.800003,1307800,87.306337
"55",87.669998,88.279999,87.230003,87.43,1114600,86.938414
"56",87.75,87.75,86.230003,86.5,1493900,86.013643
"57",86.330002,86.900002,86.059998,86.400002,1291400,85.914207
"58",86.800003,86.93,85.589996,85.900002,887100,85.417018
"59",86.43,88.339996,86.150002,88.290001,1776800,87.793579
"60",88.379997,89.260002,88.050003,88.400002,1586000,87.902961
"61",88.419998,89.120003,87.440002,87.940002,1735800,87.445549
"62",88,88.080002,87.209999,87.860001,1157200,87.365997
"63",87.68,88.019997,87.269997,87.760002,1187200,87.266561
"64",87.739998,87.849998,85.720001,85.93,1238200,85.446848
"65",85.660004,87.879997,85.589996,87.040001,1753700,86.550608
"66",86.839996,87.339996,86.32,87.169998,771500,86.679874
"67",86.849998,87.309998,86.349998,86.550003,945400,86.063365
"68",86.830002,86.830002,84.440002,85.160004,1550900,84.681181
"69",84.82,86.360001,84.529999,86.209999,1309900,85.725273
"70",86.080002,86.120003,84.279999,85.349998,1651000,84.870107
"71",85.699997,86.139999,85.150002,85.910004,1060800,85.426964
"72",86.440002,86.510002,84.519997,85.160004,2248200,84.681181
"73",85.010002,85.010002,82.849998,83.510002,1684500,83.040457
"74",83.279999,84.639999,82.949997,83.93,1531700,83.458093
"75",83.5,86.199997,82.980003,85.940002,3002600,85.456794
"76",85.379997,85.949997,84.519997,84.68,1623900,84.203876
"77",84.910004,86.190002,84.589996,85.900002,1252300,85.417018
"78",84.849998,86.809998,84.599998,86.580002,1689000,86.093195
"79",87.07,88.279999,86.580002,87.620003,2987300,87.127348
"80",87.330002,87.660004,84.470001,84.779999,2531000,84.303313
"81",84.610001,84.949997,82.160004,83.370003,2682200,82.901244
"82",84.209999,85.830002,83.940002,85.470001,1569300,84.989435
"83",85.459999,88.099998,85.459999,86.57,2576600,86.083249
"84",85.889999,86.199997,84.699997,84.730003,1967200,84.253598
"85",84.739998,85.980003,83.519997,85.379997,2822000,84.899938
"86",85.389999,85.669998,83.139999,83.830002,2820500,83.358657
"87",83.75,83.830002,80.940002,81,3129000,80.544567
"88",80.889999,81.709999,76.199997,76.339996,4605800,75.910765
"89",76.5,77.650002,73.879997,74.75,6010800,74.329709
"90",73.150002,74.93,70.910004,74.099998,5507900,73.683362
"91",72.480003,75.209999,71.230003,75.080002,3843000,74.657855
"92",76.470001,76.709999,73.370003,74.57,3192900,74.150721
"93",74.160004,77.480003,74,77.25,2479300,76.815652
"94",77.790001,80.790001,77.440002,80.309998,2820400,79.858445
"95",80.769997,81.760002,78.790001,79.010002,1929900,78.565758
"96",80.010002,81.199997,79.5,79.839996,1911500,79.391086
"97",79.660004,81.629997,78.800003,81.529999,1641900,81.071586
"98",80.980003,81.099998,78.949997,80.379997,2477100,79.928051
"99",80.809998,80.839996,79.900002,80.599998,1302000,80.146815
"100",80.849998,80.849998,79.010002,79.540001,2639000,79.092777
"101",79.059998,81.040001,77.739998,80.730003,5807600,80.276089
"102",84.300003,85.75,83.099998,84.970001,5979000,84.492247
"103",84.739998,86.739998,84.489998,85.93,2654400,85.446848
"104",85.190002,85.309998,82.449997,83.889999,3161300,83.418317
"105",84.010002,84.839996,82.970001,83.050003,2347500,82.583044
"106",83.110001,84.650002,82.699997,84.059998,1763300,83.58736
"107",84.139999,85.139999,83.849998,85.120003,1558600,84.641405
"108",85.010002,86.410004,84.790001,86,1281300,85.516454
"109",86.18,87.160004,85.75,86.459999,2149000,85.973867
"110",86.139999,87.220001,85.800003,87.110001,1775200,86.620214
"111",87.110001,87.440002,85.809998,86.489998,1236600,86.003697
"112",86.230003,87.940002,86.059998,87.940002,1395200,87.445549
"113",87.629997,88,86.769997,86.940002,1164000,86.451171
"114",86.559998,88.739998,86.5,88.370003,1644800,88.055442
"115",88.5,88.589996,86.980003,87.040001,1188600,86.730174
"116",86.449997,86.800003,85.519997,86.080002,1740100,85.773592
"117",87.25,87.32,84.400002,84.690002,2259400,84.388541
"118",84.889999,85.989998,84.75,85.660004,1600000,85.355089
"119",86,86.449997,85.099998,85.809998,1457800,85.504549
"120",85.809998,86.160004,85.139999,85.589996,1488700,85.285331
"121",86.349998,87.400002,86.220001,87.110001,712100,86.799925
"122",87.25,87.830002,85.900002,86.489998,1829600,86.182129
"123",86.620003,87.849998,86.620003,87.519997,1790300,87.208461
"124",87.68,88.900002,87.190002,88.589996,2420000,88.274652
"125",88.400002,90.449997,88.199997,89.550003,2108100,89.231242
"126",90.169998,92.080002,90.029999,91.349998,2734900,91.02483
"127",91.129997,91.550003,89.610001,90.309998,1771600,89.988531
"128",89.540001,91.019997,88.309998,90.699997,1352400,90.377142
"129",90.199997,90.849998,87.379997,87.779999,2352600,87.467538
"130",88.209999,89.550003,87.160004,87.32,1210500,87.009176
"131",86.059998,87.949997,85.699997,87.529999,1758900,87.218428
"132",88.190002,88.660004,86.68,87.330002,2009500,87.019143
"133",87.239998,88.150002,85.980003,86.040001,1766800,85.733734
"134",86.57,87.190002,85.290001,86.860001,2181400,86.550815
"135",87.599998,88.300003,87.150002,87.790001,1751900,87.477505
"136",88.330002,88.660004,87.410004,88.059998,5206200,87.74654
"137",88.400002,89.900002,88.349998,89.330002,1693100,89.012024
"138",89.75,89.970001,88.870003,88.919998,1404900,88.603479
"139",89,89.559998,88.919998,89.010002,266000,88.693163
"140",89.339996,89.919998,89.07,89.309998,853900,88.992091
"141",89.339996,89.379997,87.949997,88.199997,1064000,87.886041
"142",87.699997,87.860001,85.410004,85.970001,1769100,85.663983
"143",86.410004,86.470001,85.260002,85.360001,1241300,85.056154
"144",85.580002,86.260002,84.480003,85.760002,1257600,85.454732
"145",85.449997,85.870003,83.809998,84.199997,1683200,83.90028
"146",84.720001,85.779999,83.309998,84.169998,2079800,83.870388
"147",85.010002,85.629997,83.809998,84.169998,1663600,83.870388
"148",84.660004,88.190002,84.099998,87.889999,2263300,87.577147
"149",88.029999,88.760002,87.220001,87.550003,1593500,87.238361
"150",87.389999,87.900002,84.919998,85.169998,1477600,84.866828
"151",85.839996,87.18,83.879997,85.019997,1466400,84.71736
"152",84.260002,85.82,83.720001,85.389999,1607200,85.086046
"153",85.809998,85.809998,82.279999,82.529999,2982500,82.236226
"154",82.610001,84.089996,81.970001,83.480003,2939400,83.182849
"155",84.029999,84.410004,82.489998,83.940002,2140900,83.64121
"156",83.699997,84.5,83.190002,84.080002,2544200,83.780712
"157",84.919998,86.019997,83.699997,85.709999,1696600,85.404907
"158",84.330002,88.650002,84.139999,87.440002,3679500,87.128752
"159",87.559998,87.809998,86.449997,87.290001,1526200,86.979284
"160",87.059998,87.5,85.779999,86.68,913900,86.371455
"161",87.209999,87.769997,85.830002,85.870003,908800,85.564341
"162",86.220001,86.730003,84.629997,86.57,832700,86.261846
"163",86.120003,87.260002,85.599998,85.93,1476100,85.624125
"164",86.279999,86.489998,83.919998,86.220001,1396800,85.913093
"165",86.650002,87.870003,85.389999,87.82,1454300,87.507397
"166",87.139999,88.32,87.139999,87.870003,1823200,87.557222
"167",88.129997,88.589996,87.110001,88,3438300,87.686756
"168",79.230003,80.699997,76.699997,77.870003,12375500,77.592818
"169",77.269997,78.809998,76.339996,78.199997,4057000,77.921637
"170",78.639999,78.660004,76.919998,78.190002,2414600,77.911678
"171",78.290001,78.690002,77.919998,78.220001,1964000,77.94157
"172",87.800003,92.519997,86.349998,89.57,15944600,89.251167
"173",89.529999,90.769997,88.519997,89.489998,3424900,89.17145
"174",89.620003,90.769997,88.480003,88.690002,2602400,88.374302
"175",88.919998,89.360001,88.550003,89.160004,2029000,88.842631
"176",90.099998,91.440002,89,91.300003,2536200,90.975013
"177",91.199997,92.339996,90.279999,92.300003,1798200,91.971453
"178",92.309998,94.959999,92.099998,94.75,3524200,94.412729
"179",94.480003,94.839996,93.900002,94.18,1436400,93.844758
"180",94.010002,94.980003,94.010002,94.610001,1221900,94.273228
"181",93.709999,95,92.650002,93.25,2061600,92.918068
"182",93.18,93.57,91.639999,91.75,1663500,91.423408
"183",90.330002,92.470001,90.32,92.18,1724600,91.851877
"184",91.949997,92.019997,90.120003,91.019997,1628700,90.696003
"185",90.519997,91.349998,89.860001,89.870003,1773200,89.550102
"186",89.849998,92.57,89.809998,91.379997,1833900,91.054722
"187",90.349998,91.349998,89.989998,90.25,1753300,90.106238
"188",90.25,90.779999,89.879997,90.550003,821700,90.405763
"189",89.620003,90.279999,89,89.349998,1165000,89.20767
"190",89.400002,89.919998,88.720001,88.949997,922600,88.808305
"191",88.919998,91.610001,88.709999,91.389999,1262400,91.244421
"192",91.230003,92.169998,90.290001,91.349998,1132500,91.204484
"193",91.709999,93.220001,91.040001,92.970001,1377600,92.821906
"194",92.519997,93.279999,91.620003,92.330002,1583300,92.182926
"195",92.290001,94.419998,92.099998,94.040001,1802200,93.890201
"196",93.830002,94.879997,93.830002,94.68,1221900,94.529181
"197",95,96.029999,94.760002,95.910004,1663700,95.757225
"198",95.260002,96.449997,95.150002,95.400002,1504700,95.248036
"199",95.209999,96.25,94.839996,95.470001,1078400,95.317924
"200",95.360001,95.540001,93.790001,93.949997,1848200,93.800341
"201",93.269997,93.919998,92.269997,92.760002,1381700,92.612242
"202",92.870003,94.559998,92.540001,93.68,922500,93.530774
"203",94.410004,94.449997,93.75,94.190002,1301400,94.039964
"204",93.690002,96.120003,93.690002,94.129997,1243600,93.980054
"205",93.809998,94.18,92.599998,94.169998,1356700,94.019992
"206",94.839996,98.309998,94.5,97.980003,2659200,97.823928
"207",97.029999,100.089996,96.800003,98.580002,1908400,98.42297
"208",98.620003,99.43,98.300003,98.470001,1027200,98.313145
"209",98.949997,100.07,98.440002,98.650002,1470200,98.492859
"210",98.970001,98.970001,97.269997,97.82,1214000,97.664179
"211",98.330002,99.589996,98.260002,99.199997,1013400,99.041978
"212",99.360001,99.82,98.599998,98.760002,756700,98.602684
"213",98.720001,98.970001,97.639999,98.089996,827000,97.933745
"214",98.660004,98.830002,97.769997,97.959999,1035700,97.803955
"215",97.949997,98.540001,97.129997,97.169998,1288000,97.015213
"216",96.18,96.5,95.290001,96.099998,1451300,95.946918
"217",96.720001,97.730003,96.5,97.400002,761400,97.24485
"218",96.970001,98.629997,96.919998,98.309998,1220500,98.153396
"219",98.449997,99.779999,98.279999,99.470001,856800,99.311552
"220",99.489998,99.690002,98.870003,98.919998,1012300,98.762425
"221",98.949997,100.510002,98.470001,98.900002,1146400,98.74246
"222",99.440002,100.209999,98.410004,98.82,1073500,98.662586
"223",98.529999,98.620003,97.059998,97.800003,1030500,97.644214
"224",97.699997,97.989998,95.739998,96.260002,1513800,96.106666
"225",95.400002,96.25,92.959999,94.230003,4436100,94.079901
"226",100.099998,102.690002,99.120003,101.690002,5730000,101.528017
"227",101.349998,102.309998,100.220001,100.900002,1836400,100.739274
"228",100.419998,101.019997,98.75,98.769997,1526200,98.612663
"229",98.769997,99.5,97.650002,99.099998,1400800,98.942139
"230",98.900002,101.160004,98.419998,100.970001,1619100,100.809163
"231",101.459999,102.82,101.459999,102.760002,2094200,102.596312
"232",102.400002,104,102.349998,103.809998,2077500,103.644635
"233",102.699997,103.480003,101.599998,103.220001,1411200,103.055579
"234",103.559998,103.82,101.870003,101.989998,972200,101.827535
"235",103.360001,104.220001,102.279999,104.139999,1105100,103.974111
"236",104.519997,104.900002,103.110001,103.410004,949700,103.245278
"237",103.510002,104.18,102.940002,103.449997,1175400,103.285208
"238",104.25,104.669998,103.639999,103.720001,1177800,103.554782
"239",103.800003,105.580002,102.629997,105.5,1411200,105.331945
"240",105.230003,105.959999,105.040001,105.889999,1000200,105.721324
"241",111.209999,115,110,113,4853200,112.819998
"242",113.379997,113.550003,110.559998,110.639999,2680800,110.639999
"243",111.32,111.82,110.370003,110.93,2703000,110.93
"244",110.25,110.860001,108.769997,109.239998,2029000,109.239998
"245",109.040001,109.449997,106.980003,107.260002,2809700,107.260002
"246",107.419998,108.019997,106.230003,107.449997,1349300,107.449997
"247",107.089996,108.18,106.029999,107.629997,1473600,107.629997
"248",109.019997,109.559998,106.459999,106.610001,1685300,106.610001
"249",105.800003,106.339996,104.980003,105.639999,2145200,105.639999
"250",105.809998,106.93,105.300003,106.400002,1661400,106.400002
"251",106,106.550003,104.720001,104.790001,949000,104.790001
"252",104.919998,105.339996,103.459999,105.019997,1323100,105.019997
"253",105.989998,108.370003,105.580002,108.169998,1422800,108.169998
