"","HCP.Open","HCP.High","HCP.Low","HCP.Close","HCP.Volume","HCP.Adjusted"
"71",40.599998,40.619999,39.799999,39.830002,2891500,38.292059
"72",40.07,40.110001,39.68,39.990002,3913600,38.445881
"73",40,40.139999,39.709999,39.720001,2463500,38.186306
"74",39.779999,39.849998,39.490002,39.52,2528300,37.994028
"75",39.5,39.779999,39.349998,39.470001,3201300,37.945959
"76",39.369999,39.84,39.34,39.720001,3223800,38.186306
"77",39.709999,40.200001,39.52,40.02,2378200,38.474722
"78",39.919998,40.049999,39.599998,40,2432300,38.455493
"79",39.93,40.16,39.689999,39.709999,2922200,38.17669
"80",39.77,40.189999,39.709999,40,3111700,38.455493
"81",40,40.09,39.66,39.900002,2078200,38.359356
"82",39.98,40.18,39.66,40.099998,1598900,38.551631
"83",40.18,40.349998,40.029999,40.200001,1973500,38.647772
"84",40.07,40.57,40.02,40.169998,2186300,38.618928
"85",40.130001,40.939999,40.130001,40.939999,2599400,39.359196
"86",40.98,41.59,40.939999,41.139999,2545100,39.551474
"87",41.369999,42.290001,41.27,41.91,3208600,40.291743
"88",41.91,42.689999,41.810001,42.240002,3210600,40.609003
"89",42.470001,43.119999,42.369999,42.91,3318200,41.25313
"90",42.720001,43.23,42.310001,42.73,3706500,41.08008
"91",42.43,42.84,42.169998,42.610001,3147400,40.964715
"92",42.98,43,41.91,42.5,3364500,40.858962
"93",42.529999,42.959999,42.369999,42.91,1732600,41.25313
"94",42.599998,42.66,42.220001,42.580002,3149300,40.935875
"95",42.43,42.959999,42.360001,42.59,2564200,40.945487
"96",42.77,42.869999,42.279999,42.810001,2915700,41.156993
"97",42.709999,42.93,42.560001,42.869999,1580800,41.214674
"98",42.889999,43.349998,42.82,43.330002,2094400,41.656915
"99",43.25,43.369999,42.950001,43.369999,1711200,41.695368
"100",43.25,43.360001,42.779999,43.150002,1943300,41.483865
"101",42.98,43.59,42.93,43.59,1603000,41.906874
"102",44.02,44.02,43.59,43.970001,2780600,42.272202
"103",44,44.099998,43.59,43.950001,3085000,42.252974
"104",44.099998,44.59,43.900002,44.380001,2867000,42.666371
"105",44.549999,44.549999,44,44.490002,2361600,42.772124
"106",43.889999,44,43.040001,43.119999,2424400,41.969141
"107",43.23,43.389999,42.91,43.189999,2002300,42.037273
"108",43.080002,43.529999,43.060001,43.470001,2006600,42.309802
"109",43.52,43.52,42.950001,43.369999,1261100,42.212469
"110",43.310001,43.490002,42.919998,43.299999,1839700,42.144337
"111",43.860001,43.98,43.43,43.919998,2534300,42.747789
"112",43.830002,43.84,43.380001,43.580002,2183100,42.416867
"113",43.639999,44.189999,43.619999,44.169998,2115400,42.991116
"114",44.209999,44.32,43.959999,44.040001,2269800,42.864589
"115",44.189999,44.189999,43.169998,43.220001,3425500,42.066475
"116",43.240002,43.310001,42.860001,43.18,2936900,42.027541
"117",43.369999,43.849998,43.299999,43.849998,2327500,42.679657
"118",43.759998,44,43.68,43.73,1509400,42.562861
"119",43.880001,43.939999,43.459999,43.77,3299000,42.601795
"120",43.919998,44.549999,43.869999,44.470001,2285500,43.283113
"121",44.59,45.189999,44.459999,44.799999,1292100,43.604303
"122",44.759998,45.549999,44.669998,45.419998,3383300,44.207754
"123",45.25,45.5,44.779999,45.43,3319000,44.21749
"124",45.52,45.57,45.130001,45.459999,2549800,44.246688
"125",45.459999,45.689999,45.200001,45.57,2507500,44.353752
"126",45.25,45.25,44.009998,44.299999,3430100,43.117648
"127",44.380001,45,44.299999,44.830002,3394400,43.633505
"128",44.549999,45.220001,44.48,45.029999,2147600,43.828164
"129",45,45.41,44.790001,45.259998,2806900,44.052025
"130",45.419998,45.599998,45.16,45.299999,2279500,44.090958
"131",45.209999,46.07,45.209999,45.349998,2923100,44.139623
"132",45.380001,45.549999,44.66,44.689999,2853000,43.497238
"133",44.790001,45.029999,44.450001,44.52,2396100,43.331777
"134",44.619999,45.34,44.459999,45.189999,3554900,43.983893
"135",45.380001,45.380001,44.59,44.900002,3941500,43.701636
"136",45.080002,45.369999,44.830002,45.09,5279300,43.886564
"137",45.16,45.700001,44.990002,45.580002,3840800,44.363488
"138",45.619999,45.73,44.32,44.450001,3444400,43.263646
"139",44.450001,44.650002,43.849998,44,1697100,42.825655
"140",44.110001,44.400002,44.009998,44.27,1531300,43.08845
"141",44.290001,44.740002,44.290001,44.580002,2137000,43.390177
"142",44.599998,44.919998,44.349998,44.689999,1535500,43.497238
"143",44.900002,45.18,43.959999,44.029999,2157000,42.854854
"144",44.279999,45.099998,44.16,44.849998,2204400,43.652968
"145",44.580002,45.43,44.57,45.299999,3947000,44.090958
"146",45.529999,46.43,45.5,46.16,5033400,44.928006
"147",46.400002,47.32,46.099998,47.139999,3902200,45.881849
"148",47.330002,47.669998,46.259998,46.509998,5943300,45.268663
"149",46.560001,46.919998,45.939999,46.560001,3443200,45.317331
"150",46.75,47.43,46.650002,47.299999,2659100,46.037579
"151",47.439999,47.740002,47.040001,47.209999,2970600,45.949981
"152",46.950001,47.799999,46.77,47.740002,3607300,46.465838
"153",47.740002,48.389999,47.389999,48.16,3791900,46.874626
"154",48.200001,48.529999,47.810001,48.209999,3457400,46.923291
"155",49.560001,49.610001,47.959999,48.169998,4406200,46.884358
"156",48.049999,48.049999,47.110001,47.48,4241400,46.212775
"157",47.75,48.119999,47.34,48.029999,4044300,46.748095
"158",48.209999,48.439999,47.880001,48.150002,3548100,46.864895
"159",47.91,48.150002,47.560001,48.09,2689000,46.806495
"160",47.919998,48.25,47.860001,47.959999,2004700,46.679964
"161",48.119999,48.610001,47.849998,47.880001,3041800,46.602101
"162",47.970001,48.220001,47.650002,47.950001,2855800,46.670232
"163",48.18,48.290001,47.220001,47.290001,6476800,46.027847
"164",47.259998,47.279999,46.150002,47.18,3156900,45.920783
"165",47.150002,47.299999,46.279999,46.810001,3170000,45.560659
"166",46.52,46.540001,45.299999,45.360001,5656200,44.149358
"167",44.959999,45.23,44.5,45.200001,3701100,44.548522
"168",45.290001,45.290001,43.619999,43.82,4581100,43.188412
"169",43.82,44.139999,43.610001,43.639999,2865800,43.011006
"170",43.009998,43.099998,41.549999,42.68,8771700,42.064843
"171",42.880001,43.279999,42.299999,42.59,3866900,41.97614
"172",42.66,42.950001,42.419998,42.669998,3221500,42.054985
"173",42.709999,42.900002,42.290001,42.869999,3287800,42.252103
"174",43.040001,43.59,42.740002,42.98,3404700,42.360519
"175",43.060001,43.549999,42.580002,43.549999,2825300,42.922303
"176",43.490002,43.549999,42.860001,42.959999,2799200,42.340806
"177",43.060001,43.549999,42.950001,43.459999,4602600,42.8336
"178",43.389999,43.740002,43.25,43.73,3528600,43.099709
"179",43.27,43.360001,42.049999,42.16,5306800,41.552338
"180",42.669998,42.73,41.869999,42.299999,3373400,41.690319
"181",42.32,42.32,41.650002,41.779999,3062600,41.177814
"182",41.889999,42.389999,41.560001,42.360001,2561200,41.749456
"183",42.400002,42.84,42.099998,42.18,2861600,41.57205
"184",42.07,42.34,41.779999,42.220001,2217700,41.611474
"185",42.200001,42.400002,41.669998,41.779999,1975400,41.177814
"186",41.970001,42.75,41.91,41.939999,3103600,41.335507
"187",41.310001,41.310001,40.18,40.34,4254600,39.75857
"188",40.540001,40.849998,40.41,40.639999,2320500,40.054245
"189",40.84,40.970001,40.5,40.630001,2200200,40.044391
"190",40.630001,40.689999,39.880001,39.98,5168400,39.403758
"191",40.25,40.57,40.130001,40.330002,14000700,39.748716
"192",40.330002,40.459999,40.07,40.189999,3242200,39.610731
"193",40.349998,40.970001,40.349998,40.560001,3847600,39.9754
"194",40.560001,41.049999,40.279999,40.75,2991600,40.162661
"195",40.779999,41.779999,40.5,41.66,4176900,41.059544
"196",41.509998,41.970001,41.240002,41.240002,2740800,40.6456
"197",41.169998,42.5,41.040001,42.439999,4874700,41.828301
"198",42.5,42.970001,42.380001,42.419998,2633000,41.808589
"199",42.369999,42.630001,42.049999,42.459999,3760100,41.848013
"200",42.419998,42.720001,41.639999,41.810001,3231200,41.207384
"201",41.709999,42.119999,41.619999,41.849998,4148700,41.246805
"202",41.93,42.32,41.82,42.150002,3216600,41.542484
"203",42.57,43.82,42.34,43.810001,5549000,43.178557
"204",43.900002,44.25,43.16,43.209999,4580900,42.587203
"205",43.150002,43.75,42.790001,43.599998,4154500,42.971581
"206",43.57,44.290001,43.459999,43.990002,3635700,43.355963
"207",44.41,44.790001,44.099998,44.59,3682400,43.947314
"208",44.619999,44.68,44.040001,44.23,3713900,43.592502
"209",44.02,44.169998,43.759998,43.919998,2658000,43.286969
"210",43.740002,43.860001,42.650002,42.82,2851900,42.202825
"211",43.119999,43.34,42.450001,42.639999,2433700,42.025419
"212",42.66,42.73,42.380001,42.380001,1985400,41.769168
"213",42.77,42.939999,42.580002,42.700001,1671900,42.084556
"214",42.700001,43.41,42.599998,43.009998,5494300,42.390085
"215",42.77,43.299999,42.599998,43.060001,3226700,42.439367
"216",43,43.560001,42.900002,43.220001,3512400,42.597061
"217",43.23,43.540001,43.009998,43.330002,2898300,42.705476
"218",43.220001,43.470001,42.610001,42.849998,2819800,42.232391
"219",42.779999,42.849998,42.029999,42.189999,4273500,41.581904
"220",42.189999,42.709999,42.07,42.57,2525000,41.956428
"221",42.610001,42.75,42.330002,42.450001,1653700,41.838159
"222",42.419998,42.779999,42.290001,42.41,2687400,41.798734
"223",42.259998,42.439999,42.009998,42.369999,1897900,41.75931
"224",41.880001,42.119999,41.07,41.279999,3129400,40.68502
"225",40.959999,41.23,39.939999,40.290001,6386900,39.709292
"226",40.259998,40.93,40.200001,40.599998,3401100,40.014821
"227",40.810001,40.950001,40.5,40.75,3012800,40.162661
"228",40.759998,40.950001,39.439999,39.549999,3483100,38.979956
"229",39.549999,39.549999,38.790001,39.200001,3882200,38.635002
"230",38.75,39.5,38.75,39.240002,3662700,39.240002
"231",39.799999,40.650002,39.689999,39.82,3513600,39.82
"232",39.009998,39.790001,38.990002,39.169998,3238100,39.169998
"233",38.830002,39.400002,38.529999,39.25,3015400,39.25
"234",39.509998,39.860001,38.57,38.599998,4687200,38.599998
"235",38.93,39.32,38.869999,39.259998,2652800,39.259998
"236",39.459999,40.18,39.41,39.799999,5115900,39.799999
"237",39.540001,39.880001,39.389999,39.82,2093500,39.82
"238",39.59,40.209999,39.560001,39.830002,2426600,39.830002
"239",40.07,40.16,39.720001,39.779999,1618900,39.779999
"240",39.869999,40.009998,39.369999,39.549999,2358000,39.549999
"241",39.48,39.700001,39.07,39.540001,2026300,39.540001
"242",39.59,39.59,38.799999,39.119999,3178900,39.119999
"243",39.200001,39.529999,39,39.450001,1818900,39.450001
"244",39.34,39.470001,38.900002,39.119999,1511800,39.119999
"245",39.150002,39.290001,38.650002,38.720001,4218900,38.720001
"246",38.900002,39.32,38.720001,39.110001,2517100,39.110001
"247",39,39.049999,38.599998,38.91,1964400,38.91
"248",38.689999,38.869999,38.099998,38.240002,2774000,38.240002
"249",38.25,38.439999,37.91,38.290001,2681600,38.290001
"250",37.77,37.93,37.18,37.360001,4316000,37.360001
"251",37.330002,37.59,37.080002,37.259998,3105700,37.259998
"252",37.259998,37.5,36.869999,37.189999,2737900,37.189999
"253",37.25,37.990002,37.150002,37.799999,3847000,37.799999
