"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"91",51.970001,54.220001,51.689999,53.869999,5464200,53.869999
"92",54.740002,56.279999,54.66,55.630001,5410300,55.630001
"93",54.75,56.380001,54.689999,56.029999,3805600,56.029999
"94",56.400002,57.450001,56.029999,57.240002,4283700,57.240002
"95",56.77,57.189999,56.009998,56.25,3960500,56.25
"96",56.830002,58.93,56.799999,57.880001,5139900,57.880001
"97",57.950001,59.68,57.799999,59.57,4268000,59.57
"98",59.369999,59.369999,58.41,59.110001,2850900,59.110001
"99",59.970001,61.720001,59.860001,61.529999,6070100,61.529999
"100",61.18,61.299999,60.360001,60.970001,3781600,60.970001
"101",60.599998,61.869999,60.220001,61.720001,2935000,61.720001
"102",62.990002,64.599998,62.939999,63.990002,7418900,63.990002
"103",63.919998,64.5,63.43,63.59,3815600,63.59
"104",63.439999,63.959999,62.990002,63.57,2655100,63.57
"105",63.970001,64.010002,61.59,61.91,4971200,61.91
"106",62.080002,63.450001,61.880001,63.09,3994200,63.09
"107",63.610001,64.639999,63.450001,63.970001,3639500,63.970001
"108",64.050003,64.540001,63.130001,64.449997,2566000,64.449997
"109",64.449997,64.739998,63.450001,64.059998,2026800,64.059998
"110",63.790001,63.93,63.259998,63.77,2364100,63.77
"111",64,64.220001,62.73,63.16,3025200,63.16
"112",63.189999,63.93,62.380001,63.91,3150500,63.91
"113",63.73,64.099998,62.450001,62.509998,3333700,62.509998
"114",62.509998,63.32,62.16,62.470001,4129800,62.470001
"115",62.18,62.209999,60.450001,61.02,7256300,61.02
"116",59.43,59.68,57.810001,58.299999,15530100,58.299999
"117",58.889999,59.580002,57.66,58.189999,10342700,58.189999
"118",57.290001,58.240002,56.799999,58.09,9220200,58.09
"119",57.970001,59.380001,57.939999,59.34,5876100,59.34
"120",59.279999,59.419998,58.91,59.23,3257300,59.23
"121",57.93,60.290001,57.75,59.869999,4469000,59.869999
"122",59.09,59.810001,58.959999,59.080002,4355400,59.080002
"123",59.48,59.73,58.580002,59.25,4931200,59.25
"124",59.419998,59.580002,58.540001,58.880001,3056600,58.880001
"125",58.66,59.119999,58.540001,58.950001,3087400,58.950001
"126",58.98,59.139999,58.560001,58.849998,2732000,58.849998
"127",58.540001,58.73,56.150002,56.41,5057200,56.41
"128",55.040001,56.200001,53.439999,56.139999,6117600,56.139999
"129",56.110001,56.75,55.060001,55.32,5642900,55.32
"130",55.5,56.34,55.16,55.48,4179300,55.48
"131",55.310001,55.709999,54.91,55.07,4477700,55.07
"132",55.419998,56.16,55.110001,55.41,4892200,55.41
"133",54.360001,55.669998,53.75,53.790001,5924300,53.790001
"134",54.189999,57.25,54.09,57,9257500,57
"135",58.490002,59.580002,58.310001,59.330002,11006500,59.330002
"136",59.610001,60.48,59.310001,59.860001,9550200,59.860001
"137",59.93,60.490002,59.450001,59.860001,5297700,59.860001
"138",60,60.860001,59.880001,60.5,3404100,60.5
"139",60.529999,60.880001,60.09,60.330002,2309500,60.330002
"140",60.459999,61.099998,59.919998,60.799999,3454700,60.799999
"141",60.41,60.93,60.02,60.349998,2632500,60.349998
"142",60.259998,60.82,59.009998,59.43,2777100,59.43
"143",59.389999,60.23,59.220001,59.310001,3232000,59.310001
"144",59.900002,60.43,58.509998,59.240002,2796400,59.240002
"145",58.599998,59.240002,57.84,58.169998,3688200,58.169998
"146",58.18,58.549999,56.549999,57.200001,3174900,57.200001
"147",57.790001,57.950001,56.599998,56.93,4284300,56.93
"148",57.330002,58.779999,57.169998,58.59,3756600,58.59
"149",59.16,59.5,57.77,58.16,6869500,58.16
"150",58.450001,58.599998,57.52,57.73,2716900,57.73
"151",58.389999,59.540001,57.299999,57.970001,3503900,57.970001
"152",57.41,57.779999,56.380001,57.25,3098400,57.25
"153",57.150002,57.540001,55.029999,55.110001,4811500,55.110001
"154",54.959999,56.720001,54.950001,56.639999,3236700,56.639999
"155",56.700001,57.560001,55.810001,57.290001,6521500,57.290001
"156",56.990002,58.549999,56.84,57.709999,3544900,57.709999
"157",57.91,58.459999,57.169998,58,5481500,58
"158",58,59.049999,57.779999,58.619999,3887300,58.619999
"159",58.529999,59.98,58.400002,59.779999,4753200,59.779999
"160",58.900002,58.900002,57.240002,57.790001,4150700,57.790001
"161",58.43,58.5,56.349998,56.349998,4683400,56.349998
"162",56.799999,58.259998,55.849998,58.099998,4424500,58.099998
"163",57.5,58.139999,56.369999,56.450001,3817400,56.450001
"164",56.880001,57.330002,55.450001,57.279999,3495200,57.279999
"165",57.66,58.66,57.23,58.610001,3474200,58.610001
"166",58.439999,59.470001,58.209999,58.990002,3013100,58.990002
"167",58.950001,59.48,58.759998,59.259998,2513000,59.259998
"168",59.259998,59.700001,58.650002,59.169998,2694000,59.169998
"169",58.849998,58.98,57.82,57.98,2879000,57.98
"170",58.5,59.169998,58.220001,58.790001,3093700,58.790001
"171",58.82,59.099998,58.610001,58.799999,3413700,58.799999
"172",59.290001,61.34,59.220001,61.259998,5284800,61.259998
"173",61.25,63.220001,61.099998,62.849998,5107000,62.849998
"174",62.580002,62.610001,61.830002,62.07,3447200,62.07
"175",62.400002,63,62.290001,63,2534300,63
"176",62.59,63.029999,62.009998,62.810001,2320900,62.810001
"177",62.779999,63.75,62.509998,63.740002,3473800,63.740002
"178",63.139999,63.439999,62.369999,62.580002,4671400,62.580002
"179",62.580002,62.59,61.549999,61.93,5481700,61.93
"180",61.93,63.049999,61.889999,62.869999,7634000,62.869999
"181",70.019997,71,69,70.239998,20370800,70.239998
"182",69.849998,70.410004,69.010002,69.379997,8289500,69.379997
"183",67.379997,68.800003,66.669998,68.459999,8124800,68.459999
"184",68.059998,68.379997,66.709999,66.949997,4945600,66.949997
"185",66.379997,66.400002,64.720001,64.879997,9121300,64.879997
"186",65.120003,66.059998,64.760002,65.589996,3925200,65.589996
"187",65.18,65.940002,64.279999,64.559998,3861800,64.559998
"188",64.75,65.669998,64.32,65.480003,4567800,65.480003
"189",64.779999,64.959999,63.759998,63.759998,3941700,63.759998
"190",64,64.5,63.650002,63.68,3374100,63.68
"191",63.66,65.349998,63.66,64.949997,3809500,64.949997
"192",64.809998,65.419998,63.900002,64.599998,3248000,64.599998
"193",64.949997,66.470001,64.910004,66.43,4538900,66.43
"194",65.959999,67.559998,65.879997,67.550003,5594700,67.550003
"195",67.040001,68.940002,66.75,68.550003,5576600,68.550003
"196",68.300003,68.949997,68.099998,68.879997,3883100,68.879997
"197",69.190002,69.889999,67.290001,67.690002,8649500,67.690002
"198",67.699997,68.260002,67.379997,67.660004,3659000,67.660004
"199",67.68,67.830002,67.260002,67.370003,3216100,67.370003
"200",67.300003,67.339996,65.529999,65.779999,4030100,65.779999
"201",65.720001,66.459999,64.809998,65.989998,2971600,65.989998
"202",65.779999,66.68,65.559998,66.550003,2106400,66.550003
"203",67.400002,67.559998,66.239998,66.849998,2741200,66.849998
"204",66.510002,67.959999,66.459999,66.809998,4031700,66.809998
"205",66.510002,66.550003,65.419998,66.080002,3713000,66.080002
"206",66.25,66.900002,65.75,66.68,2021600,66.68
"207",66.239998,68.059998,66,67.940002,6375400,67.940002
"208",68.239998,69.75,67.989998,68.199997,3817100,68.199997
"209",68.260002,68.919998,67.809998,68.209999,2566700,68.209999
"210",68.32,68.349998,66.82,67.739998,2577500,67.739998
"211",67.599998,67.989998,66.940002,67.639999,1953000,67.639999
"212",67.760002,68.32,67,67.080002,2131000,67.080002
"213",67.120003,67.410004,66.300003,66.910004,1938000,66.910004
"214",67.269997,67.510002,66.980003,67.209999,2140200,67.209999
"215",66.669998,68.209999,66.650002,67.910004,2269300,67.910004
"216",67.160004,67.160004,65.440002,65.809998,3794200,65.809998
"217",66.190002,67.050003,66.190002,66.900002,1945200,66.900002
"218",67.389999,67.940002,67.110001,67.379997,2223700,67.379997
"219",67.379997,68.120003,67.019997,67.709999,2051400,67.709999
"220",67.360001,69.080002,67.260002,68.470001,3518400,68.470001
"221",68.599998,68.709999,67.379997,67.830002,1910900,67.830002
"222",68.459999,68.940002,67.699997,67.839996,2643200,67.839996
"223",67.970001,68.339996,66.57,66.889999,2832800,66.889999
"224",66.309998,78.459999,65.889999,74.650002,28245800,74.650002
"225",72.190002,74,71,72.82,17492100,72.82
"226",73.370003,74.5,72,73.360001,9189500,73.360001
"227",72.269997,72.370003,71.010002,71.599998,5053900,71.599998
"228",71.5,76.18,71,72.75,19883700,72.75
"229",73.650002,75.529999,72.800003,73.790001,11072200,73.790001
"230",74.080002,74.769997,73.400002,74.519997,4375000,74.519997
"231",72,73.5,71.760002,72.400002,6151300,72.400002
"232",71.480003,72.279999,71.199997,71.199997,4043700,71.199997
"233",70.699997,72.150002,70.040001,71.769997,3572800,71.769997
"234",72.389999,72.529999,71.019997,71.790001,4204800,71.790001
"235",72.5,73.080002,71.800003,72.879997,3195100,72.879997
"236",73.220001,73.309998,72.25,72.400002,3642800,72.400002
"237",72.550003,73.199997,71.669998,72.800003,2846000,72.800003
"238",72.989998,73.099998,70.839996,71.480003,5088100,71.480003
"239",71.230003,71.230003,69.290001,70.160004,8622300,70.160004
"240",73.510002,74.68,72.309998,72.910004,12292000,72.910004
"241",73,75.889999,72.5,75.010002,11294200,75.010002
"242",73.660004,73.980003,73.220001,73.57,6526100,73.57
"243",73,74.459999,72.93,73.949997,3923700,73.949997
"244",72.919998,73.489998,72.529999,72.68,4376500,72.68
"245",72.559998,72.93,71.660004,72.75,4831500,72.75
"246",72.790001,73.489998,72.25,73.099998,3189300,73.099998
"247",72.830002,73.349998,72.610001,72.900002,2618000,72.900002
"248",73.209999,73.599998,72.699997,73.470001,2651800,73.470001
"249",72.910004,73.480003,72.010002,72.209999,2743000,72.209999
"250",72,73.669998,71.849998,73.550003,3142800,73.550003
"251",73.279999,73.279999,71.239998,71.839996,3771100,71.839996
"252",72.459999,72.480003,71,71.760002,3140100,71.760002
"253",72.029999,73.300003,71.470001,73.029999,2434200,73.029999
