"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"48",47.810001,47.970001,47.110001,47.32,3271300,46.281238
"49",47.709999,47.759998,47.349998,47.639999,3424900,46.594213
"50",47.639999,48.34,47.529999,47.57,2444900,46.52575
"51",47.32,47.540001,46.939999,47.060001,3264100,46.026947
"52",47.049999,47.709999,47.049999,47.619999,2200300,46.574652
"53",47.549999,47.610001,47.049999,47.119999,2210800,46.085628
"54",47.290001,47.470001,47.09,47.209999,1579600,46.173652
"55",47.299999,47.869999,47.220001,47.810001,2662300,46.760483
"56",47.790001,48.200001,47.790001,48.139999,2688800,47.083237
"57",47.919998,48.360001,47.66,48.25,2208700,47.190823
"58",48.41,48.52,48.150002,48.450001,2215600,47.386433
"59",48.360001,48.669998,48.130001,48.459999,2300300,47.396212
"60",48.650002,49.18,48.599998,49.060001,3824800,47.983043
"61",49.110001,49.43,48.849998,48.869999,2889800,47.797212
"62",49.060001,49.299999,48.439999,49.299999,2342400,48.217773
"63",49.290001,49.709999,48.84,49.049999,2139800,47.973261
"64",48.889999,48.970001,48.27,48.380001,2076200,47.31797
"65",48.57,48.650002,47.779999,48.34,2360600,47.278848
"66",48.259998,50.43,48.169998,50.360001,7674800,49.254505
"67",50.25,50.34,49.369999,49.790001,5933300,48.697018
"68",49.759998,50.27,49.529999,49.799999,4393100,48.706797
"69",49.689999,49.700001,49.009998,49.080002,5386500,48.002605
"70",49.150002,49.360001,48.330002,48.599998,3268600,47.533138
"71",48.650002,49.060001,48.610001,49,2281200,47.924359
"72",49.299999,49.349998,48.75,48.93,3065400,47.855896
"73",49.900002,50,49.09,49.130001,5357900,48.051506
"74",48.970001,49.099998,48.52,48.599998,2918900,47.533138
"75",48.68,48.77,48.18,48.59,3753200,47.52336
"76",48.459999,48.560001,47.610001,47.849998,3239000,46.799602
"77",47.810001,48.43,47.810001,48.25,2167500,47.190823
"78",47.93,48.150002,47.509998,47.880001,2626400,46.828946
"79",47.849998,48.380001,47.68,47.740002,3357900,46.69202
"80",47.59,47.84,46.990002,47.209999,4432800,46.173652
"81",47.119999,47.23,46.549999,46.73,5403700,45.704189
"82",47.169998,48.060001,47.169998,47.790001,3572000,46.740922
"83",47.830002,47.98,47.189999,47.369999,3117200,46.33014
"84",47.91,48.049999,46.91,46.919998,4017100,45.890017
"85",47.09,47.84,46.59,47.799999,3861200,46.750701
"86",47.970001,48.25,46.91,46.98,3388800,45.948701
"87",46.75,47.369999,46.139999,46.139999,3751700,45.127141
"88",45.849998,46.470001,45.419998,45.459999,3518300,44.462068
"89",45.650002,45.880001,45.080002,45.25,4570300,44.256679
"90",44.919998,46.150002,44.5,45.720001,5997900,44.716362
"91",45.09,46.400002,45.080002,46.130001,4544700,45.117362
"92",46.43,47.130001,46.23,46.66,3695800,45.635726
"93",46.43,48.48,46.389999,48.389999,3522800,47.327749
"94",48.41,49.82,48.080002,49.82,6252600,48.726358
"95",49.98,50.150002,48.880001,48.889999,4519400,47.816773
"96",49.540001,50.099998,49.240002,49.580002,3609100,48.491629
"97",49.84,50.049999,49.389999,49.919998,2239000,48.824162
"98",49.41,49.509998,48.630001,48.959999,3382200,47.885236
"99",49.279999,49.830002,49.279999,49.77,2378200,48.677457
"100",49.779999,49.849998,48.66,49.139999,5300800,48.061285
"101",49.009998,51.080002,48.200001,50.299999,4194600,49.195821
"102",50.919998,51.099998,50.439999,50.619999,2976100,49.508796
"103",50.619999,50.950001,50.169998,50.619999,2540500,49.508796
"104",50.779999,53.139999,50.779999,52.599998,5918800,51.445331
"105",52.77,52.98,51.82,52.380001,3041400,51.230163
"106",52.5,52.57,51.66,52.470001,3434000,51.318187
"107",52.619999,52.970001,52.549999,52.869999,3433200,51.709404
"108",52.84,53.669998,52.650002,53.66,2583700,52.482063
"109",53.66,53.830002,53.400002,53.619999,2676500,52.442941
"110",53.619999,54.150002,53.529999,54.049999,2410900,52.863502
"111",53.720001,54.849998,53.720001,54.720001,5215200,53.917819
"112",54.290001,54.66,54.220001,54.43,2882100,53.632069
"113",54.529999,54.959999,54.490002,54.84,1652000,54.036059
"114",54.799999,55.130001,54.599998,54.98,3586700,54.174006
"115",54.759998,54.84,54.16,54.32,4245200,53.523681
"116",53.939999,54.240002,53.639999,53.740002,3112300,52.952186
"117",54.349998,54.720001,53.540001,53.619999,3414100,52.833942
"118",53.779999,54.240002,53.639999,53.650002,2992700,52.863505
"119",53.75,54.209999,53.57,53.939999,2752500,53.149251
"120",53.939999,53.959999,53.049999,53.369999,1968800,52.587607
"121",53.48,54.110001,53.48,53.82,1183600,53.031011
"122",53.669998,53.759998,52.68,52.950001,2524900,52.173766
"123",53.310001,54.18,53.130001,54.009998,3006600,53.218225
"124",53.810001,54.48,53.759998,54.310001,2359700,53.51383
"125",54.290001,55.150002,54.240002,54.779999,2655800,53.976937
"126",54.619999,55.139999,54.619999,55.07,2270200,54.262687
"127",55.02,55.48,54.5,54.720001,2974400,53.917819
"128",53.950001,55.279999,53.950001,55.25,2348000,54.440048
"129",55.259998,55.73,54.540001,54.59,3527700,53.789724
"130",54.700001,55.389999,54.279999,54.419998,2133500,53.622214
"131",54.060001,54.459999,53.130001,53.150002,2386400,52.370835
"132",53.200001,53.48,52.560001,52.66,3237300,51.888017
"133",52.779999,53.639999,52.099998,52.459999,4248800,51.690948
"134",52.5,53.639999,52.349998,53.459999,3150200,52.676288
"135",54.189999,54.380001,53.799999,54.150002,2940900,53.356175
"136",54.27,54.360001,53.490002,53.98,4250700,53.188666
"137",53.990002,54.459999,53.880001,54.130001,1856200,53.336468
"138",54.43,54.790001,54.130001,54.540001,1577200,53.740457
"139",54.549999,54.599998,54.150002,54.16,694300,53.366027
"140",54.419998,54.419998,53.950001,54.279999,1194000,53.484267
"141",54.110001,54.52,53.939999,54.310001,1391000,53.51383
"142",54.290001,54.66,54.080002,54.220001,1525800,53.425149
"143",54.490002,54.549999,53.549999,53.580002,1483600,52.794532
"144",53.860001,54.009998,52.849998,53.240002,2627300,52.459516
"145",52.75,53.02,52.16,52.400002,4069400,51.63183
"146",52.720001,53.189999,51.57,51.689999,3862200,50.932236
"147",51.849998,51.91,51.349998,51.599998,3723000,50.843555
"148",52.330002,53.369999,52.259998,53.369999,2808600,52.587607
"149",53.580002,53.599998,52.810001,53.060001,1522600,52.282154
"150",53.080002,53.43,52.439999,53.209999,2762800,52.429953
"151",53.599998,53.990002,52.860001,53.299999,3987700,52.518634
"152",52.580002,53.549999,52.5,53.41,2854800,52.627022
"153",53.41,53.799999,53.110001,53.369999,3745500,52.587607
"154",53.549999,54.119999,53.25,54.080002,2787800,53.287202
"155",54.459999,54.700001,53.650002,54.23,2863200,53.435001
"156",54.029999,54.82,53.740002,54.59,2293000,53.789724
"157",54.950001,55.23,54.599998,55.18,2723300,54.371075
"158",54.950001,55.080002,54.02,54.07,1836800,53.277346
"159",54.75,54.900002,54.07,54.599998,3284100,53.799575
"160",53.57,54.279999,52.860001,53.779999,3201000,52.991597
"161",54.990002,55.490002,53.099998,53.16,4387100,52.380687
"162",53.110001,53.599998,52.459999,53.509998,4104500,52.725554
"163",52.830002,53.380001,52.529999,52.66,3093400,51.888017
"164",52.959999,53.18,52.220001,52.77,3774200,51.996405
"165",52.48,53.860001,52.48,53.73,2395700,52.942331
"166",53.73,54.73,53.610001,54.360001,2943800,53.563096
"167",54.68,55.09,54.25,54.970001,2228300,54.164154
"168",54.84,55.099998,54.32,54.48,2121600,53.681336
"169",54.360001,54.650002,53.939999,54.209999,1837300,53.415293
"170",54.34,55.599998,54.200001,55.549999,2972200,54.735649
"171",55.349998,55.740002,55.099998,55.509998,2243900,55.092943
"172",56,57.5,56,57.189999,3720100,56.760321
"173",57.02,57.529999,56.93,57.310001,2119200,56.879422
"174",57.02,57.459999,56.77,56.98,2401400,56.551899
"175",56.130001,57.27,55.900002,57.259998,2498200,56.829794
"176",56.599998,57.119999,56.380001,56.84,1870900,56.412952
"177",56.650002,57.59,56.150002,57.59,3446300,57.157317
"178",57,57.900002,56.41,57.41,5345800,56.978669
"179",56.849998,57.23,56.34,56.759998,2551500,56.333551
"180",56.529999,56.889999,56.419998,56.810001,2076900,56.383178
"181",56.959999,57.650002,56.720001,56.759998,2994800,56.333551
"182",56.939999,56.98,56.389999,56.41,2247400,55.986182
"183",56.41,57.009998,56.32,56.98,1740200,56.551899
"184",56.77,56.82,56.34,56.630001,2134000,56.20453
"185",56.439999,56.509998,55.77,56.240002,2235300,55.817461
"186",56.41,56.48,55.259998,55.57,2087800,55.152493
"187",55.07,55.439999,54.52,55.189999,4569400,54.775347
"188",55.509998,55.779999,55.040001,55.049999,2376800,54.636399
"189",54.439999,54.82,54.25,54.290001,2707600,53.882111
"190",54.349998,54.790001,53.970001,54.040001,2822900,53.633989
"191",54.349998,54.919998,53.939999,54.860001,2858700,54.447828
"192",54.77,54.939999,54.25,54.689999,2960600,54.279104
"193",54.849998,55.16,54.77,54.830002,1930200,54.418055
"194",54.540001,55.049999,54.189999,54.73,2369900,54.318804
"195",54.580002,55.380001,53.82,55.130001,2935400,54.7158
"196",55.029999,55.09,54.209999,54.25,1942900,53.842411
"197",54.52,55.470001,54.330002,55.34,4201500,54.924222
"198",55.18,55.380001,54.57,54.66,2146400,54.24933
"199",54.5,54.799999,54.25,54.599998,1675900,54.18978
"200",54.560001,54.580002,53.860001,53.900002,2550300,53.495042
"201",53.779999,54.310001,53.68,54.209999,2072600,53.80271
"202",54.169998,54.610001,54.09,54.419998,2374000,54.011132
"203",54.630001,55.389999,54.529999,55.209999,1727100,54.795197
"204",55.110001,56.049999,55.02,55.490002,3000500,55.073096
"205",55.200001,55.25,54.32,54.900002,2396700,54.487529
"206",54.860001,55.09,54.459999,54.669998,1460400,54.259253
"207",54.279999,54.52,54.200001,54.310001,2012600,53.901961
"208",54.299999,54.700001,53.959999,53.970001,1722200,53.564516
"209",53.950001,54.610001,53.810001,54.490002,2079800,54.080609
"210",54.5,54.830002,54.369999,54.490002,2041600,54.080609
"211",54.75,56.490002,54.669998,56.279999,4948200,55.857158
"212",56.299999,56.48,55.459999,55.619999,4522500,55.202117
"213",55.580002,55.900002,54.93,55,2740100,54.586776
"214",55,55.259998,54.639999,54.73,2709500,54.318804
"215",54.720001,55.16,54.529999,54.669998,3159000,54.259253
"216",54.41,54.59,53.75,54.049999,3643600,53.643913
"217",54.490002,55.080002,54.299999,54.650002,2625900,54.239407
"218",54.209999,54.459999,52.330002,52.52,6132300,52.125409
"219",52.560001,53.18,52.450001,53.040001,3775700,52.641503
"220",52.939999,53.169998,52.619999,52.880001,2157900,52.482705
"221",52.91,53.709999,52.560001,53.669998,2498200,53.266767
"222",53.66,53.720001,53.220001,53.32,2056100,52.919398
"223",53.34,53.580002,52.720001,53.459999,3001900,53.058345
"224",53.310001,54,52.900002,53.07,2302600,52.671276
"225",53.049999,54.130001,53,53.720001,2900300,53.316394
"226",53.939999,54.400002,53.880001,54.029999,2211100,53.624062
"227",53.810001,54.049999,53.619999,53.740002,2188900,53.336244
"228",53.639999,53.740002,50.759998,50.950001,10531100,50.567205
"229",51.09,51.959999,50.799999,51.810001,6804700,51.420744
"230",51.900002,52.110001,51.599998,52,6154100,51.609315
"231",52.779999,53.189999,52.34,52.490002,3237000,52.095636
"232",52.439999,52.98,52.360001,52.860001,2928200,52.462855
"233",52.689999,52.689999,52.110001,52.119999,1903800,51.728413
"234",52.279999,52.790001,52.169998,52.560001,2283600,52.165109
"235",53.060001,53.869999,52.990002,53.619999,4342600,53.217143
"236",53.59,53.759998,52.599998,53.27,3093600,52.869774
"237",53.029999,53.700001,52.759998,53.619999,1834100,53.217143
"238",53.529999,54,53.439999,53.619999,2642000,53.217143
"239",53.560001,53.59,53.040001,53.240002,2048900,52.840001
"240",52.790001,53.189999,52.509998,53.099998,2222800,53.099998
"241",53.099998,53.209999,52.950001,53.099998,1915500,53.099998
"242",52.810001,53.049999,52.310001,52.52,2183000,52.52
"243",52.810001,53.169998,52.630001,52.91,1896000,52.91
"244",52.639999,52.91,52.540001,52.709999,1257700,52.709999
"245",52.900002,53.09,51.650002,51.830002,2520800,51.830002
"246",51.779999,52.09,51.290001,51.82,2488100,51.82
"247",51.759998,51.849998,51.060001,51.169998,3228800,51.169998
"248",51.25,51.43,50.939999,51.240002,2265000,51.240002
"249",50.84,51.200001,50.77,51.150002,2363400,51.150002
"250",50.830002,51.459999,50.599998,51.169998,1923500,51.169998
"251",50.900002,51.130001,50.5,50.529999,2724800,50.529999
"252",50.349998,50.720001,50.290001,50.360001,2634100,50.360001
"253",50.720001,51.209999,50.529999,50.900002,3143700,50.900002
