"","FITB.Open","FITB.High","FITB.Low","FITB.Close","FITB.Volume","FITB.Adjusted"
"34",21.18,21.200001,20.83,20.879999,7111100,20.350653
"35",20.84,21,20.73,20.74,7976900,20.214203
"36",20.860001,20.969999,20.65,20.790001,7669600,20.262937
"37",20.74,20.75,20.450001,20.48,8426900,19.960794
"38",20.4,20.540001,19.9,20,14570300,19.492964
"39",20.09,20.15,19.83,19.969999,6430900,19.463723
"40",19.85,20,19.6,19.66,10912700,19.161583
"41",19.549999,19.82,19.469999,19.68,7388400,19.181076
"42",19.75,19.85,19.459999,19.52,6374500,19.025133
"43",19.6,19.68,19.450001,19.67,4242300,19.17133
"44",19.77,19.77,19.530001,19.6,5710000,19.103105
"45",19.5,19.67,19.450001,19.59,6017500,19.093358
"46",19.59,19.790001,19.57,19.65,5443500,19.151836
"47",19.719999,19.889999,19.66,19.809999,5618900,19.30778
"48",19.84,19.950001,19.610001,19.73,5832200,19.229808
"49",19.870001,20.059999,19.860001,20.02,5689600,19.512457
"50",20.01,20.209999,19.940001,19.969999,6247700,19.463723
"51",19.91,20.139999,19.889999,20.1,4659200,19.590429
"52",20.08,20.309999,19.99,20.25,5277000,19.736626
"53",20.26,20.459999,20.16,20.32,7433400,19.804851
"54",20.42,20.610001,20.360001,20.440001,6227000,19.921809
"55",19.969999,20.6,19.969999,20.42,3575900,19.902316
"56",20.49,20.59,20.25,20.290001,5124100,19.775612
"57",20.18,20.34,20.110001,20.27,4644900,19.756119
"58",20.299999,20.469999,20.290001,20.41,4509400,19.892569
"59",20.41,20.58,20.33,20.51,4932500,19.990034
"60",20.59,20.67,20.35,20.41,6501700,19.892569
"61",20.5,20.57,20.379999,20.42,6223400,19.902316
"62",20.34,20.49,20.200001,20.370001,7534600,19.853584
"63",20.4,20.48,20.219999,20.35,5783600,19.834091
"64",20.32,20.33,20.1,20.209999,4874600,19.697639
"65",20.34,20.59,20.27,20.450001,7209000,19.931556
"66",20.4,20.610001,20.389999,20.49,4568700,19.970541
"67",20.51,20.860001,20.51,20.65,6871800,20.126484
"68",20.59,20.690001,20.49,20.530001,4840500,20.009528
"69",20.48,20.74,20.469999,20.57,5671200,20.048513
"70",20.59,20.91,20.549999,20.74,6154500,20.214203
"71",20.799999,21.1,20.719999,21.01,7449600,20.477358
"72",21.15,21.200001,20.879999,20.92,8523300,20.38964
"73",20.93,21.059999,20.76,20.790001,4857600,20.262937
"74",20.700001,20.790001,20.530001,20.530001,4911900,20.009528
"75",20.469999,20.629999,20.42,20.59,5002900,20.068006
"76",20.51,20.559999,20.23,20.309999,6328000,19.795104
"77",20.219999,20.35,20.17,20.290001,3529300,19.903007
"78",20.09,20.219999,20.030001,20.110001,5141800,19.72644
"79",20.18,20.27,19.98,20.02,6619600,19.638156
"80",20.030001,20.120001,19.790001,19.799999,7079000,19.422351
"81",19.809999,19.93,19.549999,19.790001,9239300,19.412544
"82",19.969999,20.110001,19.870001,20.049999,10086900,19.667583
"83",20.129999,20.190001,19.879999,19.92,5517300,19.540063
"84",19.83,19.969999,19.66,19.66,5902900,19.285022
"85",19.719999,20.120001,19.67,20.1,10087400,19.71663
"86",19.98,20.08,19.6,19.620001,8611100,19.245786
"87",19.690001,19.809999,19.43,19.43,6813900,19.059409
"88",19.41,19.59,19.24,19.25,5569500,18.882842
"89",19.280001,19.48,19.16,19.25,7877500,18.882842
"90",18.98,19.059999,18.209999,18.58,14511000,18.225621
"91",18,18.32,17.65,17.74,24707100,17.401642
"92",17.969999,18.200001,17.799999,18.129999,14195800,17.784203
"93",18.129999,18.379999,18.049999,18.35,8806200,18.000008
"94",18.48,18.879999,18.440001,18.870001,12023900,18.510091
"95",18.879999,19.040001,18.82,18.83,8134100,18.470853
"96",19.290001,19.299999,18.879999,18.98,8729600,18.617992
"97",18.950001,19.120001,18.9,19.120001,4441400,18.755323
"98",19.08,19.16,18.99,19.15,3618500,18.784749
"99",19.35,19.530001,19.15,19.52,4462600,19.147693
"100",19.459999,19.76,19.379999,19.700001,6159700,19.32426
"101",19.690001,19.84,19.549999,19.73,5311600,19.353687
"102",19.969999,20.030001,19.809999,19.99,6246100,19.608728
"103",19.99,20.18,19.870001,19.959999,5113000,19.579299
"104",19.9,20,19.700001,19.809999,5085300,19.432161
"105",20.08,20.200001,19.92,20.18,6887200,19.795105
"106",20.23,20.33,20.07,20.299999,7619500,19.912815
"107",20.32,20.32,19.879999,20.110001,7022600,19.72644
"108",20.129999,20.309999,20.049999,20.18,4737300,19.795105
"109",20.200001,20.280001,20.129999,20.24,5301600,19.85396
"110",20.120001,20.389999,20.1,20.379999,5669300,19.991289
"111",20.43,20.43,20.23,20.309999,4381300,19.922624
"112",20.1,20.35,20.1,20.16,3351800,19.775486
"113",20.1,20.190001,20,20.17,3625000,19.785295
"114",20.15,20.299999,20.08,20.190001,2777400,19.804914
"115",20.190001,20.190001,19.92,20.01,4756800,19.628347
"116",19.860001,20.17,19.85,20.17,3652000,19.785295
"117",20.43,20.43,20.059999,20.129999,4058900,19.746057
"118",20.219999,20.42,20.219999,20.35,3785900,19.961862
"119",20.360001,20.370001,20.09,20.219999,5644800,19.834341
"120",20.27,20.309999,20.15,20.290001,3341400,19.903007
"121",20.309999,20.41,20.09,20.120001,2207900,19.736249
"122",20.02,20.08,19.610001,19.75,5889800,19.373306
"123",19.75,20.01,19.719999,19.92,5985500,19.540063
"124",19.950001,20.120001,19.889999,20.08,6115500,19.697012
"125",20.059999,20.200001,19.98,20.16,5114100,19.775486
"126",20.290001,20.67,20.200001,20.629999,8551400,20.236521
"127",20.26,20.809999,20.26,20.66,6851100,20.265949
"128",20.49,20.82,20.41,20.690001,7959500,20.295377
"129",20.58,20.610001,20.01,20.02,8999000,19.638156
"130",20.18,20.33,20,20.059999,6764700,19.677393
"131",19.82,20.030001,19.67,19.74,9266900,19.363496
"132",19.83,19.860001,19.370001,19.450001,9633900,19.079028
"133",19.27,19.67,19.23,19.309999,7933500,18.941697
"134",19.379999,19.639999,19.299999,19.6,9335500,19.226167
"135",19.82,20.09,19.66,20.09,9608100,19.706821
"136",20.08,20.280001,19.99,20.07,14801300,19.687202
"137",19.99,20.200001,19.969999,20.15,7520800,19.765676
"138",20.290001,20.67,20.26,20.58,5836800,20.187475
"139",20.65,20.67,20.41,20.59,2191900,20.197284
"140",20.690001,20.700001,20.5,20.59,2694300,20.197284
"141",20.42,20.76,20.379999,20.59,4693100,20.325615
"142",20.540001,20.73,20.43,20.68,5419600,20.41446
"143",20.709999,20.74,20.370001,20.379999,6014900,20.118311
"144",20.41,20.530001,19.99,20.209999,6398800,19.950494
"145",20.02,20.09,19.59,19.6,7497700,19.348328
"146",19.65,19.790001,18.799999,18.809999,27930000,18.568471
"147",19.1,19.129999,18.809999,19.02,12862200,18.775775
"148",19.190001,19.469999,19.139999,19.450001,14648800,19.200254
"149",19.5,19.52,18.9,18.93,6877500,18.686931
"150",18.9,18.98,18.530001,18.639999,11466400,18.400653
"151",18.860001,19.01,18.41,18.51,10613100,18.272323
"152",18.24,18.309999,17.98,18.209999,14223000,17.976175
"153",18.18,18.35,17.91,18.02,9330800,17.788616
"154",17.959999,18.33,17.91,18.299999,10179300,18.065019
"155",18.540001,18.540001,17.889999,18.08,10920000,17.847845
"156",17.959999,18.18,17.43,17.530001,28189900,17.304908
"157",17.58,18.049999,17.469999,17.91,25885700,17.680027
"158",17.84,18.16,17.67,17.67,11882900,17.443109
"159",17.73,18.040001,17.639999,17.93,9073400,17.699771
"160",17.66,17.870001,17.58,17.67,7305500,17.443109
"161",17.84,17.84,17.219999,17.219999,7541200,16.998887
"162",17.17,17.5,17.139999,17.459999,7230300,17.235805
"163",17.23,17.58,17.16,17.299999,10799900,17.077859
"164",17.52,17.969999,17.41,17.879999,12585500,17.650412
"165",17.940001,18.309999,17.92,18.25,11502400,18.015662
"166",18.219999,18.48,18.139999,18.35,13803800,18.114378
"167",18.25,18.68,18.25,18.629999,9960900,18.390782
"168",18.82,19.16,18.799999,18.889999,23055000,18.647443
"169",18.74,18.92,18.66,18.790001,9746400,18.548729
"170",18.700001,18.870001,18.68,18.85,8922800,18.607958
"171",18.82,18.860001,18.690001,18.780001,8543100,18.538857
"172",18.91,19.219999,18.780001,19.190001,9823000,18.943592
"173",19.190001,19.360001,19.120001,19.26,4802300,19.012693
"174",19.27,19.469999,19.09,19.469999,8209300,19.219996
"175",19.4,19.440001,19.09,19.110001,8327400,18.86462
"176",19.040001,19.26,18.76,19.200001,7479700,18.953464
"177",19.18,19.4,18.92,19.389999,7565700,19.141023
"178",19.379999,19.379999,19.120001,19.290001,6071300,19.042309
"179",19.370001,19.540001,19.290001,19.389999,9432200,19.141023
"180",19.530001,19.530001,19.24,19.4,6592900,19.150895
"181",19.34,19.469999,19.309999,19.440001,3978400,19.190382
"182",19.4,19.52,19.34,19.360001,6902200,19.111409
"183",19.32,19.540001,19.24,19.51,7420900,19.259483
"184",19.42,19.549999,19.34,19.49,7684700,19.239739
"185",19.43,19.440001,19.18,19.280001,6020700,19.032437
"186",19.280001,19.32,19.07,19.309999,4870000,19.06205
"187",19.32,19.75,19.16,19.450001,8028200,19.200254
"188",19.49,19.5,19.360001,19.469999,7392000,19.219996
"189",19.190001,19.33,19.07,19.08,6977000,18.835004
"190",19.139999,19.15,18.93,19.02,8030000,18.775775
"191",19.209999,19.389999,18.969999,19.24,15268000,18.99295
"192",19.23,19.27,18.950001,19.08,9607800,18.835004
"193",19.200001,19.299999,19.1,19.25,9314300,19.002821
"194",19.26,19.309999,19.049999,19.25,9765100,19.002821
"195",19.23,19.48,19.049999,19.26,9162300,19.012693
"196",19.15,19.35,19,19.219999,9223000,18.973206
"197",19.33,19.5,19.209999,19.48,7396700,19.229868
"198",19.51,19.629999,19.290001,19.290001,4967400,19.042309
"199",19.209999,19.299999,19.049999,19.18,6054200,18.93372
"200",19.16,19.17,18.809999,18.82,9405600,18.578342
"201",18.74,19.17,18.66,19.09,10634300,18.844876
"202",18.870001,18.950001,18.690001,18.91,8355900,18.79518
"203",19.040001,19.139999,18.959999,19.059999,5706700,18.944269
"204",18.99,19.059999,18.799999,18.85,11565300,18.735545
"205",18.780001,18.92,18.629999,18.92,8702000,18.805119
"206",18.92,19.09,18.82,18.98,5482100,18.864754
"207",18.77,19.09,18.68,18.98,6633900,18.864754
"208",19.049999,19.290001,19.02,19.190001,4932300,19.07348
"209",19.200001,19.299999,19.02,19.1,6345000,18.984027
"210",19.18,19.23,19.040001,19.200001,5252500,19.08342
"211",19.200001,19.25,19,19.049999,3940300,18.934329
"212",19.09,19.24,19.040001,19.209999,4703400,19.093357
"213",19.120001,19.219999,18.950001,19.01,5721900,18.894573
"214",19.059999,19.34,19,19.17,4932300,19.053601
"215",19.18,19.360001,18.969999,19.280001,6976300,19.162934
"216",19.1,19.200001,18.879999,18.91,6423100,18.79518
"217",19.040001,19.1,18.889999,18.99,6201000,18.874694
"218",19.25,19.6,19.15,19.41,14334700,19.292144
"219",19.450001,19.85,19.4,19.75,9363500,19.630079
"220",19.719999,19.780001,19.6,19.700001,4446000,19.580384
"221",19.65,19.709999,19.440001,19.540001,5034400,19.421355
"222",19.549999,19.790001,19.51,19.65,7650600,19.530686
"223",19.66,19.860001,19.57,19.82,6387800,19.699654
"224",19.809999,20.209999,19.780001,20.08,7399700,19.958076
"225",20.02,20.18,19.870001,20,7717600,19.878561
"226",20.08,20.24,19.92,20.24,8874000,20.117104
"227",20.27,20.440001,20.18,20.440001,6388400,20.31589
"228",20.35,20.610001,20.290001,20.35,5729900,20.226437
"229",20.379999,20.43,20.02,20.110001,7177200,19.987894
"230",20.129999,20.190001,19.879999,19.98,7268700,19.858682
"231",20.07,20.23,19.98,20.209999,4433600,20.087285
"232",20.139999,20.35,20.110001,20.32,4652700,20.196618
"233",20.25,20.35,20.030001,20.280001,4754100,20.156862
"234",20.23,20.5,20.16,20.49,5165400,20.365586
"235",20.58,20.65,20.440001,20.629999,6044600,20.504735
"236",20.639999,20.639999,20.290001,20.360001,4852000,20.236376
"237",20.4,20.59,20.33,20.52,3985400,20.395405
"238",20.85,20.969999,20.65,20.940001,6463400,20.812854
"239",20.76,20.85,20.459999,20.469999,11854400,20.345707
"240",20.4,20.549999,20.379999,20.469999,4990700,20.345707
"241",20.469999,20.57,20.42,20.51,4407300,20.385465
"242",20.49,20.52,20.32,20.42,8416800,20.296011
"243",20.48,20.66,20.309999,20.610001,8245700,20.484858
"244",20.6,20.610001,20.440001,20.59,6298600,20.464979
"245",20.58,20.58,20.24,20.24,11516100,20.117104
"246",20.24,20.290001,19.879999,20.07,15818100,19.948136
"247",20.030001,20.41,19.959999,20.309999,10174900,20.186679
"248",20.42,20.66,20.35,20.57,6527800,20.4451
"249",20.48,20.549999,20.280001,20.34,8233500,20.216497
"250",20.59,20.879999,20.5,20.84,10507800,20.713461
"251",20.799999,20.98,20.73,20.799999,5618800,20.673703
"252",20.85,21.139999,20.74,20.99,6234300,20.86255
"253",21.129999,21.450001,21.049999,21.290001,8164600,21.16073
