"","NTRS.Open","NTRS.High","NTRS.Low","NTRS.Close","NTRS.Volume","NTRS.Adjusted"
"40",66.120003,66.5,65.449997,65.68,814500,64.430127
"41",65.529999,66.620003,65.410004,65.900002,1118000,64.645942
"42",66.239998,66.470001,65.449997,65.690002,2076100,64.439939
"43",65.690002,66.209999,65.470001,66.129997,1361400,64.871561
"44",66.169998,66.379997,65.940002,66.25,1316900,64.98928
"45",66.209999,66.470001,66.120003,66.440002,1345300,65.175667
"46",64.059998,66.849998,64.059998,66.779999,1001200,65.509193
"47",66.760002,67.129997,66.370003,66.980003,875600,65.705392
"48",67.160004,67.279999,66.25,66.589996,999000,65.322806
"49",67.120003,67.379997,66.370003,67.150002,810300,65.872155
"50",67.230003,67.449997,66.779999,66.959999,1348700,65.685768
"51",66.949997,67.379997,66.599998,67.230003,1269200,65.950634
"52",67.199997,68,67.199997,67.989998,1233500,66.696166
"53",67.760002,68.68,66.480003,68.260002,1312700,66.961032
"54",68.440002,69.160004,68.419998,68.940002,1710300,67.628092
"55",69.019997,69.089996,68.690002,68.940002,664600,67.628092
"56",68.800003,69.139999,68.68,68.970001,921300,67.65752
"57",68.849998,68.889999,68.449997,68.800003,822500,67.490757
"58",69,69.440002,68.699997,69.349998,1091500,68.030286
"59",69.540001,69.870003,69.110001,69.489998,1776100,68.167622
"60",69.620003,69.769997,69.150002,69.400002,1304800,68.404182
"61",69.620003,69.879997,69.010002,69.07,1146500,68.078915
"62",68.849998,69.440002,68.660004,69.120003,1181600,68.128201
"63",68.769997,68.949997,68.230003,68.620003,1923100,67.635375
"64",68.610001,68.639999,67.989998,68.269997,861800,67.290392
"65",68.43,69.099998,68.290001,68.849998,988700,67.862071
"66",68.639999,69.139999,68.480003,69.07,819200,68.078915
"67",69.110001,69.800003,68.959999,69.550003,1099000,68.552031
"68",69.339996,69.529999,69.019997,69.339996,1029900,68.345038
"69",69.300003,69.580002,68.970001,69.18,1040400,68.187338
"70",69.209999,70.389999,68.93,69.900002,1220400,68.897008
"71",70.040001,70.839996,69.889999,70.330002,1582300,69.320838
"72",70.599998,70.650002,69.629997,69.629997,1568000,68.630878
"73",69.32,69.82,69.269997,69.529999,1104800,68.532314
"74",69.660004,69.830002,69.010002,69.050003,1455600,68.059206
"75",68.68,69.269997,68.360001,69.209999,1060400,68.216906
"76",69.139999,69.709999,68,68.080002,1076200,67.103123
"77",68.580002,68.790001,68.010002,68.650002,723400,67.664944
"78",67.989998,68.449997,67.620003,68.230003,764200,67.250972
"79",68.410004,68.57,67.690002,68.029999,1117500,67.053837
"80",68.099998,68.099998,67.139999,67.260002,856600,66.294889
"81",67.220001,67.610001,66.830002,67.370003,674400,66.403312
"82",67.739998,68.349998,67.580002,68.120003,572900,67.14255
"83",68.559998,68.699997,67.709999,68.220001,706600,67.241114
"84",67.82,68.07,66.639999,66.660004,945100,65.7035
"85",66.779999,67.419998,66.290001,67.379997,1318500,66.413163
"86",67.589996,67.589996,65.419998,65.440002,1740100,64.501005
"87",65.550003,66.199997,64.519997,64.550003,1280900,63.623776
"88",64.650002,64.980003,63.68,63.799999,1098800,62.884534
"89",64.040001,64.830002,63.650002,63.790001,960800,62.874679
"90",62.970001,63.900002,61.259998,62.59,2222400,61.691897
"91",61.389999,63.310001,60.779999,62.759998,1644900,61.859456
"92",64.809998,64.809998,62.970001,63.299999,1807600,62.391709
"93",63.950001,64.699997,62.970001,63.610001,1220600,62.697262
"94",64,65.529999,63.970001,65.470001,1743700,64.530573
"95",62.07,64.629997,61.490002,61.900002,3593800,61.011799
"96",62.16,63.099998,62.119999,62.860001,2278100,61.958023
"97",62.779999,63.68,62.619999,63.639999,1456900,62.72683
"98",63.630001,63.700001,63.119999,63.639999,1279800,62.72683
"99",64.209999,64.330002,62.349998,64.18,1554200,63.259083
"100",64.199997,65.160004,63.98,65.099998,1856200,64.16588
"101",64.730003,65.5,64.589996,65.230003,1286600,64.294019
"102",66.139999,66.559998,65.690002,66.300003,1530200,65.348665
"103",66.230003,66.510002,65.660004,65.790001,1376100,64.845981
"104",65.830002,66.120003,65.199997,65.910004,873500,64.964262
"105",66.379997,66.5,65.779999,66.290001,944800,65.338807
"106",66.440002,66.900002,66.190002,66.830002,819500,65.871059
"107",66.690002,67.160004,66.239998,66.900002,732600,65.940054
"108",66,67.269997,66,67.230003,674600,66.265321
"109",67.110001,67.760002,66.5,67.580002,805400,66.610297
"110",67.440002,68.080002,67.160004,67.860001,798600,66.886279
"111",68,68.199997,67.190002,67.519997,817600,66.551153
"112",67.279999,68.040001,67.150002,67.790001,1057000,66.817283
"113",67.669998,67.849998,67.470001,67.830002,1049600,66.85671
"114",67.940002,68.419998,67.489998,68.120003,967900,67.14255
"115",67.980003,68.309998,67.540001,68.139999,765000,67.16226
"116",67.550003,68.43,67.389999,68.309998,789200,67.329819
"117",69.150002,69.150002,67.709999,67.919998,1536500,66.945415
"118",67.959999,68.440002,67.519997,67.739998,1265200,66.767998
"119",68,68,67.599998,67.849998,1137200,66.87642
"120",67.949997,68.139999,67.489998,67.610001,951800,66.639866
"121",67.760002,67.989998,67.489998,67.730003,393800,66.758147
"122",67.489998,67.699997,66.410004,66.779999,818300,65.821774
"123",67.019997,67.809998,65.190002,67.669998,669200,66.699002
"124",67.239998,67.860001,67.010002,67.839996,715400,67.194241
"125",67.599998,68,67.32,67.529999,729900,66.887194
"126",67.989998,68.900002,67.849998,68.360001,942200,67.709295
"127",68.339996,69,67.889999,68.669998,675500,68.016342
"128",67.830002,68.559998,67.519997,68.379997,563700,67.729102
"129",68,68.790001,67.050003,67.089996,797200,66.45138
"130",67.449997,68.190002,66.760002,66.860001,885200,66.223573
"131",66.260002,67.089996,65.900002,65.900002,1082100,65.272712
"132",66.199997,66.400002,64.879997,65.650002,865600,65.025092
"133",65.510002,66.540001,64.720001,64.730003,867600,64.113851
"134",64.879997,66.419998,64.760002,66.360001,1010300,65.728333
"135",67.190002,68.029999,67.07,68.029999,1153800,67.382435
"136",68.010002,68.489998,67.120003,67.300003,2985100,66.659388
"137",67.43,67.93,67.139999,67.860001,716900,67.214055
"138",68.18,68.849998,67.959999,68.699997,605300,68.046055
"139",68.839996,68.849998,68.269997,68.330002,292600,67.679582
"140",68.650002,68.669998,68.150002,68.150002,386700,67.501295
"141",68,68.870003,67.919998,68.309998,459900,67.659768
"142",68.120003,68.400002,67.970001,68.080002,375100,67.431962
"143",68.360001,68.75,67.389999,67.400002,639800,66.758434
"144",67.68,67.949997,66.790001,67.550003,676000,66.907008
"145",67.010002,67.150002,64.989998,65.07,1420400,64.450611
"146",65.220001,65.349998,63.009998,63.240002,1520100,62.638033
"147",63.779999,64.419998,63.330002,64.260002,798600,63.648324
"148",64.75,65.5,64.75,65.260002,801300,64.638805
"149",65.199997,65.389999,64.099998,64.110001,1045300,63.49975
"150",64.139999,64.419998,63.07,63.34,1098200,62.737079
"151",63.970001,64.550003,62.950001,63.459999,1121200,62.855936
"152",62.599998,63.18,61.330002,62.25,1339200,61.657455
"153",62.279999,62.610001,61.48,61.790001,1219800,61.201834
"154",61.639999,62.32,61.099998,62.299999,1223900,61.706978
"155",62.450001,62.810001,61.709999,62.439999,1422200,61.845645
"156",67.389999,68.139999,65.739998,66.32,3359200,65.688713
"157",66.480003,68.620003,66.239998,68,2236800,67.352721
"158",67.660004,68.290001,66.82,66.879997,1863300,66.24338
"159",66.839996,67.620003,66.379997,67.610001,947400,66.966434
"160",66.959999,67.440002,66.239998,66.309998,1286200,65.678806
"161",66.639999,66.730003,64.839996,64.839996,1524600,64.222797
"162",64.730003,66.449997,64.489998,66.410004,1399200,65.77786
"163",65.519997,66.669998,64.32,65.379997,1570900,64.757658
"164",65.949997,66.669998,65.459999,66.610001,1249100,65.975953
"165",66.82,68.25,66.82,68.139999,1325600,67.491388
"166",67.860001,68.75,67.559998,67.75,1255900,67.105101
"167",67.839996,68.879997,67.690002,68.510002,981600,67.857869
"168",68.849998,70.419998,68.510002,69.610001,1487500,68.947397
"169",69.150002,69.589996,68.82,68.940002,709600,68.283776
"170",69.269997,70.010002,69.099998,69.900002,1338000,69.234637
"171",69.870003,70.919998,69.620003,70.580002,1321500,69.908165
"172",70.599998,71.010002,70.139999,70.589996,1490300,69.918064
"173",70.519997,70.889999,69.730003,70.080002,1370300,69.412924
"174",69.849998,70.279999,69.779999,70.209999,927100,69.541684
"175",70.099998,70.309998,68.889999,69.18,996300,68.52149
"176",69.110001,69.639999,68.93,69.629997,1452100,68.967203
"177",69.309998,70.209999,68.870003,70.080002,1393000,69.412924
"178",69.889999,70.150002,69.400002,70.139999,1099700,69.472351
"179",70.18,71.839996,70.099998,71.089996,1523300,70.413305
"180",70.940002,71.279999,70.610001,71.110001,886500,70.433119
"181",71.160004,71.370003,69.910004,70.18,1488400,69.511971
"182",69.959999,70.379997,69.82,69.830002,1086400,69.165304
"183",70.080002,70.589996,69.68,70.510002,654800,69.838831
"184",70.440002,70.699997,69.720001,70.169998,835600,69.502064
"185",69.419998,69.739998,68.980003,69.370003,746500,69.034342
"186",69.349998,69.720001,69.010002,69.480003,546500,69.14381
"187",69.150002,71.75,68.730003,70.360001,1776500,70.019549
"188",70.459999,70.739998,69.870003,70.510002,970800,70.168825
"189",69.589996,70.010002,69.260002,69.379997,1254300,69.044288
"190",69.419998,70.080002,69.339996,69.82,844900,69.482161
"191",70.489998,71.360001,70.050003,70.900002,1089200,70.556937
"192",70.739998,70.970001,70.019997,70.870003,795700,70.527084
"193",71.129997,71.900002,70.849998,71.870003,705100,71.522245
"194",71.68,72.169998,71.190002,72.089996,1073100,71.741174
"195",72.099998,72.720001,70.809998,71.309998,1906700,70.96495
"196",71.029999,71.519997,70.309998,70.93,1094700,70.586791
"197",71.120003,71.620003,70.709999,71.349998,1396700,71.004757
"198",71.470001,71.68,70.629997,70.720001,844200,70.377808
"199",70.550003,70.690002,69.610001,69.629997,1113900,69.293078
"200",69.660004,69.660004,68.5,68.849998,1271500,68.516854
"201",68.629997,69.940002,68.169998,69.620003,1569800,69.283132
"202",69.470001,69.559998,68.870003,69.330002,688800,68.994534
"203",69.919998,70.339996,69.550003,69.93,739800,69.59163
"204",69.639999,70.160004,69.050003,69.650002,1036100,69.312986
"205",69.360001,70.239998,68.879997,70.050003,1315200,69.711052
"206",69.879997,70.800003,69.709999,70.699997,987000,70.357901
"207",70.139999,70.709999,69.540001,70.440002,921800,70.099164
"208",70.480003,71.18,70.07,71,940200,70.656452
"209",70.970001,71.419998,70.709999,71.18,766800,70.835581
"210",71.309998,71.309998,70.519997,71.209999,891600,70.865435
"211",71.25,71.339996,70.660004,70.860001,1147600,70.51713
"212",70.860001,71.709999,70.610001,71.459999,1245200,71.114225
"213",71.290001,71.519997,70.769997,71.339996,726100,70.994803
"214",71.330002,71.540001,71.099998,71.150002,1370000,70.805728
"215",70.949997,71.110001,70.419998,71.010002,867700,70.666406
"216",70.400002,70.760002,69.620003,69.830002,1362900,69.492115
"217",70.5,70.620003,70.059998,70.230003,1133300,69.890181
"218",72.410004,72.540001,71.120003,71.889999,2140000,71.542145
"219",72.260002,73.870003,71.93,73.849998,2138800,73.49266
"220",73.790001,74.269997,73,73.790001,1735800,73.432953
"221",73.699997,74.010002,72.360001,73.099998,1426500,72.746289
"222",73.050003,73.690002,72.889999,73.010002,1624100,72.656728
"223",72.949997,73.690002,72.760002,73.540001,857300,73.184163
"224",73.110001,74.230003,72.900002,73.739998,1155000,73.383192
"225",73.099998,73.949997,72.900002,73.150002,1194600,72.79605
"226",73.639999,73.93,73.300003,73.699997,989300,73.343384
"227",73.699997,74.660004,73.68,74.550003,715200,74.189278
"228",74.089996,75.269997,73.839996,74.559998,2111200,74.199224
"229",74.510002,74.769997,73.709999,74.230003,1019400,73.870826
"230",74.349998,74.82,74.120003,74.639999,993300,74.278838
"231",75,75.360001,74.779999,75.25,1090600,74.885887
"232",75.260002,75.849998,74.970001,75.050003,906800,74.686858
"233",74.610001,75.059998,74.279999,74.639999,1043900,74.278838
"234",74.480003,75.019997,74.43,74.730003,1434300,74.368407
"235",74.830002,75.169998,74.379997,75.010002,1169900,74.647051
"236",75.230003,75.239998,74.169998,74.720001,1069400,74.358453
"237",74.919998,75.779999,74.769997,75.699997,853200,75.333707
"238",76,76.629997,75.800003,76.150002,1251000,75.781534
"239",76.080002,76.519997,75.809998,76.160004,708100,75.791488
"240",75.900002,76.339996,75.769997,76.029999,947500,75.662112
"241",76.059998,76.160004,75.529999,75.559998,814600,75.194385
"242",75.389999,75.5,74.529999,74.790001,992900,74.428114
"243",74.809998,75.669998,74.68,75.510002,1112300,75.144632
"244",75.389999,75.739998,75.150002,75.650002,810900,75.283953
"245",75.650002,75.650002,74.540001,74.550003,1103100,74.189278
"246",74.790001,75.190002,73.980003,74.25,1226500,73.890726
"247",74.169998,74.540001,73.769997,74.400002,1535100,74.040002
"248",74.419998,75.410004,74.410004,75.099998,768200,75.099998
"249",74.739998,75.080002,73.860001,74.269997,833500,74.269997
"250",74.720001,75.75,74.690002,75.25,1120100,75.25
"251",75.139999,75.959999,75.089996,75.660004,1508700,75.660004
"252",75.510002,76.059998,75.209999,75.879997,964600,75.879997
"253",76.300003,77.510002,76.139999,77.260002,1243700,77.260002
