"","UNP.Open","UNP.High","UNP.Low","UNP.Close","UNP.Volume","UNP.Adjusted"
"94",107.290001,108.919998,107.139999,108.860001,3934800,107.355673
"95",108.529999,109.120003,106.709999,106.860001,5491800,105.383311
"96",111.839996,112.650002,110.169998,112.230003,6441900,110.679106
"97",112.809998,114.620003,111.889999,114.580002,4512300,112.99663
"98",114.389999,114.940002,113.370003,114.790001,3658900,113.203727
"99",115.089996,116.470001,115.050003,116.18,3898000,114.574518
"100",116.309998,117.07,114.309998,114.970001,4151300,113.38124
"101",114.93,115.93,114.080002,115,3993300,113.410824
"102",116.300003,117.099998,115.610001,116.449997,3931600,114.840784
"103",116.57,116.57,114.910004,115.260002,3934900,113.667233
"104",115.230003,115.93,114.800003,115.279999,4888800,113.686954
"105",116.019997,116.419998,115.18,116.410004,4000900,114.801343
"106",116.849998,119.150002,116.589996,118.940002,4187200,117.29638
"107",118.940002,119.660004,118.209999,118.75,3210200,117.109003
"108",119.300003,121.290001,119.150002,120.900002,4086200,119.229294
"109",121.029999,121.82,120.510002,121.239998,2866800,119.564592
"110",121.290001,121.32,120.050003,120.709999,3361100,119.041917
"111",120.410004,121.599998,120.050003,120.25,2882000,118.588275
"112",120.239998,120.870003,120,120.709999,2598700,119.041917
"113",120.230003,120.949997,119.809998,120.32,2585000,118.657307
"114",120.620003,121.160004,120.120003,120.620003,2390700,118.953165
"115",120.559998,120.610001,119.650002,120.5,2532800,118.83482
"116",119.82,120.980003,119.68,120.910004,2660500,119.239158
"117",122.169998,122.790001,121.220001,121.849998,5547200,120.166163
"118",122.489998,123.370003,122.400002,122.910004,2675700,121.21152
"119",122.769997,123.610001,122.410004,122.510002,4050500,120.817046
"120",122.690002,123.440002,122.410004,123.309998,2377600,121.605987
"121",121.839996,122.290001,116.550003,116.769997,5684700,115.625196
"122",116.440002,116.629997,113.190002,114.629997,7102900,113.506177
"123",114.980003,119.050003,114.309998,118.970001,6399600,117.803632
"124",119.349998,121.389999,119.290001,120.949997,4917500,119.764216
"125",120.419998,121.239998,118.959999,119.760002,3399700,118.585888
"126",120,120.300003,118.150002,118.610001,3211000,117.447161
"127",117.870003,118.080002,114.269997,114.940002,5616900,113.813143
"128",112.910004,116.120003,111.889999,116.059998,5587900,114.922158
"129",115.910004,116.339996,112.980003,113.690002,4592400,112.575398
"130",113.980003,115.809998,113.480003,114.349998,3931300,113.228924
"131",113.629997,115.75,112.5,112.550003,4813700,111.446575
"132",113.150002,114.519997,111.669998,112.339996,5394000,111.238627
"133",111.769997,114.980003,111.57,112.199997,4827100,111.1
"134",112.440002,115.419998,111.279999,114.919998,5532600,113.793335
"135",116.949997,118.889999,116.449997,118.870003,5279700,117.704614
"136",118.599998,119.980003,118.110001,118.470001,6126600,117.308534
"137",119.059998,120.739998,118.940002,120.410004,3186300,119.229517
"138",120.910004,121.400002,120.300003,120.68,2202500,119.496867
"139",120.610001,121.099998,120.260002,120.300003,1001500,119.120595
"140",120.879997,120.989998,120.07,120.389999,1666000,119.209709
"141",119.540001,120.949997,119.089996,120.699997,1998900,119.516667
"142",120.209999,120.82,119.68,120.25,2274400,119.071082
"143",120.720001,120.769997,119.019997,119.129997,2345800,117.96206
"144",119.93,120.800003,117.660004,118.610001,3082700,117.447161
"145",118.309998,118.309998,114.470001,114.599998,4602500,113.476473
"146",114.279999,114.290001,111.660004,112.230003,6315000,111.129713
"147",113.160004,113.800003,111.849998,112.849998,4008400,111.743629
"148",114,117.089996,113.510002,117.080002,4844900,115.932162
"149",117.080002,117.470001,114.849998,114.980003,2993700,113.852752
"150",114.330002,114.449997,112.790001,113.970001,3267900,112.852652
"151",115,116.150002,110.730003,111.830002,5470700,110.733633
"152",110.510002,111.980003,109.540001,111.360001,6226600,110.268239
"153",111.360001,112.870003,110.370003,110.800003,5654000,109.713732
"154",110.910004,112.040001,109.870003,111.900002,8549600,110.802946
"155",112.529999,114.419998,112.150002,113.949997,5446200,112.832844
"156",114.550003,116.07,113.779999,114.400002,4783600,113.278436
"157",117.25,120.900002,117.019997,119.830002,6430700,118.655202
"158",121,122.190002,119.339996,120.089996,5124100,118.912647
"159",120.510002,121.870003,119.650002,121.330002,3550800,120.140496
"160",119.160004,121.620003,118.760002,120.860001,3841800,119.675102
"161",121.68,122.089996,119.089996,119.150002,4577700,117.981868
"162",119.389999,120.339996,117.580002,120.089996,3479500,118.912647
"163",119.199997,119.919998,117.129997,117.209999,4419100,116.060885
"164",118.129997,119.059998,116.699997,119.010002,3259600,117.843241
"165",120.18,122,119.800003,121.790001,3602300,120.595985
"166",120.660004,121.360001,119.919998,120.440002,3088100,119.259222
"167",121.389999,123.110001,121.029999,122.849998,3365100,121.64559
"168",123,123.32,121.330002,121.809998,2938600,120.615786
"169",121.529999,122.010002,118.949997,119.449997,4231200,118.278922
"170",119.779999,121.099998,118.760002,120.870003,4028900,119.685006
"171",121,122.699997,120.589996,122.139999,3384600,120.942552
"172",122.720001,123.940002,122.389999,123.830002,4134300,122.615986
"173",123.739998,124.519997,122.25,122.599998,3369900,121.398041
"174",121.959999,122.559998,121.57,122.540001,3524100,121.338632
"175",122.540001,123.620003,122.019997,123.349998,2099900,122.140689
"176",122.849998,123.82,121.839996,121.959999,2600700,120.764317
"177",121.699997,123.699997,120.440002,123.660004,3731800,122.447654
"178",123.790001,123.900002,122.599998,123.75,2743400,122.536768
"179",122.93,123.360001,122.129997,122.690002,3720300,121.487163
"180",122.5,123.129997,121.860001,122.419998,2495300,121.765665
"181",122.230003,122.660004,120.690002,120.760002,3108100,120.114542
"182",121.150002,121.400002,120.190002,120.260002,2775600,119.617214
"183",120.260002,121,120.050003,120.75,3066300,120.104593
"184",120.089996,120.379997,117.879997,118.459999,3826000,117.826832
"185",117.650002,118.279999,116.599998,118.209999,3923800,117.578168
"186",118.32,118.540001,117.339996,118.330002,3345700,117.69753
"187",117.370003,118.25,116.089996,116.449997,3326100,115.827573
"188",116.379997,117.870003,116.199997,117.169998,2605100,116.543726
"189",115.919998,116.839996,114.75,114.75,3990200,114.136663
"190",114.93,115.769997,114.279999,114.290001,4271200,113.679122
"191",115.080002,115.540001,114.309998,115.129997,4850900,114.514629
"192",115.230003,115.800003,113.769997,114.519997,4150500,113.907889
"193",115.5,116.830002,115.360001,116.720001,5110900,116.096134
"194",115.949997,116.830002,115.639999,116.419998,2602200,115.797735
"195",116.080002,118.199997,115.040001,117.779999,3614500,117.150466
"196",117.480003,118.330002,116.790001,117.550003,3466700,116.9217
"197",117.980003,118.660004,117.099998,117.449997,5060200,116.822228
"198",114.849998,116,112.620003,112.779999,6682600,112.177191
"199",112.75,113.730003,111.309998,112.510002,5632100,111.908638
"200",112.699997,113.059998,110.699997,110.82,5448200,110.227668
"201",109.059998,109.279999,106.75,108.169998,9371000,107.591831
"202",107.739998,108.989998,106.779999,108.440002,6203000,107.860392
"203",109,110.389999,108.769997,110.089996,5191000,109.501567
"204",109.660004,109.660004,107.800003,108.309998,5534800,107.731082
"205",107.760002,108.150002,106.379997,107.339996,5277000,106.766265
"206",107.449997,108.300003,106.839996,107.129997,4574600,106.557389
"207",106.339996,107.540001,106.25,106.379997,5246300,105.811398
"208",106.93,108.449997,106.389999,107.839996,6482100,107.263593
"209",107.699997,108.809998,107.660004,108.129997,4433700,107.552044
"210",107.849998,109.93,107.699997,109.790001,4417400,109.203175
"211",111.5,112.440002,110.730003,111.419998,6516200,110.82446
"212",111.050003,111.580002,108.410004,108.470001,5280700,107.89023
"213",105.220001,108.279999,104.160004,108.169998,9157500,107.591831
"214",110.190002,110.529999,107.389999,107.400002,5332000,106.82595
"215",107,108.449997,106.75,108.349998,4514200,107.770869
"216",108.07,108.650002,107.43,108.419998,5438400,107.840495
"217",108.709999,110.730003,108.650002,110.440002,4584900,109.849702
"218",110.599998,110.809998,108.720001,109.5,5504300,108.914724
"219",109.599998,111.379997,109.220001,110.730003,6226500,110.138153
"220",106.75,110.68,106.239998,108.120003,12014500,107.542103
"221",107.860001,107.959999,106.699997,107.510002,8473700,106.935363
"222",107.330002,108.220001,107.239998,107.510002,4663900,106.935363
"223",107.160004,107.989998,106.800003,107.889999,5029900,107.313329
"224",107.580002,108.059998,106.349998,106.919998,6084100,106.348512
"225",106.25,106.589996,105.690002,106.230003,5478200,105.662205
"226",106.660004,107.870003,106.309998,107.709999,4746300,107.134291
"227",108.400002,109.419998,107.870003,107.989998,5383300,107.412793
"228",107.709999,108.269997,105.720001,105.940002,5051100,105.373755
"229",106.5,107.400002,105.919998,106.93,4836100,106.358461
"230",106.339996,107.769997,106.169998,107.309998,3564100,106.736427
"231",108.379997,108.639999,107.279999,107.440002,3610200,106.865737
"232",107.220001,108,106.68,106.75,3608300,106.179423
"233",106.330002,106.620003,105.739998,105.769997,4432900,105.204657
"234",105.699997,105.699997,101.949997,102.389999,11588500,101.842726
"235",102.190002,102.830002,100.900002,102.089996,11174200,101.544327
"236",102.949997,103.879997,102.32,103.830002,6397500,103.275032
"237",103.300003,104.370003,103.07,103.949997,4351400,103.394386
"238",104.330002,104.360001,103.610001,104.019997,4913800,103.464011
"239",103.68,103.989998,102.150002,103.279999,7409500,102.727969
"240",102.989998,105.650002,102.620003,104.959999,5942600,104.398989
"241",104.57,104.800003,104.040001,104.199997,4025300,103.643049
"242",103.550003,104.18,102.349998,102.900002,4894700,102.350002
"243",102.529999,103.18,102.199997,102.620003,4014800,102.620003
"244",102.480003,102.889999,100.82,101.360001,6638600,101.360001
"245",101.080002,101.459999,99.870003,100.910004,8491600,100.910004
"246",101.160004,102.209999,100.43,101.93,4575500,101.93
"247",102.07,102.389999,101.25,101.599998,10335700,101.599998
"248",101.82,102.610001,101.169998,101.989998,5650700,101.989998
"249",101.080002,102.449997,101.080002,101.739998,6269500,101.739998
"250",101.800003,102.849998,101.5,102.279999,5139200,102.279999
"251",102.129997,102.199997,100.459999,100.709999,4904700,100.709999
"252",100.419998,100.940002,99.470001,99.699997,5587800,99.699997
"253",100,100.190002,99.309998,99.669998,9529300,99.669998
