"","VAR.Open","VAR.High","VAR.Low","VAR.Close","VAR.Volume","VAR.Adjusted"
"113",87.349998,88,87.050003,87.610001,685800,87.610001
"114",87.5,88.610001,87.129997,88.349998,590700,88.349998
"115",88.349998,88.400002,87.190002,87.660004,632500,87.660004
"116",87.470001,88.040001,86.989998,87.879997,472600,87.879997
"117",88.779999,89.150002,87.629997,87.75,415000,87.75
"118",87.82,88.830002,87.510002,88.75,627800,88.75
"119",88.779999,89.120003,88.400002,89.089996,1408900,89.089996
"120",89.459999,89.620003,88.82,89,526800,89
"121",89.309998,89.900002,88.379997,88.510002,445500,88.510002
"122",88.540001,89.169998,87.75,88.269997,710800,88.269997
"123",88.75,88.949997,87.720001,87.919998,840600,87.919998
"124",87.540001,88.019997,87.050003,87.68,622300,87.68
"125",87.760002,88,87.089996,87.339996,500800,87.339996
"126",87.349998,87.879997,86.910004,87.330002,452200,87.330002
"127",87.489998,88.32,87.209999,88.269997,521800,88.269997
"128",87.57,88.93,87.309998,88.849998,522900,88.849998
"129",88.910004,89,86.580002,86.599998,680200,86.599998
"130",86.629997,87.110001,86.050003,86.230003,615900,86.230003
"131",85.839996,86.43,85.110001,85.150002,629900,85.150002
"132",86.260002,86.580002,84.57,84.980003,538600,84.980003
"133",84.949997,86.75,84.790001,85.07,610300,85.07
"134",85.540001,86.629997,84.800003,86.080002,801000,86.080002
"135",86.849998,87.18,85.790001,87.169998,719100,87.169998
"136",87.610001,88.5,87.120003,88.040001,1131500,88.040001
"137",88.040001,88.879997,87.940002,88.599998,426700,88.599998
"138",88.699997,88.849998,87.470001,87.75,411800,87.75
"139",87.870003,89.029999,87.82,88.440002,213300,88.440002
"140",88.519997,89.050003,88.230003,88.620003,332600,88.620003
"141",88.349998,88.910004,88.349998,88.489998,266800,88.489998
"142",88.599998,89,87.959999,88.010002,304200,88.010002
"143",88.050003,88.610001,86.459999,86.510002,366800,86.510002
"144",87,88.739998,86.379997,87.019997,583500,87.019997
"145",86.709999,87.050003,85.620003,85.739998,722400,85.739998
"146",85.730003,86.080002,84.379997,84.860001,591700,84.860001
"147",85.57,87.150002,85.470001,86.839996,664100,86.839996
"148",87.339996,88.860001,87.339996,88.839996,725300,88.839996
"149",88.900002,88.919998,87.339996,87.379997,590300,87.379997
"150",87.599998,87.839996,86.720001,87.389999,515300,87.389999
"151",87.75,88.5,86.339996,86.889999,652500,86.889999
"152",87,87.449997,86.199997,87.120003,450800,87.120003
"153",87.230003,87.529999,86.129997,86.150002,409300,86.150002
"154",86.209999,87.690002,85.790001,87.589996,818100,87.589996
"155",87.900002,88,86.400002,86.860001,484600,86.860001
"156",86.82,87.330002,86.160004,86.849998,493900,86.849998
"157",87.089996,88.400002,86.290001,88.25,729000,88.25
"158",88.029999,88.029999,87.139999,87.230003,926800,87.230003
"159",87.339996,87.669998,86.809998,87.279999,757600,87.279999
"160",86.75,87.43,85.720001,87.07,986700,87.07
"161",87.32,87.970001,86.129997,86.519997,1301000,86.519997
"162",88.589996,95.699997,88.550003,94.040001,3432100,94.040001
"163",93.349998,94.620003,92.349998,92.559998,1419500,92.559998
"164",92.099998,93.279999,91.07,92.860001,1332400,92.860001
"165",93.309998,93.989998,92.029999,92.650002,1040600,92.650002
"166",92.169998,93.68,91.589996,91.910004,1282200,91.910004
"167",92.150002,93.330002,91.730003,92.050003,757400,92.050003
"168",92.239998,92.910004,91.540001,92.529999,1067800,92.529999
"169",92.580002,93.440002,91.730003,92.25,871700,92.25
"170",92.559998,92.959999,91.790001,92.529999,586500,92.529999
"171",92.470001,93.239998,92.120003,92.32,639900,92.32
"172",92.559998,92.980003,91.839996,92.620003,619300,92.620003
"173",92.199997,93.129997,92.199997,92.650002,555100,92.650002
"174",92.769997,92.870003,92.139999,92.860001,603100,92.860001
"175",93.010002,94.169998,92.949997,93.769997,648200,93.769997
"176",93.720001,93.970001,92.110001,92.610001,505600,92.610001
"177",92.169998,92.93,91.489998,92.900002,652900,92.900002
"178",92.589996,93.290001,92.589996,93.160004,499900,93.160004
"179",93.260002,93.639999,92.93,93.540001,359100,93.540001
"180",93.269997,93.910004,93.269997,93.610001,335100,93.610001
"181",93.690002,93.839996,92.349998,92.449997,567500,92.449997
"182",92.470001,93.389999,92.459999,92.970001,543400,92.970001
"183",92.970001,94.239998,92.970001,94.169998,693800,94.169998
"184",93.669998,94.169998,93.360001,93.900002,514900,93.900002
"185",93.190002,93.989998,92.709999,93.779999,550500,93.779999
"186",93.839996,94.400002,93.470001,94.220001,453600,94.220001
"187",93.519997,94.120003,93,93.18,776500,93.18
"188",93.040001,94.5,93.040001,94.370003,663900,94.370003
"189",93.620003,93.849998,92.529999,92.529999,773400,92.529999
"190",92.43,93.400002,92.080002,92.970001,685300,92.970001
"191",93.199997,94.739998,92.949997,94.639999,556000,94.639999
"192",94.279999,94.620003,92.68,93.400002,856500,93.400002
"193",93.879997,95.459999,93.879997,94.910004,507400,94.910004
"194",94.220001,94.629997,93.559998,94.339996,422500,94.339996
"195",93.849998,95.110001,93.440002,94.57,478600,94.57
"196",94.18,94.800003,93.699997,94.790001,483800,94.790001
"197",95.410004,95.529999,93.970001,94.510002,613500,94.510002
"198",94.610001,94.989998,94.300003,94.599998,519200,94.599998
"199",94.349998,95,93.68,93.720001,579900,93.720001
"200",93.730003,94.800003,92.720001,92.720001,430400,92.720001
"201",92.559998,93.330002,92.080002,92.870003,512600,92.870003
"202",93.089996,94.089996,92.690002,93.739998,442200,93.739998
"203",94.339996,94.889999,94.150002,94.790001,555900,94.790001
"204",94.669998,95.400002,94.059998,94.089996,603600,94.089996
"205",94.220001,94.440002,92.349998,93.059998,733700,93.059998
"206",93.230003,93.980003,92.559998,93.790001,400600,93.790001
"207",93.849998,94.849998,93.529999,94.550003,987900,94.550003
"208",94.800003,94.800003,94.010002,94.050003,591400,94.050003
"209",94.110001,94.800003,93.589996,94.129997,483000,94.129997
"210",93.919998,94.440002,93.199997,94.169998,564700,94.169998
"211",94.529999,94.800003,94.150002,94.389999,575600,94.389999
"212",94.400002,94.82,94.18,94.309998,410800,94.309998
"213",94.349998,94.550003,93.370003,93.989998,360300,93.989998
"214",94.139999,94.620003,93.779999,94.580002,741200,94.580002
"215",94.57,95.269997,94.120003,95.089996,468200,95.089996
"216",94.379997,94.540001,93.160004,93.779999,540100,93.779999
"217",94.029999,95.230003,94.029999,94.900002,434500,94.900002
"218",95.199997,95.669998,94.870003,95.449997,823700,95.449997
"219",95.699997,96.150002,95.190002,95.970001,435800,95.970001
"220",95.830002,96.669998,95.660004,96.139999,451200,96.139999
"221",96.110001,96.169998,95.389999,95.5,550300,95.5
"222",95.589996,95.959999,94.620003,94.889999,844600,94.889999
"223",94.760002,95.080002,93.339996,94.800003,787100,94.800003
"224",94.43,95.199997,94.160004,94.82,1009200,94.82
"225",89.900002,89.980003,87.160004,88.849998,2723500,88.849998
"226",88.889999,89.599998,88.160004,88.589996,1162200,88.589996
"227",88.959999,89.25,88.059998,88.389999,936600,88.389999
"228",88.349998,88.419998,86.610001,86.639999,734800,86.639999
"229",86.790001,87.099998,86.150002,86.699997,619200,86.699997
"230",87.089996,87.730003,86.839996,87.190002,848400,87.190002
"231",88.029999,88.629997,87.709999,87.940002,675800,87.940002
"232",87.709999,88.010002,87.440002,87.639999,458900,87.639999
"233",87.160004,87.599998,86.690002,86.900002,506500,86.900002
"234",86.860001,86.860001,85.709999,86.059998,1057000,86.059998
"235",86.830002,87.690002,86.769997,87.589996,1006900,87.589996
"236",87.779999,88.239998,86.879997,87.25,1087400,87.25
"237",87.389999,87.889999,86.870003,87.660004,893500,87.660004
"238",87.879997,87.989998,87.260002,87.440002,960600,87.440002
"239",87.349998,88.139999,87.230003,87.550003,748900,87.550003
"240",87.410004,87.629997,87.07,87.510002,828900,87.510002
"241",87.300003,87.730003,86.970001,87.57,708200,87.57
"242",87.209999,87.57,85.970001,86.370003,646000,86.370003
"243",86.720001,87.349998,86.120003,87.110001,806900,87.110001
"244",87.040001,87.620003,86.589996,87.400002,757400,87.400002
"245",87.660004,87.959999,86.400002,86.599998,1647200,86.599998
"246",86.529999,86.760002,85.599998,85.910004,1137000,85.910004
"247",85.860001,86.940002,85.550003,86.459999,651200,86.459999
"248",86.760002,87.709999,86.650002,87.529999,704700,87.529999
"249",87.290001,87.790001,86.589996,86.690002,903800,86.690002
"250",86.400002,86.919998,85.82,86.82,662000,86.82
"251",86.57,87.040001,86.120003,86.150002,857000,86.150002
"252",86.010002,86.349998,85.779999,85.940002,453200,85.940002
"253",86,86.400002,85.57,86.260002,1393100,86.260002
