"","KRFT.Open","KRFT.High","KRFT.Low","KRFT.Close","KRFT.Volume","KRFT.Adjusted"
"73",56.880001,56.950001,56.5,56.689999,3156900,54.833813
"74",56.529999,56.66,56.029999,56.049999,2446500,54.214769
"75",56.02,56.849998,55.950001,56.810001,2307800,54.949886
"76",56.639999,56.77,56.080002,56.209999,3262000,54.36953
"77",56.09,56.529999,55.82,56.369999,2054700,54.524291
"78",56.040001,56.470001,55.970001,56.290001,1973800,54.446912
"79",56.490002,56.799999,56.240002,56.400002,2811500,54.553311
"80",56.419998,56.439999,55.82,55.830002,2391400,54.001975
"81",55.950001,56.200001,55.549999,55.830002,1924700,54.001975
"82",55.93,56.48,55.779999,56.299999,2440400,54.456583
"83",56.43,56.599998,55.790001,56.310001,2154400,54.466258
"84",56.150002,56.290001,55.560001,55.57,2367700,53.750486
"85",55.740002,56.66,55.610001,56.599998,3647900,54.74676
"86",56.5,56.869999,56.169998,56.23,4524100,54.388875
"87",56.080002,56.709999,55.869999,55.869999,3265100,54.040662
"88",55.849998,56.150002,55.380001,55.400002,3297700,53.586054
"89",55.700001,56.43,55.599998,56.040001,3508900,54.205098
"90",54.889999,55.18,54,54.529999,5723100,53.267322
"91",54.009998,54.66,53.630001,54.389999,4365100,53.130565
"92",54.84,55.169998,54.349998,54.990002,4288400,53.716674
"93",54.950001,55.939999,54.919998,55.880001,2399200,54.586064
"94",55.959999,56.5,55.650002,56.439999,2119000,55.133095
"95",56.740002,56.779999,56.419998,56.560001,3031600,55.250319
"96",56.66,56.880001,56.389999,56.540001,2993800,55.230782
"97",56.470001,56.869999,56.130001,56.830002,2816800,55.514067
"98",56.77,57.200001,56.650002,56.919998,1704100,55.60198
"99",57.119999,57.41,56.779999,57.25,2818700,55.92434
"100",57.32,57.389999,56.380001,56.91,3750400,55.592213
"101",55.23,56.240002,55.139999,56.16,5391900,54.85958
"102",57.66,57.66,55.799999,56.349998,5608500,55.045179
"103",56.330002,56.880001,56.27,56.790001,3448900,55.474993
"104",56.889999,57.540001,56.689999,57.119999,2828900,55.797349
"105",57.650002,57.860001,57.32,57.66,2590000,56.324846
"106",58.02,58.330002,57.560001,58.27,3174900,56.920722
"107",58.459999,58.459999,57.02,57.869999,2973400,56.529983
"108",57.900002,58.23,57.610001,57.91,1870300,56.569057
"109",57.84,58.049999,57.619999,57.880001,1580100,56.539753
"110",57.509998,57.82,57.099998,57.459999,2563700,56.129477
"111",57.709999,57.970001,57.400002,57.630001,1703400,56.295542
"112",57.810001,57.82,57.209999,57.419998,2009600,56.090402
"113",57.43,58,57.43,57.990002,1805900,56.647207
"114",58.049999,58.400002,57.91,58.220001,1918900,56.87188
"115",58.240002,58.41,57.950001,58.369999,1920000,57.018405
"116",58.189999,58.68,58.02,58.529999,2338900,57.1747
"117",59.200001,59.639999,59,59.220001,5544200,57.848725
"118",59.16,59.32,58.830002,58.970001,2182600,57.604514
"119",58.900002,59.139999,58.66,58.939999,1984700,57.575206
"120",58.939999,59.299999,58.880001,59.279999,1279100,57.907333
"121",59.650002,60.240002,59.450001,60.169998,1759200,58.776724
"122",60.060001,60.200001,59.82,59.919998,2593900,58.532513
"123",59.970001,60.130001,59.75,60.099998,2942000,58.708345
"124",60,60.25,59.82,60.189999,2256000,58.796261
"125",59.91,60.040001,59.5,59.700001,2412800,58.31761
"126",59.720001,60.279999,59.599998,60.27,2369300,58.874411
"127",60.009998,60.689999,60.009998,60.330002,3524700,58.933023
"128",59.959999,60.459999,59.610001,60.299999,2573900,58.903715
"129",60,60.450001,59.5,59.580002,2501100,58.200389
"130",59.650002,60.349998,59.650002,60.060001,3504500,58.669274
"131",59.599998,60.099998,59.200001,59.220001,2724800,57.848725
"132",59.119999,59.529999,58.669998,58.700001,3384900,57.340765
"133",58.779999,60.240002,58.77,58.830002,3906600,57.467756
"134",58.990002,59.82,58.689999,59.560001,2345800,58.180852
"135",60.560001,63.380001,60.439999,63.380001,8681500,61.912397
"136",63.209999,64.059998,62.98,63.509998,7251700,62.039384
"137",63.299999,64.330002,63.25,64.309998,2722500,62.820859
"138",63.869999,64.410004,63.549999,64.010002,2262300,63.61594
"139",63.889999,64.470001,63.860001,63.900002,937600,63.506616
"140",63.689999,64.209999,63.66,63.93,973100,63.53643
"141",63.779999,64.019997,63.509998,63.82,1878000,63.427107
"142",63.599998,63.93,63.48,63.529999,1166600,63.138891
"143",63.549999,63.759998,62.610001,62.66,1640200,62.274248
"144",62.73,63.5,62.139999,62.639999,1831900,62.254371
"145",62.529999,63.029999,61.779999,61.849998,3020000,61.469233
"146",62.220001,62.93,61.599998,61.860001,3899600,61.479174
"147",62.299999,63.740002,62.27,63.189999,5360500,62.800984
"148",63.669998,64.25,63.299999,63.990002,3725300,63.596062
"149",64.18,64.25,63.52,63.790001,2672000,63.397293
"150",63.700001,63.880001,63.369999,63.540001,2713900,63.148832
"151",63.91,64.230003,62.57,62.990002,3055500,62.602218
"152",62.709999,63.209999,62.360001,62.759998,3146800,62.373631
"153",64.169998,66.269997,63.560001,65.690002,8512000,65.285597
"154",65.389999,65.830002,64.949997,65.760002,3566200,65.355166
"155",65.800003,66.230003,64.870003,65.93,2874500,65.524118
"156",65.849998,66.669998,65.510002,66.57,2992300,66.160177
"157",66.949997,67.349998,66.330002,67.239998,3285800,66.826051
"158",67.279999,67.330002,66.599998,66.720001,2386500,66.309255
"159",66.75,67.029999,66.139999,66.959999,2319800,66.547776
"160",66.279999,67.410004,66.279999,66.830002,2407300,66.418579
"161",66.839996,67.449997,65.709999,65.739998,2488100,65.335285
"162",65.620003,66.389999,65.300003,66.260002,2230400,65.852088
"163",65.970001,66.169998,65.089996,65.339996,3328000,64.937746
"164",65.650002,66.239998,64.639999,66.209999,2161700,65.802393
"165",66.309998,66.989998,66.269997,66.970001,2126100,66.557716
"166",66.639999,67.660004,66.639999,67.080002,2378200,66.66704
"167",67.739998,67.739998,66.269997,66.940002,2747500,66.527902
"168",66.989998,67.059998,66.349998,66.769997,2147000,66.358943
"169",66.459999,66.82,65.889999,66.040001,2353200,65.633441
"170",66.519997,67.040001,66,66.889999,2292400,66.478207
"171",66.889999,67,64.949997,65.07,6447500,64.669411
"172",65.110001,66.190002,65.080002,66.169998,3995700,65.762638
"173",64.540001,64.900002,63.459999,64.419998,7277600,64.023412
"174",64,64.690002,63.599998,64.269997,4019200,63.874333
"175",64.269997,64.870003,64.169998,64.75,2556900,64.351382
"176",64.779999,64.860001,64.010002,64.169998,2364000,63.774951
"177",64.239998,64.459999,63.830002,64.419998,4451600,64.023412
"178",64.190002,64.470001,63.77,63.970001,2903700,63.576185
"179",63.75,64.199997,63.290001,64.080002,2464200,63.685508
"180",64.18,64.470001,63.810001,63.970001,2690400,63.576185
"181",64.129997,64.129997,63.509998,63.779999,2498000,63.387352
"182",63.860001,64.300003,63.59,64.059998,1858300,63.665627
"183",64.150002,64.290001,63.700001,63.799999,2090800,63.407229
"184",63.700001,63.830002,63.25,63.779999,2040000,63.387352
"185",63.75,63.880001,63.029999,63.189999,1745100,62.800984
"186",63.48,63.48,62.810001,63.099998,2313800,62.711538
"187",63,63.150002,61.82,62.02,3280400,61.638189
"188",61.84,62.470001,61.810001,62.16,2147100,61.777326
"189",61.919998,61.950001,61.32,61.389999,3773500,61.012066
"190",61.41,61.639999,60.77,60.970001,3046600,60.594654
"191",61.349998,62.139999,61.220001,62.02,2258200,61.638189
"192",61.630001,62.080002,61.09,61.650002,1964900,61.270468
"193",61.990002,62.259998,61.709999,62.049999,1925500,61.668003
"194",61.709999,61.990002,61.34,61.700001,2531600,61.320159
"195",61.580002,62.07,60.279999,61.869999,5974400,61.489111
"196",61.869999,61.939999,61.080002,61.299999,2489700,60.92262
"197",61.650002,62.310001,61.59,61.939999,4885100,61.55868
"198",62.09,62.52,61.900002,62.119999,2539300,61.737572
"199",62.119999,62.330002,61.310001,61.330002,3416700,60.952438
"200",81.449997,87.879997,80.120003,83.169998,99899000,82.657982
"201",82,85.540001,82,84.389999,27039000,83.870472
"202",83.629997,89.839996,83.559998,89.099998,28934800,88.551475
"203",88.559998,90.610001,87.360001,90.610001,20094000,90.052181
"204",89.620003,90,86.510002,87.120003,20914900,86.583669
"205",86.5,90.75,85.860001,90.699997,14499500,90.141624
"206",90,91.32,88.339996,88.949997,16530200,88.402397
"207",88.400002,89.18,88.099998,88.760002,12016200,88.213572
"208",88.300003,90.199997,87.669998,89.339996,8939400,88.789996
"209",88.5,88.93,87.5,88.379997,7541000,88.379997
"210",87.949997,89.5,87.330002,89.400002,6801900,89.400002
"211",88.809998,89.400002,88.199997,89.269997,3732500,89.269997
"212",88.889999,88.949997,87.589996,88.370003,4968800,88.370003
"213",87.769997,88.059998,87.029999,87.160004,4153700,87.160004
"214",86.57,87.449997,86.349998,86.860001,4309700,86.860001
"215",86.300003,87.239998,86.099998,87.050003,3373400,87.050003
"216",86.07,87.120003,86,86.730003,4055300,86.730003
"217",86.800003,87.889999,86.620003,87.629997,3281600,87.629997
"218",87.629997,89,87.309998,88.470001,2907000,88.470001
"219",88.269997,88.639999,87.529999,88.25,3199100,88.25
"220",87.800003,88.400002,87.559998,88.379997,3637300,88.379997
"221",88.459999,88.860001,87.5,87.57,2999700,87.57
"222",87.550003,87.550003,85.739998,85.870003,4672800,85.870003
"223",85.610001,86.559998,85.43,85.879997,5490200,85.879997
"224",86.110001,86.470001,84.959999,85.080002,3428300,85.080002
"225",84.089996,85.120003,83.980003,84.75,3730600,84.75
"226",84.870003,85.910004,84.5,84.68,2533600,84.68
"227",84.309998,85.150002,83.75,84.290001,4428600,84.290001
"228",84.110001,84.529999,83.400002,84.360001,4730200,84.360001
"229",84.139999,84.589996,83.440002,83.989998,4130300,83.989998
"230",83.849998,84.709999,83.440002,84.510002,2184100,84.510002
"231",84.900002,86.5,84.68,86.040001,3167400,86.040001
"232",85.769997,86.639999,85.190002,86.199997,3825600,86.199997
"233",85.739998,85.980003,84.790001,85.029999,2197400,85.029999
"234",85.110001,85.669998,84.129997,84.150002,2529800,84.150002
"235",84.5,86.209999,84.379997,85.970001,3142900,85.970001
"236",86.279999,86.57,85.010002,85.440002,3375300,85.440002
"237",85.129997,86.089996,84.75,85.489998,3716600,85.489998
"238",85.169998,85.839996,84.620003,85.07,5157500,85.07
"239",85.059998,86.440002,84.860001,85.449997,6369500,85.449997
"240",85.269997,85.779999,84.589996,85.75,2334100,85.75
"241",85.57,85.739998,84.949997,85,1282900,85
"242",84.93,85.300003,84.290001,85,2900800,85
"243",85.25,85.5,84.260002,84.330002,2825900,84.330002
"244",84.199997,85.220001,84.059998,85.139999,1814300,85.139999
"245",84.849998,84.93,84.220001,84.449997,2031300,84.449997
"246",84.540001,84.720001,84,84.269997,1721900,84.269997
"247",84,84.57,83.900002,84.330002,3073600,84.330002
"248",84.389999,84.769997,83.879997,84.260002,4058000,84.260002
"249",83.839996,84.25,83.269997,83.610001,1921600,83.610001
"250",83.18,84.199997,82.940002,83.370003,2629300,83.370003
"251",83.480003,83.900002,82.849998,83.349998,3666600,83.349998
"252",83.669998,84.709999,83.379997,84.010002,2385900,84.010002
"253",83.959999,84.650002,83.57,84.339996,2129300,84.339996
