"","RDC.Open","RDC.High","RDC.Low","RDC.Close","RDC.Volume","RDC.Adjusted"
"71",27.18,27.26,26.74,26.9,1837300,26.540508
"72",26.99,27.09,26.370001,26.4,3500100,26.04719
"73",26.26,26.26,25.610001,25.610001,2593600,25.267748
"74",25.57,25.780001,25.32,25.370001,3208800,25.030956
"75",25.360001,25.57,24.959999,25.540001,3965500,25.198684
"76",25.49,25.57,25.16,25.219999,2001200,24.882959
"77",25.34,26.200001,25.27,26.110001,4586700,25.761066
"78",25.809999,25.82,25.01,25.49,3927800,25.149351
"79",25.450001,25.639999,25.23,25.309999,3029200,24.971756
"80",25.25,25.629999,24.65,24.68,3282500,24.350176
"81",24.469999,25.110001,24.190001,24.860001,2965500,24.527771
"82",24.959999,25,24.35,24.6,2194200,24.271246
"83",24.66,25.07,24.459999,24.84,1624600,24.508038
"84",24.67,25.360001,24.51,24.52,2904200,24.192315
"85",24.440001,24.67,23.74,24.639999,1941600,24.31071
"86",24.459999,24.459999,23.17,23.190001,3352300,22.880089
"87",23.16,23.52,22.299999,22.84,3147300,22.534766
"88",22.84,23.4,22.17,22.24,2968700,21.942784
"89",22.27,22.6,21.51,21.700001,3022500,21.410002
"90",21.530001,22.17,21.190001,22.120001,3576300,21.824389
"91",21.309999,22.93,21.290001,22.65,4683900,22.347305
"92",22.98,23.4,22.139999,22.459999,4560300,22.159843
"93",22.4,23.219999,22.139999,23.18,2188700,22.870222
"94",23.51,23.950001,23.25,23.879999,2232700,23.560866
"95",23.860001,24.290001,23.200001,23.209999,1825200,22.89982
"96",23.440001,24.23,23.23,23.84,1751800,23.521402
"97",23.790001,23.959999,23.48,23.700001,1680600,23.383274
"98",23.24,23.75,22.9,23.459999,2872000,23.146479
"99",23.700001,24.120001,23.309999,23.9,2494400,23.5806
"100",24.23,24.43,23.58,23.959999,1996200,23.639797
"101",23.780001,24.02,23.469999,23.719999,1462800,23.403005
"102",23.799999,24.309999,23.299999,24.27,1801500,23.945656
"103",24.290001,24.549999,23.540001,23.690001,1887600,23.373407
"104",23.48,23.48,22.51,22.85,2861900,22.544633
"105",23.129999,24.24,22.780001,23.639999,2964100,23.324074
"106",23.02,23.83,22.780001,23.799999,2811000,23.58169
"107",23.690001,24.84,23.67,24.799999,2855300,24.572517
"108",25.1,25.35,23.91,24.120001,2517400,23.898756
"109",24.110001,24.610001,23.959999,24.440001,1913800,24.21582
"110",24.27,24.77,24.01,24.049999,1724700,23.829396
"111",23.99,24.07,22.92,23.76,2656000,23.542057
"112",23.860001,24.15,23.620001,23.75,1795200,23.532149
"113",23.48,24.07,23.190001,23.860001,1673200,23.641141
"114",23.85,24.209999,23.700001,23.959999,2092500,23.740222
"115",23.940001,24.35,23.74,24.200001,1907500,23.978022
"116",24.219999,24.66,24.139999,24.4,1184700,24.176186
"117",25.110001,25.120001,24.41,24.700001,1171400,24.473436
"118",24.66,24.940001,24.209999,24.450001,1262900,24.225729
"119",24.58,24.799999,24,24.190001,1033200,23.968113
"120",23.709999,23.870001,22.98,23.32,3295500,23.106093
"121",22.049999,22.209999,21.540001,21.77,2300700,21.570311
"122",21.5,21.84,21.219999,21.57,3602000,21.372145
"123",21.549999,22.25,21.290001,21.43,2277300,21.23343
"124",21.67,22.200001,21.48,21.91,1649200,21.709026
"125",21.68,21.85,21.360001,21.43,1476300,21.23343
"126",21.309999,21.559999,20.790001,21.129999,2611000,20.93618
"127",20.75,20.85,20.190001,20.34,2848800,20.153428
"128",20.299999,20.99,20.25,20.959999,3141100,20.76774
"129",20.5,20.57,19.719999,19.809999,3969900,19.628289
"130",19.629999,20.370001,19.629999,19.9,2330700,19.717463
"131",19.610001,20.280001,19.5,19.99,2060000,19.806638
"132",20.219999,20.530001,20.040001,20.1,2504900,19.91563
"133",19.83,21.27,19.75,20.709999,2213500,20.520033
"134",20.860001,22.35,20.83,22.040001,2838600,21.837835
"135",22.870001,22.870001,21.91,22.42,2001000,22.214349
"136",22.379999,23.75,22.209999,23.74,2637600,23.52224
"137",23.67,23.799999,22.969999,23.58,2321400,23.363708
"138",23.870001,24.190001,22.99,23.459999,2039200,23.244808
"139",23.32,23.469999,22.799999,23.25,778800,23.036735
"140",23.51,23.82,23.16,23.389999,1091700,23.17545
"141",23.57,24.049999,23.5,23.84,1402900,23.621324
"142",23.76,23.93,23.309999,23.66,1248400,23.442974
"143",23.370001,23.540001,23,23.32,2064000,23.106093
"144",23.15,23.84,23.129999,23.719999,1975500,23.502423
"145",23.26,23.76,23,23.700001,3267000,23.482608
"146",23.49,23.9,23.370001,23.700001,3808700,23.482608
"147",23.940001,24.1,23.49,23.879999,2460000,23.660956
"148",24.16,24.35,23.639999,23.98,2196400,23.760039
"149",23.74,23.9,22.969999,23.15,1970800,22.937652
"150",22.74,22.969999,21.85,22.07,2336800,21.867559
"151",22.129999,22.629999,22.049999,22.42,2734700,22.214349
"152",22.110001,22.559999,21.370001,21.93,2253000,21.728843
"153",22.32,22.49,21.23,21.27,2089600,21.074898
"154",21.379999,21.92,21.280001,21.82,2488600,21.619852
"155",21.66,21.84,21.139999,21.82,1199700,21.619852
"156",21.93,22.370001,21.85,22.110001,1624700,21.907193
"157",22.33,22.559999,21.76,22.309999,1498200,22.105357
"158",22.209999,22.370001,21.43,21.450001,1821600,21.253247
"159",21.48,21.950001,21.35,21.91,1617100,21.709026
"160",21.610001,22.18,21.450001,22.1,1855000,21.897284
"161",21.870001,21.92,21.08,21.200001,3558100,21.00554
"162",21.15,21.16,20.27,20.280001,2590100,20.093979
"163",20.190001,21.299999,20.01,21.120001,2835100,20.926274
"164",21.370001,21.540001,20.530001,21.41,3145500,21.213613
"165",21.84,22.459999,21.76,22.1,2642600,21.897284
"166",21.540001,21.889999,20.959999,21.27,2626800,21.074898
"167",21.459999,22.15,21.200001,22.120001,2372800,22.02063
"168",22.299999,23.139999,22.120001,22.99,3000600,22.886721
"169",22.82,24.469999,22.82,24.43,3087400,24.320252
"170",24.120001,24.200001,23.59,24.1,2883400,23.991735
"171",23.65,24.07,23.280001,23.879999,2333900,23.772722
"172",24.290001,24.76,23.950001,24.030001,2460400,23.92205
"173",24.379999,24.6,23.75,23.950001,3056300,23.842409
"174",23.75,24.74,23.16,24.709999,2365100,24.598993
"175",24.32,24.92,24.290001,24.73,1813900,24.618904
"176",24.040001,25.129999,23.870001,24.879999,1878400,24.76823
"177",24.73,24.950001,24.360001,24.68,1479700,24.569129
"178",24.200001,24.34,23.74,23.92,2354000,23.812543
"179",23.92,24.07,22.780001,22.940001,2663400,22.836946
"180",22.950001,23.02,21.5,21.57,6265600,21.4731
"181",21.559999,21.58,20.629999,20.690001,4368400,20.597054
"182",21.209999,21.83,20.040001,21.610001,6240600,21.512921
"183",21.540001,21.549999,20.26,20.52,3431500,20.427818
"184",20.23,20.75,20.120001,20.52,3164000,20.427818
"185",20.450001,20.68,20.030001,20.549999,2964200,20.457682
"186",20.469999,20.58,19.99,20.52,2700500,20.427818
"187",20.309999,20.59,19.780001,19.85,2102100,19.760827
"188",19.809999,19.83,18.780001,18.809999,3239500,18.725499
"189",18.52,19.379999,18.48,19.059999,3486300,18.974375
"190",19.1,19.26,18.780001,19.200001,3216900,19.113748
"191",19.33,19.49,18.879999,19.059999,2149500,18.974375
"192",18.84,18.92,17.85,18,2770400,17.919138
"193",17.93,18.09,17.48,18.07,3908500,17.988823
"194",17.940001,18.219999,17.799999,18.110001,3264700,18.028644
"195",17.98,19.200001,17.91,19.110001,2721100,19.024152
"196",18.92,19.219999,18.51,18.92,4095100,18.835005
"197",19.17,19.17,18.469999,18.620001,4758500,18.536353
"198",18.68,19.23,18.67,18.77,2507800,18.685679
"199",18.790001,18.93,18.26,18.32,3410300,18.2377
"200",18.530001,18.73,18.209999,18.52,4185200,18.436802
"201",18.780001,18.950001,17.98,18.059999,3573800,17.978868
"202",17.92,17.969999,17.370001,17.41,3363300,17.331788
"203",17.58,17.799999,17.23,17.58,3155200,17.501025
"204",17.370001,17.799999,17.309999,17.709999,3225200,17.63044
"205",17.84,18.18,17.559999,17.92,3310100,17.839497
"206",17.780001,18.530001,17.68,18.07,2157200,17.988823
"207",18.299999,19.33,18.200001,19.280001,3581800,19.193388
"208",19.200001,19.85,19.120001,19.559999,2560200,19.472129
"209",19.6,19.76,19.26,19.43,2902200,19.342714
"210",19.51,20.299999,19.459999,19.940001,2694800,19.850423
"211",19.59,19.83,18.860001,19.15,4021700,19.063971
"212",19.309999,19.67,18.969999,19.370001,2425000,19.282984
"213",19.59,20.51,19.559999,20.059999,3287400,19.969883
"214",20.24,21.49,20.059999,21.040001,5393400,20.945482
"215",20.950001,20.950001,19.969999,20.389999,5246500,20.298401
"216",20.389999,20.48,19.9,20.32,3372600,20.228715
"217",20.27,20.5,19.92,20.030001,2818900,19.940019
"218",20.030001,20.110001,19.48,19.549999,1969200,19.462174
"219",19.49,19.83,19.32,19.42,3823700,19.332759
"220",19.469999,19.709999,19.280001,19.540001,3260300,19.452221
"221",19.52,19.610001,19.059999,19.26,1973600,19.173478
"222",19.33,19.6,19.120001,19.16,2405100,19.073927
"223",19.030001,19.4,18.969999,19.1,2621400,19.014197
"224",19.049999,20.34,19.049999,19.959999,3141400,19.870332
"225",20.139999,21.290001,19.68,21.190001,5792700,21.094808
"226",21.09,21.790001,20.83,21.49,3830100,21.393459
"227",21.57,21.77,21.209999,21.43,4959100,21.333729
"228",21.690001,22.629999,21.65,22.360001,5299100,22.259552
"229",22.74,23.33,22.200001,22.940001,5062200,22.836946
"230",22.790001,23.15,22.1,22.26,4287900,22.160001
"231",22.4,22.959999,21.870001,22.84,2519700,22.84
"232",22.82,23.389999,22.620001,23.120001,3103500,23.120001
"233",23.120001,23.91,23.110001,23.73,2852300,23.73
"234",23.85,24.309999,23.5,23.93,4252300,23.93
"235",23.969999,24.299999,22.98,23.02,2687700,23.02
"236",23.1,23.5,22.58,23.290001,2972300,23.290001
"237",23.18,23.18,22.42,22.639999,3023500,22.639999
"238",22.290001,22.360001,21.57,21.950001,3410600,21.950001
"239",22.17,22.33,21.870001,22.18,1636400,22.18
"240",22.459999,23.6,22.43,23.34,2895100,23.34
"241",23,23.610001,22.84,23.49,2636700,23.49
"242",23.120001,23.360001,22.440001,22.629999,1950200,22.629999
"243",22.5,22.98,22.23,22.379999,3893800,22.379999
"244",22.209999,22.24,21.389999,21.83,4957000,21.83
"245",21.969999,21.98,21.440001,21.48,3622600,21.48
"246",21.49,21.6,20.98,21.1,3420400,21.1
"247",21.23,22.450001,21.23,22.190001,3619300,22.190001
"248",22.190001,22.610001,21.85,22.01,2268300,22.01
"249",21.799999,22.120001,21.5,21.540001,1436500,21.540001
"250",21.389999,22.26,21.33,22.030001,2306300,22.030001
"251",21.83,22.23,21.52,21.629999,2293400,21.629999
"252",21.85,22.35,21.68,21.68,1559600,21.68
"253",22.09,22.459999,21.98,22.209999,2284700,22.209999
