"","CB.Open","CB.High","CB.Low","CB.Close","CB.Volume","CB.Adjusted"
"73",91.879997,92.269997,91.610001,91.800003,595800,90.292942
"74",91.629997,91.790001,90.459999,90.489998,1043700,89.004443
"75",90.470001,91.980003,90.43,91.620003,1021000,90.115897
"76",91.449997,91.449997,90.610001,90.610001,748000,89.122475
"77",90.5,91.690002,90.220001,91.410004,1041900,89.909345
"78",90.790001,91.480003,90.660004,90.970001,1072500,89.476566
"79",91.18,91.5,90.599998,91.080002,1373800,89.584761
"80",91.279999,91.580002,90.760002,90.769997,1222400,89.279845
"81",90.809998,91.879997,90.690002,91.510002,1111200,90.007702
"82",92.230003,93.309998,91.889999,93.239998,1474300,91.709297
"83",93.379997,93.800003,92.910004,93.080002,1019600,91.551927
"84",92.769997,92.949997,92.059998,92.059998,1309900,90.548668
"85",92.150002,94.099998,92.029999,94.040001,1990500,92.496166
"86",94.040001,94.279999,92.639999,92.660004,1947500,91.138824
"87",93,94.389999,92.620003,93.410004,2198200,91.876511
"88",93.110001,94.139999,92.540001,92.57,1210000,91.050298
"89",93.099998,93.75,92.620003,92.889999,1522400,91.365044
"90",92.230003,92.239998,90.370003,91.940002,1560600,90.430643
"91",90.639999,91.830002,90.529999,91.410004,983900,89.909345
"92",92.110001,93.209999,91.580002,92.889999,1176400,91.365044
"93",92.870003,93.110001,92.519997,92.970001,945800,91.443732
"94",93.279999,94.110001,92.769997,94.019997,1080800,92.47649
"95",93.830002,94.970001,93.790001,94.150002,1217900,92.604361
"96",94.959999,95,94.07,94.260002,1294600,92.712556
"97",94.120003,96.540001,94.040001,96.43,1810800,94.846929
"98",96.419998,97.949997,96.110001,97.610001,2033100,96.007558
"99",98.169998,98.309998,97.480003,97.949997,1067400,96.341973
"100",97.949997,98.580002,97.279999,97.839996,1059600,96.233778
"101",97.559998,98.779999,97.470001,98.410004,976300,96.794427
"102",99.559998,99.620003,98.889999,99.360001,1171100,97.728829
"103",99.260002,99.489998,98.669998,98.900002,914400,97.276381
"104",98.989998,99.900002,98.989998,99.599998,1070700,97.964886
"105",100.010002,100.349998,99.620003,100.349998,597200,98.702574
"106",100.300003,100.720001,100.050003,100.599998,634700,98.94847
"107",100.400002,101.150002,100.190002,101.139999,875900,99.479605
"108",101.620003,101.970001,101.18,101.870003,1078100,100.197624
"109",101.82,102.150002,101.370003,101.489998,552800,99.823858
"110",101.309998,101.620003,100.949997,101.519997,664100,99.853364
"111",101.879997,101.940002,101.190002,101.470001,717800,99.80419
"112",101.599998,102.059998,100.989998,101.25,619800,99.5878
"113",101.209999,101.699997,101.059998,101.550003,583800,99.882878
"114",101.510002,102.199997,101.25,101.739998,644500,100.069754
"115",102.07,102.360001,101.360001,102.18,679300,100.502533
"116",101.669998,102.790001,101.580002,102.610001,832200,100.925474
"117",103.209999,103.550003,102.239998,102.440002,1464900,100.758267
"118",102.730003,103,102.410004,102.760002,651200,101.073013
"119",102.739998,102.900002,102.050003,102.389999,1142700,100.709084
"120",102.440002,102.650002,102.199997,102.550003,745200,100.866461
"121",102.769997,103.779999,102.769997,103.050003,489200,101.358253
"122",102.879997,103.779999,102.669998,103.160004,701600,101.466448
"123",102.199997,103.540001,102.199997,103.379997,986000,101.68283
"124",103.32,103.690002,103.089996,103.43,888900,101.732012
"125",103.510002,103.870003,103.209999,103.610001,711500,101.909057
"126",103.68,104.269997,103.410004,103.75,784800,102.046758
"127",103.889999,105.279999,103.669998,105,1136100,103.276237
"128",103.849998,104.629997,103.760002,104.099998,1167300,102.391011
"129",103.690002,104.5,102.720001,102.82,1107700,101.132026
"130",103.18,104.269997,102.900002,103.300003,977200,101.604149
"131",102.57,103.540001,101.75,101.839996,833800,100.168111
"132",102.440002,102.959999,100.699997,101.730003,1216600,100.059923
"133",101.470001,103.019997,101.019997,101.419998,1076100,99.755008
"134",101.419998,102.779999,100.75,102.519997,1271600,101.336537
"135",103.080002,103.370003,102.43,103.370003,1512100,102.176731
"136",103.260002,104.220001,103.220001,103.620003,2004400,102.423845
"137",103.650002,104.43,103.120003,103.309998,1887300,102.117419
"138",103.760002,104.809998,103.540001,104.440002,1052000,103.234379
"139",104.690002,104.809998,104.019997,104.370003,531100,103.165188
"140",104.760002,104.900002,104.379997,104.43,387100,103.224493
"141",104.050003,105.300003,104.010002,104.559998,478100,103.352989
"142",104.580002,104.839996,104.160004,104.309998,586900,103.105875
"143",104.669998,105.279999,103.449997,103.470001,710500,102.275575
"144",103.959999,104.290001,102.419998,102.910004,640800,101.722042
"145",101.970001,102.68,101.449997,101.599998,1088300,100.427159
"146",102.010002,102.339996,100.410004,100.580002,1241700,99.418937
"147",101.370003,102.389999,100.970001,101.93,957600,100.753352
"148",102.239998,103.809998,102.239998,103.540001,1055100,102.344767
"149",103.550003,103.900002,102.470001,102.809998,825600,101.623191
"150",103.220001,103.220001,101.529999,101.790001,540000,100.614969
"151",102.25,103.989998,101.669998,102.239998,909100,101.059771
"152",100.989998,102.040001,100.339996,101.199997,907300,100.031775
"153",101.440002,102.050003,100.839996,101.220001,743200,100.051549
"154",101.019997,103.419998,101.019997,103.339996,949100,102.147071
"155",102.629997,103.940002,101.309998,102.440002,1223800,101.257467
"156",101.970001,102.720001,101.290001,102,1027800,100.822544
"157",103.099998,104.269997,102.160004,104.190002,1311500,102.987265
"158",104.349998,104.400002,103.650002,103.690002,783900,102.493037
"159",103.370003,103.889999,103.010002,103.290001,755900,102.097653
"160",102.790001,103.150002,102.239998,102.57,604800,101.385963
"161",102.970001,103.400002,101.559998,101.589996,1092500,100.417273
"162",101.540001,102.68,100.790001,102.519997,1146100,101.336537
"163",100.309998,101.18,97.800003,97.900002,2861500,96.769874
"164",97.029999,98.690002,96.889999,98.5,2763100,97.362946
"165",98.830002,99.489998,98.129997,99.169998,2618000,98.02521
"166",99.099998,100.389999,98.910004,99.910004,1669200,98.756673
"167",99.75,100.93,99.620003,100.82,967900,99.656165
"168",100.849998,101.419998,100.599998,100.82,1105100,99.656165
"169",100.089996,100.709999,99.809998,100.370003,857600,99.211362
"170",100.959999,101.360001,100.660004,100.730003,1140500,99.567207
"171",100.809998,101.660004,100.779999,101.370003,793100,100.199819
"172",101.389999,101.730003,100.779999,101.629997,1006300,100.456812
"173",101.440002,102.089996,101.199997,102.059998,697800,100.881848
"174",102.269997,102.610001,100.959999,101.160004,1402400,99.992244
"175",101,101.639999,100.699997,101.449997,957800,100.27889
"176",101.459999,101.669998,100.910004,100.959999,771400,99.794548
"177",100.650002,101.059998,99.349998,100.160004,1919800,99.003788
"178",100.220001,100.239998,99.010002,99.349998,1727500,98.203133
"179",99.349998,100.5,99.129997,100.370003,1270100,99.211362
"180",100.129997,100.669998,100.050003,100.120003,992800,98.964248
"181",100.010002,100.959999,99.989998,100.660004,1018700,99.498016
"182",100.43,101.360001,100.400002,100.449997,1109100,99.290433
"183",100.330002,101.510002,100.220001,101.459999,1047100,100.288776
"184",100.93,101.230003,100.300003,101.019997,977200,99.853853
"185",100.480003,100.769997,99.949997,100.110001,1029700,98.954362
"186",100.120003,101.07,100,100.949997,866000,99.784661
"187",100.5,101.349998,99.709999,99.879997,1769200,98.727013
"188",99.910004,100.809998,99.910004,100.440002,771500,99.280554
"189",99.629997,99.809998,98.699997,98.699997,1309600,97.560635
"190",98.489998,99.440002,98.220001,99.25,821000,98.674142
"191",99.830002,100.919998,99.75,100.900002,817900,100.31457
"192",100.540001,100.800003,99.800003,100.309998,1138500,99.727989
"193",100.870003,102.139999,100.589996,101.75,1152200,101.159637
"194",101.160004,101.940002,100.800003,101.699997,791200,101.109924
"195",101.459999,102.580002,100.18,102.150002,1539700,101.557318
"196",102.139999,102.449997,101.599998,102.199997,980900,101.607023
"197",102.209999,103.400002,102.089996,103.129997,2169000,102.531627
"198",103.190002,103.970001,102.75,102.75,1507700,102.153835
"199",102.419998,102.82,101.769997,101.779999,673700,101.189462
"200",101.639999,101.910004,100.599998,100.599998,732000,100.016308
"201",100.32,100.519997,99.769997,99.910004,1311900,99.330316
"202",100,100.870003,99.919998,100.349998,1246000,99.767758
"203",100.639999,102.110001,100.470001,101.839996,734800,101.249111
"204",101.169998,101.32,100.470001,101.099998,1497100,100.513407
"205",101.330002,101.830002,100.419998,101.110001,1185300,100.523351
"206",101.300003,101.580002,100.809998,101.330002,913100,100.742076
"207",100.599998,102.07,100.550003,101.639999,807100,101.050274
"208",101.599998,102.059998,101.010002,101.019997,488200,100.433869
"209",100.5,101.139999,99.870003,100.599998,1590800,100.016308
"210",100.5,100.989998,100.010002,100.480003,993100,99.897009
"211",100.580002,100.830002,100.260002,100.510002,984700,99.926834
"212",100.360001,101.190002,100.360001,100.849998,982700,100.264857
"213",100.75,101.839996,100.540001,101.529999,1015500,100.940912
"214",101.760002,102.040001,101.25,101.349998,826400,100.761956
"215",101.160004,102.129997,100.989998,101.959999,1155000,101.368417
"216",101.379997,101.379997,99.75,100.330002,1883900,99.747878
"217",100.910004,101.68,100.730003,101,1075900,100.413988
"218",100.989998,101.25,99.610001,99.739998,1777400,99.161297
"219",99.760002,99.919998,98.959999,99.300003,1544000,98.723855
"220",99.209999,100.300003,99.18,99.790001,1477300,99.21101
"221",99.629997,100.769997,99.449997,100.410004,1105300,99.827415
"222",100.529999,100.989998,99.040001,99.199997,1337800,98.624429
"223",99.050003,100.199997,98.93,99.970001,1291300,99.389966
"224",99.629997,99.93,98.900002,99.010002,710300,98.435537
"225",98.910004,99.279999,98,98.349998,1531500,97.779362
"226",98.519997,99.269997,98.150002,99.040001,1168200,98.465361
"227",99.25,99.510002,98.959999,99.330002,764600,98.75368
"228",99.379997,99.790001,99.129997,99.5,893500,98.922692
"229",99.489998,99.720001,98.82,99.269997,1259900,98.694023
"230",99.300003,100.160004,99.019997,99.839996,809400,99.260715
"231",100.470001,100.75,100.18,100.43,686200,99.847296
"232",100.120003,100.300003,99.309998,99.559998,979000,98.982341
"233",99.220001,99.220001,98.18,98.480003,1028200,97.908613
"234",98.470001,98.940002,98.089996,98.290001,857400,97.719713
"235",98.949997,99.160004,98.419998,99.129997,536800,98.554836
"236",99.25,99.620003,98.650002,99.029999,717700,98.455417
"237",99.059998,99.599998,98.980003,99.43,522600,98.853098
"238",99.669998,99.889999,99.309998,99.760002,579000,99.181185
"239",99.75,99.870003,99.43,99.620003,570500,99.041998
"240",99.349998,99.720001,99.029999,99.129997,711300,98.554836
"241",99.099998,99.410004,98.309998,98.309998,792900,97.739594
"242",98.059998,98.150002,97.029999,97.32,1344400,96.75534
"243",97.75,98.330002,97.199997,98.120003,849600,97.550701
"244",97.870003,98.339996,97.510002,98.290001,725100,97.719713
"245",98.389999,98.410004,97.419998,97.5,2378300,96.934296
"246",97.739998,98.019997,96.959999,96.989998,1189800,96.427253
"247",96.879997,97.309998,96.5,97.150002,1600300,96.586328
"248",97.410004,97.690002,96.900002,97.269997,1203000,96.705627
"249",96.559998,97.120003,96.07,96.25,1287800,95.691548
"250",97.029999,97.18,95.349998,95.410004,1553300,94.856426
"251",95.440002,95.540001,94.480003,94.559998,1104200,94.011351
"252",94.410004,95.230003,94.349998,94.849998,1079700,94.29967
"253",94.839996,96.629997,94.839996,96.260002,1167500,95.701492
