"","ETR.Open","ETR.High","ETR.Low","ETR.Close","ETR.Volume","ETR.Adjusted"
"187",76.099998,76.099998,74.300003,74.669998,1245100,73.855488
"188",74.839996,75.32,74.459999,74.699997,1031700,73.88516
"189",74.43,75.889999,74.349998,75.480003,1645000,74.656658
"190",75.709999,75.709999,74.410004,74.690002,1108300,73.875274
"191",75.120003,76.690002,75.120003,76.260002,1207800,75.428148
"192",75.739998,75.800003,73.879997,74.650002,1916500,73.83571
"193",74.989998,76.650002,74.989998,76,1076300,75.170982
"194",75.699997,76.360001,75.57,75.970001,929600,75.141311
"195",75.839996,78.650002,75.669998,78.139999,1295400,77.287638
"196",77.949997,78.949997,77.669998,77.940002,2430000,77.089823
"197",78.300003,79.360001,78.040001,79.050003,3037000,78.187716
"198",78.989998,79.150002,78.269997,78.489998,1214800,77.633819
"199",78.18,78.68,77.169998,77.290001,1219600,76.446912
"200",77.690002,78.139999,76.879997,76.940002,1373000,76.100731
"201",76.550003,77.349998,75.900002,76.519997,963400,75.685307
"202",76.459999,77.239998,76.25,76.68,826000,75.843565
"203",76.870003,77.889999,76.370003,77.309998,1193500,76.46669
"204",77.330002,78.080002,76.790001,77.489998,1307900,76.644727
"205",77.309998,77.830002,76.25,77.690002,951800,76.84255
"206",77.57,78.080002,77.279999,77.669998,841400,76.822764
"207",77.919998,79.459999,77.919998,79.410004,1134500,78.543789
"208",79.410004,79.43,78.019997,78.110001,832100,77.257967
"209",78.019997,78.199997,77.080002,77.959999,1040800,77.109602
"210",77.779999,78.169998,76.690002,77.010002,1130100,76.169967
"211",77.419998,78.389999,77.099998,78.089996,594400,77.238181
"212",77.690002,78.099998,77.220001,77.279999,566600,76.437019
"213",77.550003,78.07,77.169998,77.779999,604800,76.931565
"214",77.779999,78.769997,77.779999,77.809998,638000,76.961236
"215",77.730003,77.949997,76.68,77.360001,849000,76.516148
"216",77.07,77.839996,77.019997,77.290001,1118100,76.446912
"217",77.57,78.940002,77.529999,78.360001,862200,77.50524
"218",78.43,79.099998,77.870003,78.059998,1194700,77.208509
"219",78.230003,78.360001,77.110001,77.870003,957600,77.020587
"220",77.860001,79.220001,77.68,78.57,941200,77.712948
"221",78.489998,79.839996,78.099998,79.139999,1407500,78.27673
"222",79.410004,79.410004,77.809998,78.139999,1114100,77.287638
"223",77.93,79.220001,77.580002,79.019997,1365600,78.158036
"224",77.610001,78.690002,76.769997,78.400002,1867300,77.544804
"225",78.339996,78.339996,76.639999,77.18,1249800,76.338111
"226",77.199997,77.419998,76.589996,77.190002,894400,76.348004
"227",77.18,78.459999,77,77.82,905900,76.971129
"228",77.449997,77.919998,75.43,75.550003,1284700,74.725894
"229",75.610001,76.230003,74.879997,75.779999,1390900,74.953381
"230",76.209999,76.949997,75.769997,76.470001,1139200,75.635857
"231",77.139999,77.589996,75.989998,76.400002,1279700,75.566621
"232",76.400002,76.730003,76.010002,76.089996,1859700,75.259997
"233",75.010002,75.139999,73.949997,74.230003,1779900,74.230003
"234",74.57,75.220001,73.5,73.760002,1585400,73.760002
"235",74.059998,74.650002,73.900002,74.230003,1156100,74.230003
"236",74.489998,75.300003,74.339996,74.980003,1501400,74.980003
"237",74.620003,75.389999,74.580002,75.279999,733800,75.279999
"238",75.029999,76.269997,74.75,76.209999,1161000,76.209999
"239",76.110001,76.610001,75.779999,76.040001,1107500,76.040001
"240",76.080002,76.400002,75.660004,76.120003,830600,76.120003
"241",75.919998,76.279999,75.379997,76.040001,659300,76.040001
"242",76.080002,76.300003,74.949997,75.480003,1278400,75.480003
"243",75.699997,76.559998,75.550003,76.410004,1134100,76.410004
"244",76.239998,76.82,75.93,76.550003,1068500,76.550003
"245",76.550003,77.080002,76.290001,76.470001,1035900,76.470001
"246",76.540001,77.160004,76.43,76.580002,1128800,76.580002
"247",75.910004,76.309998,74.580002,75.110001,1417700,75.110001
"248",74.839996,75.209999,73.370003,73.830002,2045800,73.830002
"249",73.510002,74.480003,73.389999,73.760002,1024800,73.760002
"250",73.040001,73.040001,71.93,72.120003,1232900,72.120003
"251",72.239998,72.589996,71.959999,71.980003,1061800,71.980003
"252",72.629997,72.629997,70.879997,70.900002,1454000,70.900002
"253",71.330002,71.739998,70.639999,70.709999,2694500,70.709999
