"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"127",662.099976,662.349976,653.5,657.030029,289300,657.030029
"128",654.5,658.640015,645.530029,657.090027,412500,657.090027
"129",657,663.179993,647.799988,650.039978,307100,650.039978
"130",652.5,659.640015,651.950012,654.390015,269700,654.390015
"131",653.650024,662.98999,652.710022,657.669983,288500,657.669983
"132",658.5,661.330017,645.659973,648.830017,434100,648.830017
"133",648.830017,649.109985,632.429993,633.52002,414800,633.52002
"134",635,651.580017,635,649.150024,338300,649.150024
"135",655.48999,658.5,645.859985,655.599976,320200,655.599976
"136",658.73999,659,648.23999,651.419983,392400,651.419983
"137",652.309998,669.099976,652.289978,667.659973,380600,667.659973
"138",670,671.960022,665.390015,669.210022,225400,669.210022
"139",668.530029,676.679993,667.799988,672.789978,136900,672.789978
"140",672.76001,679.75,672.320007,678.059998,212000,678.059998
"141",675.75,696.559998,675.5,692.690002,504300,692.690002
"142",691.349976,693,680.419983,684.909973,268900,684.909973
"143",685.549988,693.960022,683.429993,684.51001,302500,684.51001
"144",686,687.469971,671.01001,678.400024,324800,678.400024
"145",678.400024,679.919983,664.200012,667.690002,374400,667.690002
"146",666.789978,672,653.77002,664.380005,609400,664.380005
"147",668.400024,694.849976,668.400024,694.26001,685600,694.26001
"148",702.5,727.969971,702.5,719.98999,1169900,719.98999
"149",721.849976,722.169983,711.960022,714.27002,404300,714.27002
"150",718.890015,719,709.47998,711.700012,276800,711.700012
"151",715.73999,724.47998,707.159973,714.059998,348100,714.059998
"152",703.210022,713.02002,700,709.73999,318600,709.73999
"153",709,715.099976,698.109985,700.780029,344600,700.780029
"154",696.570007,712.22998,696.570007,711.109985,316100,711.109985
"155",714.890015,716,702.5,705.780029,340900,705.780029
"156",704.400024,710.52002,702.059998,703.890015,307500,703.890015
"157",706.809998,715.179993,703.539978,713.440002,301300,713.440002
"158",715.47998,721,713,713.690002,324600,713.690002
"159",715.340027,725.859985,712.369995,723.429993,227700,723.429993
"160",718.380005,724.830017,716,721.330017,275600,721.330017
"161",722.969971,726.97998,710.640015,711.98999,244500,711.98999
"162",715.549988,717.150024,708.820007,714.530029,273700,714.530029
"163",714.640015,716.97998,707.719971,709.840027,385100,709.840027
"164",713.549988,716.440002,700.01001,712.549988,467900,712.549988
"165",716.5,726.630005,710,726.630005,1364200,726.630005
"166",680.280029,686.719971,667.150024,676,2474700,676
"167",679.799988,679.98999,670.030029,670.909973,830300,670.909973
"168",677,677.890015,657.97998,659.919983,864100,659.919983
"169",655.780029,658.070007,647.280029,648.01001,646500,648.01001
"170",652,666.25,648.929993,665.030029,734500,665.030029
"171",666.359985,676.75,664,669.640015,528200,669.640015
"172",671.080017,672.23999,665.26001,670.289978,288500,670.289978
"173",671.669983,678.169983,667.130005,674.890015,377400,674.890015
"174",674.460022,677.669983,669.299988,670.929993,280300,670.929993
"175",669.960022,674.950012,669,674.570007,297000,674.570007
"176",674.599976,682.52002,672.23999,673.280029,295400,673.280029
"177",670.590027,674.679993,669.380005,674,265600,674
"178",673.469971,679.719971,670,671.169983,215200,671.169983
"179",670.150024,673.219971,666.52002,667.909973,235800,667.909973
"180",670.299988,678.940002,668.719971,675.52002,378800,675.52002
"181",675,678.890015,669.140015,670.289978,281900,670.289978
"182",670.5,673.590027,664.969971,664.969971,440600,664.969971
"183",664.969971,673.299988,663.049988,670.859985,398700,670.859985
"184",670.380005,672.26001,664.559998,668.429993,264200,668.429993
"185",664.599976,667,659.25,664.159973,306000,664.159973
"186",667.159973,671.590027,666.200012,670.48999,249600,670.48999
"187",666.919983,666.919983,657.609985,658.679993,381600,658.679993
"188",658.01001,662.97998,653.369995,660.340027,321300,660.340027
"189",657.140015,658.330017,652.299988,654.73999,240400,654.73999
"190",658.679993,667.799988,658.289978,660.77002,350900,660.77002
"191",662.530029,671.590027,662.330017,670.390015,276600,670.390015
"192",668,677.640015,667.51001,674.51001,358500,674.51001
"193",676.090027,682.5,676.090027,678.880005,275000,678.880005
"194",677,678.460022,671.01001,672,305600,672
"195",669.26001,674.630005,662.700012,673.280029,476700,673.280029
"196",673.969971,681.179993,671,680.669983,390700,680.669983
"197",684.960022,689.22998,682.440002,686.650024,457300,686.650024
"198",685.650024,692.429993,682.830017,687.340027,279800,687.340027
"199",686.5,689.710022,680.409973,680.809998,332000,680.809998
"200",680,683.130005,665.73999,665.969971,369800,665.969971
"201",662.27002,664.869995,658.070007,658.820007,370200,658.820007
"202",660.51001,668.640015,658.01001,662.719971,286000,662.719971
"203",668.070007,669.01001,651.5,655.359985,419900,655.359985
"204",653.820007,659.26001,650.539978,650.539978,331400,650.539978
"205",650,653.02002,644.059998,652.530029,404600,652.530029
"206",653,656.059998,648.880005,652.390015,308000,652.390015
"207",648.47998,663.289978,648,660.02002,284200,660.02002
"208",659.419983,664.289978,654.73999,658.460022,323800,658.460022
"209",658.460022,662.700012,652.5,654.549988,548800,654.549988
"210",653.789978,654.5,648.570007,651.719971,375400,651.719971
"211",666.099976,685,665,683.02002,1194400,683.02002
"212",680.700012,687.73999,677,683.72998,514400,683.72998
"213",681.159973,687.200012,676.140015,677.849976,438100,677.849976
"214",683.26001,687.76001,675.590027,677.599976,362900,677.599976
"215",678,684,677.119995,681.549988,339600,681.549988
"216",678.789978,685.22998,673.049988,683.950012,519600,683.950012
"217",686.77002,688.549988,682.630005,686.929993,435800,686.929993
"218",691.400024,699.030029,689,692.52002,1883300,692.52002
"219",655.130005,656.98999,635.25,641.22998,3776600,641.22998
"220",641.97998,643.47998,635.25,635.599976,1094300,635.599976
"221",638.580017,639.72998,634.130005,637.5,793700,637.5
"222",640.130005,646.219971,636.090027,643.75,759400,643.75
"223",643.75,646.969971,636.440002,639.580017,634200,639.580017
"224",637.700012,638.700012,626.75,630.070007,789400,630.070007
"225",631.98999,635,619.719971,621.340027,563400,621.340027
"226",628.960022,634,626.919983,634,523500,634
"227",636.690002,641.960022,633.330017,633.570007,318100,633.570007
"228",631.840027,634.950012,625.190002,625.669983,420800,625.669983
"229",625.330017,627.820007,618.469971,627.22998,517900,627.22998
"230",627,633.409973,625.390015,628.820007,317900,628.820007
"231",636,637.700012,632.049988,633.820007,441700,633.820007
"232",630.330017,637.5,628.320007,635.669983,416400,635.669983
"233",630.5,637.669983,627.359985,635.549988,290100,635.549988
"234",636,639.5,634.049988,635.320007,325600,635.320007
"235",636.030029,638.590027,630.859985,634.530029,360400,634.530029
"236",634.75,636.440002,629.049988,632.369995,437700,632.369995
"237",632.559998,636.710022,631.049988,636.099976,404000,636.099976
"238",637.440002,639.880005,631.5,636.75,379800,636.75
"239",632.929993,635.900024,627.01001,628.23999,519200,628.23999
"240",628.330017,633.73999,625.030029,633.359985,438700,633.359985
"241",635,635,625.780029,626.440002,550300,626.440002
"242",624.669983,626.380005,618.710022,622.159973,477500,622.159973
"243",623.159973,624.5,612.26001,612.5,744400,612.5
"244",617.5,636,616.859985,629.419983,893100,629.419983
"245",628,628.400024,613.580017,615.52002,788000,615.52002
"246",615.01001,619,612.599976,614.900024,396100,614.900024
"247",613.099976,616.75,610,610.570007,371000,610.570007
"248",609,613.25,608,610.890015,395300,610.890015
"249",606.099976,613.950012,603.01001,611.570007,507800,611.570007
"250",608.159973,614.900024,601.530029,613.799988,792900,613.799988
"251",611.929993,612.919983,607.77002,608.119995,437000,608.119995
"252",606.969971,608.710022,605.159973,605.789978,337900,605.789978
"253",605.640015,609.5,605.640015,608.669983,224800,608.669983
