"","ARG.Open","ARG.High","ARG.Low","ARG.Close","ARG.Volume","ARG.Adjusted"
"162",112.720001,113.489998,111.699997,113.080002,404100,111.887841
"163",112.110001,113.580002,112.110001,112.639999,614600,111.452477
"164",113.339996,114.339996,112.209999,114.18,498600,112.976243
"165",112.779999,114.599998,111.669998,113.040001,655400,111.848262
"166",111.050003,114,111.050003,112.099998,501700,110.91817
"167",112.589996,115.940002,112.589996,115.889999,540200,114.668214
"168",115.910004,116.449997,114.900002,115.330002,483300,114.11412
"169",115,115.339996,113.489998,113.980003,319400,112.778354
"170",114.489998,114.989998,113.330002,114.540001,284100,113.332448
"171",114.25,114.910004,113.769997,114.5,207000,113.292869
"172",114.739998,114.839996,113.459999,113.989998,535300,112.788243
"173",114.230003,115.349998,113.919998,115.269997,329800,114.054748
"174",114.660004,116.089996,113.900002,115.940002,463600,114.71769
"175",115.900002,116.489998,115.290001,116.330002,267200,115.103578
"176",115.839996,116.879997,115.839996,116.519997,421700,115.291569
"177",116.519997,118.129997,115.290001,117.470001,1194600,116.231558
"178",117.029999,117.889999,116.550003,117.239998,309400,116.00398
"179",117.330002,117.459999,116.830002,117.080002,209200,115.845671
"180",117,117.760002,116.879997,117.309998,284200,116.073242
"181",117.410004,117.419998,116.470001,117.139999,254400,115.905036
"182",117.5,117.800003,116.239998,117.220001,413400,115.984194
"183",117.220001,119,116.639999,118.900002,411800,117.646483
"184",118.540001,118.540001,116.209999,116.720001,626400,115.489465
"185",116.040001,116.199997,114.190002,116.139999,739600,114.915578
"186",116.540001,116.540001,115.510002,116.230003,422300,115.004633
"187",115.68,116.309998,114.959999,115.790001,526000,114.56927
"188",115.709999,117.099998,115.150002,116.68,607100,115.449886
"189",115.769997,116.089996,114.389999,114.650002,579800,113.441289
"190",114.089996,114.629997,113.68,113.889999,369100,113.232498
"191",114.290001,115.639999,113.760002,115.489998,292300,114.823259
"192",115.220001,115.220001,114.059998,114.839996,474600,114.17701
"193",115.129997,115.75,114.610001,115.379997,439500,114.713894
"194",115.099998,115.139999,113.980003,114.669998,335600,114.007994
"195",114.400002,115.970001,113.559998,115.300003,751300,114.634361
"196",114.519997,114.93,112.669998,113.010002,653000,112.357581
"197",108.690002,109.199997,107.07,107.279999,1840900,106.660658
"198",106.360001,107.059998,104.760002,105.309998,1136000,104.70203
"199",105.389999,106.650002,105.389999,105.480003,961800,104.871054
"200",105.860001,106.209999,104.360001,104.370003,529800,103.767461
"201",104.370003,104.580002,103.620003,103.889999,576800,103.290229
"202",104.220001,104.489998,102.669998,104.290001,819800,103.687921
"203",105.169998,107.419998,104.989998,107.169998,730700,106.551292
"204",106.830002,107.410004,105.970001,106.110001,697400,105.497414
"205",106.099998,106.309998,104.550003,105.089996,994900,104.483298
"206",105.510002,106.07,104.959999,105.779999,462600,105.169317
"207",105.639999,106.449997,104.879997,105.900002,433600,105.288627
"208",105.900002,106.57,105.730003,106.040001,403200,105.427819
"209",106.529999,106.830002,105.839996,106.709999,534300,106.093949
"210",106.919998,107.150002,106.25,106.690002,544100,106.074067
"211",106.809998,107.139999,106.32,106.57,266800,105.954758
"212",106.5,106.949997,105.599998,105.75,269000,105.139492
"213",105.75,106.25,105.120003,105.389999,522700,104.78157
"214",105.879997,106.410004,105.410004,105.480003,406300,104.871054
"215",105.470001,105.919998,104.650002,105.160004,440200,104.552902
"216",104.900002,105.699997,104.230003,104.739998,469900,104.135321
"217",105.419998,106.050003,105.080002,105.559998,380500,104.950586
"218",105.529999,105.660004,104.769997,104.949997,418500,104.344107
"219",105.18,105.510002,104.099998,104.940002,972100,104.33417
"220",104.959999,105.610001,104.769997,104.949997,477400,104.344107
"221",104.949997,105.620003,104.809998,105.510002,632500,104.900879
"222",105.940002,106.400002,105.580002,105.919998,733000,105.308509
"223",105.449997,105.910004,104.480003,105.239998,458800,104.632434
"224",104.489998,104.980003,104.099998,104.330002,725600,103.727691
"225",105.25,106.379997,101.199997,101.279999,1159700,100.695296
"226",101.510002,102.650002,101.510002,102.07,657300,101.480737
"227",102.07,103.059998,101.790001,102.230003,455900,101.639817
"228",102.050003,102.779999,101.389999,101.730003,445500,101.142703
"229",101.949997,102.629997,100.580002,100.839996,610900,100.257834
"230",100.610001,101.339996,100.360001,101.010002,655900,100.426859
"231",101.900002,102.18,100.800003,100.870003,1045900,100.287667
"232",100.529999,101.300003,100.529999,100.629997,571500,100.049047
"233",100.470001,100.769997,99.610001,100.290001,546600,99.711014
"234",100.339996,101.470001,100.110001,101.080002,975700,100.496454
"235",101.730003,103.260002,101.419998,103,907100,102.405368
"236",103.110001,103.160004,102.419998,103.040001,1087700,102.445138
"237",103.040001,104.050003,102.760002,103.870003,735000,103.270348
"238",103.959999,104.199997,103.419998,103.620003,425900,103.021791
"239",103.790001,104.370003,103.440002,103.82,507700,103.220634
"240",103.540001,104.050003,103.029999,104,416300,103.399595
"241",104.160004,104.5,103.470001,104.269997,656600,103.668033
"242",103.949997,104.129997,102.599998,103.230003,947400,102.634043
"243",102.889999,104.010002,102.699997,103.709999,442200,103.111268
"244",104.830002,105.769997,104.040001,104.300003,632800,103.697866
"245",103.220001,103.480003,101.470001,101.940002,872400,101.35149
"246",102.029999,103.139999,101.559998,102.760002,528300,102.166756
"247",102.400002,104.010002,102.400002,103.349998,450700,102.753346
"248",103.589996,104.790001,103.25,104.779999,693900,104.175091
"249",104.040001,104.410004,103.519997,104,623400,103.399595
"250",103.559998,104.18,103.040001,103.660004,561000,103.061561
"251",103.389999,103.889999,102.93,102.980003,399400,102.385487
"252",103.169998,103.959999,102.900002,103.519997,675100,102.922363
"253",103.639999,104.220001,103.449997,103.93,457300,103.329999
