"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"90",175.369995,181.139999,173.009995,180.5,3388200,89.408997
"91",173.899994,183.5,171.559998,181.830002,4098600,90.067801
"92",184.639999,188.369995,183.649994,187.25,3454600,92.752547
"93",187.779999,191.270004,186.770004,191.179993,2413200,94.699232
"94",191.949997,196.279999,191.949997,196.039993,2398800,97.106588
"95",197.259995,198.5,193.300003,193.710007,2937400,95.952451
"96",195.970001,196.570007,194.110001,194.899994,1712000,96.5419
"97",194.860001,196.110001,192.619995,195.850006,1615000,97.01248
"98",193.160004,193.839996,191.199997,192.600006,2100200,95.402623
"99",194.770004,196.860001,193.960007,195.389999,2245800,96.78462
"100",195.009995,195.429993,190.779999,192.050003,3746800,95.130184
"101",191.339996,193.440002,190.779999,192.350006,1368200,95.278788
"102",194.789993,204.5,193.550003,203.690002,5398200,100.895949
"103",204.050003,204.779999,199.880005,200.369995,2409200,99.251415
"104",200.25,200.789993,197.270004,198.470001,1712600,98.31027
"105",200.419998,205.460007,199.649994,205.25,2963400,101.66868
"106",205,206.259995,203.160004,206.089996,1990200,102.419096
"107",203.059998,207.490005,203.059998,206.899994,1819400,102.821634
"108",206.570007,207.330002,205.339996,206.270004,1232000,102.508553
"109",206.25,207.009995,204.710007,205.259995,1409600,102.006615
"110",205.240005,205.589996,203.160004,203.899994,2076600,101.330745
"111",204.229996,206.990005,203.009995,205.229996,1980000,101.991707
"112",205.110001,206.350006,203.470001,203.899994,1606400,101.330745
"113",204,206.369995,203.410004,205.330002,1093200,102.041406
"114",204.949997,208.75,204.350006,208.5,1803000,103.616778
"115",208.690002,211.080002,208.020004,210.660004,2718600,104.69022
"116",209.839996,212.880005,209.610001,212.660004,1405800,105.684146
"117",215.039993,217.729996,213.699997,215.350006,2580800,107.020977
"118",215.600006,216.539993,214.449997,215.570007,2368000,107.13031
"119",215.179993,217.440002,215.179993,215.399994,1364000,107.04582
"120",215.149994,217.130005,214.550003,216.949997,909200,107.816114
"121",218.300003,219.539993,216.479996,218.820007,1286400,108.74544
"122",217.460007,220.779999,216.789993,219.869995,3195800,109.267245
"123",221.210007,222.240005,217.949997,219.130005,1815200,108.899497
"124",219.600006,223.630005,219.130005,223.259995,1591600,110.951949
"125",223.110001,225.169998,222.460007,223.710007,2052800,111.175588
"126",223.899994,225.449997,222.449997,222.850006,1527800,110.7482
"127",222.399994,223.949997,221.669998,222.839996,1805200,110.743225
"128",221.009995,225.789993,221.009995,225.690002,1781200,112.159573
"129",225.610001,225.610001,220.479996,220.850006,1528000,109.754274
"130",220.860001,224.309998,220.470001,222.600006,1498800,110.623959
"131",221.639999,222.410004,219.759995,219.820007,2742000,109.242403
"132",221.020004,222.470001,216.229996,218.110001,2577400,108.392592
"133",216.289993,221.330002,216.039993,216.660004,1945000,107.671998
"134",217.089996,223.039993,216.690002,222.259995,1943000,110.454986
"135",224.429993,227.100006,222.910004,227.009995,1510200,112.81556
"136",228.080002,229.600006,227.009995,227.899994,2125800,113.257857
"137",228.639999,230.029999,227.330002,229.600006,1643600,114.1027
"138",230.179993,232.160004,230,231.070007,1018800,114.833236
"139",231.5,231.839996,230.380005,231.119995,541600,114.858078
"140",231.380005,232.789993,230.589996,231.589996,605000,115.091651
"141",230.910004,233.160004,230.610001,232.460007,868600,115.524014
"142",231.529999,232.610001,231.130005,231.660004,843200,115.126442
"143",232.25,233.669998,231.020004,231.149994,1267200,114.872986
"144",231.149994,232.339996,227.589996,229.399994,888600,114.003301
"145",227.059998,227.75,222.589996,223.479996,1931800,111.061281
"146",224.710007,225.300003,219.809998,222.929993,1710600,110.78795
"147",222.979996,224.699997,221.389999,223.919998,2366400,111.279946
"148",226.240005,230.690002,224.929993,229.880005,2075800,114.241849
"149",230.229996,230.770004,225.75,226.970001,1599000,112.795685
"150",227,228.050003,224.830002,226.25,1438800,112.437871
"151",227.410004,230.240005,224.470001,226.990005,1656400,112.805626
"152",224.320007,227.039993,222.529999,226.970001,2555800,112.795685
"153",226.970001,233.979996,224.770004,226.199997,3105000,112.413021
"154",226.070007,230.899994,225.059998,230.380005,1886400,114.49033
"155",231.089996,232,226.160004,228.160004,2082000,113.387072
"156",227.470001,229.619995,226.210007,228.029999,1469000,113.322464
"157",228.710007,231.960007,226.309998,231.350006,1175400,114.972385
"158",231,231,227.770004,227.809998,952200,113.213132
"159",227.100006,228.149994,225.210007,227.820007,1002200,113.218106
"160",226,228.029999,224.259995,225.960007,1246400,112.293755
"161",226.130005,227.710007,221.240005,221.740005,1411200,110.19657
"162",222,226.070007,220.309998,225.710007,1528800,112.169514
"163",222.740005,226.059998,222.740005,222.880005,2708400,110.763108
"164",221.25,224.240005,219.880005,223.729996,1589600,111.185522
"165",226.429993,227.75,223.839996,226.899994,1328000,112.760894
"166",226.600006,228.940002,225.009995,227.449997,1100000,113.034225
"167",228.960007,231.229996,227.830002,230.369995,1352800,114.485356
"168",230.179993,232,229.110001,230.860001,1136800,114.72887
"169",230.360001,230.860001,226.179993,226.820007,1741800,112.721143
"170",229.179993,229.449997,225.899994,228.240005,1005000,113.42683
"171",227.919998,229.199997,226.910004,228.220001,776000,113.416888
"172",230.259995,233.589996,229.119995,233.029999,1624800,115.807279
"173",233.690002,236.850006,233.100006,236.770004,1251200,117.665923
"174",234.300003,236.979996,233.509995,235.850006,1739200,117.208718
"175",234.300003,236.380005,233.229996,236.240005,1144000,117.737
"176",234.479996,237.139999,234.020004,235.5,948800,117.368196
"177",234.630005,237.199997,232.100006,236.639999,1347400,117.936348
"178",235.210007,237.100006,234.820007,236.490005,1347600,117.861594
"179",236.850006,237.199997,235.509995,236.770004,994800,118.00114
"180",236,237.410004,235.169998,235.669998,1086200,117.45292
"181",235.240005,236.809998,234.660004,235.839996,967600,117.537643
"182",235.869995,236.960007,234.100006,235.380005,1394800,117.308393
"183",235.380005,237.75,235.380005,237.699997,1454800,118.464628
"184",236.889999,236.979996,233.830002,234.539993,1237600,116.88975
"185",233.119995,237.899994,232.210007,235.339996,1687000,117.288454
"186",235.830002,236.270004,234.119995,235.449997,974400,117.343276
"187",233.369995,234.770004,231.649994,231.970001,1090000,115.60892
"188",232.440002,233.720001,231.520004,232.289993,1418600,115.768397
"189",229.929993,230.119995,227.639999,227.669998,1606800,113.46589
"190",227.820007,228.149994,225.009995,225.179993,1594200,112.224924
"191",225.389999,229.830002,225.110001,229.699997,986400,114.477598
"192",228.710007,229.490005,226.339996,227.910004,1181600,113.585504
"193",228.740005,230.25,228.029999,230.080002,1091200,114.666985
"194",228.470001,229.539993,226.130005,227.259995,1116200,113.261553
"195",225.910004,232.160004,223,229.639999,2110200,114.447697
"196",228.169998,228.970001,225.850006,226.169998,1015800,112.718322
"197",227.339996,230.25,225.779999,229.059998,1555000,114.158636
"198",228.729996,229.820007,226.419998,226.429993,1290200,112.847898
"199",226.389999,227.869995,225.490005,225.490005,1172800,112.379428
"200",225.789993,227.029999,222.279999,222.460007,1306800,110.869341
"201",220.589996,222.5,220.050003,221.300003,1125200,110.29122
"202",222.020004,224,220.929993,222.960007,1222800,111.11853
"203",224.300003,226.050003,223.149994,224.490005,1265200,111.881049
"204",222.929993,226.399994,222.160004,225.539993,1837000,112.404341
"205",225.350006,225.960007,222.350006,224.460007,1623600,111.866098
"206",223.419998,225.270004,222.929993,223.580002,1421000,111.427523
"207",222.660004,224.970001,222,224.220001,1100600,111.746485
"208",224.039993,226.330002,223.410004,224.899994,1187400,112.085379
"209",224.320007,226.660004,224.320007,226.130005,1620000,112.69839
"210",226.369995,228.520004,225.419998,228.339996,1177200,113.799803
"211",229,229.899994,227.029999,229.5,1408600,114.377924
"212",229.350006,230.75,228.419998,229.589996,1344600,114.422776
"213",229.410004,229.720001,226.919998,227.960007,1281200,113.610424
"214",228.740005,229.089996,226.520004,227.270004,1849800,113.266541
"215",233.029999,233.110001,226.570007,226.75,2492600,113.007382
"216",225.130005,228.009995,224.350006,226.610001,2211800,112.93761
"217",228.039993,228.940002,225.470001,227.679993,1912000,113.470871
"218",228.210007,228.279999,225.570007,227.050003,1181400,113.156898
"219",227.160004,228.399994,225.490005,226.399994,872200,112.832947
"220",226.080002,226.860001,225.369995,225.880005,854600,112.573795
"221",225.869995,226.809998,222.5,223.309998,1729600,111.292958
"222",223.460007,223.960007,220.380005,220.850006,2169400,110.066951
"223",220.529999,221.339996,218.600006,220.759995,1957200,110.022091
"224",219.699997,222.330002,219.130005,222.169998,1753400,110.724807
"225",220.479996,223.169998,220.020004,221.559998,2217800,110.420795
"226",221.729996,224.809998,221.160004,224.550003,1515600,111.910951
"227",224.880005,226,224.570007,225.029999,1090800,112.15017
"228",226.5,226.979996,221.410004,221.580002,1420800,110.430765
"229",222.660004,222.800003,220.660004,222.050003,1411400,110.665004
"230",221.5,225.759995,220.679993,224.910004,2165000,112.455002
"231",227.779999,230.520004,226.800003,229.050003,1585200,114.525002
"232",228.529999,230.179993,227.210007,227.330002,1722000,113.665001
"233",226.509995,227.320007,224.419998,224.490005,1247600,112.245003
"234",224.509995,225.800003,222.5,225.399994,1544600,112.699997
"235",227.229996,229,226,228.800003,1527400,114.400002
"236",228.679993,231.779999,227.839996,231.699997,1263000,115.849998
"237",231.699997,231.699997,229.5,230.929993,1842600,115.464996
"238",230.880005,231.910004,229.389999,229.990005,1481600,114.995003
"239",230,230.779999,228.229996,228.929993,1284800,114.464996
"240",228.320007,230.229996,228.240005,229.229996,664400,114.614998
"241",228.639999,230.320007,228.639999,229.190002,742800,114.595001
"242",228.419998,229.179993,225.75,226.720001,1470800,113.360001
"243",227.520004,229.649994,227.220001,229.139999,1433800,114.57
"244",228.289993,230.130005,227.350006,229.820007,1230800,114.910004
"245",229.270004,230.320007,228.039993,228.889999,1199800,114.445
"246",228.169998,230.259995,227.279999,229.029999,903400,114.514999
"247",228.669998,229.910004,227.009995,228.25,768600,114.125
"248",229.330002,230.100006,228.020004,229.990005,1114000,114.995003
"249",228.929993,230.25,228.240005,228.770004,1406600,114.385002
"250",227.919998,229.160004,226.470001,228.630005,1045800,114.315002
"251",228.410004,228.570007,227.210007,228.100006,1051000,114.050003
"252",228.479996,230.289993,227.600006,229.25,1070600,114.625
"253",230.429993,232.990005,230.009995,231.880005,1979400,115.940002
