"","AXP.Open","AXP.High","AXP.Low","AXP.Close","AXP.Volume","AXP.Adjusted"
"69",87.160004,88.699997,86.879997,88.360001,5946200,87.220189
"70",88.610001,89.559998,88.330002,89.07,4460700,87.921029
"71",89.330002,90.589996,89.309998,90.099998,4309800,88.937741
"72",90.68,90.68,89.419998,89.699997,7118600,88.5429
"73",89.580002,90.089996,88.900002,88.989998,3134700,87.842059
"74",88.550003,89.260002,88.230003,88.309998,3711000,87.170831
"75",88.470001,88.650002,87.870003,88.519997,5089900,87.378121
"76",88.510002,88.82,86.760002,86.760002,5648000,85.64083
"77",87.160004,88.669998,86.949997,88.370003,4480300,87.230062
"78",87.629997,88.029999,87.139999,87.949997,3304100,86.815474
"79",88.199997,88.32,87.349998,87.540001,3867100,86.410767
"80",86.900002,87.309998,85.510002,85.809998,4777800,84.955402
"81",86.389999,86.5,85.059998,85.870003,4216800,85.01481
"82",86.660004,87.309998,86.220001,87.160004,4601400,86.291963
"83",87.68,87.970001,86.760002,87.029999,3147300,86.163253
"84",86.449997,86.449997,85.330002,85.349998,3905000,84.499984
"85",85.410004,87.470001,85,87.410004,4238200,86.539473
"86",87.330002,87.980003,85.82,85.889999,5394400,85.034607
"87",85.779999,86.699997,84.989998,84.989998,4226400,84.143569
"88",84.760002,85.25,82.610001,82.779999,5072300,81.955579
"89",83.269997,83.389999,82.510002,82.739998,6165000,81.915977
"90",81.300003,81.790001,78.410004,80.93,9155600,80.124005
"91",80.290001,81.470001,78.809998,80.239998,9159300,79.440875
"92",80.910004,84.519997,80.900002,82.580002,9175000,81.757574
"93",82.790001,84.099998,82.629997,84.010002,5231100,83.173333
"94",84.699997,85.660004,84.440002,85.639999,4847100,84.787097
"95",85.620003,85.870003,83.93,83.959999,5182200,83.123828
"96",85.129997,85.849998,84.870003,85.610001,5000300,84.757397
"97",85.690002,86.43,85.589996,86.400002,3608000,85.53953
"98",86.010002,86.75,85.760002,86.629997,3610100,85.767235
"99",87.07,88.010002,86.959999,88.010002,3598400,87.133496
"100",88.239998,88.989998,87.650002,88.339996,4592500,87.460204
"101",88.589996,89.489998,88.199997,88.739998,5069300,87.856222
"102",89.940002,90.599998,89.370003,89.949997,6848600,89.05417
"103",90.32,91.209999,90.220001,90.849998,3707900,89.945209
"104",90.620003,91.43,90.5,91.379997,3163100,90.469929
"105",91.760002,92.449997,91.760002,92.419998,3617600,91.499573
"106",92.129997,92.199997,91.110001,91.580002,6005800,90.667942
"107",91.709999,92.480003,91.230003,92.260002,3669200,91.34117
"108",92.209999,92.43,91.849998,92.400002,2938700,91.479775
"109",92.279999,92.589996,91.489998,91.739998,2719800,90.826344
"110",91.160004,91.669998,91.099998,91.550003,3825200,90.638242
"111",91.699997,91.699997,90.940002,91.07,3637900,90.163019
"112",91.07,91.239998,90.349998,90.669998,2361600,89.767001
"113",90.239998,90.260002,89.650002,90.129997,2620500,89.232378
"114",90.209999,90.93,90.029999,90.580002,2175500,89.677901
"115",90.300003,90.760002,90.019997,90.5,2661200,89.598696
"116",89.830002,90.910004,89.82,90.620003,2825700,89.717504
"117",91.660004,91.68,90.300003,90.389999,4039200,89.489791
"118",90.800003,91.169998,90.209999,91.040001,3459500,90.133319
"119",91.199997,91.580002,90.760002,91.400002,3309600,90.489734
"120",91.709999,91.709999,90.93,91.449997,2218200,90.539232
"121",91.610001,92.550003,91.580002,92.419998,3070000,91.499573
"122",92.07,92.629997,91.660004,92.139999,3343000,91.222362
"123",92.599998,93,92.32,93,3108100,92.073798
"124",92.610001,93.120003,91.050003,91.25,5911100,90.341227
"125",91.849998,91.849998,91.190002,91.830002,3991000,90.915452
"126",92.290001,92.860001,92.050003,92.650002,2872600,91.727285
"127",92.68,93.889999,92.400002,93.559998,4467600,92.628218
"128",92.190002,93.400002,91.980003,93.360001,4069100,92.430213
"129",92.860001,93.690002,92.559998,92.75,4658000,91.826288
"130",93.110001,94.620003,92.949997,93.129997,4419100,92.202501
"131",92.400002,93.019997,90.940002,91,4480300,90.093716
"132",91.440002,91.580002,89.150002,90.040001,4766700,89.143278
"133",89.370003,90.790001,88.190002,88.239998,4948800,87.361201
"134",88.559998,90.57,88.339996,90.440002,5204400,89.539296
"135",91.699997,93.209999,91.489998,93.169998,4554200,92.242103
"136",92.959999,93.910004,92.349998,92.900002,7170300,91.974795
"137",92.989998,93.660004,92.830002,93.620003,2910800,92.687626
"138",93.699997,94.279999,93.650002,93.82,2864800,92.885631
"139",93.959999,94.790001,93.959999,94.080002,1321500,93.143044
"140",94.199997,94.800003,94.199997,94.290001,1439900,93.350952
"141",94,94.889999,94,94.269997,1483000,93.331147
"142",94.230003,94.459999,94.029999,94.269997,1425100,93.331147
"143",94.650002,94.75,93,93.040001,2306200,92.113401
"144",93.169998,93.940002,92.139999,93.019997,2437500,92.093595
"145",92.459999,92.779999,90.32,90.559998,3469600,89.658096
"146",90.790001,90.900002,87.940002,88.629997,4800300,87.747317
"147",91.010002,91.010002,89.529999,90.300003,5665200,89.663724
"148",91.440002,91.809998,91,91.580002,3774200,90.934703
"149",91.580002,91.800003,90.239998,90.419998,3681700,89.782873
"150",90.5,90.940002,89.080002,89.5,3230700,88.869358
"151",90.269997,91.139999,88.43,89.230003,3529400,88.601264
"152",87.440002,88.419998,86.25,87.07,6628400,86.45648
"153",87.07,88.029999,84.550003,85.879997,5830900,85.274863
"154",85.540001,86.209999,84.739998,86.040001,6768700,85.433739
"155",86.459999,87.720001,86.419998,87.260002,6364100,86.645144
"156",87.559998,87.720001,86.769997,87.669998,7185700,87.052251
"157",84.5,86.120003,83.5,84.370003,16390100,83.775508
"158",84.43,85.32,83.959999,84.129997,7366100,83.537194
"159",83.779999,84.300003,83.120003,83.300003,6632800,82.713048
"160",82.5,83.279999,82.080002,82.400002,6329500,81.819388
"161",82.800003,83.389999,81.709999,81.730003,7942200,81.154111
"162",82.07,82.330002,81.160004,82,7545900,81.422205
"163",82.120003,82.199997,80.559998,80.690002,7210500,80.121438
"164",80.959999,82.25,80.849998,82.129997,5459300,81.551286
"165",82.580002,83.769997,82.540001,83.730003,5586200,83.140018
"166",83.5,84.470001,83.330002,83.610001,6155700,83.020861
"167",84.25,84.93,84.080002,84.730003,3966600,84.132972
"168",85.110001,86.010002,84.769997,85.010002,5102900,84.410998
"169",84.529999,85.25,84.300003,84.980003,3101300,84.38121
"170",85.599998,85.970001,85.120003,85.839996,3589900,85.235143
"171",85.870003,86.18,85.32,86.010002,4374800,85.403951
"172",80.029999,81.529999,80,80.480003,32653100,79.912919
"173",79.440002,79.75,77.720001,78.080002,34874400,77.529828
"174",77.160004,79.32,77.120003,79.080002,18578300,78.522782
"175",78.720001,80.269997,78.720001,79.779999,13417000,79.217846
"176",79.889999,79.980003,77.559998,78.400002,20858000,77.847573
"177",78.220001,79.879997,78.199997,79.830002,11348700,79.267497
"178",79.989998,80.480003,79.470001,80.300003,6868600,79.734187
"179",80.300003,81.699997,80.260002,80.860001,10951000,80.290238
"180",81.160004,82.25,80.870003,82.169998,8184700,81.591005
"181",83.010002,83.470001,82.410004,83.25,8702800,82.663397
"182",83.25,83.379997,81.519997,81.589996,8121200,81.01509
"183",81.589996,82.209999,81.559998,82.029999,5503100,81.451992
"184",80.989998,81.93,80.900002,81.910004,6856100,81.332843
"185",81.550003,81.559998,80.559998,80.629997,6141000,80.061856
"186",80.660004,81.400002,80.639999,81.150002,5571800,80.578196
"187",80.629997,81.150002,80.059998,80.309998,6530200,79.744111
"188",80.150002,80.830002,79.949997,80.510002,5846100,79.942706
"189",79.730003,79.769997,78.870003,79.110001,7525000,78.552569
"190",79.400002,79.75,79.110001,79.449997,4546200,78.89017
"191",80.099998,82,80.029999,81.559998,9386600,80.985303
"192",81.5,81.650002,79.949997,80.599998,6919400,80.032068
"193",80.879997,81.650002,80.75,81.5,5295100,80.925728
"194",81.199997,81.209999,80.550003,81.059998,4258200,80.488826
"195",80.580002,82.32,80.269997,81.860001,6449400,81.283192
"196",81.839996,81.959999,80.940002,81.540001,4677000,80.965447
"197",81.790001,83.059998,81.5,82.699997,9338100,82.117269
"198",82.699997,83.540001,82.199997,82.199997,7291700,81.620793
"199",82.040001,82.160004,81.269997,81.370003,5217800,80.796647
"200",81.419998,81.470001,80.029999,80.110001,8908000,79.545523
"201",79.669998,79.779999,77.889999,78.480003,16181300,77.927011
"202",78.400002,78.639999,77.709999,77.970001,9022600,77.420603
"203",78.349998,78.75,78,78.050003,7285200,77.500041
"204",77.889999,78.529999,77.620003,78.120003,5918300,77.828811
"205",78.050003,79.32,77.849998,78.93,6163500,78.635789
"206",78.93,79.769997,78.57,79.699997,5695200,79.402916
"207",79.339996,80.099998,78.730003,79.629997,3831100,79.333177
"208",78.589996,79.379997,78.260002,78.330002,5919200,78.038027
"209",78.419998,79.360001,78.300003,78.690002,6405800,78.396686
"210",78.629997,79.330002,78.410004,79.160004,4288100,78.864935
"211",79.419998,79.970001,79.199997,79.589996,3442000,79.293325
"212",79.730003,79.989998,79.260002,79.269997,4092000,78.974518
"213",79.599998,79.970001,78.889999,79.489998,4213200,79.193699
"214",79.43,80.300003,79.419998,79.75,6042700,79.452732
"215",79.43,81.169998,79.25,80.910004,8084800,80.608412
"216",78.400002,78.5,76.529999,77.32,22112500,77.03179
"217",77.389999,77.849998,76.959999,77.230003,8432600,76.942129
"218",77.379997,77.800003,77.239998,77.279999,5125000,76.991938
"219",77.410004,78.650002,77.18,78.440002,7318100,78.147618
"220",78.059998,78.370003,77.739998,78.150002,4815400,77.858698
"221",78.300003,78.330002,77.769997,77.989998,3400700,77.69929
"222",77.830002,77.959999,77.040001,77.489998,6901700,77.201154
"223",77.690002,77.730003,76.940002,77.489998,6493400,77.201154
"224",77.129997,77.470001,77,77.160004,4322600,76.87239
"225",77.040001,77.68,76.980003,77.449997,6754100,77.161302
"226",77.849998,77.889999,77.309998,77.68,3859200,77.390448
"227",77.959999,78.540001,77.739998,78.279999,3896700,77.98821
"228",77.980003,78.519997,77.779999,77.839996,5325800,77.549848
"229",78.699997,78.849998,77.389999,77.849998,5896600,77.559813
"230",77.839996,78.739998,77.599998,78.43,7924600,78.137653
"231",78.889999,79.639999,78.769997,78.980003,7198100,78.685606
"232",79.050003,80.25,79.010002,79.699997,5827400,79.402916
"233",79.150002,79.43,78.440002,79.080002,4575700,78.785231
"234",79.5,80.010002,79.269997,79.860001,5494500,79.562323
"235",80.339996,80.900002,80.269997,80.75,4450800,80.449005
"236",80.900002,81.160004,79.989998,80.220001,4479300,79.920982
"237",80.279999,80.550003,79.779999,80.169998,4579900,79.871165
"238",80.370003,81.599998,80.370003,81.360001,6063500,81.056732
"239",81.410004,81.449997,80.779999,80.959999,3986700,80.658221
"240",80.540001,81.169998,80.410004,80.760002,4249700,80.45897
"241",80.839996,81.580002,80.720001,81.25,3395800,80.947141
"242",81.120003,81.459999,79.940002,80.190002,5282700,79.891095
"243",80.449997,80.629997,79.839996,80.110001,5105100,79.811391
"244",79.970001,80.25,79.879997,80.089996,4443000,79.791461
"245",80.040001,80.099998,79.580002,79.720001,7385100,79.422845
"246",79.940002,80.169998,78.949997,79.470001,4716900,79.173777
"247",79.260002,80.269997,79.18,79.989998,4197300,79.691835
"248",80.32,81.269997,80.120003,80.599998,4321400,80.299562
"249",80.050003,80.339996,79.199997,79.360001,5438100,79.064187
"250",79.739998,79.879997,79.230003,79.389999,4817000,79.094074
"251",79.43,79.839996,78.800003,78.809998,5883600,78.516234
"252",78.879997,79.389999,78.860001,79.169998,4506300,78.874892
"253",79.199997,80.489998,79.199997,80.190002,5865400,79.891095
