"","MAR.Open","MAR.High","MAR.Low","MAR.Close","MAR.Volume","MAR.Adjusted"
"148",76.800003,79.029999,76.379997,78.910004,2396100,78.474868
"149",78.790001,79.089996,77.989998,78.730003,2350900,78.295861
"150",78.879997,79,77.629997,77.910004,1715400,77.480383
"151",78.839996,79.610001,77.169998,77.419998,2504700,76.993079
"152",76.220001,77.019997,75.470001,76.57,1902300,76.147768
"153",76.690002,77.730003,76.010002,76.099998,1787300,75.680358
"154",76,76.190002,75.279999,75.889999,3146500,75.471517
"155",76.709999,76.919998,75.510002,76.32,1614600,75.899147
"156",75.970001,77.089996,75.940002,76.260002,1658100,75.83948
"157",76.68,78.730003,76.360001,78.480003,2106200,78.047239
"158",78.660004,78.849998,77.93,78.510002,1631000,78.077073
"159",78.650002,79.449997,78.489998,79.419998,1373200,78.982051
"160",78.690002,79.330002,78.169998,78.610001,1274300,78.17652
"161",78.470001,78.629997,76.809998,76.900002,2304500,76.47595
"162",76.800003,77.459999,76.019997,77.110001,2247000,76.684791
"163",76.449997,76.540001,74.43,74.5,3178100,74.089183
"164",74.279999,74.980003,73.379997,74.800003,3253500,74.387532
"165",74.980003,76.730003,74.709999,76.629997,2757600,76.207435
"166",75.830002,76.889999,75.459999,75.940002,2261600,75.521245
"167",75.910004,76.300003,75.290001,75.699997,2541300,75.282563
"168",75.779999,76.260002,73.610001,74.220001,3395700,73.810728
"169",73.32,73.910004,72.769997,73.389999,2465800,72.985303
"170",74.379997,77.440002,74.379997,77.230003,3532400,76.804132
"171",77.129997,77.650002,76.470001,77.019997,1938600,76.595283
"172",77.57,79.230003,77.129997,79.019997,2179300,78.584255
"173",79.089996,79.459999,78.519997,79.400002,1786000,78.962164
"174",79.440002,81.32,78.760002,81.290001,3033000,80.841742
"175",80.220001,81.620003,80.040001,81.449997,3480400,81.000855
"176",83.779999,84.769997,81.849998,83.099998,3927400,82.641758
"177",83.18,83.18,82.050003,83,1786700,82.542311
"178",82.75,83,82.339996,82.949997,1837600,82.492584
"179",82.730003,82.959999,82.050003,82.25,1360600,81.796447
"180",82.220001,82.839996,82,82.360001,1344300,82.105487
"181",82.160004,83.269997,82.160004,83.220001,1430100,82.96283
"182",83.309998,83.620003,82.699997,83.099998,2035100,82.843198
"183",83.349998,84.870003,83.120003,84.830002,2349700,84.567855
"184",84.790001,84.93,83.519997,83.910004,1567600,83.6507
"185",83.550003,83.699997,82.779999,83.150002,1097600,82.893046
"186",83.290001,83.720001,82.790001,82.900002,1189200,82.643819
"187",82.510002,82.900002,81.32,81.519997,1667100,81.268078
"188",81.440002,82.540001,81.370003,82.480003,1913500,82.225119
"189",81.769997,81.769997,80.809998,81.260002,1927000,81.008887
"190",80.989998,81.860001,80.910004,81.07,1284200,80.819472
"191",81.629997,83,81.629997,82.800003,1599100,82.544129
"192",82.519997,82.889999,81.519997,82.080002,1374600,81.826353
"193",82.610001,83.720001,82.360001,83.489998,1163900,83.231992
"194",83.400002,83.400002,82.25,82.440002,1373100,82.185241
"195",82.269997,83.470001,81.519997,83.230003,1676500,82.972801
"196",83.330002,84.419998,83.07,84.309998,1486600,84.049458
"197",85,85,83.669998,84.040001,3230400,83.780295
"198",84.059998,84.980003,83.720001,84.269997,2046700,84.00958
"199",83.970001,84.019997,82.209999,82.25,2108700,81.995826
"200",81.860001,81.980003,79.779999,79.790001,3328900,79.543429
"201",79.230003,81.07,78.580002,80.580002,3163900,80.330988
"202",80.459999,81.400002,80.290001,80.82,1777600,80.570245
"203",81.32,81.809998,81.160004,81.5,1082900,81.248144
"204",81.290001,81.720001,80.169998,80.32,1920400,80.07179
"205",80.419998,80.419998,79.120003,80.330002,1364300,80.081761
"206",80.309998,80.93,79.949997,80.150002,1143000,79.902317
"207",79.43,80.559998,79.040001,80.279999,1798300,80.031913
"208",80.099998,80.239998,79.129997,79.150002,2416200,78.905407
"209",79.470001,80.860001,79.339996,80.190002,2202800,79.942194
"210",80.010002,80.580002,79.410004,80.220001,1095900,79.9721
"211",80.349998,80.669998,80.059998,80.32,851000,80.07179
"212",80.190002,80.779999,79.839996,80.209999,1027100,79.962129
"213",79.860001,80.220001,79.029999,79.260002,1652700,79.015068
"214",79.43,79.959999,78.849998,78.959999,1381300,78.715992
"215",78.550003,79.290001,78.400002,78.510002,1711200,78.267386
"216",77.919998,78.32,77.150002,77.639999,2927700,77.400071
"217",77.989998,79.93,77.720001,79.769997,3587600,79.523486
"218",80.089996,80.75,79.529999,80.470001,2344300,80.221328
"219",81.050003,81.199997,80.120003,80.790001,1572000,80.540339
"220",80.459999,81.93,80.230003,81.349998,1236700,81.098606
"221",81.589996,81.989998,81.099998,81.839996,1131800,81.587089
"222",81.779999,83.07,81.279999,81.370003,2220700,81.118548
"223",81.209999,81.82,80.089996,81.32,1803700,81.0687
"224",82.419998,84.330002,82.059998,83.870003,5530200,83.610822
"225",82.300003,82.709999,79.18,80.050003,5499500,79.802628
"226",80.650002,81.830002,80.389999,80.970001,1877700,80.719783
"227",81.010002,81.279999,80.059998,80.510002,1678300,80.261205
"228",80.279999,80.309998,78.18,78.209999,2694100,77.96831
"229",78.349998,79.419998,77.910004,78.82,2273600,78.576425
"230",78.779999,79.459999,78.330002,78.480003,2587000,78.23748
"231",79.400002,80.870003,79.239998,80.300003,1865600,80.051855
"232",80.150002,80.440002,79.589996,79.720001,1852800,79.473645
"233",79.150002,79.75,78.610001,79.160004,1247200,78.915378
"234",78.940002,79.809998,78.510002,78.68,1647200,78.436858
"235",79.370003,80.690002,79.220001,80.580002,1847400,80.330988
"236",80.93,81.5,80.300003,80.900002,1965800,80.649999
"237",80.650002,81.550003,80.650002,81.230003,1416300,80.978981
"238",81.18,81.519997,80.68,80.900002,1553500,80.649999
"239",80.919998,81.529999,79.75,80.660004,1246600,80.660004
"240",80.360001,80.82,80.029999,80.470001,1330400,80.470001
"241",80.389999,80.760002,79.57,80.150002,934900,80.150002
"242",80.139999,80.230003,78.519997,78.709999,1209200,78.709999
"243",79.019997,79.68,78.779999,79.199997,1530600,79.199997
"244",79.120003,79.209999,78.339996,79.029999,1308400,79.029999
"245",79.32,79.470001,77.82,77.989998,2526700,77.989998
"246",78.199997,78.75,77.360001,77.970001,1928200,77.970001
"247",77.739998,78.68,77.599998,78.43,1378000,78.43
"248",78.870003,79.879997,78.559998,79.379997,1677800,79.379997
"249",78.849998,79.410004,78.32,78.480003,1512900,78.480003
"250",78.239998,78.669998,77.800003,78.379997,837900,78.379997
"251",78.07,78.209999,76.889999,76.959999,2038200,76.959999
"252",76.839996,77.489998,76.580002,77.32,1199700,77.32
"253",77.470001,78.129997,77.230003,77.230003,1342300,77.230003
