"","TIE.Open","TIE.High","TIE.Low","TIE.Close","TIE.Volume","TIE.Adjusted"
"80",16800,17000,16800,17000,12300,15045.5247
"81",17000,17500,17000,17500,6600,15488.0401
"82",17500,17500,17200,17200,8200,15222.5309
"83",17200,17200,17100,17100,14700,15134.0278
"84",17500,17500,17300,17300,8900,15311.034
"85",17300,17400,17300,17400,14700,15399.5371
"86",17300,17400,17300,17400,17500,15399.5371
"87",17400,17400,17300,17300,1900,15311.034
"88",17000,17300,17000,17300,9400,15311.034
"89",17400,17400,17000,17000,19100,15045.5247
"90",16800,16800,16700,16700,2300,14780.0155
"91",16900,16900,16800,16800,17200,14868.5185
"92",16900,16900,16900,16900,1900,14957.0216
"93",16900,16900,16100,16100,1900,14248.9969
"94",15700,16800,15700,16800,600,14868.5185
"95",16500,17300,16500,17300,1000,15311.034
"96",16400,17000,16400,17000,500,15045.5247
"97",16900,16900,16800,16800,1500,14868.5185
"98",16300,16300,16200,16200,16500,14337.5
"99",16200,16400,16200,16400,0,14514.5062
"100",16400,16400,16100,16100,8100,14248.9969
"101",15900,16000,15900,16000,10700,14160.4939
"102",15600,16000,15600,16000,8500,14160.4939
"103",15600,15700,15600,15700,7200,13894.9846
"104",15600,15700,15600,15700,4700,13894.9846
"105",15700,15800,15700,15800,14000,13983.4877
"106",15800,15900,15800,15900,36900,14071.9908
"107",15900,16000,15900,16000,28300,14160.4939
"108",15500,15900,15500,15900,7700,14525.9258
"109",15500,15900,15500,15900,5600,14525.9258
"110",16100,16100,16000,16000,1100,14617.2838
"111",15600,15900,15600,15900,8000,14525.9258
"112",15900,15900,15900,15900,400,14525.9258
"113",15800,15800,15800,15800,1400,14434.5678
"114",15800,15800,15800,15800,1000,14434.5678
"115",15800,15800,15800,15800,6700,14434.5678
"116",15700,16100,15700,16100,1000,14708.6418
"117",15700,15800,15700,15800,1000,14434.5678
"118",15800,15800,15800,15800,0,14434.5678
"119",15400,15400,15400,15400,17200,14069.1357
"120",15000,15700,15000,15700,3200,14343.2097
"121",15100,15700,15100,15700,1400,14343.2097
"122",15100,15200,15100,15200,4000,13886.4196
"123",14800,15300,14800,15300,500,13977.7777
"124",15300,15400,15300,15400,1900,14069.1357
"125",15200,15200,15100,15100,21100,13795.0616
"126",15100,15100,14900,14900,5000,13612.3456
"127",14900,15000,14900,15000,10700,13703.7036
"128",15100,15100,15100,15100,400,13795.0616
"129",15000,15100,15000,15100,100,13795.0616
"130",15500,15500,15000,15000,0,13703.7036
"131",14800,14800,14000,14000,12900,12790.1233
"132",14500,14500,14300,14300,1100,13064.1974
"133",14600,14700,14600,14700,3600,13429.6295
"134",14800,14800,14800,14800,200,13520.9875
"135",14900,14900,14900,14900,0,13612.3456
"136",15100,15100,15100,15100,0,13795.0616
"137",14200,14200,14100,14100,8400,12881.4814
"138",14800,14800,14800,14800,0,13520.9875
"139",14400,14600,14400,14600,1600,13338.2715
"140",15100,15100,15100,15100,0,13795.0616
"141",15100,15100,15100,15100,0,13795.0616
"142",14500,15000,14500,15000,100,13703.7036
"143",14800,14800,14800,14800,0,13520.9875
"144",14000,14600,14000,14600,1100,13338.2715
"145",13900,14400,13900,14400,0,13155.5554
"146",14500,14500,14400,14400,200,13155.5554
"147",14800,14800,14600,14600,500,13338.2715
"148",14600,14600,14600,14600,0,13338.2715
"149",14600,14600,14600,14600,0,13338.2715
"150",14900,14900,14900,14900,0,13612.3456
"151",14500,14500,14500,14500,600,13246.9135
"152",14500,14500,14400,14400,900,13155.5554
"153",14400,14400,14400,14400,0,13155.5554
"154",14000,14200,14000,14200,5300,12972.8394
"155",14700,14700,14700,14700,0,13429.6295
"156",14700,14700,14700,14700,0,13429.6295
"157",14700,14700,14700,14700,0,13429.6295
"158",14500,14500,14500,14500,300,13246.9135
"159",14300,14300,14300,14300,2600,13064.1974
"160",14000,14300,14000,14300,300,13064.1974
"161",14500,14500,14400,14400,100,13155.5554
"162",14600,14600,14300,14300,100,13064.1974
"163",14000,14100,14000,14100,5500,12881.4814
"164",14100,14100,14100,14100,21600,12881.4814
"165",14000,14700,14000,14700,17900,13429.6295
"166",15000,15000,14500,14500,1000,13246.9135
"167",14300,14400,14300,14400,9900,13155.5554
"168",14800,15400,14800,15400,43900,14069.1357
"169",16400,16400,16000,16000,55300,14617.2838
"170",16000,16100,15500,15700,5800,14343.2097
"171",15600,15700,15600,15600,800,14251.8517
"172",15600,15600,15200,15400,1100,14069.1357
"173",15400,15600,15300,15400,2200,14069.1357
"174",15500,15800,15400,15600,1400,14251.8517
"175",15600,16000,15600,15600,1100,14251.8517
"176",15600,15800,15600,15800,0,14434.5678
"177",15800,15800,15800,15800,300,14434.5678
"178",15600,15900,15600,15900,100,14525.9258
"179",15800,16900,15800,16900,1200,15439.506
"180",16900,16900,16900,16900,0,15439.506
"181",16900,16900,16900,16900,0,15439.506
"182",16900,16900,16900,16900,0,15439.506
"183",16900,16900,16900,16900,0,15439.506
"184",16900,16900,16900,16900,0,15439.506
"185",16900,16900,16900,16900,0,15439.506
"186",16900,16900,16900,16900,0,15439.506
"187",16800,16800,16100,16200,800,14799.9999
"188",15100,15100,14500,15000,1300,15000
"189",14600,14900,14500,14600,0,14600
"190",14900,14900,14200,14700,400,14700
"191",14300,14800,14300,14300,400,14300
"192",14600,14700,14200,14700,0,14700
"193",14700,14700,14400,14700,100,14700
"194",14900,14900,14500,14600,0,14600
"195",14300,14700,14200,14600,0,14600
"196",13900,14500,13900,14500,500,14500
"197",14100,14300,14100,14300,0,14300
"198",14700,14700,14300,14500,200,14500
"199",14500,14600,14000,14600,0,14600
"200",14000,14500,14000,14500,800,14500
"201",13900,14400,13900,14300,300,14300
"202",13900,14200,13900,14000,1700,14000
"203",14000,14600,13100,14200,0,14200
"204",13700,14500,13700,14300,0,14300
"205",14300,14300,14300,14300,0,14300
"206",13400,14300,13400,14200,0,14200
"207",14200,14500,13600,14300,0,14300
"208",14200,14300,14200,14300,200,14300
"209",13400,14300,13400,14200,0,14200
"210",14700,14700,14700,14700,0,14700
"211",14000,14300,14000,14300,0,14300
"212",14300,14300,14300,14300,0,14300
"213",13800,14000,13800,14000,100,14000
"214",14100,14200,13900,13900,200,13900
"215",13700,13900,13700,13900,0,13900
"216",14200,14200,14200,14200,0,14200
"217",14000,14100,14000,14100,0,14100
"218",14000,14000,14000,14000,300,14000
"219",14400,14400,14400,14400,0,14400
"220",14400,14400,14400,14400,0,14400
"221",14600,14600,14600,14600,0,14600
"222",14600,14600,14600,14600,0,14600
"223",14600,14600,14600,14600,0,14600
"224",14000,14000,13900,14000,500,14000
"225",13900,13900,13900,13900,0,13900
"226",13900,13900,13900,13900,0,13900
"227",13900,13900,13500,13500,1700,13500
"228",13900,13900,12800,13500,3400,13500
"229",13500,13500,13500,13500,100,13500
"230",12800,13300,12600,13300,700,13300
"231",13300,13300,13300,13300,0,13300
"232",13300,13300,13300,13300,0,13300
"233",13300,13300,13300,13300,0,13300
"234",13300,13300,13300,13300,0,13300
"235",13100,13100,12400,12800,500,12800
"236",12600,12900,12600,12900,0,12900
"237",12600,12600,12500,12600,300,12600
"238",12600,12600,12000,12000,0,12000
"239",12100,12400,12000,12400,300,12400
"240",11900,11900,11900,11900,0,11900
"241",12500,12500,12500,12500,0,12500
"242",12400,12400,11900,11900,100,11900
"243",11900,12400,11900,12300,1000,12300
"244",12000,12500,11800,12200,600,12200
"245",12200,12200,12200,12200,0,12200
"246",11900,12100,11500,12100,800,12100
"247",12100,12100,11900,11900,400,11900
"248",11800,12200,11800,12200,0,12200
"249",12200,12200,12200,12200,0,12200
"250",12000,12400,11600,12000,200,12000
"251",11800,12200,11700,12200,6800,12200
"252",12200,12200,11800,11900,1900,11900
"253",12500,12500,12000,12200,0,12200
"254",12200,12200,12200,12200,0,12200
"255",11800,12100,11800,12100,100,12100
"256",11300,12300,11300,11900,100,11900
"257",12300,12300,11700,12200,500,12200
"258",12100,12200,12000,12200,100,12200
"259",12100,12100,11700,12100,1400,12100
"260",12000,12000,11900,12000,400,12000
"261",12000,12000,12000,12000,0,12000
"262",12000,12100,11900,12100,0,12100
