"","STT.Open","STT.High","STT.Low","STT.Close","STT.Volume","STT.Adjusted"
"37",71.360001,71.739998,70.419998,70.440002,2458800,69.307204
"38",70.389999,70.720001,69.690002,69.959999,2124300,68.83492
"39",70.220001,70.610001,69.769997,70.470001,1951100,69.33672
"40",68.980003,70.419998,68.900002,69.620003,1786800,68.500391
"41",69.099998,70.760002,69.099998,70.32,1945900,69.189131
"42",70.540001,70.82,69.5,69.690002,2016000,68.569265
"43",69.769997,70.389999,69.519997,70.360001,1323000,69.228489
"44",70.480003,70.610001,70.089996,70.300003,1234300,69.169456
"45",70.07,70.400002,69.459999,69.769997,2418000,68.647973
"46",69.970001,70.290001,69.709999,69.989998,1817000,68.864436
"47",70.199997,70.260002,69.82,70.169998,1387100,69.041542
"48",70.43,70.540001,69.230003,69.629997,2053500,68.510225
"49",70.209999,70.349998,69.690002,70.190002,1965500,69.061224
"50",70.089996,70.489998,70.029999,70.199997,1411500,69.071058
"51",70.07,70.690002,69.830002,70.440002,1676400,69.307204
"52",70.529999,70.830002,70.160004,70.769997,1726700,69.631891
"53",70.650002,71.400002,70.339996,70.919998,1747600,69.77948
"54",71.339996,72.220001,71.309998,71.75,1324500,70.596134
"55",71.800003,72.559998,71.730003,72.199997,1770400,71.038895
"56",72.199997,72.300003,71.459999,71.610001,1355700,70.458386
"57",71.190002,71.860001,71.059998,71.669998,1166700,70.517419
"58",71.870003,72.190002,71.57,72.029999,1175800,70.87163
"59",72.32,72.849998,72.139999,72.389999,1609200,71.225841
"60",72.839996,72.970001,71.989998,72.309998,1385700,71.147126
"61",72.779999,73.099998,72.220001,72.43,1984600,71.265199
"62",72.169998,72.769997,71.730003,72.660004,1753000,71.491504
"63",72.400002,73,72.379997,72.690002,1445300,71.52102
"64",72.199997,72.230003,71.339996,71.550003,1918900,70.399354
"65",71.75,72.489998,71.589996,72.190002,2078600,71.029061
"66",71.800003,73.029999,71.800003,72.919998,2001500,71.747317
"67",72.93,74.309998,72.68,74.080002,3165200,72.888666
"68",74.089996,74.559998,73.559998,74.300003,2748900,73.105129
"69",74.209999,74.790001,74.010002,74.300003,2252600,73.105129
"70",74.080002,75.139999,73.739998,74.809998,2795000,73.606922
"71",75.099998,76.040001,75.040001,75.730003,2394300,74.512132
"72",76.199997,76.779999,74.760002,74.839996,3198200,73.636438
"73",74.550003,74.699997,74.160004,74.470001,1386300,73.272393
"74",74.43,74.720001,73.940002,73.940002,1361700,72.750918
"75",74.309998,74.949997,74,74.940002,1778600,73.734836
"76",74.669998,74.760002,73.690002,73.860001,1893900,72.672203
"77",74.129997,74.650002,73.489998,74.309998,1510600,73.114963
"78",73.230003,73.889999,72.889999,73.610001,1299500,72.719804
"79",73.660004,74.150002,73.389999,73.610001,1764200,72.719804
"80",73.589996,73.779999,72.480003,72.5,1973600,71.623227
"81",72.559998,72.739998,71.610001,72.660004,2776100,71.781295
"82",73.32,73.970001,73.25,73.589996,1704900,72.700041
"83",74.080002,74.379997,73.160004,73.510002,1412900,72.621014
"84",72.989998,72.989998,71.220001,71.269997,2733300,70.408098
"85",71.400002,71.940002,70.57,71.93,3567300,71.06012
"86",71.82,72.080002,69.099998,69.110001,4754200,68.274224
"87",69.169998,69.690002,68.019997,68.040001,4238900,67.217164
"88",68.129997,68.57,66.879997,66.900002,2809500,66.090951
"89",66.949997,68,66.849998,67.230003,2865200,66.416962
"90",66.32,66.760002,64.269997,65.809998,4695700,65.014129
"91",64.279999,66.779999,64.209999,66.190002,2564000,65.389539
"92",67.089996,67.75,66.650002,67.379997,3229400,66.565142
"93",66.779999,67.5,66.709999,67.419998,1461300,66.604659
"94",67.900002,69.07,67.839996,68.970001,1774000,68.135918
"95",68.93,68.93,67.889999,67.900002,3219600,67.078858
"96",68.860001,69.410004,68.489998,68.940002,2013000,68.106282
"97",70.43,73.669998,70.300003,71.879997,3907400,71.010722
"98",71.489998,72.459999,71,72.360001,1951800,71.48492
"99",72.699997,73.190002,72.089996,72.949997,2011900,72.067782
"100",73.129997,74,72.779999,73.82,2560700,72.927263
"101",73.720001,74.199997,73.209999,73.550003,2530400,72.660532
"102",74.449997,75.580002,74.449997,75.459999,3036300,74.547429
"103",75.620003,76.110001,75,75.860001,1906000,74.942593
"104",75.779999,76.720001,75.559998,76.580002,2313600,75.653887
"105",76.889999,77.300003,76.260002,77.220001,1352100,76.286147
"106",77.360001,77.93,77.010002,77.849998,1159200,76.908525
"107",77.849998,77.989998,77.150002,77.809998,1789600,76.869008
"108",77.68,78.43,77.480003,78.120003,1961000,77.175264
"109",77.760002,78.139999,77.419998,77.68,1888900,76.740583
"110",77.220001,77.580002,76.849998,77.449997,2162900,76.513361
"111",77.529999,77.57,75.970001,76.480003,3010300,75.555098
"112",76.440002,76.779999,75.989998,76.07,2537000,75.150053
"113",75.599998,75.980003,75.449997,75.669998,2444100,74.754889
"114",75.68,76.239998,75.540001,75.860001,1712800,74.942593
"115",75.800003,75.989998,75.260002,75.879997,1624800,74.962348
"116",75.309998,76.660004,75.160004,76.199997,1881100,75.278478
"117",77.07,77.360001,76.25,76.57,2004900,75.644006
"118",76.610001,77.300003,76.489998,77.209999,1508100,76.276266
"119",77.349998,77.449997,76.870003,77.190002,1565100,76.256511
"120",77.099998,77.279999,76.699997,76.870003,1060400,75.940381
"121",77,77.220001,76.629997,76.730003,608600,75.802075
"122",75.800003,76.370003,75.559998,76.019997,1582200,75.100655
"123",76.480003,77.440002,75.870003,77.419998,1875800,76.483725
"124",77.339996,78.519997,77.339996,78.349998,1878900,77.402479
"125",78.160004,78.540001,77.580002,78.279999,1765900,77.333326
"126",78.870003,79.639999,78.769997,79.279999,1826400,78.321232
"127",79.239998,80.139999,78.839996,79.720001,1705700,78.755913
"128",78.480003,79.650002,78.419998,79.599998,1451500,78.637362
"129",79.440002,79.919998,78.300003,78.379997,2451300,77.432115
"130",78.849998,79.620003,78.089996,78.199997,2033100,77.254291
"131",77.400002,77.900002,75.18,75.239998,3498400,74.330089
"132",76.010002,76.239998,74.300003,75.419998,2709300,74.507912
"133",75,76.809998,74.269997,74.889999,2253000,73.984323
"134",75.440002,76.870003,75.230003,76.860001,2216100,75.9305
"135",77.790001,79.470001,77.790001,79.470001,2348200,78.508937
"136",79.75,80.260002,78.82,79.730003,3583500,78.765795
"137",79.739998,79.980003,79.199997,79.660004,1592500,78.696641
"138",80.040001,80.769997,79.870003,80.330002,1640200,79.358537
"139",80.480003,80.709999,79.650002,80.07,599700,79.101679
"140",80.099998,80.279999,79.879997,79.900002,596100,78.933737
"141",79.57,80.919998,79.309998,79.910004,789600,78.943618
"142",79.449997,79.620003,78.870003,79.209999,935400,78.546961
"143",79.5,79.580002,78.440002,78.5,1266400,77.842905
"144",79.220001,79.309998,77.709999,78.349998,1421300,77.694159
"145",77.82,78.239998,76.779999,77.050003,3265100,76.405045
"146",76.800003,76.959999,74.519997,74.849998,3254800,74.223456
"147",75.769997,75.93,75.019997,75.550003,2158000,74.917601
"148",76.379997,77.300003,76.220001,77.150002,1590100,76.504207
"149",77.389999,77.389999,75.849998,76.029999,2081700,75.393579
"150",76.099998,76.279999,74.760002,75.370003,1802700,74.739108
"151",76.239998,76.779999,74.57,75.190002,2266300,74.560614
"152",72.730003,74.57,72.720001,73.349998,3231500,72.736012
"153",73.139999,74.019997,72.75,72.779999,2369200,72.170784
"154",72.349998,73.699997,71.849998,73.660004,2160200,73.043422
"155",74.139999,74.269997,72.760002,73.199997,2194900,72.587266
"156",74.169998,75.019997,73.970001,74.739998,3808500,74.114376
"157",75.419998,77.330002,74.940002,77.089996,4103800,76.444704
"158",75.300003,75.300003,72.18,72.400002,4844300,71.793967
"159",71.489998,73.32,70.910004,73.279999,5508000,72.666598
"160",72.029999,72.919998,71.75,72.540001,3500600,71.932795
"161",72.970001,73.32,71.239998,71.279999,5427500,70.68334
"162",71.190002,71.93,70.610001,71.800003,2667900,71.198991
"163",70.919998,72.300003,70.5,71.510002,6286300,70.911418
"164",71.730003,73.050003,71.519997,72.980003,2608700,72.369114
"165",73.510002,74.709999,73.370003,74.620003,3586400,73.995386
"166",74.459999,74.529999,73.589996,73.769997,2922500,73.152495
"167",74.239998,75.160004,73.809998,74.690002,2024500,74.064799
"168",75.330002,76.900002,75.25,76.120003,3299100,75.48283
"169",75.550003,76.330002,75.309998,76.160004,2728800,75.522496
"170",76.690002,77.370003,76.279999,77.269997,2231300,76.623197
"171",77.080002,77.370003,76.639999,76.989998,1755700,76.345542
"172",77.279999,77.760002,77.099998,77.389999,4828500,76.742196
"173",77.25,77.75,76.660004,76.93,2536700,76.286047
"174",75.32,77.419998,75.059998,77.269997,3007900,76.623197
"175",77.150002,77.379997,76.07,76.25,2122900,75.611739
"176",75.900002,76.919998,75.830002,76.540001,2082100,75.899312
"177",76.260002,77.690002,75.93,77.629997,2418000,76.980185
"178",77.360001,77.550003,76.459999,77.099998,1790300,76.454622
"179",77.040001,78.879997,77.040001,78.209999,2882200,77.555332
"180",77.730003,77.809998,76.330002,76.910004,4417600,76.266218
"181",75.860001,76.300003,74.519997,74.809998,5054600,74.18379
"182",74.709999,75.129997,74.410004,74.449997,3095000,73.826803
"183",74.449997,75.580002,74.370003,75.57,3576400,74.937431
"184",75.080002,75.82,74.919998,75.370003,2137000,74.739108
"185",75.029999,75.379997,74.669998,75.129997,2426200,74.501111
"186",75.120003,75.120003,74.389999,74.669998,2365300,74.044963
"187",72.019997,75.849998,71.800003,72.809998,6013400,72.200531
"188",73.050003,73.949997,72.730003,73.57,2678600,72.954172
"189",72.629997,72.779999,71.339996,71.339996,3022500,70.742835
"190",71.489998,72.690002,71.379997,72.419998,3838400,71.813797
"191",73.279999,74.230003,72.599998,73.669998,3745100,73.053333
"192",73.5,73.529999,72.620003,73.410004,2741400,72.795515
"193",73.82,75.050003,73.629997,74.900002,2648700,74.273041
"194",74.849998,75.739998,74.639999,75.559998,2200200,74.927512
"195",75.389999,76.07,74.940002,75.129997,2847600,74.501111
"196",74.989998,75.470001,74.540001,74.830002,3063600,74.203627
"197",75.190002,76.57,74.980003,76.239998,3356500,75.60182
"198",76.110001,76.389999,75.57,75.57,1757900,74.937431
"199",75.260002,75.550003,74.730003,74.75,1854000,74.124295
"200",74.739998,74.739998,73.269997,73.269997,2493800,72.65668
"201",73.080002,74.279999,72.669998,73.650002,2727800,73.033504
"202",73.379997,73.720001,73.18,73.470001,1917600,72.85501
"203",72.940002,74.290001,72.940002,73.879997,1847200,73.561952
"204",73.540001,73.800003,73.099998,73.529999,2597400,73.213461
"205",73.260002,73.760002,72.559998,73.449997,2480300,73.133803
"206",73.309998,74.220001,73.260002,73.970001,1920200,73.651569
"207",73.43,74.75,73.099998,74.650002,1634100,74.328642
"208",74.589996,75.389999,74.32,75.199997,2328700,74.87627
"209",75.25,75.970001,75.07,75.779999,1934100,75.453775
"210",75.540001,76.32,75.32,76.220001,1799200,75.891883
"211",76.120003,76.360001,75.709999,76.349998,1699300,76.02132
"212",76.309998,77.190002,76.290001,76.650002,1793100,76.320032
"213",76.370003,76.75,75.800003,76.389999,1584900,76.061149
"214",76.5,76.720001,76.300003,76.529999,1910700,76.200546
"215",76.209999,76.660004,75.989998,76.440002,1177400,76.110937
"216",75.900002,76.07,75.209999,75.68,2238200,75.354207
"217",76.07,76.470001,75.839996,76.279999,1148100,75.951622
"218",76.900002,77.32,76.279999,76.669998,2514600,76.339943
"219",76.690002,78.160004,76.419998,77.93,3247400,77.594521
"220",77.830002,78.550003,77.440002,78.190002,2803000,77.853403
"221",77.720001,77.720001,76.050003,76.360001,4179500,76.03128
"222",76.68,77.730003,76.519997,76.93,3792300,76.598825
"223",76.269997,77.599998,76.269997,77.480003,1889700,77.146461
"224",77.300003,78.120003,77.150002,77.650002,1587900,77.315727
"225",77.580002,78.190002,76.75,77.120003,2143400,76.78801
"226",77.839996,77.959999,77.290001,77.650002,1185700,77.315727
"227",77.900002,78.809998,77.660004,78.739998,1654100,78.401031
"228",78.349998,79.110001,78.230003,78.75,3029300,78.41099
"229",79.550003,79.589996,77.410004,78.010002,2649800,77.674178
"230",78.139999,78.540001,77.830002,78.169998,1816300,77.833485
"231",78.790001,78.970001,78.449997,78.75,1359900,78.41099
"232",78.550003,79.110001,78.019997,78.019997,2278900,77.684129
"233",77.480003,77.809998,77.050003,77.760002,2210900,77.425254
"234",77.669998,78.099998,77.269997,78,1466000,77.664219
"235",78.25,78.32,76,77.720001,3377000,77.385425
"236",77.900002,78.169998,77.489998,77.849998,1963100,77.514863
"237",77.389999,78.760002,77.010002,78.690002,2278500,78.351251
"238",78.699997,79.269997,78.660004,79.110001,2036500,78.769441
"239",79.019997,79.360001,78.440002,78.949997,1538600,78.610126
"240",78.650002,79.129997,78.529999,78.900002,1412100,78.560346
"241",78.669998,79.07,78.529999,78.620003,1470200,78.281553
"242",78.400002,78.519997,77.470001,77.610001,2567900,77.275898
"243",77.900002,78.699997,77.629997,78.470001,1799300,78.132197
"244",78.349998,79.209999,78.099998,79.120003,2051200,78.7794
"245",78.959999,78.970001,77.870003,77.93,2597900,77.594521
"246",78.230003,78.410004,77.239998,77.440002,2016600,77.106632
"247",77.129997,77.400002,76.5,77.150002,2261100,76.81788
"248",77.620003,78.919998,77.540001,78.349998,2016600,78.012711
"249",77.949997,78.419998,77.199997,77.330002,1648200,76.997105
"250",78.230003,78.839996,77.870003,78.519997,2639100,78.181977
"251",78.480003,79.209999,78.300003,78.790001,2375100,78.450819
"252",78.75,79.220001,78.150002,79.150002,1964300,78.80927
"253",79.550003,81.199997,79.279999,80.68,2756100,80.332682
