"","DPS.Open","DPS.High","DPS.Low","DPS.Close","DPS.Volume","DPS.Adjusted"
"122",72.839996,73.660004,72.459999,73.029999,1529300,71.688514
"123",72.940002,73.959999,72.699997,73.589996,2105300,72.238225
"124",73.480003,73.68,72.290001,72.400002,2774600,71.070089
"125",72.459999,72.800003,71.970001,72.120003,1788500,70.795233
"126",71.989998,72.25,71.580002,71.940002,1389200,70.618539
"127",72.040001,72.440002,71.540001,71.760002,1480000,70.441846
"128",71.239998,71.839996,70.5,71.25,1631700,69.941212
"129",71.269997,72.160004,71.099998,71.239998,1572100,69.931393
"130",70.879997,71.68,70.709999,71.029999,1283200,70.128856
"131",70.629997,71.629997,70.169998,70.209999,1435500,69.31926
"132",70.580002,70.889999,69.779999,69.910004,1364100,69.02307
"133",69.75,71.449997,69.389999,69.889999,1227900,69.00332
"134",69.830002,70.790001,69.709999,70.510002,2068100,69.615457
"135",71.290001,72.309998,70.730003,72.309998,2347600,71.392616
"136",72.209999,72.839996,71.32,71.660004,2703800,70.750868
"137",71.919998,72.800003,71.919998,72.760002,1073000,71.836911
"138",73.120003,73.599998,73,73.449997,936000,72.518152
"139",73.419998,73.980003,73.389999,73.480003,500900,72.547778
"140",73.400002,73.480003,73.080002,73.110001,461500,72.182469
"141",72.980003,73.260002,72.25,72.910004,599500,71.98501
"142",72.629997,73.139999,72.5,72.699997,813000,71.777667
"143",72.800003,72.910004,71.68,71.68,871300,70.770611
"144",71.68,72.339996,70.970001,71.599998,1042400,70.691624
"145",70.989998,71.709999,70.93,71.379997,1433500,70.474414
"146",71.639999,71.989998,70.779999,71.480003,1549100,70.573152
"147",71.919998,72.75,71.760002,72.519997,1163600,71.599951
"148",73.230003,74.25,73.150002,74.199997,1794800,73.258637
"149",74.230003,74.260002,73.400002,73.849998,1155700,72.913079
"150",74.160004,74.190002,73.129997,73.230003,1049900,72.30095
"151",73.93,74.870003,73.360001,73.790001,1311400,72.853843
"152",73.169998,74.870003,73.059998,74.809998,1395600,73.860899
"153",74.809998,76.089996,74.809998,75.510002,1566700,74.552023
"154",75.480003,76.5,75.32,76.459999,1036500,75.489967
"155",77.120003,77.830002,76.269997,77.800003,1445000,76.812971
"156",77.830002,78.800003,77.32,78.739998,2058900,77.74104
"157",79.139999,79.410004,78.260002,79.339996,3003900,78.333427
"158",79.449997,79.489998,78.419998,78.510002,1088800,77.513962
"159",78.510002,79.169998,78.080002,79.120003,1264900,78.116224
"160",78.370003,79.510002,78.150002,79.199997,1497200,78.195203
"161",79.480003,80.040001,78.300003,78.459999,1050200,77.464594
"162",78.639999,79.209999,77.910004,79.080002,1870900,78.076731
"163",78.709999,78.790001,77.129997,77.269997,1590500,76.289688
"164",77.43,78.529999,76.699997,78.5,1400300,77.504087
"165",78.459999,78.849998,77.620003,77.82,1225100,76.832714
"166",77.75,79.199997,77.620003,78.650002,1249200,77.652186
"167",78.660004,78.889999,77.239998,77.360001,1922900,76.378551
"168",76.459999,78.389999,76.459999,77.989998,1953400,77.000555
"169",78.029999,78.370003,77.510002,77.879997,939900,76.89195
"170",78.690002,79.110001,77.709999,78.790001,1273100,77.790409
"171",78.919998,79.529999,78.400002,79.489998,1656300,78.481525
"172",80.5,81.449997,77.769997,78.300003,2782800,77.306627
"173",77.550003,77.779999,76.150002,76.949997,2685000,75.973749
"174",76.559998,77.470001,76.260002,77.07,1518100,76.092229
"175",76.68,78.300003,76.68,78.019997,1377400,77.030173
"176",78.050003,78.800003,77.949997,78.220001,1626800,77.227641
"177",77.989998,78.839996,77.419998,78.82,1322300,77.820027
"178",78.82,79,78.440002,78.849998,874500,77.849645
"179",78.68,79.080002,78.339996,78.910004,1488900,77.908889
"180",79,79.230003,78.510002,79.029999,813900,78.027362
"181",79.07,79.07,77.900002,78.190002,3503100,77.198022
"182",78.190002,79.099998,78.110001,78.790001,1398500,77.790409
"183",78.93,79.419998,78.790001,79.199997,1039100,78.195203
"184",79.260002,79.309998,78.489998,78.989998,1059100,77.987868
"185",78.970001,78.989998,77.660004,78.019997,1826500,77.030173
"186",78.330002,79.050003,78.07,78.900002,1376700,77.899014
"187",78.800003,78.800003,78.089996,78.349998,2182200,77.355989
"188",78.379997,79.050003,78.160004,78.790001,1101900,77.790409
"189",78.080002,78.480003,77.889999,77.949997,1061200,76.961062
"190",78.099998,78.099998,76.779999,76.870003,898100,75.894769
"191",76.75,77.610001,76.75,77.559998,864300,77.057179
"192",77.230003,77.489998,76.449997,76.690002,1126200,76.192824
"193",76.910004,77.68,76.830002,77.269997,1523100,76.769058
"194",76.769997,76.989998,75.480003,75.739998,1562800,75.248979
"195",75.709999,77.010002,74.809998,76.650002,1458300,76.153083
"196",76.370003,76.839996,75.720001,76.110001,1006900,75.616583
"197",76.480003,77.07,76.18,77.029999,1826100,76.530616
"198",77,77.650002,77,77.400002,1462500,76.898221
"199",77.370003,78.110001,77.269997,77.610001,1228200,77.106858
"200",78.019997,78.230003,77.160004,77.169998,1464200,76.669708
"201",77.949997,79.440002,77.900002,79.099998,2313000,78.587196
"202",79.5,79.639999,78.540001,78.919998,1690500,78.408363
"203",79.010002,79.980003,78.529999,79.669998,1247700,79.153501
"204",79.260002,79.809998,78.410004,78.480003,1910200,77.971221
"205",78.610001,78.720001,77.919998,78.5,1899100,77.991088
"206",78.550003,78.550003,77.940002,78.120003,1880500,77.613554
"207",78,79.669998,77.769997,78.68,1982200,78.169921
"208",79.089996,79.57,79.019997,79.330002,2187500,78.815709
"209",79.290001,79.510002,78.489998,78.82,1546300,78.309013
"210",78.879997,79.279999,78.639999,79.019997,1348700,78.507713
"211",79.190002,79.379997,78.559998,78.720001,1354900,78.209663
"212",78.720001,78.889999,78.080002,78.099998,861500,77.593679
"213",77.989998,78.400002,77.599998,78.150002,1159400,77.643358
"214",78.449997,79.040001,77.790001,78.019997,1321500,77.514196
"215",78.150002,78.589996,77.900002,78.360001,976900,77.851996
"216",77.900002,78.07,76.669998,76.980003,1025900,76.480945
"217",77.199997,78.43,77.160004,77.790001,919000,77.285692
"218",78.150002,79.440002,78.120003,79.190002,1862800,78.676617
"219",79.519997,79.589996,78.07,78.809998,1436900,78.299076
"220",79.599998,79.980003,78.269997,78.949997,1884400,78.438167
"221",79.190002,79.739998,78.669998,78.860001,1273800,78.348754
"222",79.169998,79.169998,77.059998,77.239998,1204200,76.739254
"223",77.139999,77.610001,76.080002,76.25,1771900,75.755674
"224",76.220001,76.269997,74.769997,75.300003,1896700,74.811836
"225",75.18,75.559998,74.230003,74.580002,1467700,74.096503
"226",74.830002,75.989998,74.720001,75.970001,1470300,75.477491
"227",75.809998,76.290001,75.690002,76.169998,781400,75.676191
"228",75.860001,76.339996,75.239998,75.550003,790600,75.060215
"229",75.849998,76.239998,75.300003,75.519997,1063300,75.030404
"230",75.800003,76.260002,75.599998,75.75,1194500,75.258916
"231",76.370003,76.900002,76.160004,76.510002,818400,76.013991
"232",76.25,77.330002,76.239998,76.370003,830200,75.874899
"233",75.959999,75.980003,75.300003,75.760002,802000,75.268853
"234",75.93,77.080002,75.93,77.010002,1976300,76.510749
"235",77.349998,77.910004,77.18,77.660004,993900,77.156537
"236",77.629997,78.470001,77.169998,77.410004,1670700,76.908158
"237",77.32,77.75,77.309998,77.349998,856700,76.848542
"238",77.339996,77.940002,77.129997,77.480003,1576900,76.977704
"239",77.589996,77.910004,77.400002,77.400002,1075400,76.898221
"240",77.459999,77.839996,77.07,77.690002,844200,77.186341
"241",77.610001,77.790001,76.949997,77.059998,977900,76.560421
"242",76.980003,77.199997,76.339996,76.440002,1069800,75.944445
"243",76.660004,77.459999,76.480003,77.370003,824800,76.868416
"244",77.139999,77.510002,76.639999,76.989998,900900,76.490875
"245",76.860001,77.089996,76.25,76.639999,883900,76.143145
"246",76.730003,77.07,76.169998,76.459999,690300,75.964312
"247",76.459999,76.5,75.68,76,621800,75.507295
"248",76.419998,76.480003,75.690002,76.139999,1148800,75.646387
"249",75.809998,76.089996,75.150002,75.260002,1082900,74.772095
"250",75.139999,75.25,73.300003,73.860001,1578100,73.381169
"251",73.809998,73.989998,73.43,73.459999,697700,72.983761
"252",73.459999,73.650002,72.779999,73.269997,1291200,72.79499
"253",73.620003,74.309998,73.400002,74.040001,1089200,73.560003
