"","IFF.Open","IFF.High","IFF.Low","IFF.Close","IFF.Volume","IFF.Adjusted"
"42",98.339996,98.459999,97.190002,97.610001,653900,95.928276
"43",97.900002,98.779999,97.32,98.730003,401000,97.028982
"44",98.839996,99.370003,98.440002,98.580002,390900,96.881565
"45",98.68,99.629997,98.389999,99.449997,407700,97.736571
"46",100.260002,100.709999,99.57,100.550003,354800,98.817625
"47",100.459999,100.940002,100.110001,100.489998,241900,98.758654
"48",100.839996,100.989998,99.360001,100.010002,463400,98.286928
"49",100.650002,101.199997,100.260002,100.879997,310800,99.141934
"50",101.349998,101.669998,101.040001,101.589996,346400,99.8397
"51",101.589996,101.760002,100.470001,100.870003,354300,99.132111
"52",101.080002,101.809998,100.720001,101.269997,327800,99.525214
"53",101.18,101.620003,100.75,100.779999,274200,99.043658
"54",100.959999,101.379997,100.610001,100.860001,461800,99.122282
"55",101.160004,101.279999,100.610001,100.709999,418600,98.974864
"56",101.199997,101.220001,100.080002,100.720001,344000,98.984694
"57",100.449997,101.559998,100.160004,101.25,291400,99.505562
"58",101.480003,102,101.080002,101.589996,258700,99.8397
"59",101.599998,102.080002,100.480003,101.339996,405300,99.594007
"60",102,102,100.440002,100.620003,571000,98.886419
"61",100.620003,101.589996,100.580002,101.18,425000,99.436768
"62",101.389999,101.410004,100.720001,101.389999,416400,99.643149
"63",101.379997,102.010002,101.279999,101.339996,424900,99.594007
"64",100.989998,101.25,98.849998,98.949997,640500,97.245185
"65",98.93,99.470001,98.639999,99.019997,560700,97.313979
"66",98.470001,99.379997,98.459999,99.120003,310900,97.412262
"67",99.18,99.559998,97.949997,98.269997,376100,96.576901
"68",98.190002,98.870003,97.919998,98.580002,267700,96.881565
"69",98.480003,99.57,98.25,99.239998,278100,97.53019
"70",99.629997,99.919998,98.949997,99.379997,341900,97.667777
"71",99.739998,100.809998,99.690002,100.650002,492100,98.915901
"72",101.080002,101.330002,100.220001,100.730003,903300,98.994524
"73",100.599998,100.989998,99.290001,99.449997,464300,97.736571
"74",98.889999,99.07,97.489998,97.5,480200,96.275167
"75",97.389999,97.779999,97.029999,97.489998,574600,96.26529
"76",97.169998,97.169998,95.529999,95.629997,462700,94.428656
"77",95.709999,96.82,95.510002,96.790001,415500,95.574087
"78",95.860001,96.980003,95.82,96.760002,398600,95.544465
"79",96.720001,97.010002,95.639999,95.879997,463100,94.675515
"80",95.730003,95.730003,94.089996,94.129997,530800,92.947499
"81",94.029999,94.830002,93.040001,94.699997,407500,93.510338
"82",95.010002,95.410004,94.889999,95.110001,419100,93.915191
"83",95.25,95.730003,94.290001,94.529999,426400,93.342476
"84",94.120003,94.449997,93.18,93.190002,492700,92.019313
"85",93.349998,94.889999,92.75,94.860001,358000,93.668332
"86",94.790001,94.849998,92.849998,93.099998,547700,91.93044
"87",92.989998,93.470001,92.089996,92.93,724000,91.762577
"88",93,93.389999,91.639999,92.029999,893100,90.873882
"89",92.900002,93.879997,91.860001,93.389999,683200,92.216797
"90",92.279999,94.529999,91.650002,94.139999,658800,92.957376
"91",92.610001,94.980003,92.18,94.639999,502000,93.451094
"92",95.400002,96.650002,94.989998,95.410004,594100,94.211426
"93",95.330002,96.339996,94.879997,96.309998,334900,95.100113
"94",96.720001,98.309998,96.709999,98.309998,450400,97.074989
"95",98.639999,99.370003,97.669998,97.709999,387200,96.482528
"96",98.620003,98.620003,96.019997,96.190002,700400,94.981626
"97",96.309998,97.400002,96.059998,97.309998,377300,96.087551
"98",96.330002,96.349998,94.93,95.43,539900,94.231171
"99",95.610001,98.669998,95.610001,98.669998,666700,97.430467
"100",98.669998,98.739998,95.919998,96.519997,1148000,95.307474
"101",96.389999,97.400002,96.129997,97,392000,95.781448
"102",98.360001,99.18,97.800003,99.150002,667700,97.90444
"103",99.510002,99.790001,97.489998,98.169998,552100,96.936748
"104",96.169998,100.440002,95.459999,95.5,700100,94.300291
"105",95.699997,97.860001,95.650002,97.510002,661000,96.285043
"106",97.699997,99.269997,97.5,98.940002,564300,97.697079
"107",99.110001,99.650002,98.550003,98.790001,432400,97.548962
"108",98.93,99.470001,98.860001,99.290001,364900,98.042681
"109",99.419998,100.440002,99.279999,99.790001,311600,98.5364
"110",99.660004,100.169998,99.059998,100.080002,266400,98.822757
"111",100.300003,100.800003,99.580002,100.080002,280300,98.822757
"112",99.699997,99.699997,97.080002,98.139999,673500,96.907126
"113",97.75,98.510002,97.370003,98.040001,420900,96.808384
"114",98.040001,98.940002,97.57,98.830002,463900,97.58846
"115",98.839996,98.970001,98.18,98.620003,493400,97.381099
"116",98.370003,99.68,98.18,99.629997,569400,98.378406
"117",100.459999,101.07,99.940002,100.139999,1065300,98.882001
"118",100.230003,100.459999,99.230003,99.790001,328800,98.5364
"119",100.029999,100.330002,99.339996,99.389999,548300,98.141423
"120",99.410004,100.18,98.709999,100.120003,250200,98.862256
"121",100.480003,102.080002,100.160004,101.169998,486200,99.899061
"122",100.800003,101.93,99.900002,101.459999,782200,100.185419
"123",101.739998,102.279999,101.360001,102.160004,478400,100.876629
"124",102.199997,102.919998,101.660004,102.760002,423100,101.46909
"125",102.540001,103.230003,102.199997,103.190002,377100,101.893689
"126",103.389999,103.989998,102.93,103.419998,404700,102.120795
"127",103.239998,103.339996,102.150002,102.550003,386600,101.261729
"128",102.050003,103.190002,102.019997,103.120003,326300,101.824569
"129",102.870003,102.870003,101.059998,101.160004,463800,99.889192
"130",101.339996,102.559998,101.169998,102.25,334900,100.965495
"131",101.800003,101.949997,100.040001,100.07,679300,98.812881
"132",100.68,100.739998,98.839996,99.07,339300,97.825443
"133",98.779999,100.540001,98.080002,98.650002,532000,97.410721
"134",99.220001,100.599998,98.57,100.489998,529300,99.227603
"135",102.169998,102.529999,101.339996,102.529999,441000,101.241977
"136",103.199997,103.199997,102.239998,102.489998,597800,101.202478
"137",102.489998,103.050003,102.129997,102.830002,265000,101.538211
"138",103.389999,103.959999,102.889999,103.550003,290400,102.249167
"139",103.610001,103.970001,103.43,103.730003,173900,102.426906
"140",103.75,104,103.32,103.440002,145000,102.605452
"141",103.160004,103.489998,102.790001,103.279999,211600,102.446739
"142",102.82,103.379997,102.550003,102.949997,198600,102.1194
"143",102.959999,103.199997,101.32,101.360001,213100,100.542232
"144",101.419998,101.860001,100.169998,100.849998,287600,100.036344
"145",100.449997,101.059998,98.870003,99.370003,381500,98.568289
"146",99.790001,100.43,97.589996,98.150002,420200,97.358131
"147",98.75,99.230003,97.940002,99.120003,516700,98.320306
"148",99.889999,101.68,99.800003,101.639999,333900,100.819971
"149",102.059998,102.540001,101.339996,102.150002,451200,101.325859
"150",102.129997,102.5,100.629997,101.099998,288800,100.284327
"151",102,103.050003,101.620003,102.82,604800,101.990451
"152",101.860001,104.25,101.68,103.959999,658900,103.121253
"153",103.959999,105.980003,103.959999,105.269997,757700,104.420682
"154",105.129997,107.419998,104.860001,107.360001,728100,106.493824
"155",108.459999,108.459999,106.040001,107.580002,507600,106.71205
"156",107.239998,107.779999,106.160004,106.830002,677800,105.968101
"157",107.550003,110.970001,107.32,110.940002,784800,110.044942
"158",110.82,110.889999,108.059998,109.050003,890600,108.170191
"159",108.769997,108.879997,107.589996,108.370003,470300,107.495677
"160",107.32,107.519997,106.300003,106.919998,521300,106.057371
"161",107.519997,107.889999,105.18,105.260002,710900,104.410768
"162",105.129997,106.940002,105.010002,106.800003,333800,105.938344
"163",105.910004,107.389999,105.720001,106.110001,410300,105.253909
"164",106.529999,107.089996,105.349998,106.779999,314300,105.918501
"165",107.580002,108.139999,106.739998,108,476700,107.12866
"166",107.690002,108.410004,107.300003,107.709999,288500,106.840999
"167",108.360001,108.800003,107.889999,108.639999,278600,107.763496
"168",108.779999,109.099998,108.080002,109.07,343400,108.190027
"169",108.809998,108.879997,107.110001,107.379997,361100,106.513659
"170",107.669998,108.260002,107.230003,107.940002,371100,107.069146
"171",108.089996,108.400002,106.709999,107,1050900,106.136728
"172",109.330002,116.480003,109.330002,114.769997,1341700,113.844036
"173",115.339996,118.580002,114.830002,116.959999,761800,116.01637
"174",116.879997,117.599998,115.800003,117.199997,495500,116.254431
"175",116.989998,118.370003,116.82,118.269997,332800,117.315798
"176",118.269997,120.419998,117.57,120.099998,526700,119.131036
"177",120.010002,121.540001,119.309998,121.400002,418200,120.420551
"178",120.650002,122,120.489998,121.239998,432600,120.261838
"179",120.989998,122.849998,120.589996,122.629997,453000,121.640623
"180",122.959999,123.080002,121.43,121.870003,472900,120.88676
"181",122,122.400002,121.279999,121.839996,470800,120.856995
"182",121.949997,122.510002,121.120003,121.93,371100,120.946273
"183",121.93,122.839996,117.32,122.769997,401400,121.779493
"184",122.309998,122.639999,120.769997,121.690002,280700,120.708212
"185",121.519997,121.959999,120.300003,121.220001,346300,120.242002
"186",121.25,121.540001,120.230003,120.879997,358600,119.904742
"187",120.589996,120.709999,118.519997,119.010002,396100,118.049834
"188",119.550003,121.360001,119.43,120.690002,468600,119.71628
"189",119.709999,119.910004,117.599998,117.599998,744100,116.651206
"190",117.599998,118.540001,116.699997,117.18,760600,116.234596
"191",118.029999,120.010002,117.739998,119.5,457700,118.535878
"192",119.43,119.660004,117.029999,118.040001,465500,117.087658
"193",118.489998,119.150002,118.199997,118.989998,298800,118.029991
"194",118.339996,118.769997,116.739998,117.900002,461700,116.948788
"195",117.379997,118.959999,115.260002,118.150002,601400,117.196771
"196",118.07,120.080002,117.099998,118.489998,510700,117.534025
"197",118.82,120.400002,118.660004,119.919998,638300,118.952488
"198",119.669998,120.620003,119.349998,119.690002,490100,118.724348
"199",119.410004,120.559998,119.07,119.510002,427500,118.5458
"200",119.43,120.959999,117.080002,117.080002,482300,116.593935
"201",116.839996,117.349998,116.010002,116.699997,528500,116.215507
"202",117.059998,117.790001,116.550003,117.18,354400,116.693518
"203",117.839996,119.269997,117.239998,118.5,300800,118.008037
"204",118.290001,118.5,117,117.400002,473900,116.912606
"205",117.099998,118.110001,116.080002,116.970001,461900,116.484391
"206",116.959999,118.809998,116.739998,117.389999,333500,116.902645
"207",116.760002,118.959999,116.760002,118.620003,316700,118.127542
"208",118.379997,119.550003,118.160004,118.190002,519000,117.699327
"209",118.559998,118.959999,117.410004,118.209999,375600,117.71924
"210",118.139999,118.5,117.339996,118.260002,297300,117.769036
"211",118.540001,119.029999,118.209999,118.970001,296300,118.476087
"212",119.129997,120.419998,118.75,118.769997,297700,118.276913
"213",118.889999,119.449997,118.059998,118.910004,277200,118.416339
"214",119.730003,120.139999,118.519997,118.669998,222900,118.17733
"215",118.339996,119.330002,118.010002,118.660004,255300,118.167377
"216",117.910004,118.620003,115.889999,116.279999,437600,115.797253
"217",117.089996,117.870003,117.089996,117.669998,204900,117.181481
"218",117.75,118.309998,116.639999,116.82,237500,116.335012
"219",117,117.260002,115.160004,115.989998,474700,115.508456
"220",116.029999,117.059998,115.440002,116.57,222200,116.08605
"221",116.620003,117.199997,115.040001,115.849998,378500,115.369038
"222",116.349998,117.220001,115.239998,116.18,260900,115.697669
"223",115.959999,116.980003,115.639999,116.949997,345000,116.464469
"224",116,116.940002,115.599998,116.239998,297100,115.757418
"225",115.660004,116.610001,114.110001,114.75,438800,114.273606
"226",115.480003,117.550003,115.480003,117.419998,310100,116.932519
"227",117.510002,118.599998,117.239998,118.230003,345300,117.739162
"228",118.019997,118.870003,116.190002,116.599998,267400,116.115924
"229",117.360001,118.120003,115.800003,118.099998,410100,117.609697
"230",117.660004,118.410004,116.809998,118.220001,256100,117.729201
"231",119.540001,120.610001,119.010002,119.440002,298200,118.944137
"232",119.019997,119.610001,118.489998,119.300003,535900,118.804719
"233",115.68,117.32,113.339996,114.400002,1012800,113.92506
"234",114.029999,114.029999,110.57,112.690002,971100,112.222161
"235",113.309998,115.160004,112.620003,115.050003,467500,114.572363
"236",114.989998,115.440002,114.690002,115.43,295400,114.950783
"237",115.019997,115.489998,114.82,115.279999,222500,114.801404
"238",115.360001,116.309998,115.029999,115.889999,266700,115.408872
"239",116.050003,117.860001,115.589996,117.529999,419100,117.042063
"240",117.290001,118.459999,117.290001,118.260002,491500,117.769036
"241",117.989998,118.720001,117.779999,118.349998,364700,117.858659
"242",117.470001,117.970001,116.470001,117.099998,419500,116.613848
"243",116.919998,119.059998,116.849998,118.82,382200,118.326709
"244",118.870003,119.769997,118.739998,119.269997,337200,118.774837
"245",119.449997,120.199997,118.5,119.040001,555700,118.545797
"246",119.290001,119.290001,116.739998,117.510002,432200,117.02215
"247",117.18,118.040001,116.400002,116.440002,382000,115.956592
"248",116.650002,117.050003,113.970001,114.470001,952100,113.99477
"249",113.669998,114.360001,112.339996,112.480003,856500,112.013033
"250",112.150002,112.440002,111.010002,111.120003,627600,110.658679
"251",111.199997,112.260002,110.309998,110.339996,562400,109.881911
"252",110.339996,110.440002,109.410004,109.760002,607400,109.304324
"253",110.269997,111.040001,109.879997,110.830002,1131100,110.369882
