"","HRL.Open","HRL.High","HRL.Low","HRL.Close","HRL.Volume","HRL.Adjusted"
"173",54.130001,55.75,53.77,55.73,1751700,55.488198
"174",55.73,55.900002,54.669998,55.709999,1873700,55.468284
"175",55.689999,56.5,55.5,56.139999,1489600,55.896419
"176",57.099998,58,56.23,57.650002,1957000,57.39987
"177",57.610001,58.150002,57.130001,57.919998,831700,57.668695
"178",57.860001,58.16,57.509998,57.799999,755100,57.549217
"179",57.669998,57.919998,57.450001,57.77,586500,57.519348
"180",57.720001,58.98,57.529999,58.529999,1700400,58.276049
"181",58.369999,58.560001,58.040001,58.459999,647400,58.206353
"182",58.389999,58.939999,58.220001,58.509998,838800,58.256135
"183",58.509998,58.68,58.16,58.509998,554300,58.256135
"184",58.48,58.48,57.630001,58.369999,916400,58.116743
"185",58.369999,58.369999,57.82,57.950001,869500,57.698567
"186",58.18,58.18,57.57,57.939999,483500,57.688609
"187",57.57,57.599998,56.560001,56.759998,663500,56.513728
"188",56.98,57.790001,56.869999,57.610001,856600,57.360042
"189",57.110001,57.220001,56.25,56.25,751500,56.005942
"190",56.34,56.360001,54.52,55.240002,1789400,55.000326
"191",55.150002,56.07,55.009998,55.959999,848700,55.7172
"192",55.77,55.790001,54.799999,55.25,634400,55.010281
"193",55.540001,55.830002,55.080002,55.650002,1144400,55.408547
"194",55.25,55.419998,54.73,55.279999,858500,55.04015
"195",55.220001,56.27,54.73,56.080002,1433200,55.836682
"196",55.990002,56.200001,55.630001,55.990002,462800,55.747072
"197",56.23,56.880001,56.169998,56.799999,849600,56.553555
"198",56.869999,57.439999,56.869999,56.98,433300,56.732775
"199",56.919998,57.400002,56.43,56.450001,642000,56.205075
"200",56.84,57.59,56.599998,56.66,1264900,56.414163
"201",56.48,56.860001,56.07,56.66,549300,56.414163
"202",56.599998,57.310001,56.380001,57.259998,612800,57.011559
"203",56.5,57.389999,56.5,57.360001,1021300,57.111127
"204",57.169998,57.439999,56.77,56.849998,721700,56.603338
"205",56.849998,57.119999,56.450001,57.099998,693400,56.852253
"206",57.16,57.75,56.91,57.419998,475200,57.170864
"207",57.119999,58.029999,57.07,57.82,1246900,57.56913
"208",57.82,58.290001,57.549999,57.990002,794700,57.738395
"209",57.990002,58.32,57.689999,58.23,657000,57.977351
"210",58.25,58.279999,57.599998,58.029999,656900,57.778218
"211",58.16,58.5,57.790001,57.959999,546800,57.708522
"212",57.990002,58.02,57.299999,57.380001,544500,57.131041
"213",57.380001,58.16,57.16,58.119999,672000,57.867828
"214",58.209999,58.619999,57.529999,57.619999,583200,57.369997
"215",57.529999,57.700001,57.09,57.459999,461400,57.459999
"216",57.049999,57.049999,55.799999,56.349998,786200,56.349998
"217",56.459999,56.900002,56.349998,56.389999,543600,56.389999
"218",55.759998,55.98,54.419998,55.09,1860200,55.09
"219",54.77,55.299999,54.279999,55.18,881100,55.18
"220",54.880001,55.150002,54.349998,54.880001,1446300,54.880001
"221",54.93,55.099998,54.700001,54.849998,465400,54.849998
"222",54.830002,55.099998,54.619999,54.75,555000,54.75
"223",54.639999,55.150002,54.59,55.02,431300,55.02
"224",54.990002,55.049999,54.439999,54.580002,810900,54.580002
"225",54.619999,54.830002,54.150002,54.349998,1226500,54.349998
"226",54.380001,55.310001,54.380001,55.279999,737800,55.279999
"227",55.209999,55.91,55.130001,55.740002,630100,55.740002
"228",56.009998,56.5,55.470001,55.630001,859900,55.630001
"229",55.790001,55.84,54.759998,55.09,648100,55.09
"230",55.130001,55.419998,54.75,55.369999,543400,55.369999
"231",55.849998,56.18,55.540001,55.970001,465100,55.970001
"232",55.93,56.02,55.720001,55.799999,497600,55.799999
"233",55.529999,55.939999,55.23,55.759998,581400,55.759998
"234",55.950001,56.310001,55.790001,55.970001,571600,55.970001
"235",56.279999,56.790001,56.27,56.720001,686800,56.720001
"236",56.700001,56.869999,56.43,56.669998,966200,56.669998
"237",56.43,56.630001,55.689999,55.720001,1305600,55.720001
"238",56.029999,56.23,55.560001,55.790001,1279700,55.790001
"239",56.400002,59.360001,56.299999,58.139999,2664900,58.139999
"240",57.880001,58.299999,57.299999,57.52,1498100,57.52
"241",57.360001,57.470001,56.82,56.919998,988400,56.919998
"242",56.689999,56.900002,56.380001,56.610001,1068800,56.610001
"243",58.470001,58.860001,57.689999,58.43,1918200,58.43
"244",58.310001,58.41,57.490002,58.200001,1436900,58.200001
"245",58.02,58.200001,57.220001,57.220001,2284500,57.220001
"246",57.189999,57.380001,56.52,57.07,882800,57.07
"247",57.009998,57.009998,56.34,56.759998,912600,56.759998
"248",57.029999,57.080002,56.5,56.900002,603100,56.900002
"249",56.77,56.84,56.23,56.290001,856700,56.290001
"250",56.200001,56.41,55.82,56.259998,1173200,56.259998
"251",56.259998,56.400002,56.009998,56.150002,621300,56.150002
"252",56.09,56.41,55.619999,56.220001,653300,56.220001
"253",56.330002,57.18,56.330002,56.82,601400,56.82
