"","BIIB.Open","BIIB.High","BIIB.Low","BIIB.Close","BIIB.Volume","BIIB.Adjusted"
"83",331.049988,331.049988,324.01001,325.070007,722800,325.070007
"84",325,325,315.820007,315.920013,1053300,315.920013
"85",315.660004,325.779999,312,324.589996,1271500,324.589996
"86",323.350006,325.339996,317.73999,319.190002,1142900,319.190002
"87",318.399994,324.420013,315.079987,315.140015,1468200,315.140015
"88",314.790009,315.75,300.98999,301.73999,2302500,301.73999
"89",308.359985,310.399994,296.059998,301.579987,1759400,301.579987
"90",297.290009,311.200012,295.269989,305.690002,2210900,305.690002
"91",299.910004,309,296.549988,302.73999,1384400,302.73999
"92",305.359985,313.720001,304.75,306.709991,1782200,306.709991
"93",305.23999,321.480011,305.23999,311.410004,1513800,311.410004
"94",320.970001,326.899994,316.029999,326.769989,1851500,326.769989
"95",300,314.950012,290.850006,309.070007,7067000,309.070007
"96",314,319.350006,311,316.059998,2126200,316.059998
"97",315.720001,322,315.299988,321.670013,1262900,321.670013
"98",321.890015,323.119995,317,319.980011,1114800,319.980011
"99",321.209991,321.220001,314.899994,318.029999,1642000,318.029999
"100",317.940002,320.98999,312.559998,315.059998,1509000,315.059998
"101",315.089996,323.720001,313.910004,321,1084300,321
"102",330,330.5,318.660004,321.079987,1699600,321.079987
"103",320.779999,323.200012,319.660004,321.25,1196100,321.25
"104",319.899994,323.880005,319.029999,322.059998,1130700,322.059998
"105",324.570007,324.859985,318.5,319.549988,1016100,319.549988
"106",320.859985,324.299988,320.269989,323.470001,1377000,323.470001
"107",324.660004,325,319.619995,320.75,1102800,320.75
"108",320.190002,327.899994,319,327.869995,1220500,327.869995
"109",327.709991,330.369995,322.649994,324.589996,847500,324.589996
"110",323.799988,323.799988,319.549988,321.019989,757000,321.019989
"111",322.25,322.25,314.329987,317.980011,1126200,317.980011
"112",317.959991,318.019989,300.350006,305.429993,2557100,305.429993
"113",305,308.649994,301.859985,302.420013,1390100,302.420013
"114",305.679993,306.980011,303.019989,305.559998,1643200,305.559998
"115",304.600006,305.5,302.100006,303.609985,1956800,303.609985
"116",300.100006,303.980011,297.829987,299.100006,1771900,299.100006
"117",305.279999,305.279999,301.320007,303.549988,1828000,303.549988
"118",305.609985,308.839996,304.779999,306.73999,1388200,306.73999
"119",307,307.640015,302.450012,305.399994,1947200,305.399994
"120",305,305.829987,301.390015,304.920013,1085800,304.920013
"121",307.579987,310.209991,305.970001,307.690002,849100,307.690002
"122",306.429993,310.480011,306.109985,308.440002,1146100,308.440002
"123",335.649994,336.649994,323.410004,328.269989,6201300,328.269989
"124",328.519989,347.73999,328.519989,347.339996,4668700,347.339996
"125",345.880005,350.890015,337.540009,341.179993,2533600,341.179993
"126",341.98999,345.929993,339.709991,340.869995,1460300,340.869995
"127",341.950012,347.279999,340.899994,344.049988,1395400,344.049988
"128",340.399994,348.059998,337.570007,347.609985,1295500,347.609985
"129",346.850006,349.880005,342.619995,343.589996,1449200,343.589996
"130",344.869995,351.380005,341.859985,342.329987,1471700,342.329987
"131",339.230011,349.980011,338.5,344.48999,1559100,344.48999
"132",346.5,346.649994,333.119995,335.799988,1402800,335.799988
"133",333.380005,339.829987,324.690002,325.130005,1834400,325.130005
"134",326.5,333.730011,322.350006,332.890015,1652700,332.890015
"135",339.359985,353.700012,337.709991,353.700012,2401800,353.700012
"136",343.279999,361.929993,343.059998,360.670013,3691300,360.670013
"137",352,356.649994,345.230011,352.290009,2170400,352.290009
"138",353.559998,353.790009,328.679993,335.76001,2631500,335.76001
"139",335.529999,343.619995,334.980011,340.890015,965800,340.890015
"140",342.920013,345.549988,338.019989,342.399994,1137800,342.399994
"141",341.929993,345.98999,339.290009,343.429993,1236100,343.429993
"142",341.51001,345.01001,339.429993,342.190002,933500,342.190002
"143",343.920013,348.5,339.329987,339.450012,864800,339.450012
"144",342.839996,346.98999,340.329987,342.01001,976300,342.01001
"145",339.269989,342,335.130005,336.73999,1250000,336.73999
"146",339.980011,346.640015,334.399994,334.649994,1898200,334.649994
"147",338.089996,354,338.049988,353.23999,2484300,353.23999
"148",359.420013,360,341.709991,350.25,4277700,350.25
"149",349.779999,352.079987,338.23999,342.339996,2559300,342.339996
"150",345.5,350,343.709991,347.839996,1894000,347.839996
"151",352.809998,361.910004,348.350006,352.73999,2489400,352.73999
"152",348,355.609985,347.519989,348.75,1429900,348.75
"153",350.040009,354.549988,339.660004,339.880005,1665700,339.880005
"154",339.369995,353.440002,339.350006,352.75,1673000,352.75
"155",354.5,365.190002,350.640015,363.279999,2076400,363.279999
"156",361.410004,366.170013,358.220001,361.829987,1337000,361.829987
"157",364,364,349.48999,353.649994,2322900,353.649994
"158",352.980011,359.869995,352.029999,357.529999,1077700,357.529999
"159",357.630005,362.839996,355.450012,362.440002,1328000,362.440002
"160",358.279999,364.76001,357.130005,357.890015,1446300,357.890015
"161",360.290009,361.380005,350.5,351.179993,1486000,351.179993
"162",351.529999,354.609985,345.76001,353.25,1707800,353.25
"163",372.75,397,372.75,389.160004,4029800,389.160004
"164",389.029999,394.980011,382,390,1832700,390
"165",390.730011,395.5,386.339996,393.890015,1781500,393.890015
"166",388.600006,394.480011,381.359985,391.119995,2165000,391.119995
"167",393.700012,402.399994,390.109985,401.790009,1576200,401.790009
"168",400.299988,407.940002,399,402,1631200,402
"169",398.049988,402.839996,396.459991,396.880005,1440400,396.880005
"170",398.049988,400.859985,394.059998,395.130005,1811600,395.130005
"171",394.859985,396.859985,388.529999,390,1766300,390
"172",394.690002,395,386.140015,392.109985,1755100,392.109985
"173",391.679993,394.390015,387.23999,391.660004,1180000,391.660004
"174",389.109985,402.290009,388.670013,397.910004,1321100,397.910004
"175",396.829987,401.869995,396.519989,401.119995,782800,401.119995
"176",401.040009,408.23999,400.559998,406.730011,1143500,406.730011
"177",406.399994,409.029999,403.359985,408.049988,945900,408.049988
"178",408.25,411.320007,406.230011,408.579987,954400,408.579987
"179",410.25,410.73999,402.829987,404.890015,855200,404.890015
"180",405.320007,412.019989,400.570007,408.940002,1114100,408.940002
"181",408.820007,411.769989,406.070007,410.100006,863800,410.100006
"182",410.230011,411.309998,405.799988,409.589996,1371000,409.589996
"183",410.670013,416.820007,406.399994,415.790009,1347300,415.790009
"184",415,415.170013,407.119995,412.790009,1235300,412.790009
"185",410.950012,417.179993,406.100006,414.130005,1523000,414.130005
"186",417.420013,425.700012,417.089996,425.609985,1846200,425.609985
"187",424.230011,424.230011,416.23999,417.630005,1643700,417.630005
"188",417.230011,417.649994,411.600006,415.51001,1516100,415.51001
"189",409.670013,420.440002,409.609985,414.200012,1400700,414.200012
"190",415.309998,416.23999,407.51001,408.109985,1426100,408.109985
"191",411.48999,411.48999,406.019989,407.640015,1553200,407.640015
"192",407.089996,416.700012,407.089996,413.350006,1744700,413.350006
"193",415.459991,422.369995,414.220001,421.320007,1564500,421.320007
"194",420.100006,426.480011,417.5,426.119995,1968900,426.119995
"195",425,431,417.049988,427.929993,2030300,427.929993
"196",434.799988,439.899994,431.329987,433.649994,2471900,433.649994
"197",475.920013,480.179993,456.059998,475.980011,10643200,475.980011
"198",466.070007,474,460.5,463.730011,3712600,463.730011
"199",462.98999,467.640015,452.01001,452.709991,2481400,452.709991
"200",449.059998,450.25,431.390015,431.630005,3743700,431.630005
"201",427.799988,432.880005,420.410004,428.929993,3353800,428.929993
"202",430.119995,436.670013,429.359985,429.869995,1859200,429.869995
"203",433.679993,437,428.600006,431.619995,1600100,431.619995
"204",430.160004,433.980011,422.100006,422.23999,1808700,422.23999
"205",423.200012,423.470001,407.549988,413.809998,2709200,413.809998
"206",415.399994,416.480011,410.640015,412.440002,1700700,412.440002
"207",408.75,420.089996,408.209991,413.420013,1873800,413.420013
"208",415.5,425.369995,415.130005,418.089996,1571900,418.089996
"209",419.299988,427.51001,418.100006,425.359985,1540100,425.359985
"210",424.600006,431.779999,419.480011,426.630005,1340900,426.630005
"211",426.160004,428.829987,420.5,425.649994,1063000,425.649994
"212",426.700012,432.470001,422.519989,423.359985,1263300,423.359985
"213",423.98999,426.480011,417.709991,423.570007,1365100,423.570007
"214",430.76001,432.73999,424.570007,430.959991,2038100,430.959991
"215",428.140015,432.880005,428,428.649994,1109000,428.649994
"216",424,426.98999,416.839996,419.440002,1837600,419.440002
"217",424.660004,424.769989,419,422.920013,1183300,422.920013
"218",425.190002,426.170013,420.170013,422.109985,1224600,422.109985
"219",423.880005,425.959991,418.549988,423.570007,1298200,423.570007
"220",423,431.839996,421,430.279999,1938200,430.279999
"221",410,410.869995,395,401.709991,6084400,401.709991
"222",401.75,403.450012,388.079987,389.269989,3432000,389.269989
"223",388.799988,391.869995,374.359985,374.679993,4923900,374.679993
"224",377.970001,388.450012,376,383.779999,3255600,383.779999
"225",380.890015,383.829987,368.880005,373.929993,2685900,373.929993
"226",377.519989,388.140015,377.519989,386.220001,2737400,386.220001
"227",389.450012,393.890015,384.75,386.220001,1456400,386.220001
"228",385,388.450012,381,385.799988,1589300,385.799988
"229",387.25,389.98999,380.410004,383.559998,1274400,383.559998
"230",384,388.070007,380.609985,383.290009,1292600,383.290009
"231",390.880005,399.5,390.029999,398.429993,2024700,398.429993
"232",403.200012,404,395,396.910004,1574400,396.910004
"233",393.200012,397.779999,389,395.299988,1136900,395.299988
"234",396,398.380005,388.720001,390.040009,1169500,390.040009
"235",392.980011,395.109985,387.369995,394.350006,1612600,394.350006
"236",395,398.190002,389.079987,391.23999,1442900,391.23999
"237",389.380005,396.410004,389.220001,395.420013,995700,395.420013
"238",396.01001,400.109985,393.959991,395.170013,1347000,395.170013
"239",394.5,403.480011,391.609985,401,1476500,401
"240",400.23999,401.649994,397.970001,401.149994,824500,401.149994
"241",399.190002,401.790009,397.399994,398.679993,829800,398.679993
"242",397.170013,399.929993,391.619995,392.880005,897900,392.880005
"243",393.809998,403.220001,391.519989,402.920013,1113700,402.920013
"244",402.299988,403.850006,399.100006,400.100006,784400,400.100006
"245",400.089996,401.890015,395.640015,396.98999,1299500,396.98999
"246",398.869995,399.579987,391,393.350006,1192600,393.350006
"247",391.359985,391.76001,384,387.619995,1945900,387.619995
"248",388.769989,393.790009,387.329987,387.480011,1279100,387.480011
"249",385.5,387.540009,382.540009,384.339996,1524300,384.339996
"250",382.880005,389.75,381.570007,387.859985,998800,387.859985
"251",387.660004,389.390015,384.670013,386.369995,777000,386.369995
"252",384.269989,385.880005,378.820007,382,1250900,382
"253",382.970001,390.059998,378,388.5,1569600,388.5
