"","CVS.Open","CVS.High","CVS.Low","CVS.Close","CVS.Volume","CVS.Adjusted"
"34",79,79.150002,78.190002,78.379997,4278500,77.570821
"35",78.489998,78.639999,77.809998,77.809998,3372500,77.006706
"36",78,78.199997,77.43,77.739998,4014400,76.937429
"37",77.309998,77.739998,76.360001,76.360001,4385900,75.571678
"38",76.199997,77.089996,76.199997,76.489998,4483000,75.700333
"39",76.519997,77.480003,76.5,77.370003,4396200,76.571253
"40",78.010002,78.959999,76.169998,77.269997,6797600,76.47228
"41",74.720001,77.43,74.690002,77.029999,11306300,76.234759
"42",77.5,77.629997,75.629997,76.110001,5665500,75.324259
"43",76.25,77.919998,76.18,77.809998,4574600,77.006706
"44",78.019997,78.690002,77.949997,78.360001,3248700,77.551031
"45",78.209999,78.839996,78.120003,78.669998,2425000,77.857828
"46",78.93,79.150002,78.440002,78.910004,3448300,78.095355
"47",79.059998,79.339996,78.889999,79.300003,2696200,78.481329
"48",79.300003,79.5,78.440002,78.910004,3308500,78.095355
"49",79.160004,79.43,78.900002,79.150002,2205900,78.332876
"50",79.300003,79.540001,78.970001,79.529999,2251800,78.70895
"51",79.440002,79.760002,79.169998,79.610001,2584500,78.788126
"52",79.790001,79.82,78.93,78.980003,2597400,78.164633
"53",78.910004,79.599998,78.910004,79.239998,3502200,78.421943
"54",79.440002,79.769997,79.110001,79.209999,2500700,78.392254
"55",79.169998,79.639999,78.900002,79.349998,2727200,78.530808
"56",79.480003,79.75,79.25,79.43,2093100,78.609984
"57",79.309998,79.599998,78.970001,79.43,1811400,78.609984
"58",79.5,79.800003,79.279999,79.449997,2416200,78.629774
"59",79.470001,79.790001,79.220001,79.730003,2565800,78.90689
"60",79.889999,80.620003,79.669998,80.360001,3512200,79.530383
"61",80.43,81.160004,80.019997,80.309998,4924000,79.480896
"62",80.470001,81.650002,80.110001,81.639999,3567400,80.797167
"63",81.720001,82.120003,81.150002,81.400002,3357600,80.559647
"64",81.5,81.559998,80.57,80.860001,3849300,80.025221
"65",80.779999,81.190002,80.589996,80.910004,2751100,80.074708
"66",80.760002,81.220001,80.75,81.089996,3926300,80.252842
"67",81.360001,81.360001,80.330002,80.57,2867800,79.738214
"68",81.050003,81.279999,80.900002,81.239998,4369500,80.401295
"69",81.160004,82.57,81.150002,82.220001,3832000,81.371181
"70",81.900002,82.489998,81.75,82.239998,3570100,81.390972
"71",81.940002,82.129997,81.050003,81.18,4831000,80.341917
"72",81.669998,81.75,81.029999,81.370003,5876000,80.529958
"73",81.230003,81.279999,80.470001,80.599998,3534200,79.767903
"74",80.559998,80.75,79.82,79.989998,3684000,79.1642
"75",80.349998,80.889999,80.139999,80.82,4268700,79.985633
"76",80.580002,80.790001,79.709999,79.839996,3899100,79.015747
"77",79.620003,80.440002,79.610001,80.290001,3917500,79.461106
"78",79.739998,80.199997,79.269997,80.029999,3026900,79.203788
"79",80,80.309998,79.449997,79.589996,4049100,78.768328
"80",79.449997,79.830002,79.050003,79.139999,6973100,78.322977
"81",79.230003,80.260002,79.019997,80.059998,6297000,79.233477
"82",80.43,81.400002,80.099998,81.330002,5630700,80.49037
"83",81.559998,81.919998,81.080002,81.339996,3370500,80.500262
"84",81.019997,82,80.839996,81.029999,4676200,80.193464
"85",81.290001,82.559998,81.050003,82.519997,4846500,81.66808
"86",82.529999,83.199997,81.919998,81.949997,5075700,81.103965
"87",82.190002,83.449997,81.68,82.480003,7263100,81.628499
"88",82.519997,82.519997,80.019997,80.120003,7516200,79.292863
"89",80.660004,81.279999,80.389999,80.68,7812900,79.847079
"90",79.690002,79.980003,77.510002,78.989998,9026300,78.174524
"91",77.699997,79.650002,77.400002,78.809998,7354300,77.996382
"92",79.870003,80.169998,78.970001,79.959999,5568000,79.134511
"93",80.059998,81.970001,79.849998,81.760002,5721400,80.915931
"94",81.760002,83.099998,81.510002,82.919998,5166000,82.340905
"95",83.080002,83.790001,82.839996,83.25,5206000,82.668602
"96",83.919998,84.449997,83.43,83.599998,3969400,83.016156
"97",83.68,84.349998,83.419998,84.290001,2709200,83.70134
"98",84.290001,85.220001,84.209999,84.839996,3602500,84.247494
"99",85.199997,85.260002,84.699997,85.199997,3386900,84.604981
"100",85.07,85.739998,84.580002,85.190002,3379100,84.595056
"101",84.849998,85.949997,84.779999,85.550003,3101900,84.952543
"102",86.68,87.160004,85.720001,85.809998,6211000,85.210721
"103",86.029999,86.68,85.910004,86.120003,5217300,85.518562
"104",84.849998,86.209999,83.610001,85.470001,6300000,84.873099
"105",86.330002,87.879997,85.68,87.5,5460700,86.888921
"106",87.599998,88.480003,87.349998,88.43,3994900,87.812427
"107",88.169998,88.410004,87.739998,88.379997,3651200,87.762773
"108",88.110001,89.209999,87.919998,89.190002,3489300,88.567121
"109",89.330002,90.18,89.309998,89.760002,3330300,89.13314
"110",89.610001,89.800003,89.019997,89.290001,3000700,88.666421
"111",89.459999,90.139999,89.400002,90.129997,3489000,89.500551
"112",90.099998,90.25,89.029999,89.129997,5289500,88.507535
"113",89.129997,90.129997,89.129997,90.120003,4021200,89.490627
"114",90.040001,90.449997,89.730003,90.120003,3938900,89.490627
"115",90.059998,90.370003,89.339996,89.589996,4060500,88.964322
"116",89.419998,89.709999,88.940002,89.25,3513100,88.6267
"117",89.620003,89.970001,89.230003,89.330002,4319400,88.706143
"118",89.790001,91.110001,89.669998,90.870003,4193800,90.235389
"119",91.080002,91.080002,90.129997,90.290001,3907700,89.659437
"120",90.650002,90.919998,90.220001,90.889999,2112300,90.255246
"121",91.209999,92,91.139999,91.360001,1966200,90.721965
"122",91.419998,91.419998,89.980003,90.160004,3788500,89.530348
"123",90.110001,90.470001,89.900002,90.089996,3668600,89.46083
"124",89.889999,90.25,88.949997,89.139999,4429200,88.517467
"125",89.519997,89.970001,89.040001,89.839996,4141500,89.212576
"126",90,90.730003,89.639999,90.699997,3074700,90.06657
"127",90.410004,91.220001,90.32,90.760002,2779000,90.126156
"128",89.959999,91.269997,89.790001,91.25,3364900,90.612732
"129",91.139999,91.330002,90.07,90.110001,4549600,89.480694
"130",90.290001,91.75,90.199997,90.93,4068000,90.294967
"131",90.470001,91.849998,89.919998,89.940002,4312700,89.311883
"132",90.959999,91.529999,89.309998,89.870003,6389600,89.242372
"133",91.220001,94.610001,91.029999,92.309998,10159000,91.665327
"134",92.82,94.75,92.699997,94.169998,6906500,93.512338
"135",95.07,95.529999,94.139999,95.519997,5929400,94.852908
"136",96.32,96.730003,95.349998,95.699997,9799900,95.031651
"137",95.809998,97.110001,95.760002,97.110001,4196500,96.431808
"138",97.650002,98.139999,96.870003,97.870003,4417500,97.186502
"139",97.900002,98.480003,97.730003,97.889999,2590300,97.206359
"140",98.599998,98.620003,97.919998,98.25,2279200,97.563846
"141",97.82,98.489998,97.209999,97.550003,3142500,96.868738
"142",97.150002,97.940002,97.059998,97.529999,2640000,96.848873
"143",97.779999,97.870003,96.199997,96.309998,3406100,95.637392
"144",96.519997,96.870003,94.379997,95.099998,5124200,94.435843
"145",94.589996,94.889999,93.870003,94.160004,5887900,93.502413
"146",94.629997,95.300003,93.68,94.230003,5538700,93.571924
"147",94.910004,95.980003,94.620003,95.93,5792700,95.260048
"148",96.870003,98,96.839996,97.970001,6530700,97.285803
"149",97.690002,98.330002,96.919998,97.919998,4456700,97.236149
"150",97.480003,98.120003,97.029999,97.199997,5102600,96.521176
"151",98.129997,99.080002,96.550003,97.239998,4069500,96.560897
"152",97,97.489998,96.32,97.330002,4704500,96.650273
"153",97.330002,98.050003,97.010002,97.169998,3784800,96.491387
"154",96.809998,98.889999,96.720001,98.739998,4748900,98.050422
"155",99.089996,99.410004,97.389999,98.370003,4612000,98.030494
"156",98.889999,99.510002,98.209999,99.5,5088500,99.156591
"157",99.93,100.669998,99.449997,100.279999,5184300,99.933898
"158",100.440002,101.339996,100.010002,100.620003,4595500,100.272728
"159",100.330002,101.07,100.07,101.010002,2858900,100.661382
"160",100.059998,101.309998,99.809998,100.82,3916900,100.472035
"161",101.269997,101.589996,99.459999,99.599998,4844100,99.256244
"162",99.449997,100.169998,99.209999,100.110001,4900800,99.764486
"163",99.18,99.860001,98.040001,98.160004,6161100,97.821219
"164",98.339996,99.220001,97.059998,99.110001,4415500,98.767938
"165",99.57,100.169998,98.849998,100.129997,4297300,99.784414
"166",100.019997,101.139999,99.739998,100.459999,5714000,100.113277
"167",100.550003,100.959999,99.849998,100.760002,3464300,100.412244
"168",100.980003,101.449997,100.169998,100.610001,4575500,100.262761
"169",100.610001,100.769997,99.050003,99.559998,5458600,99.216381
"170",101.239998,101.879997,98.360001,101.68,9777600,101.329067
"171",101.550003,103.290001,101.550003,102.589996,6922400,102.235923
"172",103.019997,103.150002,101.559998,103,5279700,102.644511
"173",102.849998,103.129997,102.230003,102.629997,4125600,102.275785
"174",102.220001,103.559998,101.790001,103.550003,5328400,103.192616
"175",103.349998,104.169998,103.019997,104.099998,3860200,103.740713
"176",104.07,104.260002,102.449997,102.620003,3578400,102.265825
"177",102.360001,102.720001,101.870003,102.699997,4313300,102.345544
"178",102.75,103.660004,102.5,103.260002,3619600,102.903616
"179",103.489998,103.550003,102.720001,103.360001,3423900,103.003269
"180",103.169998,104.089996,103.040001,103.440002,3655500,103.082995
"181",103.5,104.480003,103.470001,104.169998,3497000,103.810471
"182",103.75,104.519997,103.610001,103.870003,3808900,103.511511
"183",104.099998,104.839996,104.010002,104.190002,3189300,103.830407
"184",104.169998,104.379997,102.959999,103.449997,4044500,103.092955
"185",103.059998,103.449997,102.769997,103.080002,3079500,102.724237
"186",103.5,103.550003,102.68,103.360001,3619100,103.003269
"187",102.43,102.690002,101.550003,101.900002,4639800,101.548309
"188",102.089996,102.760002,101.790001,102.5,4217200,102.146237
"189",101.589996,102.339996,101.5,101.529999,3951300,101.179583
"190",101.93,102.150002,101.510002,101.559998,3319900,101.209479
"191",101.980003,103.169998,101.870003,102.959999,3731900,102.604648
"192",103.110001,103.919998,102.739998,103.260002,4855000,102.903616
"193",103.660004,104.519997,103.510002,104.389999,4873900,104.029713
"194",103.949997,104.040001,103.019997,103.019997,4613600,102.664439
"195",102.769997,103.849998,101.760002,103.489998,6695300,103.132818
"196",103.580002,103.730003,103.120003,103.339996,3383500,102.983334
"197",104,104.690002,103.489998,103.860001,9136400,103.501544
"198",104.050003,105.349998,103.949997,104.559998,4167000,104.199125
"199",104.629997,105.459999,104.370003,104.489998,3532700,104.129367
"200",104.919998,104.93,102.709999,102.730003,4073600,102.375446
"201",102.459999,102.889999,101.779999,101.989998,4265300,101.637995
"202",101.970001,102.949997,101.910004,102.5,4541600,102.146237
"203",102.389999,104.099998,101.959999,103.830002,3978600,103.471648
"204",103.82,104.300003,103.139999,103.209999,3779400,102.853786
"205",102.660004,102.730003,101.300003,102.260002,4591200,101.907067
"206",101.730003,103.269997,101.720001,102.709999,3041400,102.355511
"207",102.099998,103.949997,102.029999,103.43,3209900,103.073027
"208",103.389999,104.449997,103.099998,103.129997,2923100,102.77406
"209",103.25,103.879997,102.75,102.93,3307100,102.574753
"210",103.040001,103.290001,101.839996,102.370003,5609500,102.016688
"211",102.559998,102.800003,102.019997,102.540001,3606400,102.1861
"212",102.470001,103.160004,102,102.139999,6436900,101.787479
"213",102.230003,102.760002,101.379997,102.110001,4729400,101.757584
"214",102.25,102.510002,101.57,101.730003,4363500,101.378898
"215",101.779999,101.919998,101.019997,101.169998,4077700,100.820825
"216",100.589996,100.720001,99.25,100.389999,6579200,100.043519
"217",100.809998,101.459999,100.519997,101.279999,4559100,100.930446
"218",101.5,101.919998,101.120003,101.410004,5004400,101.060003
"219",101.400002,101.669998,100.290001,101.230003,5561800,101.230003
"220",100.900002,101.230003,100.279999,100.879997,4120600,100.879997
"221",100.940002,101.849998,100.760002,101.580002,5418800,101.580002
"222",102,102.529999,101.190002,101.220001,5425500,101.220001
"223",101.199997,102.110001,100.739998,101.970001,4087700,101.970001
"224",101.669998,101.949997,100.190002,100.669998,6140400,100.669998
"225",100.419998,101.050003,99.010002,99.290001,7990100,99.290001
"226",100.93,101.18,97.870003,100.459999,6333000,100.459999
"227",100.57,101.32,100.010002,100.160004,3316600,100.160004
"228",100.110001,100.269997,98.190002,98.739998,4555300,98.739998
"229",98.82,99.150002,98.230003,98.870003,3639600,98.870003
"230",98.970001,99.540001,98.5,99.360001,3822900,99.360001
"231",99.849998,101.099998,99.849998,100.660004,4349300,100.660004
"232",100.510002,101.309998,100.339996,100.489998,3126000,100.489998
"233",100.019997,100.760002,99.769997,100.239998,4019500,100.239998
"234",100.459999,100.739998,99.470001,99.809998,3912000,99.809998
"235",100.400002,102,100.32,101.959999,4289400,101.959999
"236",102.059998,102.139999,101.389999,102.07,3788700,102.07
"237",101.779999,102.809998,101.699997,102.440002,2599700,102.440002
"238",102.650002,102.879997,101.949997,102.32,2969500,102.32
"239",102.32,102.32,101.239998,101.269997,3795200,101.269997
"240",101.269997,104.93,101.099998,103.690002,7690100,103.690002
"241",103.900002,104.419998,103.370003,103.949997,3668900,103.949997
"242",103.970001,104.32,102.529999,102.849998,3680400,102.849998
"243",103.110001,103.860001,103.040001,103.480003,3537700,103.480003
"244",103.519997,103.720001,102.400002,103.190002,2565200,103.190002
"245",103.150002,103.209999,101.82,102.379997,4819700,102.379997
"246",102.900002,103.059998,102.089996,102.510002,3256400,102.510002
"247",102.050003,102.25,101.199997,101.830002,2990000,101.830002
"248",102.400002,102.599998,101.790001,101.910004,2723700,101.910004
"249",101.199997,101.959999,100.279999,100.870003,3866900,100.870003
"250",100.620003,100.760002,99.809998,99.949997,3510100,99.949997
"251",99.82,99.989998,99.169998,99.410004,3145500,99.410004
"252",99.410004,100.449997,99.139999,99.980003,3251400,99.980003
"253",100.5,102.379997,100.400002,102.129997,3867300,102.129997
