"","MKC.Open","MKC.High","MKC.Low","MKC.Close","MKC.Volume","MKC.Adjusted"
"116",72.510002,72.779999,72.309998,72.349998,527000,71.238992
"117",72.769997,72.889999,72.160004,72.5,855500,71.38669
"118",72.650002,72.860001,72.449997,72.599998,404700,71.485153
"119",72.550003,73.129997,72.300003,72.860001,916900,71.741162
"120",73.110001,73.150002,72.730003,72.830002,861300,71.711624
"121",73.230003,74.75,73.150002,74.330002,431700,73.18859
"122",74.129997,74.349998,73.68,73.910004,562700,72.775041
"123",73.910004,74.199997,73.690002,73.889999,426300,72.755344
"124",73.800003,73.800003,72.989998,73.330002,482300,72.203946
"125",73.400002,73.669998,72.769997,73.040001,376100,71.918398
"126",73.089996,73.529999,72.82,73.330002,383200,72.203946
"127",73.470001,73.779999,72.879997,73.260002,435500,72.135021
"128",72.860001,73.419998,72.540001,73.239998,494600,72.115324
"129",73.269997,73.519997,72.379997,72.489998,458700,71.376841
"130",72.629997,73.68,72.629997,73.279999,524600,72.154711
"131",72.779999,73.459999,72.419998,72.480003,499900,71.367
"132",72.5,73.050003,71.550003,71.849998,564100,70.74667
"133",71.839996,73.349998,71.510002,71.879997,661700,70.776208
"134",72.07,73.019997,71.769997,72.980003,503100,71.859322
"135",73.5,74.279999,73.349998,74.279999,669100,73.139355
"136",74.68,76.559998,74.199997,76.290001,2337800,75.118491
"137",76.25,76.690002,75.839996,76.57,639700,75.39419
"138",76.900002,77.080002,76.519997,76.779999,323800,75.600965
"139",76.790001,76.82,76.389999,76.629997,170800,75.453267
"140",76.620003,77.010002,76.440002,76.559998,244700,75.384342
"141",76.050003,76.199997,75.599998,75.93,291100,75.156685
"142",75.870003,76.379997,75.610001,75.849998,381700,75.077498
"143",75.900002,76.019997,74.269997,74.300003,539900,73.543288
"144",74.519997,74.980003,73.300003,73.949997,463200,73.196847
"145",73.699997,73.93,72.599998,72.699997,672600,71.959578
"146",72.970001,73.209999,72.050003,72.370003,1126300,71.632944
"147",72.779999,74.620003,72.540001,74.300003,1096100,73.543288
"148",74.580002,75.639999,74.480003,75.519997,397800,74.750857
"149",75.57,75.720001,74.589996,74.629997,378700,73.869922
"150",73.959999,74.849998,73.459999,73.660004,421700,72.909807
"151",74.059998,74.529999,73.129997,73.849998,704200,73.097867
"152",73.639999,73.93,73.040001,73.860001,695900,73.107767
"153",74.25,74.599998,73.730003,73.919998,724400,73.167154
"154",74.010002,74.580002,73.620003,74.360001,746800,73.602675
"155",74.559998,75.690002,74.290001,75.669998,775700,74.899331
"156",75.379997,75.620003,74.589996,74.980003,933700,74.216363
"157",75.410004,75.529999,74.540001,75.18,796500,74.414323
"158",74.989998,75.029999,74.080002,74.18,703400,73.424508
"159",74.059998,74.650002,73.699997,74.32,648100,73.563081
"160",73.599998,73.860001,72.800003,72.919998,1477300,72.177338
"161",70.839996,74.339996,70.730003,71.860001,1752400,71.128136
"162",71.860001,72.660004,70.709999,72.599998,1071000,71.860598
"163",72.029999,72.209999,71.18,71.389999,1104000,70.662922
"164",71.43,72.669998,70.699997,72.620003,868200,71.880398
"165",72.980003,73.43,72.760002,73.419998,554700,72.672246
"166",73.32,74.160004,73.169998,73.690002,686800,72.9395
"167",73.800003,74.010002,73.419998,73.919998,467100,73.167154
"168",73.900002,74.760002,73.540001,74.339996,808900,73.582874
"169",74.129997,74.309998,73.459999,73.769997,512100,73.01868
"170",73.910004,74.669998,73.690002,74.309998,291400,73.553181
"171",74.349998,74.669998,73.400002,73.970001,418500,73.216647
"172",73.720001,74.339996,73.599998,74.309998,460500,73.553181
"173",73.959999,74.760002,73.730003,74.639999,456100,73.879822
"174",74.620003,74.93,73.970001,74.57,572300,73.810535
"175",74.279999,75.970001,74.099998,75.769997,573300,74.998311
"176",75.629997,75.739998,75.089996,75.290001,372100,74.523203
"177",75.220001,75.889999,74.660004,75.839996,529000,75.067597
"178",75.830002,75.989998,75.120003,75.379997,313300,74.612283
"179",75.239998,75.589996,74.660004,75.410004,479500,74.641984
"180",75.279999,75.800003,75.080002,75.459999,343100,74.69147
"181",75.470001,75.660004,75.029999,75.379997,316200,74.612283
"182",75.470001,75.68,75.220001,75.379997,346300,74.612283
"183",75.379997,75.599998,74.889999,75.400002,515200,74.632084
"184",75.129997,75.43,74.739998,75.25,291500,74.48361
"185",74.980003,75.18,74.209999,74.839996,392900,74.077782
"186",75.150002,75.150002,74.120003,74.730003,426600,73.968909
"187",74.260002,74.389999,73.199997,73.449997,451600,72.701939
"188",73.489998,73.989998,73.32,73.830002,273800,73.078074
"189",73.5,73.830002,72.5,72.519997,482200,71.78141
"190",72.510002,72.519997,71.769997,72.18,473900,71.444877
"191",71.459999,72.980003,71.349998,72.940002,926500,72.197139
"192",72.959999,73.120003,71.730003,71.980003,623800,71.246917
"193",72.120003,72.690002,71.980003,72.620003,599000,71.880398
"194",72.230003,72.459999,71.410004,72.019997,667000,71.286503
"195",71.970001,72.910004,71.010002,72.489998,1053000,71.751717
"196",72.43,72.660004,71.870003,72.400002,480200,71.662637
"197",72.519997,73.120003,72.489998,72.879997,1062800,72.137745
"198",72.970001,73.629997,72.879997,73.199997,1096900,72.454485
"199",75.529999,77.790001,75,75.120003,2779600,74.354937
"200",75.860001,77.480003,75.550003,75.989998,1841200,75.216071
"201",76.169998,77.220001,75.919998,76.849998,1186800,76.067313
"202",76.989998,77.389999,76.669998,77.330002,846300,76.542428
"203",77.459999,78.110001,77.029999,78.019997,918600,77.225395
"204",77.830002,78.239998,77.110001,77.110001,998600,76.324667
"205",76.660004,76.709999,75.709999,76.279999,965900,75.896826
"206",76.349998,77.330002,76.349998,76.860001,855300,76.473914
"207",76.760002,78.449997,76.760002,78.269997,1528300,77.876828
"208",78.220001,78.699997,77.849998,77.879997,526800,77.488787
"209",77.879997,78.169998,77.449997,77.900002,477300,77.508691
"210",77.839996,78.139999,77.330002,77.879997,623000,77.488787
"211",77.93,78.330002,77.599998,77.75,427500,77.359443
"212",77.809998,78.190002,77.470001,77.540001,539000,77.150499
"213",77.5,78.099998,77.080002,77.790001,635400,77.399243
"214",78.010002,78.690002,77.459999,77.559998,596000,77.170395
"215",77.519997,77.699997,77.160004,77.480003,687600,77.090803
"216",77,77.300003,76.019997,76.470001,567700,76.085874
"217",76.639999,77.449997,76.57,76.669998,553500,76.284866
"218",76.68,76.970001,76.150002,76.209999,463600,75.827178
"219",76.470001,76.959999,76.089996,76.889999,592100,76.503762
"220",76.550003,76.959999,76.209999,76.220001,507900,75.83713
"221",76.379997,76.410004,75.760002,75.839996,373700,75.459034
"222",75.949997,76.010002,75.330002,75.730003,533700,75.349593
"223",75.639999,76.059998,75.300003,75.970001,425100,75.588386
"224",75.959999,76.209999,75.400002,75.459999,480000,75.080945
"225",75.5,76.040001,75.110001,75.300003,881300,74.921753
"226",75.599998,76.379997,75.529999,76.160004,398600,75.777434
"227",75.989998,76.760002,75.910004,76.529999,367300,76.14557
"228",76.309998,76.730003,75.580002,75.82,459800,75.439138
"229",76.059998,76.279999,75.190002,75.779999,435800,75.399338
"230",75.699997,76.779999,75.449997,76.589996,549500,76.205266
"231",77.139999,77.589996,76.769997,77.080002,426200,76.69281
"232",76.860001,77.379997,76.769997,76.910004,481000,76.523666
"233",76.550003,77.580002,76.330002,77.470001,688800,77.080851
"234",77.529999,77.949997,77.089996,77.199997,445100,76.812203
"235",77.669998,78.989998,77.639999,78.949997,615800,78.553412
"236",78.989998,79.349998,78.900002,79.330002,456100,78.931508
"237",79.120003,79.230003,78.68,79,337700,78.603164
"238",78.959999,79.760002,78.790001,79.610001,475500,79.2101
"239",79.599998,79.599998,79.089996,79.209999,365500,78.812108
"240",79.300003,79.470001,78.980003,79.379997,432700,78.981252
"241",79.160004,79.290001,78.739998,78.779999,317800,78.384268
"242",78.790001,78.970001,78.010002,78.360001,320800,77.966379
"243",78.400002,78.970001,78.190002,78.830002,543500,78.43402
"244",78.900002,79.010002,78.379997,78.870003,303500,78.47382
"245",78.900002,78.900002,78.449997,78.5,446200,78.105676
"246",78.690002,78.900002,78.010002,78.309998,324300,77.916628
"247",78.150002,78.220001,77.510002,78.010002,377900,77.618139
"248",78.220001,78.339996,77.519997,78,448400,77.608187
"249",77.989998,78.040001,77.129997,77.209999,453500,76.822155
"250",77.139999,77.459999,76.160004,76.720001,764700,76.334618
"251",76.599998,76.959999,76.160004,76.699997,407700,76.314714
"252",76.809998,77.019997,76.519997,76.529999,324200,76.14557
"253",76.660004,77.25,76.660004,77.110001,296300,76.722658
