"","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
"34",45.040001,45.27,44.900002,45.009998,2357400,44.173857
"35",45,45.099998,44.91,45,2465800,44.164044
"36",45,45.099998,44.799999,44.939999,2937600,44.105157
"37",44.84,44.849998,44.150002,44.360001,4243900,43.535934
"38",44.34,44.48,43.830002,44.119999,1743900,43.30039
"39",44.189999,44.580002,43.830002,44.52,1599700,43.692961
"40",44.299999,44.419998,43.439999,43.740002,3816500,42.927452
"41",43.509998,44.049999,43.41,43.990002,1951900,43.172808
"42",44.240002,44.459999,43.720001,43.830002,1632700,43.015781
"43",44,44.529999,43.93,44.490002,1229300,43.66352
"44",44.639999,44.869999,44.52,44.540001,1507900,43.71259
"45",44.299999,45.560001,44.290001,45.049999,2461700,44.213114
"46",44.970001,45.34,44.25,44.380001,1966400,43.555563
"47",44.490002,44.939999,44.25,44.91,1883500,44.075716
"48",45.169998,45.220001,43.59,43.82,3087300,43.005964
"49",44.169998,44.73,44.009998,44.720001,1304100,43.889247
"50",44.790001,45.130001,44.650002,44.950001,1638400,44.114974
"51",45,45.470001,44.900002,45.34,1468300,44.497728
"52",45.32,45.68,45.009998,45.599998,1167800,44.752896
"53",45.34,45.790001,45.34,45.619999,940400,44.772525
"54",45.73,45.970001,45.48,45.77,747700,44.91974
"55",45.740002,45.880001,45.459999,45.73,1096600,44.880482
"56",45.700001,45.880001,45.130001,45.310001,987200,44.468287
"57",45.279999,45.389999,44.950001,45.220001,589900,44.379958
"58",45.5,45.5,45.060001,45.279999,765200,44.438841
"59",45.389999,45.66,44.919998,45.18,1200200,44.3407
"60",45.439999,45.549999,45.189999,45.360001,764800,44.517357
"61",45.52,47.419998,45.419998,47.169998,3820900,46.293731
"62",46.990002,47.099998,46.580002,47.009998,1565400,46.136703
"63",46.93,47.25,46.57,46.59,983000,45.724507
"64",46.470001,46.68,46.119999,46.290001,1015400,45.430081
"65",46.240002,46.52,46.119999,46.470001,1011600,45.606737
"66",46.220001,46.369999,45.93,46.099998,897600,45.243608
"67",45.990002,46.259998,45.529999,45.799999,1355500,44.949182
"68",45.779999,45.93,45.459999,45.799999,1058900,44.949182
"69",45.799999,45.98,45.32,45.82,1023700,44.968811
"70",45.939999,46.040001,45.459999,45.779999,1597800,44.929553
"71",46.200001,46.34,45.849998,46.310001,1253100,45.44971
"72",46.470001,46.66,45.82,46.240002,2689200,45.38101
"73",46.029999,46.220001,45.459999,45.650002,967500,44.801971
"74",45.650002,45.740002,45.32,45.380001,1082900,44.536986
"75",45.400002,46.18,45.310001,46.130001,1060900,45.273053
"76",46.09,46.09,44.959999,45.02,1380600,44.183673
"77",44.919998,45.619999,44.919998,45.5,949100,44.654756
"78",45.09,45.720001,44.900002,45.200001,1449000,44.360329
"79",45.220001,45.560001,44.720001,44.900002,1569200,44.065903
"80",45,45.029999,44.150002,44.52,2417600,43.692961
"81",44.59,45.560001,44.27,45.48,1563300,44.635127
"82",45.66,46.110001,45.52,45.759998,1673700,44.909924
"83",46.040001,46.32,45.57,45.98,1111800,45.125838
"84",45.59,45.68,44.759998,44.810001,2314300,43.977575
"85",44.689999,45.880001,44.459999,45.82,2243300,44.968811
"86",45.599998,45.880001,44.380001,44.700001,3260600,43.869618
"87",43.509998,43.619999,41.82,42.540001,7273900,41.749744
"88",42.57,42.57,41.150002,41.25,3029600,40.483707
"89",41.209999,41.900002,40.950001,41.099998,3796700,40.336492
"90",40.560001,41.27,40.18,40.98,3578000,40.218722
"91",40.23,41.23,40.220001,40.779999,2944200,40.022437
"92",41.130001,41.299999,40.470001,41.09,3730000,40.326679
"93",40.869999,41.52,40.869999,41.400002,1500100,40.630922
"94",41.77,42.630001,41.459999,42.59,2020600,41.798814
"95",42.48,42.529999,41.490002,41.5,1617300,40.96955
"96",42.09,42.619999,42.09,42.220001,1292300,41.680349
"97",42.380001,42.700001,42.049999,42.669998,1076100,42.124594
"98",42.470001,42.599998,42.099998,42.540001,996200,41.996258
"99",42.709999,43.41,42.43,43.41,1509600,42.855137
"100",43.349998,43.389999,42.619999,43.009998,1240900,42.460248
"101",42.869999,43.34,42.68,43.209999,992100,42.657692
"102",44.110001,44.130001,43.66,44.040001,1602200,43.477085
"103",43.990002,44.200001,43.82,44.009998,1101800,43.447466
"104",43.93,44.380001,43.849998,44.220001,1137800,43.654785
"105",45.009998,45.200001,44.209999,44.439999,2594400,43.87197
"106",44.59,45.029999,44.459999,44.91,1721900,44.335964
"107",44.740002,44.810001,43.860001,44.529999,2443700,43.96082
"108",44.599998,44.599998,44.25,44.439999,2049900,43.87197
"109",44.419998,44.59,44.009998,44.43,1250900,43.8621
"110",44.209999,44.810001,44.130001,44.650002,1595200,44.079289
"111",44.709999,44.779999,43.959999,44.330002,1344000,43.763379
"112",44.43,44.889999,43.919998,44.799999,1252500,44.227369
"113",44.669998,44.75,44.279999,44.400002,1784200,43.832484
"114",44.220001,44.889999,44.220001,44.349998,1326000,43.78312
"115",44.349998,44.75,44.110001,44.68,1366200,44.108904
"116",44.349998,45.150002,44.34,45.049999,1720300,44.474174
"117",45.419998,45.610001,45,45.209999,2640300,44.632129
"118",45.279999,45.490002,45.080002,45.23,1619500,44.651873
"119",44.799999,45.540001,44.799999,45.330002,1601200,44.750597
"120",45.279999,45.400002,45.040001,45.240002,1178500,44.661748
"121",45.18,45.41,44.880001,45.200001,1015000,44.622258
"122",45.049999,45.189999,44.41,44.419998,1895800,43.852225
"123",44.299999,44.860001,44.169998,44.849998,1491100,44.276729
"124",45.009998,46.279999,45.009998,46.259998,2296200,45.668707
"125",46.23,46.73,46,46.639999,1888700,46.043851
"126",46.82,47.349998,46.619999,47.259998,1663600,46.655925
"127",46.259998,47.450001,46.009998,46.619999,1372000,46.024106
"128",46.09,46.59,45.82,46.57,1380000,45.974746
"129",46.349998,46.470001,45.849998,46.040001,2117600,45.451521
"130",47.029999,47.029999,46.279999,46.439999,1849100,45.846406
"131",46.02,47.049999,45.509998,45.560001,2355000,44.977657
"132",45.630001,45.919998,45.099998,45.25,1495000,44.671618
"133",45.16,46.02,44.970001,45.009998,1253000,44.434684
"134",45.080002,45.52,44.470001,45.380001,1548800,44.799958
"135",46.09,46.580002,45.34,46.580002,1687600,45.98462
"136",46.549999,47.860001,46.549999,47.310001,3180600,46.705289
"137",47.290001,47.709999,47.119999,47.700001,1217700,47.090303
"138",48,48.259998,47.709999,47.720001,1082800,47.110048
"139",47.860001,48.16,47.860001,47.869999,816700,47.258129
"140",48.029999,48.169998,47.759998,47.799999,836100,47.189024
"141",47.799999,48.240002,47.790001,48.209999,1249100,47.593783
"142",48.099998,48.43,47.91,48.119999,990000,47.504933
"143",48.360001,48.369999,47.52,47.560001,797700,46.952093
"144",47.849998,48.34,47.07,47.400002,1341400,46.794139
"145",47.150002,47.259998,46.400002,46.59,1911900,45.994491
"146",46.68,46.700001,45.200001,45.790001,1788200,45.204717
"147",45.740002,46.009998,45.130001,45.490002,2146900,44.908552
"148",45.959999,46.540001,45.82,46.52,1592000,45.925386
"149",46.470001,46.59,45.959999,45.990002,2085200,45.402161
"150",45.889999,46.25,45.330002,45.66,1422900,45.076377
"151",45.990002,47.029999,45.310001,45.880001,2908600,45.293567
"152",45.549999,45.759998,44.380001,44.93,4336600,44.355709
"153",45.07,46.060001,43.849998,43.990002,4948500,43.427725
"154",43.939999,45.299999,43.720001,45.25,3268100,44.671618
"155",45.310001,45.68,44.939999,45.400002,2168300,44.819702
"156",45.200001,46.040001,45.029999,45.869999,1615100,45.283692
"157",46.150002,46.669998,45.59,46.450001,1583100,45.856281
"158",46.5,46.790001,46.209999,46.290001,1452300,45.698326
"159",46.25,46.549999,46.009998,46.099998,1278700,45.510752
"160",45.470001,45.470001,44.68,45.400002,1679600,44.819702
"161",45.279999,45.490002,44.669998,44.73,1801100,44.432296
"162",44.540001,45.130001,44.209999,44.990002,2255300,44.690567
"163",44.630001,45.119999,44.27,44.400002,2541300,44.104494
"164",44.43,45.150002,43.970001,44.970001,2713400,44.6707
"165",45.290001,45.810001,45.23,45.779999,1860500,45.475307
"166",44.639999,44.650002,42.040001,42.220001,9099800,41.939003
"167",42.119999,42.369999,41.650002,42.060001,4790000,41.780068
"168",42.23,42.669998,41.849998,42.34,4176500,42.058203
"169",42.189999,42.82,42.139999,42.259998,2482300,41.978734
"170",42.619999,42.619999,41.759998,42.509998,2625500,42.22707
"171",42.41,42.619999,42.09,42.200001,2636300,41.919136
"172",42.18,42.34,40.98,42.240002,5592900,41.95887
"173",42.48,43.299999,42.240002,42.5,4364300,42.217138
"174",42.529999,42.849998,42.34,42.610001,2814800,42.326407
"175",42.619999,43.310001,42.580002,43.060001,2190800,42.773412
"176",43.029999,43.349998,42.91,42.959999,1955700,42.674076
"177",42.93,42.93,42.490002,42.77,2648200,42.485342
"178",42.75,42.880001,42.130001,42.209999,2251300,41.929067
"179",42.200001,42.34,41.82,42.099998,3684300,41.819799
"180",42.139999,42.52,41.959999,42.43,4304400,42.147604
"181",42.48,42.509998,42.16,42.209999,1571200,41.929067
"182",42.380001,42.459999,41.540001,41.549999,2410200,41.27346
"183",41.5,41.549999,40.93,41.5,7641400,41.223794
"184",41.279999,41.540001,41.029999,41.099998,7851800,40.826454
"185",39.990002,40.389999,39.459999,39.82,10345900,39.554975
"186",39.759998,40.75,39.610001,40.619999,5530100,40.34965
"187",40.310001,40.700001,40.130001,40.549999,3593400,40.280116
"188",40.5,41.009998,40.27,40.869999,2771300,40.597986
"189",40.529999,41.040001,40.099998,40.599998,3664000,40.329782
"190",40.709999,40.889999,40.310001,40.419998,3989400,40.15098
"191",40.799999,41.049999,40.330002,41,3499900,40.727121
"192",41.200001,41.200001,40.220001,40.830002,2483200,40.558255
"193",40.919998,41.450001,40.799999,41.360001,2115500,41.084726
"194",41.07,43.5,41.07,42.59,7976500,42.306539
"195",42.5,42.939999,42.110001,42.849998,4565300,42.564807
"196",42.77,42.810001,42.259998,42.470001,2527000,42.187339
"197",42.810001,42.959999,42.150002,42.299999,5405200,42.018468
"198",42.310001,42.549999,41.900002,42.220001,4730700,41.939003
"199",42.150002,42.849998,42.150002,42.389999,2872700,42.10787
"200",42.580002,42.700001,41.889999,41.889999,3093800,41.611197
"201",41.68,41.919998,41.349998,41.459999,2227700,41.184059
"202",41.299999,41.509998,41.02,41.169998,1779800,40.895988
"203",41.389999,41.990002,41.32,41.799999,1578100,41.521796
"204",41.669998,41.830002,41.349998,41.439999,1705200,41.164192
"205",41.290001,41.549999,40.939999,41.240002,2050800,40.965526
"206",41.299999,41.419998,40.98,41.049999,2035500,40.776788
"207",40.93,41.369999,40.830002,41.130001,2604800,40.856257
"208",40.700001,41.09,40.060001,40.349998,3449500,40.081446
"209",40.349998,40.68,40.240002,40.459999,2173800,40.190715
"210",40.52,40.610001,40.02,40.380001,2405300,40.111249
"211",40.389999,40.5,39.889999,40.009998,4111400,39.743709
"212",40.139999,40.299999,39.790001,40.02,4511600,39.753644
"213",41.73,42,40.32,41.799999,9567700,41.521796
"214",41.799999,42,41.119999,41.360001,4500800,41.084726
"215",41.459999,41.599998,40.790001,41.02,3415600,40.746989
"216",40.810001,41.009998,40.400002,40.540001,3215400,40.270184
"217",40.759998,40.959999,40.439999,40.799999,2622300,40.528452
"218",41.009998,41.459999,40.869999,41.259998,3078700,40.985389
"219",41.360001,41.830002,41.240002,41.580002,2732000,41.303263
"220",41.41,42.259998,41.34,42.07,3063700,41.79
"221",41.869999,41.869999,41.18,41.630001,2608000,41.630001
"222",41.77,42.860001,41.57,42.41,4239900,42.41
"223",42.290001,42.91,42,42.73,3639600,42.73
"224",42.57,43.400002,42.310001,43.07,3923300,43.07
"225",43.040001,43.259998,42.439999,42.619999,4257000,42.619999
"226",42.709999,42.990002,42.450001,42.84,2462400,42.84
"227",42.830002,43.240002,42.759998,43.150002,2135800,43.150002
"228",42.77,42.82,41.549999,41.639999,4157200,41.639999
"229",41.650002,41.849998,41.25,41.689999,1929200,41.689999
"230",41.549999,42.200001,41.549999,42.02,1727700,42.02
"231",42.490002,43.139999,42.169998,42.720001,2030500,42.720001
"232",42.599998,42.709999,42.290001,42.470001,1586600,42.470001
"233",42.349998,43.18,42.080002,43.009998,2110800,43.009998
"234",43.009998,43.169998,42.75,42.830002,2535900,42.830002
"235",43.040001,43.279999,42.889999,43.27,1458400,43.27
"236",43.34,43.419998,42.700001,42.779999,1871100,42.779999
"237",42.639999,42.959999,42.299999,42.669998,1751300,42.669998
"238",42.639999,42.689999,42.110001,42.52,1245800,42.52
"239",42.700001,42.720001,42.43,42.57,930600,42.57
"240",42.529999,42.959999,42.490002,42.689999,1144600,42.689999
"241",42.540001,42.740002,42.360001,42.400002,997100,42.400002
"242",42.400002,42.540001,42.150002,42.369999,1850800,42.369999
"243",42.43,42.669998,42.16,42.619999,1071900,42.619999
"244",42.5,42.740002,42.400002,42.549999,1482900,42.549999
"245",42.490002,42.59,41.43,41.509998,2357900,41.509998
"246",42.23,42.23,41.299999,41.68,1394000,41.68
"247",41.439999,42.299999,41.43,42.119999,1368800,42.119999
"248",42.34,42.549999,41.889999,42.529999,1785200,42.529999
"249",42.360001,42.490002,42.080002,42.139999,1490600,42.139999
"250",42.099998,42.189999,41.720001,41.889999,1003500,41.889999
"251",41.799999,41.950001,41.509998,41.52,1086800,41.52
"252",41.52,41.880001,41.439999,41.68,1546800,41.68
"253",41.93,42.34,41.93,42.169998,1478100,42.169998
