"","WM.Open","WM.High","WM.Low","WM.Close","WM.Volume","WM.Adjusted"
"86",47.580002,47.740002,46.84,46.919998,1464900,45.874854
"87",46.959999,47.369999,46.799999,46.82,2699600,45.777083
"88",46.830002,47.130001,46.630001,46.639999,2167200,45.601092
"89",46.790001,47.09,46.330002,46.490002,3235300,45.454435
"90",46,46.490002,45.5,46.279999,3158300,45.24911
"91",45.66,46.389999,45.619999,46.290001,2880300,45.25889
"92",46.540001,46.860001,46.310001,46.720001,2274500,45.679312
"93",46.529999,46.700001,46.41,46.650002,1718200,45.610871
"94",46.73,47.290001,46.66,47.259998,1783200,46.20728
"95",47.400002,47.540001,47.18,47.189999,1895700,46.13884
"96",47.650002,48.07,47.610001,47.889999,1589000,46.823248
"97",48,48.049999,47.740002,47.959999,1090400,46.891689
"98",47.98,48.220001,47.869999,48.119999,1066900,47.048124
"99",48.330002,48.419998,48.040001,48.419998,1391100,47.341441
"100",48.380001,48.5,46.48,47.73,4958800,46.666812
"101",47.73,48.75,47.700001,48.549999,2767200,47.468547
"102",49.029999,49.18,48.610001,48.889999,3261900,47.800973
"103",48.790001,48.889999,48.25,48.610001,2212400,47.527211
"104",48.619999,48.779999,48.220001,48.34,3713700,47.263225
"105",48.41,48.919998,48.220001,48.889999,1707000,47.800973
"106",49.02,49.400002,48.919998,49.23,1643800,48.1334
"107",49.310001,49.66,49.310001,49.450001,1578500,48.3485
"108",49.540001,49.709999,49.43,49.490002,1966400,48.38761
"109",49.459999,49.610001,49.259998,49.360001,1315900,48.260505
"110",49.32,49.52,49.25,49.380001,1239100,48.28006
"111",49.43,49.529999,49.220001,49.369999,1115400,48.270281
"112",49.259998,49.450001,49.009998,49.09,1230300,47.996519
"113",49.029999,49.16,48.98,49.09,1149000,47.996519
"114",49.16,49.27,49.040001,49.099998,1453000,48.006295
"115",49.07,49.07,48.360001,48.560001,2776900,47.478326
"116",48.34,48.439999,48.200001,48.32,2191600,47.24367
"117",48.779999,48.779999,48.369999,48.529999,2150900,47.448992
"118",48.5,48.77,48.419998,48.669998,1410100,47.585872
"119",48.700001,48.75,48.360001,48.509998,2370800,47.429437
"120",48.580002,48.810001,48.549999,48.700001,1847800,47.615207
"121",48.880001,49.259998,48.669998,48.73,1271900,47.644537
"122",48.73,48.790001,48.470001,48.490002,1930600,47.409885
"123",48.73,49.119999,48.599998,48.810001,3716400,47.722757
"124",48.580002,49.259998,48.5,49.16,4255100,48.437093
"125",49.060001,49.470001,48.84,49.25,3020900,48.52577
"126",49.18,49.52,49.07,49.450001,3070600,48.72283
"127",49.419998,49.419998,49.009998,49.189999,3165500,48.466651
"128",48.950001,49.040001,48.560001,48.939999,1676600,48.220327
"129",49.009998,49.099998,48.509998,48.650002,1990500,47.934594
"130",48.709999,49.419998,48.700001,49.07,1687300,48.348416
"131",48.959999,49.07,48.380001,48.5,1959600,47.786799
"132",48.599998,49.18,48.290001,49.099998,4419900,48.377974
"133",49.09,49.849998,48.919998,49.389999,3587500,48.663711
"134",49.27,49.580002,48.529999,49.549999,3366300,48.821358
"135",50,50.860001,49.919998,50.860001,2867500,50.112095
"136",51.09,51.139999,50.490002,50.779999,3662100,50.03327
"137",50.779999,51.150002,50.580002,51.119999,1340900,50.36827
"138",51.18,51.490002,51.040001,51.209999,1385000,50.456947
"139",51.400002,51.400002,51.049999,51.16,653700,50.407683
"140",51.369999,51.610001,51.169998,51.360001,939900,50.604742
"141",51.400002,51.709999,51.23,51.540001,1243600,50.782096
"142",51.529999,51.650002,51.209999,51.580002,1446100,50.821509
"143",51.740002,51.950001,51.279999,51.32,2235100,50.56533
"144",51.25,51.779999,51.200001,51.75,3140700,50.989007
"145",51.43,51.619999,51.130001,51.23,3859100,50.476653
"146",51.27,51.639999,50.860001,51.27,3010900,50.516066
"147",51.419998,51.619999,51.049999,51.310001,2243200,50.555479
"148",51.639999,51.939999,51.540001,51.900002,2941700,51.136803
"149",51.82,51.889999,51.369999,51.529999,1664000,50.772241
"150",51.599998,51.689999,51.240002,51.470001,1315800,50.713126
"151",51.68,52.110001,51.07,51.509998,1780500,50.752534
"152",51.25,51.880001,51.099998,51.810001,1623800,51.048126
"153",51.810001,52.139999,51.759998,51.82,1351700,51.057977
"154",51.779999,52.279999,51.560001,52.240002,1311200,51.471803
"155",52.540001,52.950001,52.32,52.91,2422900,52.131949
"156",52.720001,53.060001,52.560001,52.73,2409100,51.954595
"157",52.98,53.189999,52.459999,52.779999,2857900,52.003859
"158",52.709999,53.060001,52.619999,53,2395800,52.220625
"159",52.950001,53.349998,52.66,53.209999,1599900,52.427536
"160",52.959999,53.349998,52.889999,53.139999,2292800,52.358566
"161",53.18,53.490002,52.59,52.639999,1752400,51.865919
"162",52.560001,52.639999,52.009998,52.549999,1447200,51.777242
"163",52.23,52.299999,51.389999,51.43,3119500,50.673713
"164",51.459999,51.580002,50.82,51.560001,4397300,50.801802
"165",51.43,52.240002,51.380001,52.240002,2220500,51.471803
"166",52.200001,52.59,52.009998,52.220001,1773800,51.452097
"167",52.220001,52.619999,52.209999,52.599998,1087000,51.826506
"168",52.560001,52.810001,52.200001,52.439999,1373200,51.668859
"169",52.200001,52.759998,52.200001,52.529999,1630000,51.757536
"170",52.740002,52.959999,52.52,52.700001,1554200,51.925038
"171",52.77,52.98,52.419998,52.560001,1605400,51.787097
"172",52.59,52.970001,52.450001,52.700001,1692400,51.925038
"173",51.599998,51.650002,50.669998,51.290001,4966300,50.535772
"174",52.200001,54.490002,52.200001,53.939999,5272300,53.146801
"175",54.080002,54.77,53.740002,54.630001,2558900,53.826657
"176",54.5,54.619999,53.849998,54.389999,1962000,53.590185
"177",54.48,54.720001,54.18,54.509998,2262400,53.708419
"178",54.509998,54.799999,54.360001,54.57,1443000,53.767538
"179",54.400002,54.73,54.349998,54.470001,1605500,53.66901
"180",54.619999,54.84,54.439999,54.529999,1683200,53.728125
"181",54.619999,54.66,54.029999,54.279999,1759300,53.481802
"182",54.310001,54.68,54.119999,54.48,1702600,53.678861
"183",54.48,54.900002,54.48,54.849998,2004200,54.043419
"184",54.700001,55.27,54.66,55.18,3237500,54.368568
"185",55,55.16,54.869999,55.07,3352100,54.260185
"186",54.720001,54.84,54.23,54.5,2054400,54.076626
"187",54.16,54.299999,53.639999,53.650002,2521200,53.23323
"188",53.610001,53.84,53.580002,53.669998,2991300,53.253072
"189",53.32,53.529999,52.91,52.91,2854000,52.498977
"190",52.93,53.07,52.669998,52.689999,2797500,52.280685
"191",52.720001,53.189999,52.709999,53.09,1974600,52.677579
"192",53.18,53.400002,52.84,53.32,1908300,52.905792
"193",53.5,54.5,53.490002,54.400002,2280100,53.977404
"194",54.41,54.66,54.32,54.470001,1507800,54.04686
"195",54.27,55.200001,54.049999,55.07,2049000,54.642198
"196",55.119999,55.310001,54.73,54.73,1704900,54.304839
"197",54.790001,54.849998,54.380001,54.549999,5120300,54.126237
"198",54.720001,55.130001,54.470001,54.919998,2467700,54.493361
"199",54.919998,54.959999,54.57,54.610001,1879200,54.185772
"200",54.650002,54.700001,53.84,53.860001,1508600,53.441598
"201",53.639999,53.709999,53.380001,53.400002,1376100,52.985173
"202",53.380001,53.700001,53.380001,53.400002,1590900,52.985173
"203",53.560001,54.23,53.529999,54.009998,1586000,53.590431
"204",53.880001,54.400002,53.82,54.23,2337300,53.808723
"205",54.25,54.380001,53.57,53.650002,2059100,53.23323
"206",53.689999,54,53.66,53.900002,1401500,53.481288
"207",53.889999,54.73,53.75,54.549999,3344000,54.126237
"208",54.470001,54.889999,54.349998,54.740002,2023100,54.314763
"209",54.759998,55.09,54.580002,54.610001,3859900,54.185772
"210",54.669998,55.130001,54.419998,54.970001,4105400,54.542976
"211",55.169998,55.93,54.990002,55.139999,4470900,54.711654
"212",55,55.16,54.740002,54.84,2603200,54.413985
"213",54.73,54.759998,54.150002,54.240002,1967500,53.818647
"214",54.369999,54.639999,54.220001,54.25,1233700,53.828568
"215",54.060001,54.150002,53.630001,53.990002,2056300,53.570589
"216",53.610001,53.830002,52.75,52.880001,2858700,52.469212
"217",53.16,53.439999,53,53.02,2767700,52.608123
"218",53.110001,53.360001,52.75,52.84,4162700,52.429521
"219",52.810001,53.169998,52.200001,52.610001,3544500,52.201309
"220",52.490002,52.810001,52.450001,52.68,4064300,52.270765
"221",52.639999,52.759998,52.259998,52.66,3995200,52.250919
"222",52.939999,52.939999,52.169998,52.290001,1868300,51.883795
"223",52.34,52.689999,52.080002,52.470001,1768400,52.062397
"224",51.5,52.02,49.630001,49.880001,5639900,49.492517
"225",49.77,50.099998,49.43,49.529999,4134200,49.145233
"226",49.57,50.23,49.57,50.09,2120600,49.700884
"227",50.110001,50.450001,49.799999,49.849998,2826200,49.462747
"228",49.869999,50.040001,48.75,48.860001,2948300,48.48044
"229",49.02,49.200001,48.09,48.470001,3186200,48.09347
"230",48.5,49,48.48,48.860001,2224200,48.48044
"231",49.16,49.59,49.130001,49.330002,1681300,48.94679
"232",49.16,49.900002,49.049999,49.43,3939300,49.046012
"233",49.23,49.700001,49.080002,49.509998,1924100,49.125388
"234",49.540001,49.810001,49.32,49.369999,2035600,48.986476
"235",49.490002,49.860001,49.490002,49.720001,1434400,49.33376
"236",49.810001,49.970001,49.73,49.830002,1572100,49.442906
"237",49.939999,49.950001,49.689999,49.849998,1540900,49.462747
"238",49.790001,49.950001,49.610001,49.860001,1572200,49.472672
"239",49.810001,49.950001,49.669998,49.720001,1337300,49.33376
"240",49.709999,50.25,49.66,50.119999,2043300,49.73065
"241",49.98,50.27,49.98,50.060001,1388300,49.671119
"242",50,50.139999,49.439999,49.57,2593600,49.184923
"243",49.790001,49.970001,49.48,49.84,1181600,49.452826
"244",49.810001,50,49.709999,49.790001,1625900,49.403216
"245",49.639999,49.860001,49.41,49.650002,2362600,49.264304
"246",49.82,49.91,49.540001,49.740002,1357100,49.353605
"247",49.610001,49.84,49.5,49.560001,1699600,49.175003
"248",49.279999,49.34,49.060001,49.25,1695600,49.25
"249",49,49.27,48.470001,48.68,3159700,48.68
"250",48.599998,48.669998,48.330002,48.41,2017400,48.41
"251",48.369999,48.619999,48.299999,48.459999,1349500,48.459999
"252",48.459999,48.560001,48.23,48.32,1417100,48.32
"253",48.389999,48.759998,48.389999,48.439999,1809100,48.439999
