"","JCP.Open","JCP.High","JCP.Low","JCP.Close","JCP.Volume","JCP.Adjusted"
"56",10.8,11.24,10.8,11.2,22674200,11.2
"57",10.97,10.98,10.7,10.85,20623300,10.85
"58",10.86,11.04,10.79,10.8,14869200,10.8
"59",10.9,10.93,10.47,10.54,18441500,10.54
"60",10.7,10.85,10.61,10.62,13245800,10.62
"61",10.81,11.28,10.81,11.18,29969000,11.18
"62",11.1,11.13,10.92,11.08,11259500,11.08
"63",10.99,11.08,10.77,10.94,12424900,10.94
"64",10.98,11.15,10.81,10.83,12336800,10.83
"65",10.81,10.88,10.61,10.77,8940500,10.77
"66",10.77,11.22,10.71,11.14,19295600,11.14
"67",11.14,11.3,11.01,11.06,17717100,11.06
"68",11.07,11.18,10.76,10.85,13373500,10.85
"69",10.78,11.1,10.72,10.9,17916500,10.9
"70",10.93,11.16,10.9,10.98,16321500,10.98
"71",11,11.03,10.72,10.77,17127500,10.77
"72",10.77,10.81,10.12,10.23,29390700,10.23
"73",10.16,10.34,10.09,10.17,10240000,10.17
"74",10.1,10.45,10.02,10.21,12484000,10.21
"75",10.23,10.47,10.21,10.45,13475700,10.45
"76",10.38,10.48,10.01,10.14,17339600,10.14
"77",10.16,10.23,9.54,9.86,31659900,9.86
"78",9.68,9.89,9.6,9.87,11916300,9.87
"79",10.05,10.1,9.82,10.04,19491300,10.04
"80",9.94,9.95,9.26,9.31,27359200,9.31
"81",9.25,9.71,9.17,9.63,21803300,9.63
"82",9.73,10.2,9.67,10,19590600,10
"83",9.88,10,9.27,9.44,25982700,9.44
"84",9.34,9.56,9.18,9.19,22201900,9.19
"85",9.25,9.45,7.92,8.19,73863600,8.19
"86",8.07,8.09,7.58,7.64,40268700,7.64
"87",7.44,7.59,7.09,7.12,30550100,7.12
"88",7.34,7.5,7.03,7.09,28503900,7.09
"89",7.18,7.53,7.03,7.16,26903400,7.16
"90",7,7.28,6.73,7.09,22661100,7.09
"91",6.99,7.5,6.97,7.3,19337100,7.3
"92",7.38,7.44,7.15,7.25,13488000,7.25
"93",7.25,7.68,7.17,7.68,15915500,7.68
"94",7.72,7.8,7.56,7.63,13119800,7.63
"95",7.63,7.76,7.43,7.49,9974400,7.49
"96",7.55,7.87,7.42,7.73,13386100,7.73
"97",7.69,7.83,7.52,7.59,9231100,7.59
"98",7.56,7.65,7.34,7.65,11601800,7.65
"99",7.43,7.56,7.28,7.43,15102900,7.43
"100",7.43,7.6,7.39,7.59,13182300,7.59
"101",7.53,7.68,7.51,7.63,8448400,7.63
"102",7.67,7.75,7.5,7.61,13152200,7.61
"103",7.6,7.65,7.52,7.56,11059100,7.56
"104",7.58,7.62,7.31,7.32,12199200,7.32
"105",7.35,7.39,7.16,7.23,9815900,7.23
"106",7.25,7.58,7.2,7.48,14086100,7.48
"107",7.49,7.87,7.49,7.82,18128100,7.82
"108",7.54,7.56,7.22,7.22,24951500,7.22
"109",7.22,7.37,7.08,7.2,17089600,7.2
"110",7.3,7.84,7.2,7.76,36752500,7.76
"111",7.08,7.26,6.92,7.1,55324400,7.1
"112",7.16,7.57,7.07,7.38,20089200,7.38
"113",7.32,7.44,7.24,7.26,13763500,7.26
"114",7.27,7.4,7.22,7.32,10715800,7.32
"115",7.36,7.4,7.18,7.21,10133400,7.21
"116",7.2,7.34,7.18,7.26,9159100,7.26
"117",7.35,7.45,7.28,7.3,11091500,7.3
"118",7.45,7.81,7.43,7.79,23316900,7.79
"119",7.86,8.1,7.82,7.86,19745100,7.86
"120",8,8.04,7.65,7.75,11046800,7.75
"121",7.83,8.08,7.74,8.01,10962800,8.01
"122",7.92,7.93,7.52,7.53,16659200,7.53
"123",7.58,7.7,7.37,7.39,11702300,7.39
"124",7.05,7.22,6.91,7.19,24698500,7.19
"125",7.19,7.19,6.64,6.73,23215500,6.73
"126",6.77,6.8,6.57,6.64,14981700,6.64
"127",6.62,6.82,6.13,6.2,19576000,6.2
"128",6.01,6.53,5.9,6.36,18432400,6.36
"129",6.38,6.48,6.04,6.06,15855600,6.06
"130",6.2,6.29,6.07,6.09,13338200,6.09
"131",6.12,6.42,6.07,6.38,19980500,6.38
"132",6.38,6.48,6.22,6.41,15438700,6.41
"133",6.39,6.58,6.3,6.32,12618000,6.32
"134",6.37,6.65,6.36,6.63,11256800,6.63
"135",6.76,6.87,6.7,6.8,15013500,6.8
"136",6.66,6.69,6.36,6.59,17527900,6.59
"137",6.61,6.63,6.4,6.42,10301900,6.42
"138",6.46,6.75,6.46,6.74,13041600,6.74
"139",6.73,6.77,6.5,6.5,7458200,6.5
"140",6.59,6.65,6.4,6.5,12481300,6.5
"141",6.48,6.53,6.35,6.48,13570900,6.48
"142",6.44,6.56,6.41,6.46,10815300,6.46
"143",6.42,6.54,6.39,6.48,13087500,6.48
"144",6.49,6.5,6.21,6.29,15675200,6.29
"145",6.29,6.53,6.19,6.44,12458500,6.44
"146",6.44,6.61,6.32,6.56,22907100,6.56
"147",7.85,7.99,7.53,7.89,61614900,7.89
"148",7.88,8.05,7.56,7.95,24323400,7.95
"149",7.88,8.08,7.81,7.91,14942300,7.91
"150",7.98,8.15,7.9,8.14,15633700,8.14
"151",8.17,8.3,7.93,7.97,18285300,7.97
"152",7.8,8.16,7.72,8.14,15086700,8.14
"153",8.1,8.2,7.71,7.72,13713200,7.72
"154",7.72,7.75,7.38,7.44,15146900,7.44
"155",7.47,7.53,7.17,7.24,11405000,7.24
"156",7.17,7.33,7.14,7.25,7916200,7.25
"157",7.25,7.53,7.25,7.49,10377300,7.49
"158",7.5,7.58,7.38,7.52,6920700,7.52
"159",7.55,7.72,7.44,7.63,6243300,7.63
"160",7.54,7.74,7.52,7.62,8341600,7.62
"161",7.61,7.77,7.45,7.46,8347000,7.46
"162",7.48,7.52,7.11,7.46,11064300,7.46
"163",7.38,7.47,7.17,7.27,10478300,7.27
"164",7.17,7.44,7.01,7.43,12772700,7.43
"165",7.4,7.72,7.3,7.56,10561100,7.56
"166",7.55,7.87,7.52,7.83,10353400,7.83
"167",7.82,7.96,7.7,7.77,9837900,7.77
"168",7.83,7.91,7.71,7.8,6491500,7.8
"169",7.78,8.15,7.72,7.95,11546900,7.95
"170",7.99,8.09,7.85,8.05,7119200,8.05
"171",8.02,8.1,7.81,7.88,7425100,7.88
"172",7.88,8.05,7.77,7.91,6309300,7.91
"173",8.07,8.15,8.01,8.05,8350300,8.05
"174",8.05,8.22,7.96,8.13,7811500,8.13
"175",8.23,8.5,8.12,8.27,15180700,8.27
"176",8.26,8.26,8.12,8.16,6823200,8.16
"177",8.12,8.25,8.06,8.22,6108100,8.22
"178",8.25,8.49,8.21,8.47,13867000,8.47
"179",8.57,8.96,8.51,8.89,20843500,8.89
"180",9.04,9.18,8.75,8.99,21287700,8.99
"181",9.07,9.15,8.88,9.12,24779200,9.12
"182",8,8.9,7.88,8.5,65873400,8.5
"183",8.46,8.46,7.8,7.85,30852300,7.85
"184",7.8,8.05,7.8,7.88,13354100,7.88
"185",7.84,8.01,7.84,7.88,10425600,7.88
"186",7.93,7.98,7.67,7.72,11521500,7.72
"187",7.69,7.87,7.57,7.65,11352200,7.65
"188",7.65,7.68,7.25,7.33,16175400,7.33
"189",7.27,7.59,7.25,7.37,8562300,7.37
"190",7.4,7.41,7.24,7.31,6333200,7.31
"191",7.31,7.5,7.28,7.49,7829800,7.49
"192",7.45,7.74,7.44,7.73,11883400,7.73
"193",7.77,7.83,7.6,7.8,8610300,7.8
"194",7.75,7.96,7.71,7.88,8907300,7.88
"195",7.83,7.83,7.6,7.65,10123200,7.65
"196",7.64,7.81,7.6,7.77,6538300,7.77
"197",7.78,7.84,7.68,7.7,8227500,7.7
"198",7.67,8.11,7.67,8.02,14431900,8.02
"199",7.97,8.13,7.92,8.04,8284100,8.04
"200",8.02,8.09,7.94,7.98,10731100,7.98
"201",7.93,7.94,7.57,7.65,13304200,7.65
"202",7.61,7.76,7.58,7.63,5086100,7.63
"203",7.65,7.88,7.61,7.83,6788500,7.83
"204",8.04,8.49,8.03,8.41,30793100,8.41
"205",8.45,8.94,8.41,8.9,24649500,8.9
"206",8.86,9.2,8.82,9.13,20423200,9.13
"207",9.03,9.3,9.01,9.29,12899400,9.29
"208",9.26,9.3,8.81,8.88,13147200,8.88
"209",8.88,9.11,8.86,9.08,9011800,9.08
"210",9.03,9.22,9.03,9.2,9321000,9.2
"211",9.25,9.42,9.21,9.22,9083700,9.22
"212",9.19,9.42,9.09,9.4,9535600,9.4
"213",9.35,9.5,9.02,9.15,20659000,9.15
"214",9.15,9.29,8.92,8.93,10331500,8.93
"215",8.9,8.92,8.61,8.69,13173400,8.69
"216",8.6,8.79,8.5,8.71,10160900,8.71
"217",8.74,8.77,8.64,8.65,6156400,8.65
"218",8.65,8.68,8.53,8.58,7284100,8.58
"219",8.58,8.61,8.33,8.56,9840400,8.56
"220",8.55,8.62,8.36,8.48,8575800,8.48
"221",8.52,8.62,8.38,8.41,6937300,8.41
"222",8.41,8.49,8.28,8.32,5326800,8.32
"223",8.28,8.64,8.26,8.6,9650900,8.6
"224",8.55,8.55,8.17,8.39,11823600,8.39
"225",8.35,8.44,8.17,8.3,8238900,8.3
"226",8.31,8.46,8.19,8.43,7599300,8.43
"227",8.45,8.57,8.33,8.37,9635100,8.37
"228",8.36,8.48,8.15,8.15,6237500,8.15
"229",8.22,8.24,8.02,8.19,7000300,8.19
"230",8.2,8.27,8.02,8.25,7716000,8.25
"231",8.35,8.64,8.31,8.5,13557400,8.5
"232",8.57,8.94,8.43,8.75,18641200,8.75
"233",8.7,8.98,8.54,8.88,19552100,8.88
"234",8.8,8.82,8.45,8.71,33674400,8.71
"235",8.67,8.7,8.02,8.04,59205500,8.04
"236",8.18,8.59,8.12,8.56,32193000,8.56
"237",8.54,8.6,8.31,8.55,17193200,8.55
"238",8.51,8.69,8.44,8.55,12834700,8.55
"239",8.52,8.71,8.48,8.66,12569400,8.66
"240",8.61,8.99,8.58,8.84,15384400,8.84
"241",8.85,9.08,8.81,8.83,10632800,8.83
"242",8.78,8.97,8.73,8.73,13162800,8.73
"243",8.75,8.87,8.6,8.6,12405800,8.6
"244",8.59,8.71,8.53,8.63,9404500,8.63
"245",8.59,8.64,8.5,8.59,10025900,8.59
"246",8.57,8.7,8.48,8.5,9790100,8.5
"247",8.46,8.84,8.45,8.75,10208300,8.75
"248",8.77,8.86,8.7,8.84,7584500,8.84
"249",8.79,8.86,8.63,8.64,8026700,8.64
"250",8.6,8.65,8.41,8.53,8656600,8.53
"251",8.53,8.7,8.48,8.57,11109200,8.57
"252",8.57,8.63,8.43,8.46,8805000,8.46
"253",8.53,8.59,8.4,8.56,12637000,8.56
