"","PCP.Open","PCP.High","PCP.Low","PCP.Close","PCP.Volume","PCP.Adjusted"
"242",219.5,219.5,217.580002,217.789993,725500,217.759293
"243",217.800003,219.5,215.860001,216.610001,1212600,216.579466
"244",216.190002,217.440002,215.050003,215.839996,922900,215.80957
"245",215.839996,215.839996,209.240005,211.630005,1767300,211.600172
"246",212.940002,213.850006,211.809998,212.679993,741900,212.650012
"247",212.639999,213.470001,212.240005,212.860001,1064500,212.829995
"248",213,219.729996,212.509995,218.229996,1113500,218.229996
"249",216.440002,216.919998,210.149994,210.279999,1731900,210.279999
"250",210.410004,211.440002,208,211.020004,744400,211.020004
"251",210.550003,211.279999,208.589996,209.059998,543800,209.059998
"252",209.029999,209.309998,207.289993,207.539993,584300,207.539993
"253",208,210.429993,208,208.839996,567100,208.839996
