"","WIN.Open","WIN.High","WIN.Low","WIN.Close","WIN.Volume","WIN.Adjusted"
"81",10.659938,10.759945,10.529955,10.709945,5036100,15.452379
"82",10.719961,10.96995,10.689946,10.939942,3234600,15.784219
"83",10.929958,10.939942,10.58994,10.609939,3518300,15.308088
"84",10.609939,10.739954,10.549948,10.58994,3956000,15.279234
"85",10.609939,10.799943,10.449941,10.799943,4165000,15.582228
"86",10.809952,10.809952,10.319951,10.329935,4523800,14.904097
"87",10.359942,10.419933,10.089961,10.119937,4436500,14.601111
"88",10.139936,10.209935,9.949956,9.949956,5587800,14.355861
"89",9.949956,10.069936,9.649934,10.049938,6013400,14.500115
"90",10.039954,10.109953,9.609943,9.979938,5224200,14.39912
"91",9.849949,10.099944,9.719965,10.029945,3882300,14.471269
"92",10.209935,10.26995,9.979938,10.079945,4006200,14.54341
"93",9.769941,10.109953,9.769941,10.109953,3019100,14.586706
"94",10.109953,10.289943,10.059953,10.209935,3106100,14.73096
"95",10.249951,10.409949,10.22996,10.249951,3581600,14.788696
"96",10.26995,10.33995,10.149944,10.199952,3622300,14.716556
"97",10.199952,10.239943,10.119937,10.209935,3739200,14.73096
"98",10.199952,10.299958,10.129952,10.129952,3641200,14.615561
"99",10.169943,10.359942,10.119937,10.359942,4357700,14.947392
"100",10.359942,10.509956,10.309942,10.429948,2798100,15.048397
"101",10.429948,10.499947,10.309942,10.489931,2085100,15.134941
"102",10.569947,10.599955,10.349934,10.479949,4381100,15.120539
"103",10.489931,10.62993,10.419933,10.569947,3446700,15.250388
"104",10.529955,10.579956,10.389956,10.399934,2992300,15.005092
"105",10.419933,10.489931,10.299958,10.489931,4240500,15.134941
"106",10.199952,10.239943,9.519945,9.669959,11512100,13.951879
"107",9.589951,9.649934,9.279939,9.549953,7589000,13.778734
"108",9.589951,9.619958,9.359954,9.489937,5557800,13.692143
"109",9.479954,9.559936,9.459961,9.509961,5518800,13.721034
"110",9.459961,9.699941,9.449945,9.689958,3495100,13.980734
"111",9.689958,9.819941,9.689958,9.739958,2902300,14.052875
"112",9.719965,9.789933,9.70995,9.729949,3818800,14.038433
"113",9.699941,9.779949,9.559936,9.769941,2734900,14.096134
"114",9.779949,9.799948,9.739958,9.759957,3186100,14.081729
"115",9.779949,9.839939,9.70995,9.829956,4059000,14.182725
"116",9.769941,9.879957,9.749942,9.849949,2241100,14.21157
"117",9.919948,10.019962,9.769941,9.949956,4395600,14.355861
"118",9.949956,9.969955,9.799948,9.929932,2766200,14.32697
"119",9.939947,10.039954,9.809957,10.019962,3213000,14.456866
"120",10.019962,10.189936,10.019962,10.079945,3158600,14.54341
"121",10.149944,10.149944,10.049938,10.109953,1468900,14.586706
"122",10.049938,10.109953,9.989953,10.039954,2876900,14.485711
"123",10.039954,10.109953,9.99993,10.019962,2243500,14.456866
"124",9.99993,10.029945,9.809957,9.829956,3422000,14.182725
"125",9.799948,9.809957,9.549953,9.70995,4306500,14.009579
"126",9.649934,9.769941,9.609943,9.699941,3807300,13.995138
"127",9.689958,9.739958,9.499952,9.519945,3418900,13.735438
"128",9.459961,9.519945,9.189941,9.449945,4887100,13.634443
"129",9.429953,9.429953,9.149956,9.199957,4348000,13.273757
"130",9.299964,9.439962,9.159965,9.379947,4685700,13.533448
"131",9.009951,9.069942,8.439942,8.469949,13591500,12.220498
"132",8.529965,8.559948,8.329951,8.499958,5463200,12.263794
"133",8.539949,8.859944,8.449957,8.679948,5450700,12.523485
"134",8.739963,8.989959,8.659955,8.89996,5317100,12.840921
"135",8.549964,8.819946,8.469949,8.749946,8692600,12.624479
"136",8.749946,8.889952,8.609948,8.629947,10639400,12.451344
"137",8.649939,8.839945,8.649939,8.829961,5560800,12.739925
"138",8.869953,8.989959,8.739963,8.749946,4885500,12.624479
"139",8.809969,8.859944,8.679948,8.739963,2319500,12.610076
"140",8.809969,8.889952,8.749946,8.839945,3888700,12.754329
"141",8.57994,8.599965,8.419943,8.469949,4068000,12.576145
"142",8.419943,8.459966,8.259952,8.269961,4691900,12.279202
"143",8.269961,8.349944,8.21996,8.239953,4537500,12.234647
"144",8.28996,8.389966,8.199961,8.299943,3676700,12.32372
"145",8.279944,8.319968,8.009963,8.10997,5777800,12.041648
"146",8.10997,8.229944,7.969971,8.099954,7779100,12.026778
"147",8.149961,8.179969,7.999947,8.089971,5309700,12.011954
"148",8.159944,8.379951,8.119953,8.299943,4021600,12.32372
"149",8.349944,8.369943,8.079962,8.119953,4448200,12.056472
"150",8.299943,8.429958,8.279944,8.319968,6817700,12.353453
"151",8.39995,8.529965,8.239953,8.349944,5250500,12.397961
"152",8.28996,8.519957,8.269961,8.449957,4241800,12.54646
"153",8.57994,8.589955,8.369943,8.379951,5561900,12.442516
"154",8.389966,8.509941,8.369943,8.439942,3920700,12.53159
"155",8.469949,8.489948,8.259952,8.319968,4021900,12.353453
"156",8.279944,8.389966,8.189953,8.33996,2969500,12.383137
"157",8.349944,8.389966,8.229944,8.279944,3928200,12.294026
"158",8.259952,8.33996,8.199961,8.229944,3852200,12.219786
"159",8.259952,8.28996,8.10997,8.249968,2688600,12.249518
"160",8.199961,8.269961,8.119953,8.179969,3215200,12.145583
"161",8.239953,8.279944,8.099954,8.099954,2612900,12.026778
"162",8.099954,8.139945,8.009963,8.129962,2633000,12.071334
"163",8.069946,8.099954,7.859949,7.949973,8358900,11.804085
"164",7.979948,8.249968,7.939957,8.209945,5173200,12.190091
"165",8.209945,8.559948,8.209945,8.539949,6256600,12.68008
"166",8.479965,8.57994,8.449957,8.489948,3179700,12.605839
"167",8.539949,8.619963,8.429958,8.479965,4189500,12.591016
"168",8.479965,8.589955,8.429958,8.57994,3107800,12.739458
"169",8.589955,8.839945,8.539949,8.799953,6209200,13.066133
"170",8.799953,8.839945,8.689963,8.829961,4225200,13.110688
"171",8.809969,8.889952,8.749946,8.829961,2700000,13.110688
"172",8.869953,8.889952,8.749946,8.879968,2670300,13.184939
"173",8.869953,8.989959,8.839945,8.939952,2726000,13.274003
"174",8.919959,8.989959,8.829961,8.979943,2577800,13.333382
"175",8.89996,8.909944,8.749946,8.769945,3327100,13.021577
"176",8.719939,8.769945,8.619963,8.669964,2029000,12.873125
"177",8.629947,8.649939,8.549964,8.629947,2647600,12.813709
"178",8.619963,8.649939,8.429958,8.57994,5367400,12.739458
"179",8.21996,8.239953,7.849965,7.859949,14945500,11.670418
"180",7.969971,7.999947,7.829966,7.859949,6892200,11.670418
"181",7.889956,7.899965,7.65996,7.76995,5110200,11.536789
"182",7.819957,7.959956,7.809974,7.889956,5013500,11.714973
"183",7.969971,7.979948,7.819957,7.859949,4798000,11.670418
"184",7.819957,7.869958,7.749958,7.76995,4381100,11.536789
"185",7.749958,7.829966,7.65996,7.789949,4691700,11.566484
"186",7.779966,7.779966,7.71995,7.759967,2796100,11.521966
"187",7.739974,7.789949,7.65996,7.669975,4627600,11.388346
"188",7.669975,7.71995,7.569968,7.579945,4193700,11.25467
"189",7.549969,7.569968,7.47997,7.549969,3864000,11.210162
"190",7.549969,7.599976,7.509946,7.569968,3161500,11.239857
"191",7.749958,7.919964,7.679959,7.759967,7172800,11.521966
"192",7.749958,7.759967,7.419954,7.539954,6087700,11.195292
"193",7.519961,7.629952,7.509946,7.58996,3476900,11.269541
"194",7.569968,7.699951,7.539954,7.689968,2831400,11.418032
"195",7.699951,8.099954,7.679959,8.029955,6243600,11.922843
"196",8.029955,8.049954,7.809974,7.849965,3137700,11.655595
"197",7.859949,8.019971,7.859949,8.019971,6580300,11.908019
"198",8.019971,8.099954,7.999947,8.019971,2580100,11.908019
"199",8.009963,8.089971,7.929948,7.969971,3805100,11.833779
"200",7.969971,7.999947,7.829966,7.83995,3423700,11.640724
"201",7.819957,7.989964,7.76995,7.83995,5188800,11.640724
"202",7.58996,7.619969,7.349955,7.439946,6363300,11.410647
"203",7.459971,7.549969,7.229949,7.489954,11531400,11.487343
"204",7.469955,7.619969,7.309964,7.399955,8534000,11.349313
"205",7.379963,7.779966,7.319972,7.76995,7005100,11.916774
"206",7.779966,8.049954,7.759967,7.919964,10857300,12.146851
"207",7.859949,8.099954,7.859949,8.059963,78623800,12.361567
"208",8.059963,8.129962,7.969971,7.989964,8614100,12.254209
"209",7.969971,8.079962,7.819957,7.879973,5054000,12.085516
"210",7.899965,8.089971,7.849965,8.019971,6891800,12.300231
"211",8.049954,8.139945,7.919964,7.989964,7368700,12.254209
"212",7.969971,8.089971,7.919964,7.959956,4737500,12.208185
"213",7.949973,8.049954,7.829966,7.859949,7060200,12.054805
"214",7.959956,7.959956,7.579945,7.639968,12086200,11.71742
"215",7.649951,7.829966,7.619969,7.729959,4587800,11.85544
"216",7.709966,7.759967,7.639968,7.689968,3247100,11.794105
"217",7.699951,8.21996,7.689968,8.179969,9380700,12.54562
"218",8.199961,8.459966,8.199961,8.349944,8653400,12.80631
"219",8.469949,8.469949,8.209945,8.409965,6930500,12.898365
"220",8.359959,8.389966,8.259952,8.28996,7693100,12.714312
"221",8.28996,8.299943,7.819957,7.829966,12482300,12.00882
"222",11.72,12.55,10.09,10.61,19998300,10.443509
"223",10.86,13.05,10.71,11.91,28021000,11.72311
"224",11.79,11.81,10.68,10.99,14025300,10.817546
"225",11.01,11.89,11,11.68,7692700,11.496719
"226",11.67,11.85,11.15,11.52,9922600,11.33923
"227",11.5,11.52,11.07,11.16,9571600,10.984879
"228",11.1,11.13,10.76,10.85,7902000,10.679744
"229",10.79,10.81,10.15,10.28,11296300,10.118687
"230",10.25,10.28,9.77,9.83,11477900,9.675749
"231",9.68,9.81,9.11,9.18,11203900,9.035949
"232",9.18,9.29,8.62,8.7,12621000,8.56348
"233",8.51,8.75,8.33,8.59,8039200,8.455207
"234",8.63,8.74,8.34,8.46,4864000,8.327247
"235",8.46,8.5,8.21,8.36,5273100,8.228816
"236",8.35,8.76,8.26,8.61,5898900,8.474893
"237",8.56,8.58,8.22,8.36,5132000,8.228816
"238",8.34,8.43,8.21,8.32,6386300,8.189443
"239",8.33,8.48,8.25,8.27,4404700,8.140229
"240",8.32,8.58,8.29,8.52,4363400,8.386306
"241",8.35,8.36,8.05,8.27,8144000,8.140229
"242",8.23,8.25,7.91,7.96,5537900,7.835093
"243",8.02,8.2,7.93,8.11,4935200,7.982739
"244",8.07,8.37,8.01,8.28,7189600,8.150071
"245",8.35,8.37,8.07,8.14,7715400,8.012268
"246",8.13,8.15,7.96,8,16361500,7.874465
"247",8.02,8.15,7.98,8.01,4915000,7.884308
"248",8.08,8.13,7.97,8.05,3734900,7.923681
"249",8.02,8.14,7.7,7.72,6053300,7.598859
"250",7.73,7.74,7.15,7.39,10130000,7.274037
"251",7.4,7.69,7.4,7.62,5340400,7.500428
"252",7.59,7.69,7.33,7.53,6152700,7.41184
"253",7.59,7.61,7.36,7.37,3549900,7.254351
