"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"50",102.730003,102.959999,102.019997,102.959999,5670000,100.169762
"51",102.870003,103.300003,102.699997,103.209999,5183000,100.412987
"52",103.330002,104.419998,103.330002,104.190002,8357600,101.366432
"53",103.629997,104.029999,102.970001,103.099998,5076300,100.984426
"54",103.650002,103.809998,103.089996,103.230003,3678200,101.111764
"55",103.470001,103.720001,103.169998,103.440002,3512400,101.317453
"56",103.599998,103.720001,102.910004,103.220001,4786100,101.101967
"57",102.900002,103.190002,102.709999,102.949997,3482200,100.837503
"58",103.099998,103.760002,103.010002,103.730003,5287800,101.601504
"59",103.300003,103.709999,103.019997,103.360001,4644800,101.239093
"60",103.82,104.099998,103.540001,103.760002,4725800,101.630887
"61",103.989998,104.099998,103.760002,103.839996,6147700,101.70924
"62",103.919998,104.419998,103.339996,104.419998,5744400,102.27734
"63",104.419998,104.580002,103.830002,104.050003,4900300,101.914937
"64",104.400002,104.400002,103.550003,103.800003,5999400,101.670067
"65",104.190002,105.339996,103.959999,104.989998,7402200,102.835644
"66",104.779999,104.889999,104.099998,104.550003,4834100,102.404677
"67",104.540001,104.809998,103.959999,104.580002,5929200,102.434061
"68",104.589996,104.910004,104.349998,104.720001,4525500,102.571187
"69",104.489998,105.940002,104.300003,105.879997,6081400,103.707381
"70",105.879997,106.629997,105.800003,106.190002,6627800,104.011025
"71",106.18,107.410004,106.029999,107.349998,6628700,105.147218
"72",107.889999,108.370003,107.620003,107.989998,13033400,105.774085
"73",108,108.25,107.779999,107.879997,5788300,105.666341
"74",107.769997,108.099998,107.190002,107.459999,8108100,105.254961
"75",107.699997,108.769997,107.339996,108.639999,5890900,106.410749
"76",108.529999,108.550003,107.07,107.099998,5688200,104.902348
"77",107.410004,107.489998,106.199997,107.099998,4467500,104.902348
"78",106.379997,106.650002,106.040001,106.540001,6581600,104.353841
"79",106.5,107.209999,106.449997,106.589996,6822500,104.402811
"80",105.980003,106.279999,103.949997,104.300003,12263700,102.159807
"81",104.059998,104.540001,103.25,103.849998,7566100,101.719037
"82",104.230003,105.190002,104.129997,105.129997,6856100,102.97277
"83",105.68,106,104.370003,104.860001,5015100,102.708314
"84",104.459999,104.459999,102.339996,102.389999,8407800,100.288996
"85",102.43,105.029999,102.040001,104.910004,8337000,102.757291
"86",104.629997,104.860001,101.790001,102.080002,10675900,99.98536
"87",102.349998,102.529999,101.230003,101.230003,9984100,99.152803
"88",101.459999,101.459999,99.019997,99.120003,10334600,97.086099
"89",100.529999,100.900002,95.339996,97.010002,20807400,95.019394
"90",96.050003,98.720001,95.099998,98.209999,21905900,96.194768
"91",96.970001,98,96.5,96.779999,14575300,94.794111
"92",97.540001,99.150002,97.309998,98.699997,12272900,96.674711
"93",98.830002,99.199997,98.32,99.199997,7988900,97.164451
"94",99.830002,100.379997,99.339996,100.360001,7287300,98.300652
"95",101.099998,101.790001,100.519997,101.220001,9360100,99.143006
"96",102.260002,102.980003,101.940002,102.629997,7570400,100.524069
"97",102.949997,103.290001,102.209999,103.129997,5973100,101.013809
"98",103.07,104.239998,103.040001,104.07,7043900,101.934523
"99",104.550003,104.800003,103.559998,104.790001,10222100,102.639751
"100",105,105.559998,104.860001,105.559998,8188300,103.393947
"101",105.169998,107.050003,104.910004,107.040001,9067700,104.843581
"102",107.940002,108.18,107.260002,107.779999,10800100,105.568395
"103",107.830002,108.120003,106.75,107.459999,7082600,105.254961
"104",107.889999,108.730003,107.339996,108.620003,9349000,106.391162
"105",109.050003,109.260002,107.949997,108.82,6966800,106.587055
"106",108.93,109.32,108.550003,109.010002,6200300,106.773159
"107",109,109.029999,107.919998,108.199997,6652600,105.979775
"108",108.07,108.919998,107.199997,108.82,7573300,106.587055
"109",108.879997,109.400002,108.550003,108.910004,6221100,106.675212
"110",108.669998,109,108.389999,108.75,4889400,106.518492
"111",109.050003,109.489998,108.5,109.07,4859600,106.831925
"112",108.919998,109.059998,108.010002,108.160004,5650700,105.940602
"113",108,108.690002,107.610001,108.300003,5232700,106.077729
"114",108.129997,109.059998,107.720001,108.830002,5407200,106.596852
"115",108.449997,108.809998,108.099998,108.760002,5217800,106.528289
"116",108.550003,108.57,107.690002,108.18,8085600,105.960188
"117",108.730003,108.730003,107.620003,107.860001,8417300,106.334814
"118",107.919998,108.230003,106.639999,106.879997,9097800,105.368668
"119",106.980003,107.190002,106.699997,106.699997,7362400,105.191213
"120",106.769997,107.25,106.599998,107.209999,5503700,105.694004
"121",107.610001,108.82,107.330002,108.25,5881200,106.719299
"122",107.889999,108.809998,107.349998,108.029999,5638800,106.502408
"123",107.970001,108.529999,107.5,108.510002,6181400,106.975624
"124",108.540001,108.989998,107.650002,107.720001,8957400,106.196794
"125",108.089996,108.300003,107.379997,107.559998,6697600,106.039053
"126",107.529999,108.739998,107.220001,108.510002,6449700,106.975624
"127",108.419998,108.879997,108.139999,108.519997,6499300,106.985478
"128",108.220001,108.470001,106.889999,108.050003,7214300,106.52213
"129",107.610001,107.959999,106.150002,106.239998,9416400,104.737719
"130",105.849998,107.309998,105.360001,106.720001,7114600,105.210935
"131",106.650002,106.870003,104.389999,104.43,8325500,102.953315
"132",104.769997,105.059998,103.629997,103.959999,12110600,102.48996
"133",103.480003,105.209999,102.5,102.760002,10209200,101.306932
"134",103.269997,104.489998,102.699997,104.07,10207600,102.598405
"135",105.620003,106.82,104.739998,106.809998,11756800,105.299659
"136",106.629997,107.389999,105.5,105.550003,19154400,104.057481
"137",105.690002,106.830002,105.669998,106.739998,8124500,105.230649
"138",106.660004,106.910004,103.919998,104.279999,10171700,102.805435
"139",104.379997,105.330002,104.379997,104.589996,3415100,103.111049
"140",105.07,105.690002,104.690002,105.059998,2947800,103.574404
"141",104.639999,105.690002,104.610001,105.330002,4273400,103.840591
"142",105.419998,105.800003,105.059998,105.360001,4371700,103.870165
"143",105.610001,106.110001,104.540001,104.57,6202100,103.091335
"144",105.050003,105.550003,104.129997,104.519997,5753600,103.042039
"145",104.480003,104.730003,103.68,103.790001,8079300,102.322366
"146",104.339996,104.989998,102.940002,103.279999,7428000,101.819575
"147",103.910004,105.830002,103.809998,105.559998,7931700,104.067334
"148",106.059998,106.489998,105.75,106.389999,9916000,104.885599
"149",106.5,106.5,104.75,104.940002,7360100,103.456106
"150",105.169998,105.82,104.300003,104.580002,6839000,103.101196
"151",105.440002,106.330002,104.239998,104.760002,10151100,103.278651
"152",103.860001,104.43,103.510002,104,8887700,102.529396
"153",104,104,101.949997,102.489998,10834800,101.040746
"154",102.059998,104.620003,102,104.040001,14092300,102.568831
"155",101.550003,102.050003,100.260002,101.290001,20460000,99.857717
"156",100.559998,102.099998,100.400002,101.900002,11702900,100.459092
"157",102.389999,103.830002,101.57,103.760002,9036600,102.292791
"158",102.940002,102.970001,101.940002,102.199997,10126000,100.754845
"159",101.800003,102.449997,101.209999,102.260002,8962800,100.814002
"160",101.830002,102.769997,100.93,102.089996,10160500,100.6464
"161",102.480003,102.93,101.440002,101.480003,9053200,100.045033
"162",101.510002,102.459999,100.669998,102.379997,7569300,100.9323
"163",101.580002,102,100.089996,100.139999,10676300,98.723977
"164",100.489998,100.849998,99.379997,100.830002,8990700,99.404223
"165",101.400002,102.559998,101.120003,102.459999,10005200,101.011171
"166",102.120003,102.449997,101.019997,101.360001,9514100,99.926727
"167",101.57,102.559998,101.459999,102.459999,6642200,101.011171
"168",102.110001,102.449997,100.830002,101.099998,9118500,99.670401
"169",101.059998,101.059998,99.099998,99.779999,9851700,98.369067
"170",100.190002,100.699997,99.43,100.349998,12275500,98.931007
"171",100.459999,100.790001,99.949997,100.379997,8177000,98.960581
"172",100.5,100.540001,97.150002,98.440002,25835200,97.048019
"173",98.440002,99.669998,98.330002,99.620003,11153600,98.211333
"174",99.389999,100.480003,99.120003,100.440002,8627100,99.019738
"175",100.699997,100.940002,99.379997,99.959999,7878200,98.546522
"176",99.949997,100.839996,99.610001,100.699997,10028200,99.276056
"177",100.18,100.370003,99.110001,100.260002,10085700,99.53418
"178",100.739998,100.769997,99.800003,100.18,6878200,99.454757
"179",100.25,101.050003,100,100.699997,6587200,99.970989
"180",100.940002,101.290001,100.160004,101.209999,9684000,100.477299
"181",101.379997,103.18,101.220001,102.800003,11437900,102.055793
"182",103.040001,103.330002,102.480003,102.510002,8500000,101.767891
"183",102.510002,103.410004,102.510002,103.220001,7277600,102.47275
"184",103.099998,103.099998,101.809998,102.339996,6419700,101.599116
"185",102.120003,102.120003,101.169998,101.650002,8665500,100.914116
"186",102.07,103.209999,102,102.519997,8042300,101.777813
"187",102.089996,102.43,99.879997,100.110001,9287600,99.385264
"188",100.199997,100.919998,99.760002,100.660004,5701100,99.931285
"189",99.989998,100.440002,99.510002,99.529999,8735700,98.809461
"190",99.830002,99.830002,98.220001,98.32,9138100,97.608222
"191",98.959999,100.239998,98.830002,99.830002,8318000,99.107292
"192",99.849998,100.050003,98.639999,99.209999,7821800,98.491778
"193",99.739998,101.07,99.739998,101.059998,7726500,100.328384
"194",100.110001,100.519997,99.410004,99.889999,7301500,99.166856
"195",99.889999,101.739998,99.129997,101.459999,7972500,100.725489
"196",101.040001,101.959999,100.910004,101.690002,6863100,100.953828
"197",101.870003,102.900002,101.760002,102.400002,12433800,101.658687
"198",102.470001,103.349998,102.230003,102.980003,9016000,102.23449
"199",102.830002,103.230003,101.93,101.959999,8390700,101.22187
"200",101.849998,102.5,100.339996,100.339996,8444100,99.613595
"201",99.949997,100.809998,99.559998,100.139999,9972400,99.415046
"202",100.279999,100.949997,100.150002,100.339996,5847400,99.613595
"203",101.239998,101.860001,100.760002,101.550003,6061200,100.814842
"204",100.970001,101.489998,100.589996,100.599998,8028000,99.871715
"205",100.459999,100.459999,98.610001,99.150002,11368100,98.432215
"206",99.440002,99.989998,98.889999,99.639999,6097100,98.918665
"207",98.839996,99.559998,98.040001,99.160004,9697600,98.442145
"208",99.550003,100.870003,99.43,100.099998,7900300,99.375334
"209",99.839996,100.449997,99.599998,100.160004,7354100,99.434905
"210",100.57,101.650002,100.330002,101.330002,8073900,100.596433
"211",101.330002,102.139999,100.93,102.059998,6786500,101.321144
"212",101.540001,101.980003,100.550003,100.550003,10753500,99.822081
"213",101.050003,101.459999,100.190002,100.519997,9322200,99.792292
"214",100.540001,101.239998,100.330002,100.599998,8237100,99.871715
"215",100.269997,100.32,99.769997,99.790001,7324800,99.067581
"216",99.370003,99.849998,99.110001,99.580002,11084200,98.859102
"217",100.260002,100.879997,100.050003,100.209999,6668500,99.484539
"218",100.660004,100.989998,100.160004,100.300003,6532700,99.573891
"219",100.629997,100.800003,99.959999,100.43,4763900,99.702947
"220",100.5,100.82,99.910004,100.459999,7351500,99.732729
"221",100.110001,101.529999,100,101.080002,6566900,100.348243
"222",101.160004,101.599998,100.470001,100.580002,9113900,99.851863
"223",100.449997,100.949997,99.309998,100.739998,7484600,100.010701
"224",100.510002,100.610001,99.900002,100.389999,8926200,99.663236
"225",100.07,100.150002,98.769997,99.199997,10170600,98.481848
"226",99.620003,100.389999,99.620003,100.129997,6255000,99.405116
"227",100.330002,100.550003,100.160004,100.349998,5532400,99.623525
"228",100.129997,100.290001,99.290001,99.5,8828000,98.77968
"229",99.620003,99.870003,98.660004,99.169998,8030800,98.452067
"230",98.940002,100,98.910004,99.660004,6401600,98.938525
"231",100.480003,101.669998,100.440002,101.470001,7508600,100.735419
"232",101.32,101.660004,101.010002,101.029999,5698900,100.298602
"233",100.879997,101.050003,100.279999,100.470001,6903100,99.742659
"234",100.68,101.129997,100.470001,100.550003,5826800,99.822081
"235",100.970001,101.870003,100.949997,101.830002,5454000,101.092814
"236",101.980003,102.32,101.669998,102.300003,6023500,101.559412
"237",102.370003,104.339996,102.32,103.419998,10479600,102.671299
"238",103.660004,104.120003,103.260002,103.959999,7724100,103.207391
"239",104.419998,104.480003,103.309998,103.599998,7146500,102.849997
"240",102.910004,103.300003,102.339996,102.419998,6875600,102.419998
"241",102.269997,102.410004,101.330002,101.349998,6216600,101.349998
"242",101.230003,101.550003,100.580002,100.82,7918900,100.82
"243",101.010002,101.410004,100.800003,101.129997,9297900,101.129997
"244",101.010002,101.699997,100.809998,101.150002,5700100,101.150002
"245",101.550003,101.620003,99.830002,100.139999,9588400,100.139999
"246",100.279999,100.599998,99.720001,100.040001,7293000,100.040001
"247",99.919998,100.239998,99.099998,99.980003,8297400,99.980003
"248",100.32,100.43,99.839996,100.089996,5372500,100.089996
"249",99.940002,100.470001,99.059998,99.230003,8010500,99.230003
"250",98.989998,99.050003,98.199997,98.589996,7538300,98.589996
"251",98.599998,98.980003,97.959999,97.959999,7050600,97.959999
"252",98.440002,98.540001,97.800003,98.209999,7753200,98.209999
"253",98.480003,99.550003,98.199997,98.879997,9932600,98.879997
