"","FIS.Open","FIS.High","FIS.Low","FIS.Close","FIS.Volume","FIS.Adjusted"
"227",63.34,63.68,63.07,63.25,1630000,62.993689
"228",63.02,63.549999,62.990002,63.369999,2109300,63.113202
"229",63.580002,63.959999,63.110001,63.48,1354900,63.222757
"230",63.5,64.32,63.41,64.059998,1372400,63.800405
"231",64.739998,65.699997,64.739998,65.080002,1308100,64.816275
"232",64.870003,65.279999,64.540001,64.540001,882100,64.278463
"233",64.040001,64.330002,63.66,64,1579100,63.74065
"234",64.010002,64.639999,63.759998,63.860001,1038300,63.601218
"235",64.169998,64.610001,64.010002,64.550003,1345000,64.288424
"236",64.57,64.849998,64.260002,64.449997,1050400,64.188824
"237",64.339996,64.769997,64.199997,64.650002,866400,64.388018
"238",64.809998,64.970001,64.559998,64.779999,839400,64.517488
"239",64.980003,65.190002,64.629997,64.779999,646300,64.517488
"240",64.599998,64.830002,64.480003,64.540001,663900,64.278463
"241",64.410004,64.720001,64.279999,64.370003,794500,64.109154
"242",64.139999,64.230003,63.139999,63.25,1027600,62.993689
"243",63.509998,63.669998,63.189999,63.580002,1539000,63.322354
"244",63.459999,63.66,63.080002,63.400002,877700,63.143083
"245",63.299999,63.450001,62.580002,62.700001,1548000,62.445919
"246",62.75,63.040001,62.080002,62.619999,1606600,62.366241
"247",62.41,62.59,62.049999,62.439999,1277900,62.18697
"248",62.740002,62.91,62.389999,62.52,931900,62.266648
"249",62.189999,62.400002,61.720001,61.779999,1213700,61.529645
"250",61.689999,62.310001,61.540001,62.200001,1599300,61.947945
"251",62.09,62.470001,61.84,61.970001,1060400,61.718878
"252",62.009998,62.169998,61.630001,61.790001,1019500,61.539607
"253",62.009998,62.709999,61.970001,62.529999,559200,62.276606
