"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"125",182.419998,184.660004,182.240005,183.160004,907900,181.367467
"126",182.789993,183.589996,181.570007,183.300003,553600,181.506096
"127",183.179993,184.449997,182.119995,183.080002,723700,181.288248
"128",180.970001,183.229996,180.559998,182.440002,542700,180.654512
"129",182.070007,182.830002,179.350006,180.100006,596000,178.337417
"130",180.110001,183.350006,179.639999,180.919998,600500,179.149384
"131",180.919998,183.75,179.899994,181.639999,811500,179.862339
"132",182.25,182.729996,178.889999,180.029999,900900,178.268095
"133",179.789993,179.850006,176.5,176.600006,785300,174.87167
"134",176.820007,179.619995,175.199997,179.199997,804900,177.446216
"135",181,181.820007,179.210007,180.589996,827800,178.822612
"136",180.789993,181.800003,176.929993,178.820007,899800,177.069945
"137",179.149994,180.440002,178.889999,180.229996,653600,178.466134
"138",180.229996,184.279999,180.229996,183.649994,725200,182.307846
"139",184.149994,184.869995,183.899994,184.350006,342900,183.002742
"140",184.839996,185.919998,184.479996,185.119995,400100,183.767104
"141",184.5,187.25,184.259995,186.729996,532000,185.365338
"142",186.679993,187.460007,185.220001,186.229996,382400,184.868992
"143",186.410004,187.490005,185.119995,185.160004,461100,183.80682
"144",185.979996,186.669998,181.410004,183.100006,503400,181.761877
"145",179.779999,180.5,176.820007,177.880005,1761800,176.580025
"146",178.039993,178.490005,173.25,174.410004,1486500,173.135383
"147",175.669998,178.899994,175.5,178.779999,620400,177.473441
"148",177.699997,179.570007,177.089996,178.570007,790700,177.264985
"149",177.169998,177.410004,174.279999,175.990005,744900,174.703838
"150",174.649994,176,173.229996,174.419998,999700,173.145305
"151",175.880005,177.529999,172.199997,173.639999,922300,172.371006
"152",171.800003,173.449997,169.720001,172.300003,774500,171.040803
"153",172.300003,172.830002,169.410004,169.460007,532100,168.221562
"154",169.570007,170.320007,167.539993,170.050003,1249700,168.807246
"155",170.850006,170.949997,167.820007,168.220001,1083000,166.990618
"156",167.559998,171,167.25,169.520004,744300,168.281121
"157",170.229996,172.089996,169.289993,170.830002,1207500,169.581545
"158",170.479996,171.529999,168.660004,168.770004,955500,167.536602
"159",168.199997,169.630005,166.529999,169.289993,1030200,168.052791
"160",168.479996,168.649994,164.490005,167.5,1303700,166.275879
"161",168.699997,169.139999,166.110001,166.199997,922800,164.985377
"162",167.119995,170.529999,166.779999,170.029999,764200,168.787388
"163",167.809998,169.869995,166,166.889999,959500,165.670336
"164",166.440002,168.440002,164.009995,167.800003,1068100,166.57369
"165",168.789993,171.270004,168.139999,170.830002,1181500,169.581545
"166",151.5,153.270004,139.210007,139.710007,10498600,138.68898
"167",138.089996,143.199997,136.5,141.770004,4375100,140.733923
"168",142.240005,142.240005,138.399994,138.869995,2435600,137.855107
"169",138.550003,138.690002,135.100006,136.089996,1949700,135.095425
"170",137.039993,137.490005,134.880005,135.110001,1804800,134.122592
"171",135.490005,136.279999,134.339996,135.169998,1851400,134.182151
"172",135.320007,136.199997,134.259995,135.800003,1341200,134.807551
"173",135.899994,137.149994,134.869995,135.199997,1364000,134.21193
"174",135.210007,136.740005,133.5,136.339996,1206200,135.343598
"175",136.300003,137.139999,136.009995,136.419998,1025700,135.423016
"176",136.050003,137.5,135.690002,136.970001,1174100,135.968999
"177",136.75,140.479996,136.440002,139.300003,1517900,138.281973
"178",139.770004,140.009995,138.300003,138.669998,1093600,137.656572
"179",138.369995,139.070007,137.869995,138.089996,720700,137.080809
"180",138.100006,139.009995,137.910004,138.440002,983700,137.428257
"181",138.429993,139.020004,137.210007,137.479996,758300,136.475266
"182",137.479996,137.979996,136.020004,137.410004,813900,136.405786
"183",137.850006,138.589996,136.919998,138.059998,775600,137.05103
"184",138.470001,138.470001,135.649994,135.929993,901100,134.936591
"185",135.789993,136.039993,134.440002,134.940002,1138800,133.953836
"186",134.990005,135.660004,134.139999,134.289993,634100,133.308577
"187",134.149994,134.800003,131.5,131.929993,1125100,130.965824
"188",131.789993,133.009995,131.179993,132.860001,975400,131.889035
"189",132.009995,132.009995,129.5,130.460007,1165000,129.506581
"190",130.5,131.320007,127.290001,127.660004,1248400,126.727041
"191",128.130005,130.649994,127.599998,130.479996,1049500,129.526424
"192",129.729996,130.529999,128.929993,130.009995,752500,129.059857
"193",130.110001,130.600006,129,129.699997,864400,128.752125
"194",129.020004,130.229996,128.710007,129.100006,779800,128.156519
"195",128.949997,132.660004,128.820007,132.300003,1020400,131.33313
"196",132.100006,133.440002,131.589996,132.639999,890800,131.670642
"197",132.940002,133.880005,132.5,133.179993,1187100,132.206689
"198",133.160004,134.350006,133.119995,133.869995,538700,132.891648
"199",133.550003,134.119995,133.199997,133.729996,647900,132.752672
"200",133.440002,134.399994,132.860001,132.860001,982300,132.384001
"201",131.869995,132.699997,131.25,131.970001,567100,131.49719
"202",131.710007,132.990005,130.289993,131.220001,562000,130.749877
"203",132.759995,133.119995,131.919998,132.270004,457300,131.796118
"204",131.449997,132.889999,131.130005,131.5,622900,131.028873
"205",131.570007,132.759995,130.029999,132.699997,1026800,132.224571
"206",132.910004,134.809998,132.470001,134.669998,1398000,134.187514
"207",133.759995,138.020004,133.759995,137.820007,1807000,137.326237
"208",139.059998,140.490005,139,139.190002,1541200,138.691324
"209",139.889999,140.660004,138.600006,139.440002,919800,138.940429
"210",139.330002,141.080002,139.210007,140.259995,880800,139.757483
"211",139.919998,140.139999,137.139999,138.119995,917600,137.62515
"212",137.679993,138,136.800003,137.529999,662500,137.037268
"213",137.339996,137.990005,136.729996,137.089996,506100,136.598842
"214",138,138.369995,137.479996,137.570007,628800,137.077133
"215",137.779999,138.169998,136.619995,137.320007,686500,136.828029
"216",136.160004,136.75,133.460007,133.779999,782000,133.300703
"217",135.089996,137.610001,134.830002,136.949997,711200,136.459344
"218",137.139999,137.839996,134.550003,135.949997,759800,135.462927
"219",136.630005,136.630005,135.330002,136.389999,615700,135.901353
"220",136.910004,138.679993,136.339996,137.369995,585200,136.877837
"221",137.300003,138.320007,136.029999,136.470001,475200,135.981068
"222",136.199997,136.940002,135.309998,135.699997,453900,135.213822
"223",134.740005,136.160004,133.600006,134.860001,523600,134.376836
"224",134.449997,134.699997,132.910004,134.070007,855100,133.589673
"225",134.009995,134.539993,132.279999,133.410004,834400,132.932034
"226",134.110001,136.649994,133.940002,136.119995,738300,135.632316
"227",136.110001,136.860001,135.369995,135.949997,685900,135.462927
"228",135.270004,136.169998,134.389999,135.399994,622000,134.914894
"229",135.309998,135.490005,133.699997,133.940002,601700,133.460133
"230",134.229996,134.699997,133.179993,134.080002,621800,133.599631
"231",135,135.880005,134.240005,134.389999,746000,133.908518
"232",134.25,135.580002,133.960007,134.639999,1061600,134.157623
"233",133.649994,134.729996,132.380005,133.199997,1824500,132.722779
"234",129.5,134.779999,128.279999,129.179993,3250800,128.717177
"235",130.259995,132.75,127.769997,131.690002,1625700,131.218195
"236",131.770004,134.100006,131.479996,133.110001,919400,132.633105
"237",133.369995,134.309998,132.320007,132.529999,753800,132.055181
"238",132.369995,132.759995,130.350006,130.699997,894500,130.231736
"239",131.039993,132.360001,130.820007,131.389999,1055700,130.919266
"240",131.039993,131.770004,130.710007,131.529999,879700,131.058764
"241",131.75,133.399994,131.690002,133.029999,677700,132.55339
"242",132.529999,132.639999,128.419998,128.440002,1189200,127.979838
"243",128.029999,129.720001,127.779999,128.259995,765300,127.800475
"244",130.710007,132.949997,129.990005,131.850006,1050500,131.377625
"245",131.630005,132.220001,130,130.399994,790300,129.932808
"246",130.770004,132.240005,129.779999,131.600006,755100,131.128521
"247",132.139999,136.270004,132.110001,135.369995,1844500,134.885003
"248",135.369995,137.570007,135.169998,136.860001,1181000,136.36967
"249",135.949997,137.889999,135.949997,137.080002,963100,136.588883
"250",137,138.050003,136.759995,137.100006,887800,136.608816
"251",136.5,137.229996,136.100006,136.429993,583600,135.941203
"252",136.699997,137.259995,135.660004,136.309998,684000,135.821638
"253",136.720001,137.419998,135.470001,135.580002,605800,135.094257
