"","CTL.Open","CTL.High","CTL.Low","CTL.Close","CTL.Volume","CTL.Adjusted"
"54",40.91,41.689999,40.849998,41.27,3472700,38.989307
"55",41.27,41.529999,41.080002,41.139999,2568400,38.86649
"56",40.580002,40.84,40.439999,40.759998,2306700,39.019658
"57",40.689999,40.880001,40.59,40.860001,2738200,39.115391
"58",40.799999,41.02,40.73,40.990002,2500600,39.239841
"59",41.07,41.099998,40.68,40.860001,3422600,39.115391
"60",41.02,41.310001,40.959999,41.02,2855300,39.268559
"61",41.040001,41.189999,40.580002,41.060001,3624700,39.306852
"62",41.09,41.5,41.060001,41.470001,3061300,39.699346
"63",41.25,41.389999,40.439999,40.580002,7919100,38.847347
"64",40.529999,40.669998,39.799999,39.990002,6047800,38.282539
"65",40.049999,40.200001,39.450001,39.689999,3905100,37.995345
"66",39.639999,40.470001,39.639999,40.380001,5112900,38.655886
"67",40.5,40.549999,39.48,39.540001,5535500,37.851752
"68",39.84,39.869999,39.459999,39.639999,3200500,37.94748
"69",39.689999,39.889999,39.580002,39.599998,4002400,37.909187
"70",39.900002,40.560001,39.669998,40.349998,4773900,38.627164
"71",40.540001,40.799999,40.27,40.52,2372500,38.789908
"72",40.73,40.900002,40.59,40.75,3483000,39.010087
"73",40.580002,40.990002,40.549999,40.790001,2778000,39.04838
"74",40.830002,40.98,40.459999,40.459999,2646400,38.732468
"75",40.459999,40.68,40.279999,40.439999,3452800,38.713322
"76",40.490002,40.52,39.889999,39.91,2849400,38.205953
"77",40.049999,40.41,39.669998,40.310001,2785200,38.588875
"78",40.009998,40.560001,39.830002,40.400002,3763100,38.675033
"79",40.389999,40.93,40.330002,40.889999,3303800,39.144109
"80",40.720001,40.889999,40.380001,40.419998,2943900,38.694175
"81",40.48,40.889999,40.130001,40.759998,2542500,39.019658
"82",40.950001,41.049999,40.650002,41,2497700,39.249413
"83",41.150002,41.240002,40.639999,40.68,3092200,38.943076
"84",40.57,40.57,40.049999,40.080002,2988300,38.368696
"85",40.209999,40.849998,39.919998,40.82,3066300,39.077098
"86",40.790001,40.880001,39.709999,39.73,3002800,38.033638
"87",39.82,39.889999,39.130001,39.130001,3339200,37.459258
"88",39.009998,39.169998,38.389999,38.41,4048700,36.769998
"89",38.669998,39.07,38.509998,38.830002,3825100,37.172068
"90",38.369999,38.810001,37.639999,38.610001,4014900,36.96146
"91",37.939999,38.77,37.639999,38.299999,4020400,36.664695
"92",38.619999,39.110001,38.25,38.860001,3894900,37.200785
"93",38.900002,39.330002,38.650002,39.279999,2024900,37.602851
"94",39.380001,39.869999,39.240002,39.700001,2490500,38.00492
"95",39.869999,40.330002,39.75,40.09,2118100,38.378267
"96",40.310001,40.349998,39.849998,39.939999,2035700,38.23467
"97",39.970001,40.099998,39.669998,39.93,2660100,38.225099
"98",39.939999,40.470001,39.939999,40.400002,2150200,38.675033
"99",40.470001,41.040001,40.41,41.029999,1930800,39.278131
"100",41.07,41.330002,40.720001,40.990002,1918300,39.239841
"101",40.990002,41.5,40.810001,41.490002,1933900,39.718493
"102",41.91,41.990002,41.16,41.48,3770700,39.708918
"103",41.529999,41.970001,41.400002,41.810001,2222100,40.024829
"104",41.810001,41.950001,41.419998,41.630001,1894500,39.852514
"105",41.869999,41.869999,41.43,41.650002,2699000,39.871661
"106",40.549999,41.299999,38.619999,39,8155500,37.334807
"107",39,39.439999,38.330002,39.43,6073200,37.746448
"108",39.490002,39.900002,39.169998,39.84,3590700,38.138942
"109",39.950001,40.119999,39.740002,39.970001,2487400,38.263392
"110",39.900002,40.529999,39.790001,40.5,3113500,38.770761
"111",40.549999,41.189999,40.5,40.919998,2607700,39.172827
"112",40.919998,41.040001,40.59,40.790001,2203100,39.04838
"113",40.849998,41.02,40.380001,40.950001,2547800,39.201548
"114",40.869999,41.220001,40.630001,41.09,2211600,39.33557
"115",41.09,41.130001,40.77,41.119999,2649700,39.364288
"116",40.299999,40.599998,40.299999,40.5,2756200,39.286686
"117",40.810001,40.82,40.349998,40.470001,3902000,39.257586
"118",40.759998,40.799999,39.93,40.279999,2767900,39.073276
"119",40.25,40.25,39.220001,39.689999,4870000,38.500951
"120",39.799999,40.740002,39.700001,40.57,2565600,39.354589
"121",40.700001,40.98,40.610001,40.77,1337800,39.548598
"122",40.82,41.5,40.779999,41.099998,3648200,39.86871
"123",41.02,41.279999,40.57,40.720001,4086800,39.500096
"124",40.619999,40.869999,39.799999,40.060001,4758700,38.859869
"125",40.029999,40.279999,39.68,40.049999,3527400,38.850167
"126",40.110001,40.110001,39.509998,39.68,3106300,38.491252
"127",39.630001,40.150002,39.59,39.77,2721600,38.578556
"128",39.279999,39.349998,38.59,39.099998,3223900,37.928626
"129",39.099998,39.099998,38.290001,38.400002,2901100,37.2496
"130",38.450001,39.119999,38.150002,38.799999,2042800,37.637615
"131",38.369999,38.66,37.57,37.580002,3533800,36.454166
"132",37.720001,38.139999,37.560001,37.779999,3684300,36.648172
"133",37.830002,38.580002,37.700001,37.889999,3856600,36.754877
"134",37.950001,38.799999,37.93,38.689999,2894600,37.530909
"135",39,39.490002,38.75,39.48,3127400,38.297243
"136",39.580002,40.060001,39.470001,39.700001,4133100,38.510654
"137",39.599998,40.200001,39.599998,40.189999,2419200,38.985972
"138",40.25,40.610001,40.200001,40.23,1615900,39.024774
"139",40.240002,40.439999,39.990002,40.18,884300,38.976273
"140",40.310001,40.599998,40.310001,40.48,1377800,39.267285
"141",40.419998,40.849998,40.41,40.529999,2047900,39.315786
"142",40.419998,40.580002,39.869999,40.09,1870700,38.888969
"143",40.080002,40.34,39.529999,39.580002,1695600,38.39425
"144",39.830002,40.040001,39.470001,39.59,2203900,38.403948
"145",39.400002,39.580002,38.619999,38.75,3036900,37.589113
"146",38.73,39.040001,37.959999,38.27,4186200,37.123494
"147",38.560001,38.68,37.919998,38.470001,3642800,37.317503
"148",38.900002,39.150002,38.610001,38.860001,2882300,37.695818
"149",38.970001,38.970001,38.279999,38.400002,2180200,37.2496
"150",38.5,38.799999,38.380001,38.650002,2579000,37.492111
"151",38.919998,39.400002,38.369999,38.599998,3282600,37.443606
"152",38.27,38.560001,38.009998,38.310001,2607400,37.162296
"153",38.310001,38.84,38.27,38.299999,3147900,37.152594
"154",38.34,38.549999,38.119999,38.400002,4558400,37.2496
"155",38.700001,38.860001,38.400002,38.740002,2497300,37.579414
"156",38.610001,39.209999,38.400002,38.630001,3483200,37.472709
"157",38.720001,39.470001,38.650002,39.369999,3538300,38.190538
"158",39.490002,39.689999,39.07,39.240002,2984900,38.064435
"159",39.169998,39.27,38.75,39,2556600,37.831624
"160",38.75,39.099998,38.720001,38.790001,3018200,37.627916
"161",39.110001,39.169998,38.27,38.349998,2758700,37.201095
"162",38.259998,38.419998,37.470001,37.5,5231100,36.376561
"163",37.299999,37.470001,36.810001,37.169998,7269800,36.056446
"164",37.32,38.279999,37.07,38.220001,4684900,37.074992
"165",38.279999,39.689999,38.200001,39.59,5637900,38.403948
"166",39.419998,39.919998,39.310001,39.41,3856700,38.229341
"167",39.290001,39.48,38.18,38.43,5445400,37.2787
"168",38.57,38.75,38.099998,38.560001,3571400,37.404807
"169",39.490002,40.200001,39.470001,39.669998,11608100,38.48155
"170",39.700001,40.220001,39.630001,40.18,5650900,38.976273
"171",40.259998,40.59,40.029999,40.52,5111300,39.306087
"172",39.560001,39.790001,38.470001,39.290001,12709900,38.112937
"173",39.23,39.740002,38.959999,39.459999,4680900,38.277842
"174",39.400002,39.450001,38.959999,39.23,4018700,38.054733
"175",38.060001,38.490002,37.459999,37.509998,10148600,36.38626
"176",37.32,37.77,37.02,37.59,4837600,36.463865
"177",37.400002,37.459999,36.93,37.02,6748400,35.910942
"178",37.099998,37.119999,36.450001,36.630001,4678700,35.532626
"179",36.549999,37.189999,36.209999,37.060001,3960700,35.949744
"180",37.279999,37.470001,37.09,37.299999,3045600,36.182552
"181",37.389999,37.610001,37.099998,37.400002,4528000,36.279559
"182",37.400002,37.990002,37.299999,37.860001,4971000,36.725777
"183",38.060001,38.330002,37.380001,37.630001,4453200,36.502668
"184",37.639999,37.959999,37.509998,37.68,3602300,36.551169
"185",37.040001,37.139999,36.060001,36.25,6490200,35.675279
"186",36.369999,36.400002,35.580002,36.130001,4595600,35.557183
"187",35.900002,35.959999,35.360001,35.419998,3920300,34.858437
"188",35.450001,35.509998,35.119999,35.23,3638600,34.67145
"189",35.09,35.279999,34.900002,35.130001,3482800,34.573037
"190",35.080002,35.450001,34.950001,35.290001,3019800,34.730501
"191",35.360001,35.639999,35.07,35.209999,4003400,34.651767
"192",35.07,35.07,34.200001,34.419998,7162600,33.874291
"193",34.66,34.700001,34.41,34.5,5760600,33.953025
"194",34.360001,35.200001,34.360001,35.130001,6148000,34.573037
"195",35.080002,35.330002,34.77,35.119999,7454800,34.563194
"196",35.07,35.220001,34.799999,34.860001,3239100,34.307318
"197",34.82,35.349998,34.810001,35.299999,9318000,34.74034
"198",35.360001,35.650002,35.200001,35.32,5637000,34.760024
"199",35.41,35.59,35.189999,35.189999,3342200,34.632084
"200",35.27,35.299999,34.639999,34.639999,2830900,34.090804
"201",34.560001,34.740002,34.450001,34.560001,4242000,34.012075
"202",34.59,34.619999,34.049999,34.099998,3463400,33.559365
"203",34.259998,34.41,34.040001,34.060001,4788000,33.520002
"204",34.369999,34.82,34.099998,34.549999,6882900,34.002231
"205",34.509998,35.619999,34.419998,35.5,8262100,34.93717
"206",35.549999,35.669998,35.419998,35.43,3660500,34.86828
"207",35.330002,35.610001,35.279999,35.380001,3339700,34.819074
"208",35.560001,35.82,35.41,35.41,2367300,34.848597
"209",35.32,35.689999,34.919998,35.5,3214100,34.93717
"210",35.509998,35.919998,35.380001,35.869999,2593900,35.301303
"211",36,36.040001,35.700001,35.82,2779700,35.252097
"212",35.77,35.880001,35.5,35.580002,1819500,35.015904
"213",35.57,35.799999,35.490002,35.68,2082000,35.114317
"214",35.700001,36.380001,35.66,36.189999,4196700,35.616229
"215",36.110001,36.110001,35.07,35.279999,4617200,34.720657
"216",35.060001,35.080002,34.529999,34.68,3851600,34.130171
"217",34.889999,35.459999,34.799999,35.220001,2639600,34.661611
"218",35.34,36.5,35.34,36.299999,5934800,35.724486
"219",36.32,36.380001,36.040001,36.27,3602500,35.694963
"220",36.220001,36.799999,36.200001,36.66,3093400,36.078779
"221",36.68,36.869999,36.299999,36.41,2542100,35.832743
"222",36.549999,36.57,36.049999,36.290001,3908300,35.714646
"223",36.25,37,36.060001,36.779999,3517300,36.196875
"224",36.580002,36.619999,36.09,36.310001,2965300,35.73433
"225",36.139999,36.48,35.810001,35.959999,4176700,35.389876
"226",36.16,36.23,35.889999,36.139999,2471700,35.567023
"227",36.150002,36.389999,35.91,36.02,2612800,35.448926
"228",36.029999,36.139999,35.41,35.509998,3976100,34.94701
"229",35.68,36.200001,33.939999,34.529999,9387000,33.982548
"230",34.549999,34.990002,34.220001,34.650002,3863300,34.100648
"231",34.959999,35.240002,34.799999,34.950001,3481200,34.395891
"232",34.889999,34.950001,34.25,34.400002,4344500,33.854612
"233",34.310001,35.060001,34.060001,35,4783100,34.445097
"234",34.91,35.130001,34.220001,34.349998,5368100,33.805401
"235",34.43,34.5,34.209999,34.34,2715700,33.795561
"236",34.400002,34.599998,34.349998,34.5,2711900,33.953025
"237",34.52,34.720001,34.360001,34.400002,2817200,33.854612
"238",34.380001,34.419998,33.75,33.959999,5358600,33.421585
"239",34.060001,34.560001,33.990002,34.360001,4611400,33.815245
"240",34.43,34.48,34.099998,34.25,4288400,33.706988
"241",34.25,34.360001,33.82,33.950001,4925900,33.411745
"242",33.91,34,33.5,33.599998,4141900,33.067292
"243",33.82,34.02,33.610001,33.939999,3260000,33.401902
"244",33.849998,34.07,33.82,34.060001,3972300,33.520002
"245",33.57,33.799999,33.009998,33.240002,5436100,33.240002
"246",33.240002,33.369999,32.849998,32.869999,4816600,32.869999
"247",32.830002,33.119999,32.709999,32.959999,4589600,32.959999
"248",32.900002,33.16,32.779999,32.990002,4347200,32.990002
"249",32.860001,33.299999,32.720001,32.830002,4771700,32.830002
"250",32.740002,32.779999,32.18,32.18,3873200,32.18
"251",32.200001,32.34,32.049999,32.220001,3781800,32.220001
"252",32.279999,32.279999,31.83,32.07,3066600,32.07
"253",32.07,32.5,32.07,32.259998,3191800,32.259998
