"","CHK.Open","CHK.High","CHK.Low","CHK.Close","CHK.Volume","CHK.Adjusted"
"126",19.34,19.67,19.139999,19.290001,10935900,19.081993
"127",18.98,18.98,18,18.02,18133400,17.825687
"128",18.02,18.52,17.889999,18.35,11311600,18.152129
"129",17.959999,17.969999,16.9,17.139999,19994900,16.955175
"130",17.26,17.620001,16.629999,16.709999,13263900,16.529812
"131",16.540001,17.68,16.41,17.24,22559200,17.054097
"132",17.450001,17.82,17.1,17.219999,22699600,17.034313
"133",17.01,18.309999,16.9,17.450001,15312000,17.261834
"134",17.610001,19.08,17.49,18.68,24269400,18.47857
"135",19.809999,19.92,18.48,19.139999,17944000,18.933609
"136",19.280001,19.889999,18.65,19.860001,23481100,19.645846
"137",19,19.200001,18.299999,18.42,20323700,18.221374
"138",19.43,20.35,19.200001,20.290001,21976500,20.07121
"139",20.190001,20.290001,19.6,19.84,7504400,19.626062
"140",20,20.18,19.5,19.709999,7746500,19.497462
"141",20,20.16,19.799999,20.01,9109900,19.794228
"142",19.799999,20.08,19.51,19.639999,9890600,19.428217
"143",19.459999,19.99,19.23,19.57,10677900,19.358973
"144",19.42,19.9,19.040001,19.76,13558000,19.546924
"145",19.33,19.34,18.42,18.49,13396600,18.290618
"146",18,18.73,17.77,17.99,15602200,17.79601
"147",18.190001,18.299999,17.77,17.93,9675300,17.736658
"148",17.959999,18.700001,17.559999,18.41,15190900,18.211481
"149",18.58,18.690001,18.02,18.370001,7982800,18.171914
"150",18.23,18.290001,17.629999,17.690001,14880100,17.499246
"151",17.709999,18.030001,17.530001,17.85,15322600,17.744789
"152",17.48,18.84,17.42,18.76,24634000,18.649425
"153",18.85,19.049999,18.07,18.33,17393900,18.22196
"154",18.51,19.139999,18.4,19.030001,14035500,18.917834
"155",18.440001,19.450001,18.139999,19.08,21904100,18.967539
"156",19.27,19.91,19.18,19.870001,11800500,19.752883
"157",19.950001,20.049999,18.9,19.620001,13635400,19.504357
"158",19.709999,20.16,19.52,19.66,10778100,19.54412
"159",19.620001,20.26,19.559999,20.139999,9409800,20.021291
"160",20.01,20.379999,19.889999,20.25,9854700,20.130643
"161",20.049999,20.07,19.110001,19.129999,12798800,19.017243
"162",19.379999,19.49,18.629999,19.209999,10816100,19.096772
"163",19,19.48,18.76,19.18,15388900,19.06695
"164",19.559999,20.6,19.450001,20.52,16254000,20.399052
"165",20.780001,21.49,20.629999,21.01,16716100,20.886163
"166",20.59,20.889999,20.200001,20.52,18481600,20.399052
"167",20.809999,21.120001,20.549999,20.85,9484500,20.727107
"168",21.08,21.219999,20.73,20.790001,14335100,20.667461
"169",20.959999,21.24,20.43,20.49,9487900,20.369228
"170",20.540001,20.549999,19.879999,20.23,13097800,20.11076
"171",20.040001,20.1,19.610001,20.059999,11543500,19.941762
"172",20.440001,20.700001,20.379999,20.5,7554400,20.379169
"173",20.860001,21.24,20.73,21.08,8157500,20.955751
"174",20.93,21.290001,20.77,21.26,10238000,21.13469
"175",20.940001,21.17,20.74,20.75,13217600,20.627696
"176",20.16,20.58,20.07,20.4,13516300,20.279758
"177",20.41,20.65,20.129999,20.299999,12580300,20.180347
"178",19.950001,20.040001,19.59,19.709999,13512600,19.593825
"179",19.959999,20.049999,19.629999,19.879999,13101500,19.762823
"180",18.469999,18.549999,17.540001,17.98,55061000,17.874022
"181",17.719999,17.98,17.110001,17.200001,38380200,17.098621
"182",17.290001,17.299999,16.629999,16.68,31112500,16.581685
"183",16.68,16.709999,16.23,16.6,27736100,16.502157
"184",16.6,16.74,16.18,16.200001,25204000,16.104515
"185",16.26,16.34,15.32,15.49,38182000,15.398699
"186",15.4,15.98,15.07,15.92,27401000,15.826165
"187",15.81,16.17,15.07,15.17,40038700,15.080585
"188",15.07,15.12,14.22,14.24,32218900,14.156067
"189",14.26,14.32,13.68,13.84,29754500,13.758425
"190",14.02,14.43,13.94,14.29,31401500,14.205772
"191",14.29,14.36,13.9,13.92,20944600,13.837953
"192",13.78,13.91,13.48,13.8,21039500,13.71866
"193",13.6,13.99,13.47,13.96,17314800,13.877717
"194",13.73,13.94,13.67,13.81,14446300,13.728602
"195",13.66,14.24,13.55,14.13,27449200,14.046715
"196",13.56,13.8,13.38,13.5,31063900,13.420429
"197",13.68,13.77,13.6,13.61,27555600,13.52978
"198",13.65,14.16,13.63,14.11,27331600,14.026833
"199",14.75,14.88,14.16,14.26,43433900,14.175949
"200",14.3,14.43,14.15,14.34,20375800,14.255478
"201",14.64,14.71,14.13,14.22,24486400,14.136185
"202",14.14,14.19,13.81,14.03,21465900,13.947304
"203",14.18,14.22,13.71,13.97,17454600,13.887659
"204",13.88,14.27,13.81,14.16,15440200,14.076538
"205",14.45,14.57,14.27,14.35,21191700,14.265419
"206",14.22,14.69,14.2,14.59,32122000,14.504004
"207",14.77,15.25,14.7,15.15,20884500,15.060703
"208",15.22,15.49,15.02,15.35,17773200,15.259525
"209",15.5,15.54,15.06,15.1,17931500,15.010998
"210",15.16,15.26,14.94,15.23,19092400,15.140231
"211",15.26,15.31,14.9,14.93,13760400,14.842
"212",15.01,15.02,14.56,14.77,14108700,14.77
"213",14.92,15.34,14.92,15.25,15595900,15.25
"214",15.38,16.16,15.16,16.02,29539000,16.02
"215",16.040001,16.040001,15.42,15.87,24023700,15.87
"216",15.65,15.69,15.36,15.45,17486200,15.45
"217",15.47,15.65,15.29,15.3,16507000,15.3
"218",15.32,15.39,14.53,14.57,26231900,14.57
"219",14.67,14.71,14.29,14.41,24287400,14.41
"220",14.47,14.68,14.44,14.54,15650600,14.54
"221",14.48,14.7,14.43,14.54,14903300,14.54
"222",14.58,14.69,14.34,14.39,14078900,14.39
"223",14.43,14.65,14.38,14.55,16752800,14.55
"224",14.54,15.11,14.45,15.1,22722200,15.1
"225",15.17,15.84,14.75,15.77,35049900,15.77
"226",15.79,16.76,15.53,16.540001,38264500,16.540001
"227",16.58,16.98,16.129999,16.389999,26139100,16.389999
"228",16.68,16.700001,15.82,15.86,26453200,15.86
"229",16.379999,16.540001,14.58,14.72,43375400,14.72
"230",14.6,14.61,14.16,14.5,29876500,14.5
"231",14.72,15.29,14.36,15.28,28280500,15.28
"232",15.29,15.4,15,15.18,18409400,15.18
"233",15.3,15.76,15.2,15.45,19907500,15.45
"234",15.61,15.66,15.11,15.23,19246800,15.23
"235",15.28,15.57,15.03,15.09,20680300,15.09
"236",15,15.04,14.59,15,21636900,15
"237",14.85,14.92,14.55,14.89,15659500,14.89
"238",14.8,14.93,14.42,14.57,16869800,14.57
"239",14.64,14.91,14.43,14.75,15738300,14.75
"240",14.85,15.33,14.82,15.31,14934000,15.31
"241",15.13,15.37,15.03,15.06,10210900,15.06
"242",14.91,14.96,14.72,14.92,14280500,14.92
"243",14.87,15.04,14.68,14.76,14383500,14.76
"244",14.72,14.74,14,14.05,24765600,14.05
"245",14.09,14.27,13.92,14.11,24698300,14.11
"246",14.11,14.14,13.86,13.86,17873500,13.86
"247",13.91,14.1,13.85,14.05,20508200,14.05
"248",13.93,13.98,13.44,13.56,34130400,13.56
"249",13.42,13.47,12.98,13.04,32975000,13.04
"250",13.01,13.26,12.89,13.15,26038300,13.15
"251",13.15,13.26,12.92,13.16,21591000,13.16
"252",13.32,13.43,13.19,13.22,15191800,13.22
"253",13.35,13.45,13,13.06,24455800,13.06
