"","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
"49",154.869995,154.869995,152.259995,153.889999,463600,153.889999
"50",153.889999,154.720001,153.610001,153.910004,402000,153.910004
"51",153.389999,155.339996,153.339996,155.119995,452700,155.119995
"52",154.649994,156.210007,153.820007,154.470001,507800,154.470001
"53",154.929993,155.929993,154.25,155.419998,439300,155.419998
"54",156.460007,157.110001,155.479996,156.960007,480900,156.960007
"55",156.690002,156.770004,154.839996,154.940002,439400,154.940002
"56",154.509995,155.779999,154.509995,155.300003,336100,155.300003
"57",155.600006,156.869995,154.210007,156.460007,352200,156.460007
"58",157.179993,157.179993,154.970001,155.979996,455100,155.979996
"59",156.649994,158.070007,156.449997,156.600006,411800,156.600006
"60",156.929993,157.639999,156.610001,157.149994,380200,157.149994
"61",157.089996,158.369995,157.089996,157.429993,477600,157.429993
"62",156.850006,158.600006,156.289993,158.550003,402300,158.550003
"63",157.910004,158.630005,157.360001,158.240005,567600,158.240005
"64",157.479996,158.139999,156.259995,156.449997,592700,156.449997
"65",156.339996,156.860001,155.649994,156.179993,488200,156.179993
"66",155.759995,155.800003,153.699997,154.789993,648800,154.789993
"67",154.789993,155.229996,153.710007,154.229996,437900,154.229996
"68",154.039993,154.610001,153.679993,153.880005,313500,153.880005
"69",153.600006,155.509995,153.520004,155.020004,678500,155.020004
"70",154.759995,155.399994,153.740005,154.679993,432400,154.679993
"71",154.970001,155.509995,153.619995,155.179993,555200,155.179993
"72",155.960007,155.960007,151.470001,153.830002,1353000,153.830002
"73",153.25,153.630005,151.220001,151.720001,592100,151.720001
"74",150.949997,152.229996,150.570007,150.839996,563300,150.839996
"75",151.020004,152.309998,150.710007,151.619995,598500,151.619995
"76",151.020004,151.720001,149.509995,149.570007,553500,149.570007
"77",149.570007,151.839996,149.570007,151.339996,447200,151.339996
"78",150.429993,152.580002,149.839996,151.809998,536100,151.809998
"79",151.559998,152.029999,150.210007,150.360001,947200,150.360001
"80",149.970001,150.919998,149.279999,149.440002,657300,149.440002
"81",149.470001,151.479996,149.470001,150.949997,533500,150.949997
"82",151.460007,153.699997,151.210007,153.220001,415800,153.220001
"83",153.210007,154.399994,152.289993,152.630005,361700,152.630005
"84",151.639999,152.779999,151.130005,151.309998,457800,151.309998
"85",151.660004,153.479996,150.830002,153.089996,712500,153.089996
"86",153.110001,153.850006,150.059998,150.059998,780600,150.059998
"87",149.850006,152.089996,149.830002,151.550003,861400,151.550003
"88",151.309998,151.789993,148.5,148.529999,780000,148.529999
"89",149.779999,150.169998,148.850006,149,684900,149
"90",147.169998,150.490005,146.220001,149.619995,1389100,149.619995
"91",147.830002,151.300003,146.820007,149.460007,913300,149.460007
"92",150.270004,152.740005,149.399994,152.089996,858200,152.089996
"93",152.270004,155.229996,151.869995,154.960007,960500,154.960007
"94",156.300003,159.199997,155.509995,158.899994,917200,158.899994
"95",158.949997,160.779999,157.179993,157.360001,1171300,157.360001
"96",165,169.130005,163.720001,167.440002,1886900,167.440002
"97",167.729996,170.889999,166.880005,170.479996,1066800,170.479996
"98",170.690002,172,170.009995,171.300003,803000,171.300003
"99",171.589996,173.339996,171.509995,173.330002,855500,173.330002
"100",173.820007,174.139999,172.649994,174.059998,712100,174.059998
"101",173.160004,175.800003,172.770004,174.899994,587300,174.899994
"102",177,177,175,175.880005,883600,175.880005
"103",175.649994,176.460007,175.369995,175.860001,2862700,175.860001
"104",175.169998,178.119995,175.009995,177.110001,871600,177.110001
"105",178.410004,178.820007,176.809998,177.460007,671700,177.460007
"106",176.679993,180,175.630005,179.610001,749400,179.610001
"107",179.949997,179.970001,178.289993,179,528800,179
"108",178.520004,180.110001,177.880005,180.089996,705500,180.089996
"109",179.889999,180.179993,179.020004,179.330002,483400,179.330002
"110",179.330002,180.350006,178.5,180.009995,521500,180.009995
"111",180.399994,181.919998,179.910004,181.630005,550700,181.630005
"112",181.75,181.75,178.740005,179.880005,613400,179.880005
"113",178.800003,179.630005,176.710007,177.300003,694500,177.300003
"114",177.179993,178.979996,177.179993,178.570007,421600,178.570007
"115",179.210007,179.320007,177.529999,178.190002,388200,178.190002
"116",177.309998,179.279999,177.309998,178.710007,407400,178.710007
"117",181.050003,181.050003,178.720001,179.039993,457500,179.039993
"118",179.830002,180.5,178.220001,180.460007,679900,180.460007
"119",181,182.119995,178.820007,178.949997,1040400,178.949997
"120",179.350006,180.470001,178.759995,180.320007,414600,180.320007
"121",181.559998,183.630005,180.740005,182.740005,392700,182.740005
"122",182.720001,183.25,180.690002,181.520004,574000,181.520004
"123",181.529999,184.050003,181.300003,183.960007,458300,183.960007
"124",184.350006,188.880005,184.199997,188.669998,1114000,188.669998
"125",188.860001,189.729996,187.039993,188.929993,672400,188.929993
"126",188.720001,189.399994,186.639999,187.940002,614100,187.940002
"127",186.880005,188.330002,185.839996,186.580002,461800,186.580002
"128",192.850006,192.940002,188.960007,192.539993,1020900,192.539993
"129",191.970001,192.869995,190.179993,190.830002,769700,190.830002
"130",191.020004,193.929993,190.860001,191.869995,657300,191.869995
"131",189.949997,194.080002,189.949997,191.990005,755700,191.990005
"132",192.809998,193.740005,190.300003,192.210007,683300,192.210007
"133",192.990005,193.429993,190.119995,190.169998,605100,190.169998
"134",190.309998,192.479996,188.360001,192.199997,592600,192.199997
"135",194.190002,194.729996,191.020004,193.580002,951100,193.580002
"136",193.300003,194.529999,191.949997,193.139999,1852900,193.139999
"137",192.960007,195.279999,192,194.960007,471900,194.960007
"138",196,196.800003,194.860001,195.059998,551100,195.059998
"139",195.869995,196.229996,193.899994,193.949997,231700,193.949997
"140",193.979996,195.839996,193.520004,193.990005,261500,193.990005
"141",193.949997,195.639999,192.889999,195.479996,415100,195.479996
"142",194.679993,195.729996,193.839996,194.149994,328500,194.149994
"143",195,196,192.539993,192.619995,587100,192.619995
"144",192.860001,195.029999,190.710007,192.110001,837800,192.110001
"145",191.509995,192.380005,188.539993,188.720001,970800,188.720001
"146",189.729996,189.919998,186.570007,188.080002,898300,188.080002
"147",189.169998,190.899994,187.979996,189.789993,939700,189.789993
"148",191.270004,194.369995,190.509995,193.240005,1285600,193.240005
"149",191.039993,191.990005,187.619995,187.809998,1379400,187.809998
"150",186.940002,187.610001,184.410004,185.580002,1057600,185.580002
"151",184.160004,186.589996,181,182.75,1154400,182.75
"152",182.029999,183.240005,180.449997,182.460007,860200,182.460007
"153",183.100006,183.949997,179.809998,179.960007,636200,179.960007
"154",179.509995,182.990005,179,182.910004,687200,182.910004
"155",183.699997,186.910004,182.580002,186.419998,974000,186.419998
"156",185.610001,186.419998,183.979996,184.970001,685900,184.970001
"157",185.350006,189.990005,184.639999,189.320007,554500,189.320007
"158",189.270004,190.929993,188.369995,190.080002,494100,190.080002
"159",189.600006,191.940002,188.820007,191.279999,552500,191.279999
"160",189.690002,191.800003,189.520004,190.970001,497100,190.970001
"161",192.490005,194.289993,191.190002,191.270004,955900,191.270004
"162",190.460007,192.740005,189.320007,192.649994,656800,192.649994
"163",192.139999,192.660004,187.229996,187.360001,867400,187.360001
"164",187.699997,190.350006,184.759995,190.279999,832400,190.279999
"165",191.649994,193.789993,188.869995,193.279999,1034700,193.279999
"166",193.190002,193.300003,191.059998,192.710007,1058100,192.710007
"167",201.720001,214.149994,200.869995,208.240005,2992200,208.240005
"168",209.220001,209.910004,205.399994,206.779999,1316800,206.779999
"169",205.660004,206.279999,204.309998,205.070007,757500,205.070007
"170",204.399994,206.479996,203.660004,206.029999,695700,206.029999
"171",206.240005,208.240005,205.759995,207.449997,484200,207.449997
"172",207.570007,208.050003,206,206.570007,614800,206.570007
"173",206.380005,207.080002,205.009995,205.550003,540300,205.550003
"174",205.210007,206.320007,203.889999,205.699997,496100,205.699997
"175",206.070007,206.490005,204.320007,205.779999,298800,205.779999
"176",206.059998,206.679993,204.089996,204.910004,383100,204.910004
"177",205.270004,206.639999,203.169998,205.839996,468100,205.839996
"178",206.149994,208.679993,205.740005,208.520004,689200,208.520004
"179",208.210007,209.550003,206.860001,207.539993,436000,207.539993
"180",207.339996,209.389999,207.339996,208.690002,580300,208.690002
"181",208.100006,209.649994,207.339996,209.339996,492700,209.339996
"182",209.800003,209.979996,207.809998,208.130005,453700,208.130005
"183",209.119995,212,208.199997,212,797100,212
"184",212.199997,213.279999,210.389999,211.660004,573400,211.660004
"185",211.279999,211.940002,207.75,207.830002,440200,207.830002
"186",207.539993,209.559998,207.110001,208.020004,553600,208.020004
"187",207.149994,208.639999,203.630005,204.190002,612100,204.190002
"188",204.600006,206.660004,203.690002,206.580002,532400,206.580002
"189",205.339996,205.470001,202.440002,203.059998,471200,203.059998
"190",202.940002,205.600006,202.940002,204.279999,429500,204.279999
"191",205.369995,210.110001,205.089996,209.550003,590100,209.550003
"192",208.690002,210.710007,207.699997,210.229996,407800,210.229996
"193",211.119995,215.490005,210.399994,215.059998,637200,215.059998
"194",213.880005,215.009995,212.970001,214.039993,404800,214.039993
"195",213.279999,214.949997,209.600006,214.320007,502300,214.320007
"196",214.330002,215.229996,213.380005,214.970001,368000,214.970001
"197",216.410004,217.600006,213.759995,214.789993,992600,214.789993
"198",214.970001,217.039993,214.789993,215.289993,576200,215.289993
"199",214.509995,216.229996,214,214.520004,500300,214.520004
"200",214.960007,215.520004,208.949997,208.979996,591400,208.979996
"201",208.419998,211.889999,206.860001,211.190002,574300,211.190002
"202",210.380005,215.869995,209.929993,215.419998,594300,215.419998
"203",217.240005,220.110001,216.25,219.380005,657900,219.380005
"204",217.570007,219.979996,216.139999,216.240005,706900,216.240005
"205",216.639999,216.779999,212.770004,215.300003,803700,215.300003
"206",215.339996,216.800003,214.309998,215.580002,480100,215.580002
"207",213.279999,218.300003,212.809998,216.199997,568600,216.199997
"208",216.470001,217.770004,215.600006,216.130005,350900,216.130005
"209",216.539993,218.139999,215.100006,218.100006,589200,218.100006
"210",217.279999,222.940002,216.470001,218.520004,461900,218.520004
"211",219.289993,220.520004,218.070007,220.020004,363800,220.020004
"212",220.389999,220.690002,217.949997,218.220001,516000,218.220001
"213",218.350006,219.130005,216.919998,217.039993,396700,217.039993
"214",217.25,218.380005,215.529999,215.910004,504500,215.910004
"215",216.059998,216.570007,214.5,215.410004,599400,215.410004
"216",214.25,215.690002,212.149994,214.050003,494700,214.050003
"217",215.660004,218.110001,214.339996,217.149994,565500,217.149994
"218",218.720001,219.919998,216.139999,217.070007,474900,217.070007
"219",217.070007,217.360001,214.190002,216.669998,770500,216.669998
"220",225,230.770004,224,228.309998,1374800,228.309998
"221",228.050003,229.800003,227.089996,229.350006,747600,229.350006
"222",230,230,224.820007,225.130005,497700,225.130005
"223",225.199997,226.559998,223.550003,226.259995,709600,226.259995
"224",225.460007,225.800003,220.570007,220.960007,687600,220.960007
"225",220.869995,222.860001,216.720001,217.830002,657000,217.830002
"226",219,222.479996,218.210007,222.039993,691300,222.039993
"227",221.850006,223.509995,220.610001,222.789993,406700,222.789993
"228",221.820007,223.100006,218.759995,219.520004,574100,219.520004
"229",220.259995,220.600006,216.410004,217.380005,668600,217.380005
"230",217.880005,220.660004,217.839996,219.380005,583900,219.380005
"231",221.029999,223.860001,220.389999,221.089996,582700,221.089996
"232",220.809998,222.610001,220,220.479996,634100,220.479996
"233",219.350006,221.309998,218.580002,220.199997,499400,220.199997
"234",220.009995,222.020004,218.600006,219.580002,506700,219.580002
"235",221.229996,222.619995,218.860001,222.279999,456600,222.279999
"236",222.779999,223.449997,221.779999,223.050003,484600,223.050003
"237",223.050003,225,222.809998,224.270004,440900,224.270004
"238",224.600006,225.929993,223.619995,223.929993,395100,223.929993
"239",224.539993,224.979996,222.110001,222.330002,339600,222.330002
"240",220.979996,225.460007,220.979996,224.940002,465400,224.940002
"241",224.369995,226,223.619995,224.399994,356300,224.399994
"242",224.229996,225.869995,222.460007,222.830002,562600,222.830002
"243",223.25,223.850006,222.369995,222.539993,359000,222.539993
"244",222.720001,223.589996,221.259995,222.669998,438000,222.669998
"245",221.679993,222.919998,219.270004,219.529999,820500,219.529999
"246",220.800003,223.179993,218.820007,222.490005,568200,222.490005
"247",221.139999,223.789993,221.139999,222.899994,577500,222.899994
"248",223.779999,225,222.899994,224.220001,336800,224.220001
"249",223.110001,224.860001,221.869995,222.119995,432600,222.119995
"250",221.610001,223.110001,221.020004,222.089996,349600,222.089996
"251",221.610001,223.139999,221.610001,221.839996,425800,221.839996
"252",221.410004,223.949997,220.779999,222.929993,324800,222.929993
"253",223.529999,226.210007,222.929993,225.679993,388800,225.679993
