"","QCOM.Open","QCOM.High","QCOM.Low","QCOM.Close","QCOM.Volume","QCOM.Adjusted"
"81",74.139999,74.139999,73.160004,73.660004,7489200,72.3062
"82",73.879997,75.199997,73.870003,74.860001,7978400,73.484142
"83",75,75.339996,74.309998,74.720001,6217300,73.346715
"84",74.230003,74.43,73.480003,73.510002,8242000,72.158955
"85",73.440002,75.440002,73.220001,75.190002,9851600,73.808078
"86",75.220001,75.300003,73.949997,74.080002,9914600,72.718479
"87",73.519997,73.940002,71.199997,71.220001,17357100,69.911042
"88",71.18,72.5,70.25,70.709999,10742600,69.410413
"89",71.75,72.699997,71.330002,71.860001,10488400,70.539279
"90",71.099998,72.629997,70.269997,71.199997,14883500,69.891406
"91",69.839996,71.889999,69.360001,71.139999,11997100,69.832511
"92",72.050003,72.879997,71.540001,72.43,8467100,71.098803
"93",72.050003,73.300003,72,73.269997,6492300,71.923361
"94",73.93,75.110001,73.830002,75,8733300,73.621568
"95",75.010002,75.099998,74.25,74.300003,7127900,72.934436
"96",75,75.400002,74.739998,75.139999,9750000,73.758994
"97",75.419998,76.010002,74.910004,76,6238500,74.603189
"98",75.860001,76.029999,75.269997,75.839996,4761500,74.446126
"99",76.190002,76.620003,75.989998,76.57,6314800,75.162713
"100",76.5,77.379997,76.309998,76.889999,5389600,75.476831
"101",76.650002,77.589996,76.529999,77.370003,5313700,75.948012
"102",78.529999,78.529999,77.690002,78.510002,10144500,77.06706
"103",78.309998,78.529999,77.959999,78.239998,8732700,76.802018
"104",77.489998,77.720001,76.400002,77.110001,15347400,75.692789
"105",77.459999,77.470001,76.419998,77.199997,13811400,75.781131
"106",71.029999,71.07,67.669998,70.580002,70919700,69.282805
"107",70.699997,70.699997,69.129997,69.260002,24945900,67.987066
"108",68.910004,70.029999,68.489998,69.360001,14453300,68.085227
"109",69.709999,69.849998,69.029999,69.639999,10042000,68.360079
"110",69.620003,70.449997,69.290001,70.290001,9460500,68.998135
"111",70.209999,70.830002,70.190002,70.650002,9832900,69.351519
"112",71.010002,71.209999,70.550003,70.849998,7454200,69.54784
"113",70.620003,70.839996,70.190002,70.400002,7350500,69.106113
"114",70.239998,72.059998,70.239998,72.010002,10986100,70.686524
"115",71.589996,71.839996,70.360001,70.470001,11113700,69.174827
"116",70.110001,70.839996,69.599998,70.709999,12030100,69.410413
"117",71.099998,71.82,70.690002,71.470001,15146200,70.156447
"118",71.699997,71.940002,71.18,71.690002,9413800,70.372405
"119",71.730003,72.279999,71.610001,72.269997,12487200,70.94174
"120",71.660004,72.349998,71.620003,72.260002,6997000,71.346563
"121",72.510002,73,72.07,72.900002,5817900,71.978472
"122",72.459999,72.660004,71.290001,71.790001,9474300,70.882503
"123",71.809998,73.489998,71.349998,73.32,17106300,72.393161
"124",73.629997,74.839996,73.440002,74.370003,13143700,73.429891
"125",74.239998,74.339996,72.93,73.339996,9374000,72.412905
"126",73.010002,73.910004,73.010002,73.370003,6588600,72.442532
"127",73.220001,73.510002,72.209999,72.610001,7201700,71.692137
"128",71.959999,73.209999,71.860001,73.010002,7548400,72.087082
"129",72.82,73,71.209999,71.5,9059300,70.596168
"130",71.730003,72.769997,71.57,71.989998,9487300,71.079971
"131",71.629997,71.809998,70.580002,70.580002,8351600,69.687799
"132",70.849998,71.419998,69.589996,70.370003,11016100,69.480455
"133",70.209999,71.779999,70.080002,70.309998,11499400,69.421208
"134",70.419998,72.370003,70.139999,72.209999,11423400,71.297192
"135",73.279999,73.360001,72.610001,73.360001,8864600,72.432656
"136",73.290001,73.730003,73.169998,73.43,16332000,72.501771
"137",73.580002,74.660004,73.449997,74.559998,9074200,73.617484
"138",74.610001,75.120003,74.480003,74.599998,6405800,73.656979
"139",74.690002,75.150002,74.639999,74.660004,3791900,73.716226
"140",75.089996,75.720001,75,75.620003,4986700,74.664089
"141",75,75.599998,74.830002,74.989998,5959800,74.042048
"142",74.75,75.370003,74.699997,75.019997,6131700,74.071668
"143",75.209999,75.410004,74.309998,74.330002,7763500,73.390395
"144",74.510002,74.870003,73.75,74.279999,6662700,73.341024
"145",73.709999,74.5,73.629997,73.93,12042800,72.99545
"146",73.860001,74.610001,72.739998,72.879997,11094000,71.95872
"147",73.370003,74.470001,72.959999,73.730003,10030700,72.797981
"148",74.300003,75.300003,74.139999,74.510002,10937200,73.56812
"149",74.57,74.870003,73.639999,74.419998,9030900,73.479254
"150",74.139999,74.379997,72.879997,73.57,8749300,72.64
"151",73.959999,75.050003,72.550003,72.970001,12584500,72.047587
"152",72.459999,73,71.440002,72.220001,13203500,71.307067
"153",72.260002,72.589996,71.050003,71.379997,10858400,70.477682
"154",70.849998,71.43,70.120003,71.290001,12372300,70.388823
"155",71.75,73.209999,71.18,72.480003,12036700,71.563783
"156",70.279999,72.610001,69.949997,71.589996,17008900,70.685026
"157",71.860001,72.089996,70.839996,71.910004,10450100,71.000988
"158",72.010002,72.349998,71.43,72.18,8142100,71.267572
"159",72.169998,72.900002,71.720001,72.610001,9203700,71.692137
"160",71.900002,72.5,70.940002,71.769997,11398800,70.862751
"161",72.5,72.5,70.849998,70.989998,15722100,70.092612
"162",65.510002,65.690002,62.470001,63.689999,47115300,62.884893
"163",63.040001,64.010002,62.389999,62.459999,26407800,61.670441
"164",62.490002,65.93,62.259998,65.529999,21130600,64.701633
"165",65.779999,67.040001,65.480003,66.959999,16354200,66.113557
"166",66.589996,67.709999,66.120003,66.959999,13089600,66.113557
"167",67.169998,67.989998,66.790001,67.949997,10650500,67.09104
"168",67.809998,67.949997,66.07,66.349998,11696800,65.511267
"169",68.160004,68.959999,66.959999,67.110001,15651100,66.261662
"170",69.089996,70.459999,68.830002,70.260002,36081200,69.371845
"171",70.57,70.949997,70,70.209999,13439300,69.322474
"172",69.580002,70.389999,69.559998,70.389999,12798300,69.500199
"173",70.489998,70.93,70.269997,70.879997,8050200,69.984002
"174",70.760002,70.910004,70.459999,70.800003,8764300,69.905019
"175",70.339996,70.879997,70.110001,70.540001,8097400,69.648304
"176",70.230003,71.269997,70.209999,70.980003,9785300,70.082744
"177",70.830002,71.720001,70.589996,71.519997,8657300,70.615911
"178",71.260002,71.550003,70.360001,70.940002,8617700,70.043249
"179",70.739998,71.470001,70.370003,71.370003,10131900,70.467814
"180",71.010002,72.230003,71.010002,71.68,10578100,70.773893
"181",71.870003,72.269997,71.610001,72.010002,9838700,71.099723
"182",71.809998,72.57,71.199997,72.510002,10297400,71.593402
"183",71.800003,72.900002,71.610001,72.660004,8979300,72.159476
"184",72.010002,72.489998,71.349998,71.410004,9236400,70.918087
"185",71.099998,71.5,70.559998,70.849998,8476200,70.361939
"186",71.199997,71.269997,70.690002,70.93,6955800,70.44139
"187",70.559998,71.690002,70.510002,71.510002,12022100,71.017396
"188",71.639999,72.870003,71.639999,72.709999,12754700,72.209127
"189",73.870003,74.089996,71.860001,71.889999,29111600,71.394776
"190",71.519997,71.720001,70.239998,70.269997,21690200,69.785933
"191",70,70.550003,69.199997,69.370003,16004300,68.892139
"192",69.010002,69.639999,68.32,68.639999,13946800,68.167164
"193",69.139999,70.029999,68.910004,70,11643400,69.517796
"194",69.440002,70.169998,69.209999,69.82,11540300,69.339036
"195",69.599998,70.489998,69.059998,70.230003,10245700,69.746215
"196",70.230003,70.589996,69.779999,69.830002,6959800,69.348969
"197",70.199997,70.610001,69.790001,70.040001,22646600,69.557521
"198",69.919998,70.580002,69.809998,70.07,7700600,69.587314
"199",69.989998,70.230003,68.970001,68.970001,9964700,68.494893
"200",68.860001,68.870003,67.199997,67.209999,11980500,66.747014
"201",66.540001,67.449997,65.68,67.160004,13835900,66.697363
"202",67.220001,67.93,66.75,67.029999,8560400,66.568254
"203",67.739998,69,67.459999,68.879997,11404500,68.405509
"204",68.160004,69.540001,68.160004,69.339996,13035300,68.862339
"205",68.470001,69.470001,68.449997,69.43,10455800,68.951723
"206",69.519997,69.610001,67.760002,67.970001,14206200,67.501781
"207",66.190002,67.959999,66.18,67.760002,11906300,67.293229
"208",67.720001,68.120003,67.260002,67.32,13948000,66.856257
"209",66.940002,67.589996,66.93,67.260002,15783100,66.796673
"210",67.419998,69.089996,67.309998,68.809998,14169200,68.335991
"211",68.669998,69.199997,68.470001,69.160004,10437900,68.683586
"212",71.230003,71.900002,68.639999,68.730003,28612900,68.256548
"213",69.160004,69.199997,68.599998,68.970001,12305100,68.494893
"214",69.290001,69.5,68.190002,68.459999,11923400,67.988404
"215",68.160004,68.25,67.730003,67.910004,10649900,67.442197
"216",67.489998,67.949997,66.959999,67.110001,14011100,66.647705
"217",67.25,68.800003,67.190002,68.639999,12893800,68.167164
"218",68.839996,68.940002,68.379997,68.57,7839300,68.097646
"219",68.760002,69.209999,68.25,68.940002,13289500,68.4651
"220",67.349998,68.43,66.959999,68.339996,18341100,67.869228
"221",68.029999,68.32,67.669998,68.239998,8757800,67.769918
"222",68.769997,69.68,68.610001,69.230003,11818400,68.753104
"223",69.040001,69.82,69.010002,69.650002,8272600,69.170209
"224",69.190002,69.339996,68,68.669998,7660400,68.196956
"225",68.330002,68.589996,67.610001,68,8319800,67.531573
"226",68.309998,68.540001,67.959999,68.419998,7166200,67.948678
"227",68.449997,69.360001,68.220001,69.059998,7013800,68.584269
"228",68.849998,69,68.129997,68.370003,8660600,67.899027
"229",68.199997,68.849998,67.5,67.809998,7858200,67.34288
"230",67.800003,68.449997,67.790001,68.43,6514000,67.958611
"231",68.849998,69.410004,68.550003,69.410004,7393300,68.931864
"232",69.169998,69.349998,68.82,69.050003,6379200,68.574343
"233",68.699997,69.019997,68.099998,68.790001,8070400,68.316132
"234",69.230003,70.5,69,69.730003,12031200,69.249659
"235",69.989998,70.660004,69.809998,70.519997,10945700,70.034211
"236",70.610001,71.089996,70.43,71.059998,9858600,70.570492
"237",70.989998,71.129997,70.25,70.419998,5352500,69.934901
"238",70.330002,70.419998,69.470001,69.620003,7609100,69.140416
"239",69.800003,69.839996,69.220001,69.279999,8420200,68.802755
"240",69.629997,70.949997,69.029999,70.089996,27529700,69.607172
"241",69.57,69.940002,69.440002,69.510002,13177300,69.031174
"242",69.529999,69.620003,68.75,69.360001,14768600,68.882205
"243",69.400002,71.139999,69.099998,71.019997,17559100,70.530766
"244",70.949997,71.32,70.510002,70.599998,11939000,70.113661
"245",70.690002,70.900002,69.599998,69.68,18256900,69.200001
"246",69.510002,69.900002,69.110001,69.419998,8600500,69.419998
"247",69.360001,69.660004,69.059998,69.349998,11416600,69.349998
"248",69.800003,70.050003,69.449997,69.860001,6515900,69.860001
"249",69.360001,69.510002,68.760002,68.900002,9887200,68.900002
"250",68.959999,68.959999,68.220001,68.260002,7987100,68.260002
"251",68.029999,68.199997,67.25,67.279999,9017400,67.279999
"252",67.379997,67.470001,66.769997,66.839996,7558000,66.839996
"253",66.910004,67.690002,66.910004,67.309998,12800600,67.309998
