"","QEP.Open","QEP.High","QEP.Low","QEP.Close","QEP.Volume","QEP.Adjusted"
"56",35.040001,35.200001,34.810001,35.09,889500,34.99465
"57",35.080002,35.48,34.990002,35.27,962000,35.174161
"58",35.419998,35.580002,35.200001,35.57,1015200,35.473345
"59",35.5,35.91,35.080002,35.25,3180000,35.154215
"60",35.200001,35.470001,34.459999,34.48,3365600,34.386306
"61",34.5,34.540001,33.389999,33.700001,3873700,33.608427
"62",33.689999,34.049999,33.580002,34.029999,1680100,33.937529
"63",33.84,33.84,32.869999,33,2656800,32.910329
"64",33,33.209999,32.299999,32.580002,1812600,32.491472
"65",32.630001,32.639999,32.02,32.209999,2824000,32.122474
"66",31.93,32.299999,31.75,32.189999,2385100,32.102528
"67",32.009998,32.09,31.65,31.690001,1829700,31.603889
"68",31.68,32.349998,31.49,32.240002,1732300,32.152395
"69",32.23,32.790001,32.099998,32.52,1658500,32.431633
"70",32.599998,32.720001,32.130001,32.150002,1395300,32.06264
"71",32.209999,32.209999,31.219999,31.49,2252900,31.404431
"72",31.68,31.82,31.24,31.379999,3215800,31.29473
"73",31.24,31.24,30.780001,31.02,1500700,30.935709
"74",31.059999,31.49,30.879999,30.9,1199700,30.816035
"75",30.799999,31.469999,30.33,31.389999,2307500,31.304703
"76",31.440001,31.440001,30.77,30.940001,1825000,30.855927
"77",30.889999,31.49,30.68,31.34,1639900,31.254839
"78",30.99,31.370001,30.879999,31.299999,1630400,31.214947
"79",31.25,31.450001,30.6,30.780001,2114900,30.696362
"80",30.790001,31,30.059999,30.110001,2161600,30.028182
"81",29.98,30.18,29.52,29.799999,2346600,29.719023
"82",29.950001,30.709999,29.559999,30.25,3859000,30.167801
"83",30.26,30.559999,29.82,29.85,2681800,29.768888
"84",29.639999,29.799999,28.67,28.67,2849600,28.592095
"85",28.530001,28.629999,27.73,28.549999,3024000,28.47242
"86",28.209999,28.35,26.34,26.459999,5223700,26.388099
"87",26.389999,26.59,25.16,25.379999,4553100,25.311034
"88",25.280001,25.51,23,23.040001,5769600,22.977394
"89",23.27,23.42,21.870001,21.959999,7704600,21.900327
"90",21.620001,22.15,20,21.84,18634400,21.780654
"91",21.57,23.889999,21.57,23.33,9205400,23.266605
"92",23.799999,24.15,22.870001,23.18,5896600,23.117013
"93",24.23,25.34,23.639999,24.17,8860900,24.104323
"94",24.379999,24.860001,24.299999,24.6,4572000,24.533154
"95",24.68,25.16,23.66,23.67,4558100,23.605681
"96",24,24.799999,23.889999,24.530001,3050300,24.463345
"97",24.33,24.43,23.85,24.32,3027500,24.253915
"98",23.76,23.799999,22.91,23.129999,4955100,23.067148
"99",23.18,24.120001,22.92,24.07,2991600,24.004594
"100",24.4,24.74,23.950001,24.33,3301500,24.263888
"101",24.09,24.299999,23.530001,24.110001,2423000,24.044486
"102",24.24,25.110001,23.68,25.07,3851600,25.001877
"103",25.200001,25.6,24.139999,24.219999,2950000,24.154186
"104",23.799999,23.889999,23,23.280001,3527300,23.216742
"105",23.77,24.52,23.299999,24.440001,5257200,24.373589
"106",24.25,25.59,24.25,25.549999,7330500,25.480572
"107",25.65,26.32,25.530001,25.870001,4027900,25.799704
"108",26.190001,26.58,24.66,24.780001,2861100,24.712666
"109",24.74,25.200001,24.27,24.85,3195200,24.782475
"110",24.559999,25.18,24.4,24.469999,3062600,24.423163
"111",24.25,24.41,23.33,23.83,3140700,23.784389
"112",23.870001,24.530001,23.629999,24.52,2224500,24.473069
"113",24.35,24.35,23.1,23.120001,3710200,23.075749
"114",23.02,23.59,22.73,23.42,3160600,23.375174
"115",23.58,23.719999,23,23.459999,2589700,23.415096
"116",23.440001,24.77,23.370001,24.709999,3179300,24.662704
"117",25.139999,25.610001,25.059999,25.33,4304600,25.281518
"118",25.139999,25.469999,24.74,24.98,2830500,24.932187
"119",25.049999,25.440001,24.530001,24.940001,2819700,24.892265
"120",24.74,24.74,24.02,24.18,2690000,24.133719
"121",22.9,22.9,20.360001,20.440001,3130400,20.400878
"122",20.23,21.09,19.799999,21.09,6457800,21.049633
"123",20.860001,21.9,20.59,21.25,4849100,21.209327
"124",21.35,22.469999,21.200001,21.98,4593300,21.937929
"125",21.6,22.440001,21.33,22.129999,4261000,22.087642
"126",22.07,22.549999,21.6,22.24,3317100,22.197432
"127",21.74,21.74,20.799999,20.940001,5545100,20.899921
"128",20.93,22.040001,20.83,21.940001,3797300,21.898007
"129",21.299999,21.299999,20.540001,20.65,4326900,20.610475
"130",20.66,21,19.83,20,5385300,19.96172
"131",19.43,20,19.190001,19.370001,6554200,19.332926
"132",19.74,19.969999,18.469999,18.639999,5286800,18.604322
"133",18.299999,19.309999,18.15,18.709999,5826200,18.674188
"134",18.809999,20.469999,18.73,19.91,4534200,19.871892
"135",20.280001,20.66,18.93,19.690001,6332400,19.652313
"136",19.9,20.559999,19.530001,20.530001,8458600,20.490706
"137",20.299999,20.49,19.48,19.950001,5252900,19.911816
"138",20.15,20.370001,19.309999,19.77,6652600,19.73216
"139",19.59,19.66,19.07,19.4,2419000,19.362868
"140",19.66,19.950001,19.360001,19.59,4555900,19.552504
"141",19.639999,20.33,19.639999,20.01,3382400,19.971701
"142",19.82,20,19.52,19.700001,2926800,19.662294
"143",19.5,20.49,19.17,20.219999,3584600,20.181298
"144",20.01,20.24,19.219999,19.99,4302000,19.951738
"145",19.58,19.58,18.790001,18.870001,4105300,18.833883
"146",18.76,19.139999,18.290001,18.67,3743400,18.634265
"147",18.99,19.18,18.530001,18.83,3024300,18.793959
"148",19.1,19.93,18.940001,19.799999,4622900,19.762102
"149",19.91,20.200001,19.530001,19.93,4021300,19.891854
"150",19.530001,19.58,18.889999,19.42,3504100,19.38283
"151",19.48,19.82,18.98,19.27,3548800,19.233117
"152",19.01,19.77,18.48,19.639999,4283400,19.602408
"153",20.030001,20.16,18.93,19,2657800,18.963634
"154",19.15,20.040001,19.07,19.889999,3562300,19.851929
"155",19.719999,19.74,18.91,19.389999,2984300,19.352886
"156",19.639999,20.24,19.389999,20.17,2927800,20.131394
"157",20.35,20.559999,19.459999,19.91,3235800,19.871892
"158",19.83,20.65,19.690001,20.25,1996800,20.211241
"159",20.34,20.719999,19.99,20.66,1626000,20.620456
"160",20.459999,20.879999,20.139999,20.790001,2297900,20.750208
"161",20.639999,20.65,19.469999,19.540001,2641900,19.502601
"162",19.790001,19.84,18.84,19.559999,2718000,19.522561
"163",19.370001,20.450001,19.190001,20.219999,2233800,20.181298
"164",20.57,21.57,20.57,21.219999,3278900,21.179384
"165",21.6,22.25,21.209999,21.84,3716200,21.798198
"166",21.389999,21.799999,20.93,21.200001,3416700,21.159423
"167",21.540001,21.76,21.219999,21.700001,3304200,21.658466
"168",21.959999,22.110001,21.57,21.92,2931300,21.878045
"169",22.030001,22.280001,21.58,21.65,2770800,21.608561
"170",21.67,22.1,21.209999,21.99,3482800,21.94791
"171",21.6,21.6,20.700001,21.360001,3191000,21.319117
"172",21.969999,22.4,21.68,21.690001,3469300,21.648485
"173",22.09,22.75,22.01,22.59,3512200,22.546762
"174",22.379999,23.110001,22.27,22.99,2387200,22.945996
"175",22.639999,23.209999,22.440001,22.709999,1954900,22.666532
"176",22.040001,22.98,21.92,22.790001,1706000,22.74638
"177",22.77,22.940001,22.49,22.860001,2542100,22.836287
"178",22.48,22.950001,22.25,22.559999,2219700,22.536597
"179",22.82,22.860001,22.25,22.42,3428700,22.396742
"180",21.290001,22.58,21.24,22.440001,5879400,22.416722
"181",22,22.16,21.049999,21.32,4699300,21.297883
"182",21.450001,21.530001,21,21.48,2949200,21.457717
"183",21.440001,21.75,21.15,21.700001,3287000,21.67749
"184",21.690001,21.9,21.379999,21.43,2426300,21.40777
"185",21.49,21.67,21.01,21.620001,2070600,21.597573
"186",21.57,21.790001,21.360001,21.68,1044400,21.65751
"187",21.459999,21.719999,21.09,21.16,1756500,21.138049
"188",21.129999,21.41,20.9,20.91,3013700,20.888309
"189",20.57,21.15,20.5,20.66,3572700,20.638568
"190",20.75,21.110001,20.42,21.049999,2457500,21.028163
"191",21.16,21.440001,20.690001,20.76,2784400,20.738465
"192",20.530001,20.629999,19.879999,20.41,2716000,20.388827
"193",20.23,20.540001,19.93,20.530001,3002800,20.508704
"194",20.389999,20.68,20.23,20.530001,2022500,20.508704
"195",20.309999,21.290001,20.01,21.110001,2456400,21.088102
"196",20.75,20.870001,20.290001,20.4,2338500,20.378837
"197",20.76,21.129999,20.629999,20.780001,3073100,20.758444
"198",20.799999,21.059999,20.32,20.32,1684300,20.298921
"199",20.34,20.74,20.15,20.639999,2780100,20.618588
"200",20.85,21.290001,20.57,21.040001,3154900,21.018175
"201",21.620001,21.879999,21.25,21.68,2953900,21.65751
"202",21.5,21.530001,21,21.07,2189900,21.048143
"203",21.389999,21.74,20.799999,21.25,3207000,21.227956
"204",20.99,21.360001,20.790001,20.85,2873000,20.828371
"205",21.040001,21.34,20.68,20.879999,4069900,20.858339
"206",20.74,21.76,20.68,21.700001,3283000,21.67749
"207",21.91,22.370001,21.709999,22.280001,2416400,22.256888
"208",22.23,23.059999,22.049999,22.92,2528600,22.896224
"209",23,23.049999,21.969999,22.190001,4356600,22.166982
"210",22.32,22.6,22.18,22.379999,2813500,22.356783
"211",22.5,22.52,22.25,22.41,1675300,22.386753
"212",22.59,22.68,22.15,22.4,2520500,22.376763
"213",22.57,22.889999,22.41,22.85,2211400,22.826297
"214",23.02,24.040001,22.780001,23.76,2683000,23.735353
"215",23.889999,23.889999,23.200001,23.200001,3440400,23.175934
"216",23.02,23.200001,22.610001,22.709999,2719000,22.686441
"217",22.82,23.190001,22.639999,22.700001,2257600,22.676453
"218",22.73,22.84,22.030001,22.18,3191600,22.156992
"219",22.25,22.57,22.08,22.17,2591100,22.147002
"220",22.26,22.559999,22.219999,22.280001,2164600,22.256888
"221",22.110001,22.32,21.75,22.17,3192000,22.147002
"222",22.299999,22.540001,22.23,22.440001,2599900,22.416722
"223",22.469999,22.969999,22.370001,22.77,3095800,22.74638
"224",22.73,23.52,22.639999,23.450001,3555000,23.425675
"225",23.51,23.9,21.83,22.5,6736400,22.476659
"226",22.549999,22.719999,22.059999,22.49,3566200,22.46667
"227",22.52,23.030001,22.299999,22.959999,3898100,22.936181
"228",23.26,23.459999,22.030001,22.059999,3227800,22.037115
"229",22.360001,22.629999,21.969999,22.059999,2821100,22.037115
"230",22.07,22.07,21.09,21.16,3671400,21.138049
"231",21.35,21.65,20.9,21.59,3244800,21.567604
"232",21.66,21.66,20.4,20.459999,3731300,20.438775
"233",20.59,20.99,20.43,20.709999,2472200,20.688515
"234",20.93,20.99,19.969999,20.209999,3551200,20.189034
"235",20.26,20.26,19.82,19.950001,3002500,19.929305
"236",19.780001,20.280001,19.5,20.049999,2647400,20.0292
"237",20,20.23,19.709999,20.209999,2266100,20.189034
"238",19.950001,20.110001,19.379999,19.68,2942000,19.659585
"239",19.700001,19.709999,19.040001,19.280001,2987400,19.26
"240",19.459999,19.73,19.290001,19.690001,2090400,19.690001
"241",19.459999,19.950001,19.35,19.84,2838900,19.84
"242",19.58,19.719999,18.889999,18.940001,3577800,18.940001
"243",18.84,19.23,18.610001,19.110001,3551300,19.110001
"244",18.940001,18.959999,18.309999,18.639999,3767800,18.639999
"245",18.700001,19,18.459999,18.83,12246700,18.83
"246",18.9,19.120001,18.610001,19.049999,4451400,19.049999
"247",19.18,19.32,18.889999,19.07,3484900,19.07
"248",19.049999,19.129999,18.6,18.77,3161600,18.77
"249",18.629999,18.790001,18.32,18.709999,3592400,18.709999
"250",18.549999,19.110001,18.43,18.809999,3198700,18.809999
"251",18.77,18.92,18.48,18.75,2426200,18.75
"252",18.98,19.18,18.68,18.700001,2163400,18.700001
"253",19,19.190001,18.83,19.129999,3183300,19.129999
