"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"122",94.18,94.190002,92.900002,93.550003,948300,92.073413
"123",93.75,95.099998,93.519997,94.480003,2297100,92.988734
"124",94.349998,95.57,94.330002,95.360001,840600,94.374259
"125",95.050003,95.290001,94.330002,94.839996,1236500,93.85963
"126",94.75,95.709999,94.650002,95.610001,1283200,94.621675
"127",95.5,95.970001,94.940002,95.309998,868000,94.324773
"128",94.110001,95.589996,93.93,95.559998,931500,94.572189
"129",95.059998,95.459999,94.209999,94.449997,1296600,93.473662
"130",95,95.849998,94.650002,94.93,1126800,93.948704
"131",94.129997,94.620003,93.650002,93.699997,899900,92.731415
"132",94.160004,94.68,92.650002,92.910004,920100,91.949588
"133",92.540001,94.980003,92.540001,93.580002,1109000,92.61266
"134",93.589996,94.599998,92.870003,94.389999,1076100,93.414285
"135",95.529999,96.419998,95.160004,96.410004,1088600,95.413408
"136",96.720001,97.190002,96.160004,96.900002,1470600,95.898341
"137",97.099998,97.5,96.489998,97.07,1284500,96.066582
"138",97.440002,97.660004,97.099998,97.32,1050400,96.313998
"139",97.400002,97.68,97.239998,97.360001,511400,96.353585
"140",97.599998,97.720001,97.040001,97.050003,542200,96.046792
"141",96.690002,97.459999,96.669998,96.730003,1057300,95.7301
"142",96.610001,96.949997,96.220001,96.720001,842800,95.720201
"143",97.18,97.620003,96.010002,96.080002,572000,95.086818
"144",96.57,96.809998,94.910004,96.019997,550200,95.027433
"145",95.230003,95.449997,93.739998,93.970001,1211100,92.998628
"146",93.970001,94.379997,92.239998,93.029999,1182700,92.068343
"147",93.68,95,93.18,94.629997,1446000,93.651802
"148",94.660004,96.449997,94.660004,96.43,1024900,95.433198
"149",95.610001,95.75,94.300003,94.610001,1433100,93.632012
"150",94.68,94.830002,93.599998,94.010002,1093600,93.038216
"151",94.800003,95.550003,92.720001,93.470001,1330300,92.503797
"152",92.029999,93.669998,92.029999,93.589996,1592300,92.622551
"153",93.589996,94.32,91.629997,91.730003,1307500,90.781785
"154",91.739998,91.860001,90.370003,91.830002,1396500,90.88075
"155",92.220001,92.5,90.550003,91.809998,1022300,90.860953
"156",91.400002,92.470001,91.129997,92.440002,1244500,91.484445
"157",93,94.110001,92.099998,93.870003,1278500,92.899663
"158",93.709999,94.019997,93.150002,93.389999,1120000,92.424622
"159",93.489998,93.809998,92.959999,93.480003,1467700,92.513695
"160",92.32,92.540001,91.080002,91.300003,1338200,90.35623
"161",91.349998,92.150002,90.080002,90.510002,2263600,89.574395
"162",93.519997,95.989998,92.660004,95.57,3271000,94.582087
"163",95.190002,95.349998,93.43,93.650002,3205300,92.681936
"164",93.440002,95.910004,93.120003,95.540001,2177800,94.552399
"165",95.989998,96.720001,95.650002,96.480003,1521000,95.482684
"166",96.269997,96.379997,95.300003,95.68,1722100,94.690951
"167",96.139999,96.589996,95.889999,96.160004,1108800,95.165992
"168",96.160004,96.919998,96.040001,96.32,999800,95.324335
"169",96.190002,96.870003,95.160004,95.400002,1978400,94.413846
"170",95.809998,97.07,95.43,96.809998,1e+06,95.809267
"171",96.889999,97.059998,95.949997,96.559998,1317900,95.561852
"172",97.040001,97.400002,96.360001,97.279999,1268700,96.27441
"173",97.449997,98.360001,97.379997,98.199997,798500,97.184898
"174",97.910004,98.43,97.769997,98.32,715500,97.30366
"175",98.25,98.730003,98.019997,98.550003,680600,97.531286
"176",97.970001,98.650002,97.580002,98.279999,589200,97.264073
"177",97.910004,99.160004,97.400002,98.940002,1158200,97.917254
"178",98.940002,99.029999,98.370003,98.690002,606000,97.669838
"179",98.690002,100.440002,98.650002,100.169998,1114500,99.134535
"180",100.050003,100.279999,98.940002,99.129997,1124100,98.105285
"181",99.040001,99.25,98.099998,98.639999,792400,97.620352
"182",98.660004,99.059998,98.169998,98.339996,1362400,97.32345
"183",97.82,98.949997,97.449997,98.919998,924800,98.417863
"184",98.75,98.989998,97.580002,98.379997,626300,97.880604
"185",97.940002,98.220001,97.110001,97.32,1099300,96.825987
"186",97.470001,97.699997,97.129997,97.620003,634900,97.124467
"187",96.760002,97.139999,95.43,95.68,1030400,95.194312
"188",95.75,97.75,95.739998,97.239998,1199100,96.746391
"189",96.150002,96.75,95.879997,96.019997,1291400,95.532583
"190",96.279999,96.279999,94.919998,95.150002,1063100,94.667004
"191",95.519997,96.620003,95.339996,96.470001,750100,95.980303
"192",96.150002,96.639999,95.290001,96.18,1197700,95.691774
"193",94.709999,95.470001,93.279999,95.019997,3615000,94.537659
"194",94.75,95.230003,94.099998,94.470001,1906000,93.990455
"195",94.379997,96.980003,93.940002,96.650002,1661300,96.15939
"196",96.019997,96.470001,95.269997,95.870003,1264800,95.38335
"197",96.160004,97.25,96.129997,96.32,1923800,95.831063
"198",96.529999,97.150002,95.989998,95.989998,955400,95.502736
"199",95.550003,96.769997,95.5,96.010002,941000,95.522639
"200",96.059998,96.43,94.949997,94.989998,864900,94.507812
"201",94.709999,95.150002,94.120003,94.860001,896800,94.378475
"202",94.860001,95.610001,94.739998,95.410004,1060100,94.925686
"203",96,96.769997,95.800003,96.209999,825400,95.721621
"204",95.900002,96.010002,95.120003,95.360001,1467400,94.875937
"205",95.349998,95.970001,94.620003,95.540001,641000,95.055024
"206",95.580002,96.470001,95.290001,95.610001,546300,95.124668
"207",94.919998,97.25,94.599998,96.639999,785300,96.149438
"208",96.57,96.910004,95.870003,96.160004,655800,95.671879
"209",96.150002,96.739998,95.940002,96.730003,851000,96.238985
"210",96.68,96.75,95.529999,96.389999,460400,95.900707
"211",96.660004,96.919998,96.300003,96.5,777100,96.01015
"212",96.220001,96.57,95.559998,95.949997,579100,95.462938
"213",95.68,95.949997,95.07,95.93,436600,95.443043
"214",96.349998,97.260002,96.089996,96.989998,938900,96.49766
"215",96.660004,97.449997,96.199997,97.169998,928700,96.676747
"216",96.18,96.529999,95.730003,96.25,972500,95.761419
"217",97.010002,97.5,96.690002,97.360001,669600,96.865785
"218",97.480003,97.480003,96.389999,97.080002,995800,96.587207
"219",97.080002,98.459999,96.379997,98.110001,1382300,97.611978
"220",100.309998,101.059998,99.309998,99.769997,2747300,99.263547
"221",100.370003,100.82,99.400002,99.790001,1322400,99.28345
"222",99.82,100.279999,99.379997,99.709999,1196300,99.203854
"223",99.440002,99.739998,98.5,99.730003,1185700,99.223757
"224",99.120003,100.059998,98.470001,99.639999,1012800,99.13421
"225",99.160004,99.580002,98.540001,98.699997,1598100,98.198979
"226",98.989998,99.540001,98.82,99.300003,719300,98.795939
"227",99.480003,100.849998,99.349998,100.550003,1265200,100.039594
"228",100.669998,101.5,100.269997,100.739998,1477100,100.228625
"229",101.279999,102.529999,100.889999,101.959999,1892000,101.442433
"230",102.029999,102.75,101.379997,102.370003,1486700,101.850355
"231",103.110001,103.739998,102.779999,103.330002,1323400,102.805481
"232",103.279999,103.699997,102.82,103.480003,1460500,102.954721
"233",103.169998,103.529999,102.269997,103.43,1133100,102.904972
"234",103.529999,104.019997,103.199997,103.629997,708700,103.103954
"235",104.160004,104.279999,103.849998,104.040001,1005400,103.511876
"236",103.989998,104.470001,103.709999,104.050003,657600,103.521828
"237",104.010002,104.019997,103.150002,103.260002,1242600,102.735837
"238",103.379997,103.940002,103.019997,103.660004,874500,103.133808
"239",104.010002,104.18,103.360001,103.690002,629500,103.163654
"240",103.57,104.099998,103.309998,103.879997,763600,103.352685
"241",104.010002,104.220001,103.589996,103.599998,734100,103.074107
"242",103.5,103.709999,102.220001,102.410004,1155000,101.890153
"243",102.739998,103.660004,102.360001,103.449997,721500,102.924867
"244",103.25,103.480003,102.870003,103.339996,530600,102.815425
"245",103.190002,103.589996,101.980003,102.440002,1134700,101.92
"246",102.360001,103.169998,101.940002,102.830002,947200,102.830002
"247",102.449997,103.949997,102.389999,103.400002,1037000,103.400002
"248",103.669998,104.239998,103.410004,103.870003,1660500,103.870003
"249",103.400002,103.650002,102.690002,103.07,1501500,103.07
"250",102.860001,103.629997,102.849998,103.5,896700,103.5
"251",103.510002,104.139999,103.339996,103.639999,1110700,103.639999
"252",103.660004,104.260002,103.379997,103.970001,855800,103.970001
"253",104.300003,106.519997,104.230003,106.389999,1540300,106.389999
