"","BHI.Open","BHI.High","BHI.Low","BHI.Close","BHI.Volume","BHI.Adjusted"
"154",54.02,56.689999,54.02,56.560001,5642200,56.257423
"155",56.52,57.5,55.09,57.259998,6731700,56.953675
"156",57.459999,58.41,57,58.330002,4906700,58.017954
"157",58.490002,58.77,57.689999,58.209999,4269000,57.898593
"158",58.419998,59.5,57.950001,58.400002,3905600,58.087579
"159",58.790001,58.950001,57.91,58.93,4893000,58.614743
"160",58.580002,59.560001,58.400002,59.290001,4767500,58.972817
"161",59.119999,59.130001,56.939999,56.950001,5322900,56.645336
"162",57.389999,57.470001,55.619999,57.080002,4099200,56.774641
"163",56.450001,58.529999,56.290001,57.990002,5863700,57.679773
"164",58.93,59.759998,58.25,59.73,4684400,59.410462
"165",60.779999,62.130001,60.77,61.77,7904000,61.43955
"166",60.610001,61.490002,60.209999,60.98,5058200,60.653775
"167",61.759998,62.75,61.630001,62.279999,6270600,61.94682
"168",62.849998,63.43,62.18,62.669998,5398000,62.334733
"169",62.98,63.630001,62.799999,62.860001,5319600,62.523719
"170",62.639999,62.77,61.139999,62.060001,4535100,61.727999
"171",61.27,61.619999,60.700001,61.59,3714200,61.260512
"172",62.369999,62.950001,62.029999,62.380001,4091700,62.046287
"173",63.240002,64.410004,63,64.309998,4721800,63.965959
"174",64.5,65.040001,63.5,65.040001,4772800,64.692057
"175",64.419998,64.989998,64.010002,64.449997,3330700,64.105209
"176",62.75,64.889999,62.75,64.269997,5243900,63.926172
"177",64.169998,64.339996,63.32,63.490002,4292900,63.150349
"178",62.700001,63.32,62.41,62.919998,3906100,62.583395
"179",63.380001,63.610001,61.310001,63.029999,6580300,62.692807
"180",63.080002,63.740002,62.610001,63.68,3093900,63.339332
"181",63.130001,63.310001,62.299999,62.5,2946100,62.165644
"182",62.700001,63.09,62.450001,62.509998,2654600,62.175589
"183",62.34,62.639999,61.490002,62.549999,2657600,62.385038
"184",62.470001,63.130001,62.119999,62.650002,3229100,62.484777
"185",62.549999,62.639999,61.950001,62.459999,3171500,62.295275
"186",62.09,62.290001,61.82,62.099998,3199200,61.936224
"187",61.580002,62.009998,60.790001,60.919998,5552100,60.759336
"188",60.75,61.52,60.52,60.610001,4072300,60.450156
"189",59.900002,60.860001,59.689999,60.07,4137000,59.911579
"190",59.849998,60.599998,59.599998,60.169998,3875400,60.011314
"191",60.380001,60.439999,59.689999,59.73,3326800,59.572476
"192",59.110001,59.200001,58.41,58.869999,3842500,58.714743
"193",58.150002,59.990002,57.790001,59.939999,5063600,59.781921
"194",59.790001,59.919998,59.09,59.25,3753000,59.093742
"195",58.889999,60.790001,58.82,60.759998,4364200,60.599758
"196",59.889999,61.049999,59.689999,60.93,2699500,60.769312
"197",61.619999,62.740002,61.459999,62.470001,6437900,62.305251
"198",62.509998,63.200001,62.040001,62.049999,2587600,61.886357
"199",62.110001,62.639999,61.880001,62.299999,2849200,62.135697
"200",62.66,64.089996,62.459999,63.299999,5132500,63.13306
"201",64.029999,64.5,62.77,62.84,5052900,62.674274
"202",62.779999,63.209999,62.169998,62.790001,2559600,62.624407
"203",63.049999,63.75,62.93,63.48,2259500,63.312586
"204",63.150002,63.970001,62.849998,63.580002,2975200,63.412324
"205",63.860001,64.309998,63.310001,63.830002,3796500,63.661665
"206",63.5,64.449997,63.389999,63.759998,4331700,63.591846
"207",64.18,66.330002,63.939999,65.660004,3425700,65.486841
"208",65.730003,66.099998,64.169998,64.330002,2986200,64.160346
"209",64.510002,65,63.799999,64.220001,2725000,64.050636
"210",64.43,66.449997,64.43,65.879997,4132400,65.706254
"211",65.870003,66.620003,65.699997,66.540001,2663500,66.364517
"212",66.589996,66.800003,65.370003,65.599998,1617900,65.426994
"213",66.029999,66.709999,65.82,66.629997,2718500,66.454276
"214",67.080002,69.169998,66.599998,68.919998,4185800,68.738238
"215",68.5,69.279999,67.959999,68.230003,2574600,68.050063
"216",68,68.129997,66.459999,66.980003,4020600,66.803359
"217",66.839996,69.400002,66.839996,68.339996,5080400,68.159766
"218",67.849998,68.279999,66.599998,67.349998,3536300,67.172379
"219",67.459999,67.690002,66.800003,67.07,2915400,66.893118
"220",67.18,68.739998,67.160004,68.370003,3069600,68.189693
"221",68.010002,68.720001,67.410004,68.089996,3142000,67.910425
"222",68.330002,68.970001,68.18,68.400002,3102100,68.219612
"223",68.139999,69,68.089996,68.43,2846700,68.249532
"224",68.290001,69.489998,68.029999,68.75,3429800,68.568688
"225",68.949997,69.5,68.300003,68.459999,2692500,68.279452
"226",68.480003,69.239998,68.010002,69.019997,2471100,68.837972
"227",69.269997,69.669998,68.790001,69.129997,1982000,68.947683
"228",69.68,70.449997,67.639999,67.660004,3308500,67.481566
"229",68.339996,68.720001,66.739998,67.230003,3354000,67.0527
"230",66.940002,66.949997,65.480003,66.099998,3286800,65.925675
"231",66.860001,67.849998,65.900002,67.699997,2798200,67.521454
"232",67.690002,67.720001,66.349998,66.419998,2692000,66.244831
"233",66.419998,67.190002,65.849998,66.989998,2327800,66.813327
"234",67.209999,67.720001,66.440002,66.5,2522800,66.324622
"235",66.599998,66.860001,65.220001,65.5,4304200,65.327259
"236",65.330002,66.360001,65.019997,65.849998,3409200,65.676334
"237",65.849998,66.080002,65.220001,66.019997,1795800,65.845884
"238",65.339996,65.339996,64.260002,64.449997,2561500,64.280025
"239",64.620003,64.919998,63.98,64.260002,2021000,64.090531
"240",64.68,65.940002,64.510002,65.879997,2491500,65.706254
"241",65.290001,66.07,65.010002,65.529999,1521300,65.357179
"242",64.669998,65.410004,64.540001,64.599998,2165900,64.429631
"243",64.599998,65.25,63.98,64.900002,1873800,64.728843
"244",64.660004,64.830002,64.07,64.519997,1548800,64.34984
"245",64.709999,65.18,64.379997,64.459999,1919800,64.290001
"246",64.379997,64.720001,64.099998,64.32,1595100,64.32
"247",64.480003,65.779999,64.400002,65.220001,1605000,65.220001
"248",64.970001,65.900002,64.660004,64.690002,2189900,64.690002
"249",64.089996,64.540001,63.59,63.639999,1834200,63.639999
"250",63.389999,65.029999,63.18,64.68,2837500,64.68
"251",64.43,65.199997,63.990002,64.010002,1593400,64.010002
"252",64.599998,64.970001,63.990002,64.029999,1900300,64.029999
"253",64.82,65.580002,64.730003,65.089996,1941700,65.089996
