"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"175",96.489998,96.489998,94.5,95.309998,4534000,95.140899
"176",86.68,94.739998,86.580002,93.800003,18682400,93.633584
"177",93.089996,93.459999,90.07,91.080002,7937800,90.918408
"178",90.059998,92.099998,89.25,91.93,5501300,91.766899
"179",92.849998,93,91.260002,91.610001,4215000,91.447467
"180",91.540001,93.25,91.290001,93.029999,5787800,92.864946
"181",91.809998,92.25,89.610001,90.129997,5427100,89.970089
"182",90.629997,90.709999,89.290001,89.720001,3837600,89.560821
"183",89.720001,89.720001,87.080002,89.059998,5347800,88.901988
"184",88.980003,91.110001,88.599998,90.370003,4381400,90.209669
"185",90.199997,90.949997,88.550003,90.489998,3924800,90.329451
"186",89.849998,90.519997,89.370003,89.589996,2688100,89.431046
"187",88.919998,90,88.230003,88.57,4063600,88.41286
"188",88.080002,89.25,87.639999,87.720001,3443600,87.564369
"189",86.879997,88.57,86.150002,86.190002,4862400,86.037085
"190",86.419998,87.370003,85.879997,86.550003,3973700,86.396447
"191",87.050003,87.190002,85.620003,85.709999,3051700,85.557933
"192",85.199997,85.660004,84.099998,85.389999,4415600,85.238501
"193",85.110001,88.029999,85.059998,87.900002,4953800,87.74405
"194",86.860001,87.970001,86.400002,86.800003,3798600,86.646003
"195",86.080002,91.370003,86,90.660004,5386800,90.499155
"196",89.400002,89.900002,88.360001,89.529999,3558700,89.371155
"197",89.75,91.940002,89.43,90.68,5980000,90.519117
"198",91.25,91.410004,89,89,3200700,88.842097
"199",89.199997,89.940002,88.639999,88.839996,2681200,88.682377
"200",89.68,90.650002,88.790001,89.959999,3664800,89.800393
"201",91.489998,91.93,90.25,91.360001,4857100,91.19791
"202",90.620003,91.120003,90.139999,90.559998,2539100,90.399327
"203",91.639999,92.5,90.779999,92.139999,3478900,91.976525
"204",91.129997,92.470001,90.830002,91.690002,3576000,91.527327
"205",92.040001,93.349998,91.059998,91.220001,3813800,91.058159
"206",90.300003,92.970001,89.230003,92.709999,4596300,92.545514
"207",93.360001,95.400002,93.300003,94.870003,4770000,94.701685
"208",95.199997,95.989998,94.120003,94.269997,5233200,94.102744
"209",95.010002,95.580002,93.800003,94.040001,3274400,93.873156
"210",94.110001,96.07,94.110001,95.709999,3408000,95.540191
"211",95.870003,96.599998,95.25,96.589996,2570400,96.418627
"212",96.75,96.900002,94.199997,94.690002,3111400,94.522004
"213",95.660004,96.949997,95.339996,96.459999,3204400,96.459999
"214",96.760002,98.339996,96.43,97.959999,5859500,97.959999
"215",97.830002,98.949997,97.169998,98,4054400,98
"216",97.040001,97.470001,96.389999,97.230003,3201200,97.230003
"217",97.18,99.010002,97.18,97.739998,3130700,97.739998
"218",97.830002,98.32,96.360001,96.589996,3238300,96.589996
"219",96.940002,98.599998,96.300003,97.699997,2897800,97.699997
"220",97.980003,99.25,97.839996,98.269997,2708400,98.269997
"221",97.900002,97.970001,95.910004,96.720001,3139600,96.720001
"222",97.550003,97.959999,96.559998,97.360001,2980500,97.360001
"223",97.639999,98.809998,97.639999,98.459999,3736600,98.459999
"224",98.220001,99.980003,97.790001,99.739998,3902600,99.739998
"225",100,100.440002,98.480003,98.949997,3462000,98.949997
"226",99.209999,101,97.610001,98.900002,3581900,98.900002
"227",99.110001,101.360001,98.550003,99.389999,7301600,99.389999
"228",98.699997,100.199997,94.529999,94.540001,11527700,94.540001
"229",96.209999,96.860001,94.489998,95.080002,5135100,95.080002
"230",96.099998,96.099998,92.419998,93.5,5170300,93.5
"231",94.480003,94.5,92.559998,93.5,4913100,93.5
"232",94.050003,94.239998,91.470001,91.610001,3917400,91.610001
"233",91.760002,93.589996,91.709999,93.410004,3436300,93.410004
"234",94.040001,94.07,90.980003,91.599998,3476100,91.599998
"235",91.989998,92.080002,90.68,90.730003,3571200,90.730003
"236",90.32,91.239998,89.25,90.470001,3267300,90.470001
"237",90.559998,92.040001,89.900002,91.800003,2980200,91.800003
"238",91.480003,91.610001,90.239998,90.260002,3556500,90.260002
"239",90.599998,90.720001,89.760002,90.459999,3726900,90.459999
"240",91.169998,91.830002,90.68,91.489998,3475100,91.489998
"241",90.400002,91.389999,90.07,90.260002,2937200,90.260002
"242",89.25,89.809998,88.550003,89.150002,3889700,89.150002
"243",89.129997,89.940002,88.510002,89,3013900,89
"244",88.550003,89.360001,88,89.150002,3782700,89.150002
"245",89.419998,89.519997,88.260002,88.690002,3929600,88.690002
"246",89.019997,89.120003,88.18,88.760002,2886500,88.760002
"247",89.019997,90.349998,88.209999,89.769997,3534200,89.769997
"248",89.550003,90.470001,88.970001,89.010002,2138300,89.010002
"249",88.230003,89.129997,87.279999,87.379997,3710000,87.379997
"250",87,90.639999,86.82,89.68,4328700,89.68
"251",89.370003,89.959999,88.629997,89.110001,2733800,89.110001
"252",90.019997,91.480003,89.089996,89.089996,2641300,89.089996
"253",90.389999,90.709999,89.660004,90.410004,2843500,90.410004
