"","INTU.Open","INTU.High","INTU.Low","INTU.Close","INTU.Volume","INTU.Adjusted"
"43",80.93,81.480003,80.510002,81.379997,745700,80.500438
"44",81.699997,82.279999,81.300003,81.800003,521100,80.915904
"45",81.629997,82.150002,81.330002,82.029999,1190100,81.143414
"46",82.400002,83.650002,82.010002,83.379997,1260900,82.478822
"47",83.480003,83.879997,83.190002,83.809998,1089800,82.904175
"48",84.25,84.879997,83.120003,83.720001,3122000,82.815151
"49",84.220001,84.669998,83.900002,84.43,1411400,83.517477
"50",84.339996,85.580002,84.339996,85.389999,1614100,84.4671
"51",85.209999,85.489998,84.529999,85.269997,1394600,84.348394
"52",85.150002,85.889999,84.730003,85.809998,1697400,84.882559
"53",85.290001,86.800003,82.110001,83.57,5152200,82.666771
"54",83.220001,83.440002,81.599998,82.900002,3519200,82.004014
"55",82.910004,83.629997,82.620003,82.639999,1750700,81.746822
"56",82.949997,83,82.18,82.660004,1837100,81.76661
"57",82.589996,83.599998,82.209999,83.360001,1750800,82.459042
"58",83.639999,83.639999,82.599998,83.18,1267200,82.280987
"59",83.349998,83.669998,82.730003,82.879997,1429300,81.984226
"60",83.010002,83.169998,82,82.120003,1616900,81.232446
"61",82.93,82.93,82.010002,82.260002,1230800,81.370932
"62",82.389999,83.989998,82.239998,83.980003,1484900,83.072343
"63",83.580002,84.580002,83.470001,84.160004,1116000,83.250398
"64",83.849998,84.010002,83.279999,83.449997,908000,82.548065
"65",83.720001,84.699997,83.529999,84.580002,1587900,83.665857
"66",84.370003,85.370003,84.269997,85.160004,1453500,84.23959
"67",84.809998,85.110001,83.830002,83.989998,2464300,83.08223
"68",84,84.199997,83.169998,83.620003,1255400,82.716234
"69",83.669998,86.75,83.449997,83.779999,1427400,82.8745
"70",83.610001,84.68,83.589996,84.309998,1550800,83.398771
"71",84.540001,85.68,84.370003,85.660004,1241200,84.734186
"72",86.129997,86.879997,85.860001,86.720001,3096700,85.782727
"73",86.190002,86.5,84.959999,85.519997,1840000,84.595692
"74",85.690002,86.220001,85.410004,85.419998,1412300,84.496775
"75",85.5,87.309998,85.410004,86.690002,2105900,85.753053
"76",86.269997,86.5,84.809998,84.849998,2106700,83.932935
"77",84.82,86.129997,84.620003,86.050003,2543900,85.11997
"78",85.110001,87.959999,85.050003,87.779999,2375700,86.831268
"79",87.480003,88.790001,87.330002,87.650002,2967600,86.702676
"80",87.360001,87.720001,85.519997,85.720001,2010300,84.793535
"81",85.029999,85.440002,83.32,84.519997,2613600,83.6065
"82",84.879997,85.449997,84.779999,85.260002,1991300,84.338508
"83",85.629997,85.860001,84.360001,84.660004,1142900,83.744994
"84",84.029999,84.650002,82.440002,82.470001,1716700,81.578661
"85",82.309998,83.900002,81.629997,83.800003,1693300,83.146339
"86",83.68,83.68,81.419998,81.809998,1796100,81.171857
"87",81.800003,83.220001,80.169998,80.169998,1812000,79.54465
"88",79.959999,80.400002,78.779999,79.68,3108300,79.058474
"89",80.279999,80.610001,79.190002,79.389999,1906300,78.770735
"90",78.25,79.989998,77.959999,79.5,2272200,78.879878
"91",78.150002,79.32,78.010002,78.639999,1527100,78.026585
"92",79.660004,81.370003,79.25,81.029999,2479800,80.397942
"93",80.720001,81.25,80.18,81.040001,1229300,80.407866
"94",81.790001,83.379997,81.059998,83.370003,1524000,82.719693
"95",83.339996,83.690002,81.940002,81.959999,1173100,81.320688
"96",82.959999,83.879997,82.059998,83.529999,1323500,82.878441
"97",84.089996,85.040001,83.660004,84.959999,1103100,84.297287
"98",84.879997,85.639999,84.699997,85.010002,1354200,84.3469
"99",85.459999,86.440002,85.400002,86.330002,1706300,85.656604
"100",86.019997,86.449997,85.440002,85.879997,1340000,85.210109
"101",85.68,87.07,85.580002,86.830002,893600,86.152703
"102",88.610001,88.839996,87.650002,88.010002,1537300,87.323499
"103",88.239998,88.809998,87.870003,88.339996,858700,87.65092
"104",88.129997,88.970001,88.050003,88.449997,872800,87.760062
"105",88.510002,89.150002,88.209999,88.730003,1193200,88.037884
"106",88.870003,89.190002,88.480003,89.129997,950100,88.434758
"107",89.300003,89.370003,88.610001,88.809998,790700,88.117255
"108",88.75,90,88.529999,89.879997,1032600,89.178908
"109",90,90.910004,89.919998,90.709999,1324800,90.002436
"110",90.43,90.699997,89.470001,89.620003,1287700,88.920942
"111",89.870003,90.449997,89.489998,90.440002,1133900,89.734545
"112",90.370003,90.709999,89.720001,90.690002,917900,89.982595
"113",90.709999,91.400002,90.43,90.93,1806200,90.220721
"114",91.010002,91.760002,90.940002,91.339996,1577100,90.627519
"115",91.199997,91.519997,90.620003,91.419998,1302600,90.706896
"116",91.059998,91.07,90.410004,90.730003,1677000,90.022284
"117",95.339996,95.419998,91.709999,91.720001,3773000,91.004559
"118",92.010002,92.989998,91.790001,92.669998,1717200,91.947146
"119",92.199997,93.230003,92.029999,92.660004,1330900,91.93723
"120",92,92.93,92,92.239998,1411800,91.5205
"121",92.769997,94.339996,92.68,93.870003,949800,93.13779
"122",93.25,94.900002,93.239998,94.120003,1808700,93.38584
"123",94.150002,94.25,93.209999,93.330002,2121200,92.602002
"124",93.239998,94.010002,93.019997,93.699997,1083300,92.969111
"125",93.459999,93.910004,92.970001,93.870003,903900,93.13779
"126",94.129997,94.129997,93.209999,93.68,1083200,92.94927
"127",93.470001,94,92.699997,93.360001,1032300,92.631766
"128",90.839996,92.989998,90.449997,92.720001,1283300,91.996759
"129",92.699997,93.470001,91.57,92.559998,1631000,91.838004
"130",93.139999,94.059998,92.57,93.370003,2180100,92.64169
"131",90.699997,93.339996,90.699997,92.169998,1934000,91.451046
"132",93.019997,93.300003,91.599998,92.669998,2290700,91.947146
"133",92.599998,93.879997,91.940002,92.110001,2249400,91.391517
"134",92.029999,93.199997,91.389999,92.879997,2382800,92.155507
"135",92.800003,94.480003,92.089996,94.480003,3064700,93.743033
"136",94.260002,95.839996,93.82,93.919998,2988800,93.187396
"137",94.449997,95.239998,94.080002,94.690002,1201000,93.951394
"138",95.099998,95.370003,94.690002,95.150002,935200,94.407805
"139",95.300003,95.43,94.580002,94.589996,352500,93.852168
"140",94.519997,94.949997,94.110001,94.190002,638600,93.455294
"141",94.080002,94.459999,93.730003,93.760002,678400,93.028648
"142",93.169998,94.040001,92.639999,93.110001,903900,92.383716
"143",93.18,93.889999,92.160004,92.190002,1050500,91.470895
"144",92.209999,93.160004,90.370003,91.209999,1880300,90.498535
"145",90.300003,91.339996,89.739998,90.849998,2493300,90.141343
"146",90.809998,91.199997,87.610001,88.059998,2283800,87.373105
"147",87.970001,89.040001,87.870003,88.669998,1657600,88.228826
"148",89.18,90.629997,89.120003,89.860001,1947100,89.412908
"149",90.330002,90.5,87.860001,87.970001,2217700,87.532312
"150",87.900002,88.269997,86.480003,86.720001,1834600,86.288531
"151",87.589996,88.919998,85.629997,86.309998,1546800,85.880568
"152",85.199997,86.260002,85.080002,86.230003,1618100,85.800971
"153",86.150002,86.639999,84.889999,85.080002,910500,84.656692
"154",84.949997,86.440002,84.75,86.419998,1393700,85.990021
"155",87.050003,87.970001,86.169998,87.419998,1843200,86.985045
"156",85.919998,87.93,85.919998,86.400002,1770600,85.970124
"157",86.93,89.260002,86.269997,88.790001,2997400,88.348232
"158",89.389999,90.110001,88.900002,89.419998,2138600,88.975095
"159",89.459999,89.620003,88.650002,89.360001,2058600,88.915395
"160",88.190002,89.5,87.5,88.449997,1520500,88.009919
"161",89.309998,89.529999,87.489998,87.5,1541900,87.064649
"162",87.32,88.790001,87.040001,88.449997,1617400,88.009919
"163",87.959999,88.5,86.730003,86.82,1900300,86.388032
"164",87.510002,88.860001,85.769997,88.279999,1772300,87.840767
"165",88.540001,90.519997,88.540001,90.5,1998100,90.049723
"166",89.970001,91.139999,89.800003,90.540001,1483500,90.089525
"167",90.470001,91.800003,90.199997,91.709999,1084500,91.253702
"168",90.660004,91.150002,87.330002,87.830002,3867000,87.393009
"169",87.669998,88.910004,86.970001,87.839996,2200600,87.402954
"170",88.5,89.269997,88.110001,89.139999,1817500,88.696489
"171",89.370003,89.779999,88.550003,88.790001,1863100,88.348232
"172",89.18,89.690002,88.68,89.389999,1969300,88.945245
"173",89.629997,90.279999,89.449997,90.25,2357900,89.800967
"174",90.059998,90.300003,89.510002,90.089996,2884800,89.641759
"175",90,90.290001,89.059998,89.760002,2404400,89.313407
"176",89.720001,91.25,89.269997,91.110001,2810100,90.656688
"177",94.910004,96.889999,94.099998,96.720001,4828500,96.238777
"178",96.529999,96.720001,95.93,96.339996,1831200,95.860663
"179",96.209999,97.440002,95.93,97.379997,1400500,96.895489
"180",97.169998,98.089996,97.019997,97.639999,1380700,97.154198
"181",97.529999,98.07,97.279999,97.68,1061000,97.194
"182",97.309998,97.910004,97.120003,97.629997,1298100,97.144245
"183",97.559998,98.690002,97.239998,98.68,997300,98.189024
"184",98.330002,98.550003,97.599998,98,1310800,97.512407
"185",97.410004,98.080002,96.879997,97.449997,1142900,96.965141
"186",97.580002,98.18,96.830002,98.120003,1121600,97.631813
"187",97.639999,98.260002,97.129997,97.410004,1641700,96.925346
"188",97.660004,97.900002,96.910004,97.650002,1215800,97.16415
"189",96.660004,96.949997,95.379997,95.389999,1348100,94.915392
"190",95.440002,96.120003,95.010002,95.18,1059000,94.706438
"191",95.400002,96.739998,95.239998,96.68,794000,96.198975
"192",96.339996,97.989998,96.32,97.769997,1736700,97.283548
"193",98.099998,99.75,97.800003,99.379997,1451700,98.885538
"194",98.75,99.379997,98.410004,98.980003,1453400,98.487534
"195",98.650002,100.660004,98.440002,99.93,1437700,99.432805
"196",99.809998,100.379997,99.779999,99.779999,1195000,99.28355
"197",100.419998,100.879997,100.150002,100.43,3435400,99.930317
"198",100.860001,100.860001,100.059998,100.129997,1166500,99.631807
"199",100.019997,100.720001,99.690002,99.699997,1476200,99.203946
"200",99.650002,99.699997,97.300003,97.32,1437300,96.83579
"201",96.739998,97.599998,96.32,96.949997,788300,96.467628
"202",96.650002,97.290001,96.040001,97.059998,1023100,96.577082
"203",97.800003,98.75,97.800003,98.230003,876100,97.741266
"204",97.339996,98.629997,96.959999,96.959999,1871600,96.477581
"205",96.82,97.699997,96.25,97.68,1304100,97.194
"206",97.690002,98.709999,97.349998,98.5,1080600,98.009919
"207",97.449997,98.779999,96.919998,97.849998,1332300,97.363152
"208",98.220001,98.620003,97.32,97.349998,1231700,96.86564
"209",97.019997,98.330002,97.019997,97.919998,1305800,97.683661
"210",97.879997,98.400002,97.290001,97.93,806300,97.693639
"211",97.839996,99.110001,97.57,98.889999,1666400,98.651321
"212",98,99.18,97.889999,97.889999,1223000,97.653735
"213",97.830002,98.120003,97.099998,97.879997,1823400,97.643757
"214",98.400002,98.660004,97.82,97.959999,955500,97.723566
"215",97.290001,97.489998,96.910004,97.389999,1465000,97.154942
"216",96.510002,96.709999,95.330002,95.580002,1550800,95.349313
"217",96.400002,97.160004,96.050003,96.650002,1182600,96.41673
"218",97.309998,98.029999,96.699997,97.239998,1061700,97.005302
"219",98.550003,100.25,98.5,100.160004,2701100,99.91826
"220",99.779999,101.949997,99.559998,101.449997,1526900,101.20514
"221",101.910004,101.910004,100.480003,101.230003,949300,100.985678
"222",101.459999,101.940002,101,101.599998,958900,101.35478
"223",101.120003,102.169998,100.830002,101.650002,885800,101.404662
"224",100.919998,102.089996,100.800003,101.18,1076800,100.935795
"225",100.699997,101.720001,99.809998,100.330002,1267800,100.087848
"226",100.330002,100.860001,100.050003,100.589996,1003600,100.347215
"227",100.580002,101.68,100.349998,101.290001,868000,101.04553
"228",100.800003,101.440002,99.870003,100.010002,944400,99.768621
"229",100.379997,100.43,99.019997,99.540001,903000,99.299754
"230",99.720001,100.419998,99.400002,100.07,820800,99.828474
"231",101.290001,103.099998,100.790001,102.75,1440600,102.502006
"232",102.400002,102.940002,102.18,102.330002,647400,102.083021
"233",101.849998,102.739998,101.010002,102.260002,732100,102.01319
"234",101.879997,102.760002,101.339996,102.239998,581800,101.993234
"235",102.900002,103.849998,102.489998,103.82,1134700,103.569423
"236",104.169998,104.239998,102.169998,102.330002,1322500,102.083021
"237",102.059998,102.550003,101.550003,102.339996,1098800,102.092992
"238",102.93,103.809998,102.599998,103.269997,1393500,103.020747
"239",103.639999,103.879997,102.769997,103.379997,1158000,103.130482
"240",103.620003,104.739998,103.220001,104.160004,2266500,103.908606
"241",105.489998,109.209999,105.349998,106.760002,3721900,106.502329
"242",105.550003,106.260002,103.980003,104.669998,2369000,104.41737
"243",104.790001,105.470001,104.330002,105.190002,1183000,104.936119
"244",104.75,105.220001,104.489998,105.089996,1051200,104.836354
"245",104.949997,105,103.529999,104.150002,2310700,103.898628
"246",104.769997,106.970001,104.089996,106.419998,1805300,106.163146
"247",105.75,106.860001,105.260002,106.220001,1147600,105.963632
"248",106.239998,106.839996,105.739998,106.839996,960500,106.58213
"249",106.629997,106.879997,105.050003,105.459999,1063600,105.205464
"250",104.669998,106.169998,104.669998,105.599998,1173600,105.345125
"251",105.349998,105.800003,104.459999,104.5,885300,104.247782
"252",104.449997,104.919998,103.900002,104.639999,1304100,104.387443
"253",105.260002,107.879997,105,107.480003,1736700,107.220593
