"","APA.Open","APA.High","APA.Low","APA.Close","APA.Volume","APA.Adjusted"
"105",75.660004,76.160004,74.269997,75.559998,3964700,74.989222
"106",73.980003,75.480003,72.739998,75.440002,4763900,74.870134
"107",75.800003,76.699997,75.160004,76.519997,4094100,75.94197
"108",77.169998,77.57,74.559998,75.099998,3840500,74.532698
"109",75.389999,75.720001,74.110001,75.410004,2557200,74.840361
"110",74.989998,75.360001,73.650002,73.699997,2730000,73.143272
"111",73.300003,73.57,70.940002,72.07,4141500,71.525588
"112",72.309998,73.639999,71.550003,73.349998,4153000,72.795917
"113",73,73.019997,71.589996,72.089996,4765500,71.545433
"114",71.790001,72.68,71.209999,72.07,3275100,71.525588
"115",72.400002,72.400002,71.410004,72.050003,4645100,71.505742
"116",72.239998,74.389999,71.919998,74.239998,4664000,73.679194
"117",75.800003,76.309998,74.730003,75.699997,4970700,75.128164
"118",75.449997,75.93,74.440002,75.809998,5173500,75.237334
"119",76,76.150002,73.199997,73.360001,3868900,72.805844
"120",73.089996,73.220001,71.949997,72.239998,2976300,71.694302
"121",68.339996,68.389999,63.73,64.089996,5685100,63.605865
"122",63.41,63.93,62,63.810001,7309000,63.327985
"123",62.639999,64.410004,62.639999,63.110001,7966400,62.633272
"124",63.59,65.580002,63.119999,64.300003,6206500,63.814285
"125",63.360001,64.190002,62.779999,63.25,5596600,62.772214
"126",62.490002,62.860001,60.119999,61.639999,7447300,61.174375
"127",60.860001,60.900002,57.299999,57.43,7954600,56.996178
"128",57.099998,59.32,56.66,58.84,8808600,58.395527
"129",57.419998,58.619999,56.799999,57.779999,10394300,57.343532
"130",57.57,58.939999,56.860001,57.040001,5949000,56.609124
"131",56.099998,57.970001,55.799999,56.439999,8017100,56.013655
"132",57.009998,57.459999,55.080002,55.200001,9217400,54.783024
"133",54.34,59.09,54.34,56.709999,6710700,56.281615
"134",57.139999,61.139999,56.98,60.200001,6590200,59.745254
"135",62.32,62.599998,59.560001,62.150002,7964500,61.680524
"136",62.880001,64.919998,62.23,64.82,6796700,64.330354
"137",63.689999,64.349998,62.639999,63.740002,5468100,63.258514
"138",64.400002,65.720001,64.120003,65.43,3659500,64.935746
"139",64.620003,64.639999,62.900002,64.050003,2009800,63.566173
"140",64.629997,64.959999,63.52,63.959999,1682700,63.476849
"141",64.459999,64.949997,63.25,63.639999,3403000,63.159267
"142",63.310001,63.73,62.380001,62.970001,2521700,62.49433
"143",62.330002,63.459999,61.349998,62.669998,3145800,62.196593
"144",62.18,64.260002,61.509998,63.830002,3364400,63.347834
"145",62.169998,62.509998,59.599998,59.91,4813200,59.457444
"146",59.740002,61.23,58.73,59.259998,4549300,58.812352
"147",60.310001,60.419998,57.91,58.599998,4612100,58.157338
"148",59.389999,61.400002,58.709999,60.869999,3655900,60.410191
"149",61.330002,61.389999,59.810001,60.689999,3584000,60.23155
"150",59.599998,59.599998,57.77,58.459999,4840600,58.018396
"151",58.630001,59.32,57.900002,58.459999,4045900,58.018396
"152",57.459999,59.68,57.439999,59.529999,4503200,59.080313
"153",61.02,61.200001,59.560001,60,5434300,59.546764
"154",60.599998,62.599998,60.310001,62.25,4769400,61.779768
"155",61,61.200001,59.169998,60.16,4361300,59.946303
"156",60.880001,62.630001,60.27,62.32,2716200,62.09863
"157",62.689999,63.77,61.41,63.759998,4532300,63.533514
"158",63.439999,65.150002,62.810001,62.880001,5481000,62.656643
"159",63.439999,64.860001,62.41,64.470001,3501200,64.240995
"160",64,65.32,63.41,64.589996,3329300,64.360564
"161",64.040001,64.040001,60.93,61.119999,5693400,60.902892
"162",61.720001,61.990002,59.73,61.23,4088100,61.012502
"163",60.299999,63.07,59.860001,62.57,5588200,62.347742
"164",64.029999,66.230003,63.68,66.230003,4331900,65.994745
"165",67.389999,68.43,67.050003,68.059998,5681000,67.818239
"166",66.68,68.239998,66.010002,67.309998,6044700,67.070903
"167",68.010002,69.07,67.589996,68.370003,3797900,68.127143
"168",68.629997,68.82,67.360001,68.330002,5000200,68.087284
"169",68.699997,69.019997,67.18,67.220001,4410100,66.981226
"170",66.900002,66.900002,64.029999,66.25,7653300,66.014671
"171",64.75,65.010002,63.200001,64.75,6323500,64.519999
"172",65.980003,67.57,63.82,64.580002,7348200,64.350605
"173",65.860001,67.089996,65.160004,67.050003,5850600,66.811832
"174",66.5,66.839996,65.5,66.790001,4554900,66.552754
"175",65.800003,67.230003,65.43,65.75,6854400,65.516447
"176",63.529999,66.790001,63.23,66.629997,5818000,66.393318
"177",66.68,67.25,65.809998,66.220001,4509000,65.984779
"178",65.269997,66.440002,64.839996,66.220001,4102500,65.984779
"179",66.910004,67.419998,66.400002,66.910004,2785900,66.67233
"180",67.050003,68,66.480003,67.830002,2746200,67.58906
"181",67.190002,67.190002,65.269997,65.739998,3952900,65.50648
"182",66,66.309998,65.419998,65.839996,4080000,65.606124
"183",65.459999,65.860001,64.540001,65.790001,3882700,65.556306
"184",66.099998,67.300003,65.889999,66.720001,3388200,66.483003
"185",66.540001,66.779999,65.5,66.529999,2986700,66.293675
"186",66.660004,66.660004,65.150002,65.43,3790500,65.197584
"187",64.709999,65.449997,62.689999,63.130001,6164700,62.905755
"188",63.029999,63.209999,61.400002,61.41,3258700,61.191863
"189",60.52,61.27,60.150002,60.150002,3293700,59.93634
"190",60.189999,61.459999,59.830002,61.16,3452500,60.942751
"191",61.529999,61.549999,60.07,60.169998,3322300,59.956266
"192",59.459999,59.52,58.200001,59.360001,3565500,59.149146
"193",58.75,67,57.57,59.830002,3817700,59.617477
"194",59.52,59.759998,58.650002,59.09,2412500,58.880104
"195",58.650002,61.93,58.18,61.5,3217300,61.281543
"196",60.099998,60.630001,59.380001,59.880001,2816200,59.667299
"197",60.16,61.200001,59.549999,59.549999,6723800,59.338469
"198",59.57,60.439999,58.669998,58.68,3309100,58.471561
"199",58.91,59.25,58.209999,59.029999,3564600,58.820316
"200",59.639999,60.259998,58.880001,59.830002,3069100,59.617477
"201",60.98,61.400002,59.580002,59.810001,3517100,59.597548
"202",59.299999,60.049999,58.880001,59.41,3373800,59.198967
"203",60.299999,61.18,59.970001,60.830002,3159900,60.613925
"204",59.860001,60.82,59.75,60.330002,2740800,60.115701
"205",60.93,61.610001,60.540001,60.630001,2448600,60.414635
"206",60.23,61.59,60.139999,61.439999,2275900,61.221755
"207",61.849998,65,61.599998,64.839996,4577500,64.609676
"208",64.760002,66.580002,64.349998,65.440002,4024600,65.20755
"209",65.980003,66.589996,64.860001,65.25,4311200,65.018223
"210",65.470001,67,65.410004,66.470001,3848900,66.233891
"211",66.800003,68.169998,66.610001,67.839996,3526000,67.599019
"212",68.029999,68.279999,67.019997,67.510002,3271100,67.270197
"213",68,69.949997,67.980003,69.809998,3333900,69.562023
"214",70.089996,71.870003,70,71.400002,4533400,71.146379
"215",70.860001,71.769997,70.330002,70.809998,3321300,70.558471
"216",70.220001,70.82,69.690002,70.379997,2799900,70.129998
"217",70.400002,71.580002,70.260002,70.669998,2366100,70.669998
"218",70.669998,70.800003,68.220001,68.370003,2401600,68.370003
"219",68.830002,69,67.089996,67.800003,3090900,67.800003
"220",68.129997,69.239998,68.050003,68.349998,2252800,68.349998
"221",67.889999,68,65.82,66.32,2972100,66.32
"222",66.949997,67.32,66.449997,66.720001,2544700,66.720001
"223",66.690002,67.300003,66.209999,66.790001,2272900,66.790001
"224",66.730003,68.800003,66.629997,68.559998,5288000,68.559998
"225",68.910004,69.239998,67.25,68.400002,2921300,68.400002
"226",68.440002,68.879997,67.120003,68.480003,2236400,68.480003
"227",68.5,69.169998,67.870003,68.550003,3197700,68.550003
"228",69.260002,70.139999,67.480003,67.940002,6019600,67.940002
"229",68.400002,69.129997,66.860001,67.339996,4396900,67.339996
"230",66.199997,66.220001,64.150002,65.080002,4762200,65.080002
"231",65.739998,65.860001,64.07,65.540001,3354100,65.540001
"232",65.449997,65.449997,63.119999,63.130001,4275600,63.130001
"233",63.490002,64.110001,63.259998,63.639999,3625200,63.639999
"234",64.18,64.290001,62.259998,62.700001,3544200,62.700001
"235",62.93,63.549999,62.419998,62.630001,2762700,62.630001
"236",62.34,63.91,62.099998,63.419998,3265100,63.419998
"237",63.279999,63.900002,62.900002,63.779999,2244700,63.779999
"238",63.080002,63.32,62.029999,62.169998,2417400,62.169998
"239",62.450001,62.5,61.200001,61.610001,2628700,61.610001
"240",62.080002,62.619999,61.610001,62.169998,2835900,62.169998
"241",61.610001,62.98,61.5,62.529999,2367800,62.529999
"242",61.630001,61.93,60.82,61.41,2606500,61.41
"243",61.290001,61.849998,59.779999,60.77,3205500,60.77
"244",60.529999,60.709999,58.830002,59.790001,4110800,59.790001
"245",60.200001,60.549999,59.700001,59.84,4037200,59.84
"246",59.889999,60.029999,58.68,58.869999,3663500,58.869999
"247",59.5,59.91,58.669998,59.599998,3724000,59.599998
"248",59.349998,60.009998,58.82,58.950001,2292600,58.950001
"249",58.560001,58.75,58.009998,58.25,3020300,58.25
"250",57.919998,59.669998,57.830002,59.349998,3311000,59.349998
"251",59.009998,59.400002,57.73,58.209999,2724800,58.209999
"252",58.950001,59.400002,58.560001,58.57,3553400,58.57
"253",59.509998,59.610001,58.59,58.959999,3815400,58.959999
