"","LLY.Open","LLY.High","LLY.Low","LLY.Close","LLY.Volume","LLY.Adjusted"
"132",69.68,70.720001,69.419998,69.669998,5718800,68.700777
"133",69.389999,71.349998,69.029999,69.260002,4916700,68.296484
"134",69.559998,70.699997,69.230003,70.279999,5506500,69.302291
"135",71.199997,72.480003,70.910004,72.449997,5875600,71.442101
"136",72.239998,72.660004,71.330002,72.400002,8311300,71.392801
"137",70.940002,71.589996,70.25,71.419998,4622900,70.426431
"138",71.669998,71.730003,69.010002,69.739998,4768100,68.769803
"139",70.040001,70.709999,70.040001,70.160004,1507000,69.183965
"140",70.290001,70.989998,70.260002,70.389999,1432000,69.410762
"141",69.919998,70.389999,69.889999,70.099998,1739600,69.124795
"142",69.879997,70.160004,69.440002,69.639999,2726100,68.671195
"143",69.940002,70.5,68.93,68.989998,2491000,68.030236
"144",69.769997,70.82,69.720001,70.059998,3146200,69.085351
"145",69.730003,70.089996,69.150002,69.370003,4845500,68.404955
"146",69.919998,70.910004,69.199997,69.720001,5127400,68.750084
"147",70.029999,70.529999,68.449997,69.230003,9043000,68.266903
"148",70,71.489998,69.660004,70.870003,7472200,69.884087
"149",70.029999,70.110001,69.010002,69.93,8141700,68.957162
"150",70.220001,70.610001,69.279999,69.419998,5790100,68.454255
"151",70.07,70.800003,68.809998,69.379997,3364800,68.41481
"152",68.769997,69.879997,68.709999,69.760002,3376100,68.789529
"153",69.760002,71.269997,69.730003,69.739998,4055000,68.769803
"154",69.589996,70.879997,69.440002,70.68,4263300,69.696728
"155",70.870003,72.099998,70.870003,72.029999,6163300,71.027946
"156",71.620003,72.5,71.110001,72.239998,5195900,71.235024
"157",72.690002,72.690002,71.639999,72.459999,4582800,71.451964
"158",72.459999,72.860001,72.050003,72.129997,2903200,71.126553
"159",71.860001,72.169998,71.059998,72.110001,3466600,71.106835
"160",71.760002,72.139999,71.449997,71.730003,3661600,70.732124
"161",72.110001,72.379997,70.760002,70.970001,3105200,69.982695
"162",70.970001,72.160004,70.419998,72.110001,4416600,71.106835
"163",73.019997,73.470001,71.580002,72,6720100,70.998364
"164",71.870003,72,70.230003,71.690002,6274500,70.692679
"165",71.589996,71.639999,69.849998,70.889999,6811500,69.903806
"166",70.230003,70.489998,69.769997,70.220001,5376400,69.243128
"167",70.699997,71.57,70.68,71.410004,3847000,70.416576
"168",71.160004,71.389999,70.239998,70.360001,3207300,69.38118
"169",70,70.260002,69.379997,69.610001,3771200,68.641614
"170",70.110001,70.559998,69.889999,70.5,6888000,69.519232
"171",70,70.620003,69.699997,69.949997,3456400,69.469572
"172",70.190002,70.550003,69.830002,70.529999,3383500,70.04559
"173",70.690002,70.889999,70.190002,70.559998,2691900,70.075383
"174",70.410004,71.629997,70.300003,71.559998,3971600,71.068515
"175",71.410004,71.449997,70.199997,71.010002,3800000,70.522297
"176",70.830002,71.290001,70.769997,71.120003,2337000,70.631542
"177",70.970001,71.959999,70.269997,71.879997,3461700,71.386317
"178",71.809998,71.919998,70.709999,71.089996,3378600,70.601741
"179",71,71.5,70.510002,70.900002,3158600,70.413052
"180",70.870003,70.870003,70.050003,70.360001,3029500,69.876759
"181",70.169998,70.309998,69.540001,70.029999,4544900,69.549024
"182",69.949997,70.5,69.910004,70.169998,3353200,69.688062
"183",70.169998,71.139999,70.160004,71.120003,3815100,70.631542
"184",71.120003,71.150002,70.089996,70.370003,4137300,69.886693
"185",70.010002,70.82,69.809998,70.650002,3005100,70.164769
"186",70.739998,71.089996,70.400002,70.589996,3465900,70.105175
"187",70.260002,70.260002,68.309998,68.410004,5880800,67.940155
"188",68.739998,69.739998,68.419998,69.580002,5848000,69.102118
"189",69.120003,69.43,68.550003,68.779999,3664900,68.307609
"190",68.889999,69.330002,68.410004,68.459999,3424500,67.989807
"191",68.75,69.629997,68.540001,69.559998,2724000,69.082251
"192",69.410004,70.050003,69.139999,69.889999,3223800,69.409986
"193",70.269997,71.400002,70.18,71.07,3922300,70.581882
"194",70.709999,71.260002,70.330002,70.839996,2572500,70.353458
"195",70.900002,74.169998,70.690002,73.540001,6436200,73.034919
"196",73.260002,74.580002,72.589996,74.220001,7051200,73.710249
"197",75.220001,76.199997,74.540001,76.120003,10713900,75.597201
"198",76.019997,77.459999,75.949997,76.360001,6284400,75.835551
"199",76.269997,76.699997,75.360001,75.559998,5111600,75.041042
"200",75.660004,76.480003,74.360001,74.360001,5431600,73.849287
"201",74,74.349998,73.419998,73.440002,4023500,72.935607
"202",73.620003,73.989998,73.199997,73.580002,4171600,73.074645
"203",74,74.199997,73.669998,73.870003,3370700,73.362654
"204",73.349998,73.980003,72.650002,72.650002,4348000,72.151032
"205",72.919998,72.970001,71.07,71.529999,5875800,71.038722
"206",71.459999,71.779999,70.529999,71.239998,3781800,70.750713
"207",71.129997,71.709999,70.839996,71.309998,3936900,70.820232
"208",71.25,72.080002,71.18,71.699997,3128100,71.207552
"209",71.919998,72.279999,71.540001,72.150002,3215400,71.654466
"210",72.220001,72.559998,71.900002,72.360001,2595800,71.863023
"211",72.5,73.980003,72.25,73.919998,3956400,73.412306
"212",73.279999,73.639999,73.110001,73.519997,4351500,73.015052
"213",73.300003,73.75,73.099998,73.459999,3950600,72.955467
"214",73.540001,74.019997,73.300003,73.709999,4358700,73.20375
"215",73.610001,74,73.389999,73.489998,2880000,72.985259
"216",73.010002,73.199997,71.959999,72.470001,4386700,71.972268
"217",73,73.260002,72.300003,72.410004,2540400,71.912683
"218",72.980003,73.120003,72.059998,72.209999,4048400,71.714052
"219",72.470001,72.470001,71.879997,72.300003,3506100,71.803438
"220",72.879997,72.940002,71.07,72.400002,5448700,71.902749
"221",72.220001,72.43,71.260002,71.580002,3816300,71.088382
"222",71.93,72.169998,70.629997,70.889999,5328400,70.403118
"223",70.620003,71.279999,70.199997,71.18,4557900,70.691127
"224",71.860001,72.82,71.839996,72.279999,6789600,71.783571
"225",71.959999,72.610001,71.43,71.870003,5479300,71.376391
"226",72.260002,73.330002,71.25,73.120003,6533400,72.617806
"227",73.25,73.589996,72.849998,73.050003,4040700,72.548287
"228",72.830002,72.970001,71.82,71.910004,3735900,71.416117
"229",71.970001,72.279999,71.540001,72.050003,3567600,71.555155
"230",71.75,72.290001,71.720001,71.82,3628100,71.326731
"231",72.5,73.699997,72.5,73.260002,3713300,72.756843
"232",73.260002,73.989998,73.190002,73.470001,2958600,72.9654
"233",73.139999,73.139999,72.309998,72.440002,3152800,71.942476
"234",72.760002,73.230003,72.489998,72.800003,2682100,72.300004
"235",72.68,73.220001,72.43,73.059998,3364300,73.059998
"236",73.230003,73.419998,72.589996,72.900002,3464400,72.900002
"237",73.050003,73.089996,72.620003,72.940002,2162000,72.940002
"238",72.82,73.580002,72.629997,73.449997,3548000,73.449997
"239",73.449997,73.690002,73.18,73.360001,1980300,73.360001
"240",73.339996,74.349998,73.18,74.269997,3288200,74.269997
"241",74.050003,74.330002,73.870003,74.300003,3023400,74.300003
"242",73.959999,74.370003,73.82,74.309998,4194600,74.309998
"243",74.360001,74.989998,74.139999,74.900002,2901100,74.900002
"244",74.800003,76.480003,74.739998,76.410004,4823600,76.410004
"245",76.150002,79.550003,76.019997,78.900002,11837000,78.900002
"246",78.919998,79.849998,78.779999,79,4854300,79
"247",78.760002,78.760002,77.510002,77.949997,4456400,77.949997
"248",78,78.169998,77.279999,77.830002,3267200,77.830002
"249",77.339996,78.599998,77.330002,77.68,3777600,77.68
"250",77.559998,78.260002,76.989998,78.120003,2784300,78.120003
"251",77.980003,78.849998,77.830002,78.519997,6056600,78.519997
"252",78.370003,82.889999,78.010002,82.769997,10029400,82.769997
"253",81.989998,83.489998,81.309998,83.18,13157500,83.18
